"MES","TIRE01","TIRE02","TIRE03","TIRE04","TIRE05","TIRE06","TIRE07","TIRE08","TIRE09","TIRE10","TIRE11","TIRE12"
1998-01-01,"14.576483084434422","31.632291811648621","13.725878752511388",,"13.632263688768258","8.0787529110598015",,"4.8045274147448795","8.4786053918445727",,"5.6503477275117708","6.4666053885703043"
1998-02-01,"14.039719496937394","30.366146886671348","13.541473937054953",,"12.964602814336695","7.4245654325961166",,"4.2077645393061616","7.8836770147778319",,"5.029765034284301","5.8762784664884284"
1998-03-01,"12.771119115499364","28.78654444890029","13.122517254586958",,"12.369619259332502","6.7296500305092914",,"3.6381164828340276","7.2441754459684464",,"4.42028481051738","5.326852051023554"
1998-04-01,"11.648595522769021","26.524503714782877","12.53829369183547",,"11.946596593797954","6.1621972389672788",,"3.2524379803571564","6.79458949807462",,"4.0516710676571126","4.9598456032285538"
1998-05-01,"10.31015246164476","25.130195959163704","11.62484989906857",,"11.698774260979139","5.6756755682966222",,"3.0440321281129288","6.2283415590431872",,"3.8021252094179765","4.7953081527908861"
1998-06-01,"9.7894988318981113","24.404872307716111","11.650792729470663",,"11.61446242567788","5.303049340848256",,"2.9667076631170577","5.9053916369735182",,"3.7781372254315366","4.748915338975098"
1998-07-01,"9.3278789194868192","23.052075648043374","10.60670375988334",,"11.675543541089283","5.036791382433341",,"3.0271381491125271","5.660974563916974",,"3.8175272551334127","4.8249130456053129"
1998-08-01,"9.3092132789680573","23.49651408924975","10.847998002123575",,"11.716192636825017","4.778053367215648",,"3.0930284319039631","5.4640268609424201",,"3.8988864898737932","4.920361294728365"
1998-09-01,"8.799828861121755","22.774909845244128","10.825935701810611",,"11.58269839400292","4.3399063801677933",,"2.9890126437803226","5.0022846163143928",,"3.739371701658353","4.8413461606302244"
1998-10-01,"8.4923409275748938","22.33737680388105","10.811440791444522",,"11.478778460329886","3.8893441223037706",,"2.8890423672470047","4.6442950597651391",,"3.6082844312711617","4.7591497877069395"
1998-11-01,"8.2522601887002978","21.971128601275044","10.966524357767117",,"11.316044474780137","3.4509428920713079",,"2.7234726072842954","4.2142773072962614",,"3.5333436692938971","4.6408996223013963"
1998-12-01,"8.6689822265808996","21.916162070588996","11.331577214911036",,"11.64413720542982","3.5409256770457822",,"3.0272251076863679","4.3104665496611538",,"3.9088409321348485","4.9950003411243165"
1999-01-01,"9.2394898315568739","21.502678187667879","12.175890847755589",,"12.273085788023375","3.8523156166929029",,"3.5543289345915552","4.7175348734638023",,"4.36086718451838","5.6248123474522238"
1999-02-01,"9.9369702123717705","21.935574171111547","12.608901727221289",,"12.953078972469424","4.285157687812835",,"4.1521901766827796","5.0508622835706785",,"4.9596367997988722","6.3291723011445589"
1999-03-01,"10.996679644100841","22.777047928452674","13.162488129634099",,"13.662767491653094","4.8015636355377866",,"4.805068672549706","5.5230801461794599",,"5.6783108213718236","7.0851854486332799"
1999-04-01,"11.85311892969233","23.636257874550346","14.005476323349185",,"14.390050554814838","5.3180190638800084",,"5.4183740977604034","6.0758054190391819",,"6.2586740898116","7.8427955642534908"
1999-05-01,"12.29768907616322","24.363014638929098","14.698351065078509",,"15.091472268867712","5.7975410698855923",,"5.9867370096545747","6.6428163544633323",,"7.1352007958510377","8.5656057799913921"
1999-06-01,"12.717488933958677","24.110382717413572","15.376156889166936",,"15.705038824776318","6.2351185635170392",,"6.4812042828524818","7.1988437443297304",,"7.8396296690650624","9.2034601804446226"
1999-07-01,"13.316644994847637","25.433351365562611","15.947782039402881",,"16.276389594670214","6.5833580396020164",,"6.9038938988064125","7.604185334843061",,"8.3256073062997871","9.7611983818924664"
1999-08-01,"13.69786030288318","24.981304110613451","16.499065524938182",,"16.797537568905653","6.8598443904248407",,"7.2811973716133904","7.9179025140563741",,"8.7421841095564048","10.262043107203688"
1999-09-01,"14.091101359533042","24.681077824620061","17.137240435485168",,"17.307525278171475","7.1687234925721599",,"7.7043115748770763","8.3356211740578843",,"9.1721669188330459","10.780875820482127"
1999-10-01,"14.46714822566722","24.655401101752293","17.95783938177788",,"17.938160776268358","7.5645659880021059",,"8.2126516968463861","8.7551379577951423",,"9.742449377325535","11.381279727809401"
1999-11-01,"15.272910885998648","26.316738856704415","18.587778046502631",,"18.568862742631573","7.9334083504558599",,"8.7277460104452071","9.259309526697832",,"10.240970320129641","11.977255968311338"
1999-12-01,"15.055325332071199","26.157114044864265","18.745329132191319",,"18.842659251164047","7.9461208725436192",,"8.9089578165400933","9.3083765768112769",,"10.589409693671051","12.216838791739002"
2000-01-01,"14.83630462930865","26.922241292598898","18.299100466672641",,"18.932504016092079","7.8292313289862259",,"8.945410500143911","9.0800823767838708",,"10.780126359618727","12.280980906473015"
2000-02-01,"14.967390399491491","26.296891081237248","18.332997379550694",,"19.015677803237736","7.6731819141533517",,"8.9538992859412545","8.9401840471898595",,"10.867473200821593","12.304882388823428"
2000-03-01,"14.594573644705974","25.644379832977759","18.153658876153838",,"18.928628945158462","7.3762397081715489",,"8.8256024789015175","8.6266914199500864",,"10.759583339995279","12.164503430564965"
2000-04-01,"14.4274","25.981262945253103","17.851525270413614",,"18.663429327251727","6.9219441110095756",,"8.5477061894613069","8.0862616370397564",,"10.581332541351058","11.836201459368571"
2000-05-01,"14.392300000000001","25.572512137330417","17.57023346352365",,"18.48563424946056","6.6006486069371055",,"8.3527395140333667","7.6659115104031468",,"10.11404955482856","11.58416217156476"
2000-06-01,"14.2433","25.681168229681106","17.360512468570072",,"18.330497793909185","6.2761242434732729",,"8.1619325502702402","7.3374257930472702",,"9.8174198723154458","11.338012771381116"
2000-07-01,"14.236210596387505","25.330822177307365","17.077266105940989",,"18.045263777688199","5.8992442680161963",,"7.8710267649247205","7.0397706753747329",,"9.663361676569723","11.014087296998719"
2000-08-01,"14.226425152450986","25.152882842347157","16.826654165902646",,"17.791154974736163","5.5727390015038507",,"7.5956132388809738","6.7397142902637359",,"9.3487855055571192","10.705546338542572"
2000-09-01,"14.130492180528803","25.508161282196866","16.446045593651217",,"17.475283436693712","5.1733993672696439",,"7.2314298673551543","6.4773407607280147",,"9.2226517986011363","10.323880830976474"
2000-10-01,"13.796109112837135","25.169976452452648","15.961190782754635",,"16.996141971568861","4.6526621043736069",,"6.7441869577820377","6.0223444035824611",,"8.8073027702379374","9.8537585483237145"
2000-11-01,"13.308334568125979","23.561137617993257","15.908528670901926",,"16.773618860619546","4.3734872378888001",,"6.5001432971267619","5.7870624776855317",,"8.6353316204258803","9.6110433640960871"
2000-12-01,"13.456404448685037","23.650686892056196","15.997960078420535",,"16.704582764497339","4.2093712883060865",,"6.3975504190245687","5.7039378609666285",,"8.5004730890996534","9.5015683425177127"
2001-01-01,"13.526795955854576","22.262124355168133","16.207306860282156",,"16.724477108080823","4.0560596859888172",,"6.3776808717940465","5.7153586984748674",,"8.3717536960931689","9.362007547615864"
2001-02-01,"13.200517582733079","21.747027649382307","16.426569599593801",,"16.650581073788778","3.9687904025548399",,"6.3689635252261505","5.7888862929657989",,"8.257787546279248","9.2751729915814352"
2001-03-01,"13.383191295433331","21.073800107133923","16.816999986468225",,"16.83741153618411","4.029709605548593",,"6.4215678124172255","6.0147225846966403",,"8.4244511282881334","9.3540271215989197"
