"MES","STME01","STME02","STME03","STME04","STME05","STME06","STME07","STME08","STME09","STME10","STME11","STME12","STME13","STME14"
2002-11-01,"7.45","11.52393","7.3883900000000002","7.3883900000000002","6.0819999999999999E-2","7.3883900000000002","7.3883900000000002","5.0094399999999997","0.81371000000000004","7.3883900000000002","2.1289400000000001","2.0650400000000002","1.055E-2","2.1183200000000002"
2002-12-01,"7.5","12.0054","7.8382899999999998","7.8382899999999998","6.318E-2","7.8382899999999998","7.8382899999999998","5.3940999999999999","0.85606000000000004","7.8382899999999998","2.2261899999999999","2.1171799999999998","1.039E-2","2.1277200000000001"
2003-01-01,"7.55","12.418480000000001","8.1226099999999999","8.1226099999999999","6.3100000000000003E-2","8.1226099999999999","8.1226099999999999","5.5375800000000002","0.88488999999999995","8.1226099999999999","2.3240699999999999","2.1277200000000001","1.0240000000000001E-2","2.1661999999999999"
2003-02-01,"7.57","11.92825","8.1268200000000004","8.1268200000000004","6.4259999999999998E-2","8.1268200000000004","8.1268200000000004","5.5596500000000004","0.89093999999999995","8.1268200000000004","2.3742100000000002","2.12079","1.005E-2","2.1698499999999998"
2003-03-01,"7.6","11.95063","8.17882","8.17882","6.3350000000000004E-2","8.17882","8.17882","5.5441799999999999","0.89093999999999995","8.17882","2.55219","2.2559499999999999","1.044E-2","2.18079"
2003-04-01,"7.61","12.09998","8.4021299999999997","8.4021299999999997","6.3369999999999996E-2","8.4021299999999997","8.4021299999999997","5.5743200000000002","0.92140999999999995","8.4021299999999997","2.66316","2.60825","1.0749999999999999E-2","2.1936399999999998"
2003-05-01,"7.63","12.57324","9.0460100000000008","9.0460100000000008","6.4369999999999997E-2","9.0460100000000008","9.0460100000000008","5.9230999999999998","0.98850000000000005","9.0460100000000008","2.65157","2.5928399999999998","1.069E-2","2.1783299999999999"
2003-06-01,"7.66","12.583080000000001","8.7271699999999992","8.7271699999999992","6.3829999999999998E-2","8.7271699999999992","8.7271699999999992","5.6580000000000004","0.95138","8.7271699999999992","2.7188599999999998","2.6555399999999998","1.093E-2","2.1982400000000002"
2003-07-01,"7.69","12.39395","8.6970100000000006","8.6970100000000006","6.3810000000000006E-2","8.6970100000000006","8.6970100000000006","5.6169900000000004","0.94865999999999995","8.6970100000000006","2.6448299999999998","2.5859700000000001","1.085E-2","2.2094200000000002"
2003-08-01,"7.73","12.14865","8.3815399999999993","8.3815399999999993","6.5710000000000005E-2","8.3815399999999993","8.3815399999999993","5.4445300000000003","0.91069999999999995","8.3815399999999993","2.6179999999999999","2.60914","1.1039999999999999E-2","2.2161499999999998"
2003-09-01,"7.75","12.87663","8.9590700000000005","8.9590700000000005","6.973E-2","8.9590700000000005","8.9590700000000005","5.8242900000000004","1.00552","8.9590700000000005","2.66093","2.6427399999999999","1.172E-2","2.21922"
2003-10-01,"7.77","13.135479999999999","9.0062800000000003","9.0062800000000003","7.1279999999999996E-2","9.0062800000000003","9.0062800000000003","5.8143900000000004","0.99631000000000003","9.0062800000000003","2.70506","2.7212100000000001","1.235E-2","2.2322700000000002"
2003-11-01,"7.79","13.31001","9.2462999999999997","9.2462999999999997","7.1209999999999996E-2","9.2462999999999997","9.2462999999999997","5.9737099999999996","1.02566","9.2462999999999997","2.6161599999999998","2.6419600000000001","1.2460000000000001E-2","2.2332700000000001"
2003-12-01,"7.84","13.911","9.8148800000000005","9.8148800000000005","7.3050000000000004E-2","9.8148800000000005","9.8148800000000005","6.2973100000000004","1.07944","9.8148800000000005","2.6644000000000001","2.69469","1.316E-2","2.2552300000000001"
2004-01-01,"7.86","14.22254","9.7239500000000003","9.7239500000000003","7.4050000000000005E-2","9.7239500000000003","9.7239500000000003","6.2237","1.06168","9.7239500000000003","2.6987999999999999","2.6712099999999999","1.306E-2","2.23712"
2004-02-01,"7.87","14.61435","9.7638300000000005","9.7638300000000005","7.1599999999999997E-2","9.7638300000000005","9.7638300000000005","6.19672","1.05888","9.7638300000000005","2.68147","2.6773500000000001","1.32E-2","2.2601599999999999"
2004-03-01,"7.9","14.40503","9.6076899999999998","9.6076899999999998","7.4590000000000004E-2","9.6076899999999998","9.6076899999999998","6.1574499999999999","1.0365599999999999","9.6076899999999998","2.7571699999999999","2.7027999999999999","1.2710000000000001E-2","2.27779"
2004-04-01,"7.91","14.00041","9.4474900000000002","9.4474900000000002","7.1879999999999999E-2","9.4474900000000002","9.4474900000000002","6.1162799999999997","1.0343199999999999","9.4474900000000002","2.7597100000000001","2.6598799999999998","1.2579999999999999E-2","2.2662599999999999"
2004-05-01,"7.92","14.475960000000001","9.6439299999999992","9.6439299999999992","7.1650000000000005E-2","9.6439299999999992","9.6439299999999992","6.3005899999999997","1.0606899999999999","9.6439299999999992","2.6644199999999998","2.5574599999999998","1.2500000000000001E-2","2.2652299999999999"
2004-06-01,"7.94","14.31302","9.5697399999999995","9.5697399999999995","7.3090000000000002E-2","9.5697399999999995","9.5697399999999995","6.2564200000000003","1.04887","9.5697399999999995","2.6702599999999999","2.54888","1.243E-2","2.2816000000000001"
2004-07-01,"7.95","14.40405","9.5417699999999996","9.5417699999999996","7.0709999999999995E-2","9.5417699999999996","9.5417699999999996","6.1837200000000001","1.03382","9.5417699999999996","2.66107","2.60941","1.243E-2","2.3168799999999998"
2004-08-01,"7.98","14.292899999999999","9.5949899999999992","9.5949899999999992","7.2419999999999998E-2","9.5949899999999992","9.5949899999999992","6.2224000000000004","1.0516399999999999","9.5949899999999992","2.6480399999999999","2.7019700000000002","1.269E-2","2.3687"
2004-09-01,"8","14.3613","9.83934","9.83934","7.1999999999999995E-2","9.83934","9.83934","6.3343400000000001","1.08605","9.83934","2.6742599999999999","2.7972999999999999","1.316E-2","2.38422"
2004-10-01,"8.0299999999999994","14.656370000000001","10.206289999999999","10.206289999999999","7.5380000000000003E-2","10.206289999999999","10.206289999999999","6.6761100000000004","1.1289","10.206289999999999","2.6883699999999999","2.7948400000000002","1.299E-2","2.4093800000000001"
2004-11-01,"8.0399999999999991","15.192270000000001","10.64536","10.64536","7.7920000000000003E-2","10.64536","10.64536","7.0233800000000004","1.1959299999999999","10.64536","2.7174900000000002","2.9208599999999998","1.3610000000000001E-2","2.4281000000000001"
2004-12-01,"8.06","15.475820000000001","10.973409999999999","10.973409999999999","7.8049999999999994E-2","10.973409999999999","10.973409999999999","7.1074999999999999","1.2162299999999999","10.973409999999999","2.70207","3.0316700000000001","1.4449999999999999E-2","2.4482300000000001"
2005-01-01,"8.07","15.187250000000001","10.49559","10.49559","7.7869999999999995E-2","10.49559","10.49559","6.7826599999999999","1.1526000000000001","10.49559","2.7509600000000001","3.0428999999999999","1.3690000000000001E-2","2.4697"
2005-02-01,"8.08","15.463419999999999","10.667020000000001","10.667020000000001","7.6579999999999995E-2","10.667020000000001","10.667020000000001","6.9244000000000003","1.1759900000000001","10.667020000000001","2.74383","3.07986","1.401E-2","2.4746700000000001"
