"MES","BCFP01","BCFP02","BCFP03","BCFP04","BCFP05","BCFP06","BCFP07","BCFP08","BCFP09","BCFP10","BCFP11","BCFP12","BCFP13","BCFP14","BCFP15","BCFP16","BCFP17","BCFP18","BCFP19","BCFP20","BCFP21","BCFP22","BCFP23","BCFP24","BCFP25","BCFP26","BCFP27","BCFP28","BCFP29","BCFP30","BCFP31","BCFP32"
2005-10-01,"10712117.72976","4406013.5654499996","6306104.1643100008","1954477.9567999998","4238834.8995900005","112540.79700000001","250.51092","22863604.57556","7759127.9141299985","1333872.8707699999","6224915.4167899992","2563.9602000000004","197775.66636999999","14839049.370519998","341142.95109999995","14116621.244179998","55777.439429999999","325507.73581000004","265427.2909100001","63688.144250000012","200456.56512000001","1226.9558099999999","55.625730000000004","7536448.3471590783","5037336.9108900009","246454.46009655326","2088710.8738525251","163946.10232000001","292642.33885","3080156.9448299995","10742734.827022038","11248752.643306406"
2005-11-01,"11667951.404269999","4504632.6917000003","7163318.7125699986","2375725.9278799989","4674993.3898199992","111339.29754","1260.0973300000001","22665036.558490001","7833147.4420499997","1377982.27691","6238294.5931700002","2420.9136099999996","214449.65836","14571623.18603","345450.89335999999","13823859.284600001","49811.769080000005","352501.23899000004","260265.93041000003","60085.288200000003","198896.68556000001","1225.3198899999998","58.636760000000002","7540876.6981830336","5057618.5657400005","200157.74265050722","2116446.6595525253","166653.73024","296044.86721999996","3234092.16022","10278555.294115711","11635133.132080536"
2005-12-01,"11483333.188299999","5594201.0735100005","5889132.1147899991","1795834.94689","3961099.37659","91457.964000000007","40739.827310000001","22829621.475310002","8097454.7849599998","1681121.6763400002","6169149.8288099999","2521.5440199999998","244661.73579000001","14467937.418740002","320272.43177000002","13634826.906550001","47558.581689999992","465279.49872999999","264229.27161000005","63328.808869999993","199626.94347","1220.7606899999998","52.758580000000002","7673973.2471296573","5008260.2142500002","221574.44670713219","2283037.9018525253","161100.68432","297604.87977999996","3259021.1729400004","9885477.8657413274","11893757.132910535"
2006-01-01,"10958175.464679999","5086728.4899399998","5871446.9747399995","1838006.0448099999","3892235.9943999997","96795.434500000003","44409.501029999999","22534341.766619999","7915728.7160299988","1652602.9027899997","6023600.8224299997","2464.1055200000001","237060.88528999998","14363175.13472","357623.06372999999","13518878.45253","32555.848789999996","454117.76967000007","255437.91587","64266.926140000003","189902.7022","1217.6814899999999","50.60604","8242524.7961646561","5806882.6246699998","131925.9167621315","2160589.2135925246","143127.04114000002","299912.51386000001","3277173.4428400001","9937515.941940615","12312742.220670534"
2006-02-01,"11070407.761709999","5120841.04471","5949566.7169999983","1778860.5469699996","4045152.9246999994","79461.324800000017","46091.920530000003","22625598.335298602","7884852.06953","1581466.4160000002","6063946.6900899997","1708.2682500000001","237730.69518999997","14473656.322390001","378677.21718000004","13517366.112090001","22353.040359999999","555259.95276000001","267089.9433786","70944.576679999998","194881.78341860001","1215.0388699999999","48.544410000000006","8647987.9169060346","6182078.7356500002","179358.84168757443","2143501.8170344597","143048.52253400002","298717.35310500005","3260760.1362774004","10046405.307416042","12042351.813829843"
2006-03-01,"10791225.406860001","5009120.0395200001","5782105.3673400003","1610760.5769100001","3931332.77893","112183.70339","127828.30811000001","22872761.260335796","8011304.908259999","1758746.5104699999","5998804.4470599992","1691.40254","252062.54819","14636011.038159996","383784.48033000005","13602701.125139996","23008.150379999999","626517.28230999992","225445.31391579998","50558.117290000002","173622.41696579999","1207.9551800000002","56.824479999999994","9422116.1199449934","6789120.6441400005","239647.18963246557","2249661.7524509276","143686.53372159999","300985.6443704","3204051.3548238003","10067588.648730904","12178862.219066659"
2006-04-01,"11047282.42711","5279907.0948000001","5767375.3323099995","1611071.3979300004","3902633.62","96683.05575","156987.25863","22922864.335634399","8009593.6845400007","1784040.63692","5979909.0053200005","1710.80458","243933.23771999998","14648306.655749999","386383.52204000001","13541785.949329998","22929.667249999999","697207.51713000017","264963.99534440006","75760.779579999988","187962.97818440004","1201.6244100000001","38.613169999999997","10333474.437430991","7728953.41928","318571.31087952928","2141097.2507222625","144852.4565492","301914.45728160004","3281975.3698511999","9955932.2790967561","12664960.739999641"
2006-05-01,"11123387.306910001","5454209.7470200006","5669177.5598900011","1800799.13084","3571576.2859400003","63211.237200000003","233590.90591","22781563.279494401","7955144.4992500003","1832627.7658500001","5842600.3358399998","1561.2140999999999","278355.18345999997","14562803.5098","416878.06215000001","13364345.599160001","22270.726869999999","759309.12162000011","263615.27044440003","62799.819060000009","199560.50770440005","1217.9707900000001","36.97289","11149690.820313985","8395903.9548700005","315307.39741092193","2293503.5108310622","144975.95720200002","306445.32283359999","3246201.0650028","9934130.2273192964","12977622.477488445"
2006-06-01,"11435947.00718","5825656.9895000001","5610290.0176799996","1828093.49156","3400600.0603799997","191538.09189000001","190058.37385","22792917.765574399","8037078.1431099987","2078457.0084200003","5698050.2723599989","1464.9736500000001","259105.88867999997","14467316.678350002","468541.26240999997","13159112.313580001","22270.279170000002","817392.82319000014","288522.94411440002","92514.55296999999","194759.80630440003","1213.8351400000001","34.749699999999997","11588919.884967608","8868870.6854800005","412127.639159346","2162870.8299906626","145050.73033760002","307975.97360119998","3255356.3897895999","9843057.2881082054","12699240.149972444"
2006-07-01,"11967111.84928","6078312.8509400003","5888798.9983400004","2068368.5572400005","3698675.3479499999","46081.172810000004","75673.920339999997","22732907.092414398","8124806.8349599997","2186982.2290600003","5677666.9807500001","837.38797999999997","259320.23717000001","14333055.812229998","504161.86841","13001380.292019999","22271.779560000003","805241.87224000017","275044.44522440003","94163.794399999999","179637.65694439999","1209.9788900000001","33.014989999999997","12501430.514717091","9836157.1913000029","435693.27113842499","2084501.4187182628","145078.63356039999","311259.8353036","3238345.5070552002","9873351.5310505945","13104943.84853364"
2006-08-01,"12245093.257920001","6145235.1605600007","6099858.09736","2026271.9844800001","3929903.3168899994","28435.441750000002","115247.35424","23253271.185982998","8543292.8445299994","2318407.3152799997","5957770.5845900001","704.45228000000009","266410.49238000001","14426450.82574","541020.97080000001","13014396.89294","22245.36088","848787.60111999989","283527.51571299997","97192.976490000001","185101.79328299998","1205.64597","27.099970000000003","13045334.811240144","10328347.74226","404084.08324344899","2168212.7496216968","144690.23611500001","311964.9170565001","3198943.5208739997","9965335.3908865862","13098617.128577953"
2006-09-01,"12580798.81075","6338124.0058500003","6242674.8049000008","2145698.5507399999","3969749.2795200003","34861.063569999998","92365.911069999987","23593080.634972997","8738132.431590002","2384675.33886","6093374.9301700015","695.33389999999997","259386.82866","14570968.377499996","566337.21310000005","13123801.262789996","21955.04781","858874.85380000004","283979.82588299998","94194.432830000005","188557.93881299999","1201.10411","26.35013","13911307.334737213","10760675.62579","436184.68877301767","2568481.807738197","145965.21243600003","318771.71804050001","3180723.5732324999","10005064.816134095","13127869.867601952"
2006-10-01,"12835142.205540001","6453751.9496300006","6381390.2559100008","2165773.4064000002","4087188.2847300009","21515.655529999996","106912.90925","23850431.485573001","8963069.5992200002","2341941.4247199995","6355799.7118099993","690.95102000000009","264637.51167000004","14565156.856389999","591162.87683999992","13069249.32564","17851.513010000002","886893.14089999988","322205.02996299998","124669.50169","196300.69169299997","1210.4634900000001","24.373090000000001","14266702.481449803","10704782.05211","453906.15671510552","2963301.4290151964","144712.84360950001","318609.16853249999","3211647.4398125","10137399.236215031","12969577.200427454"
2006-11-01,"13593891.64837","6743470.5320099993","6850421.1163600003","2416035.5817600009","4173763.0670899996","23655.769339999999","236966.69817000002","24601495.330283005","9420825.6765900012","2530854.2910700003","6616477.4648800008","640.30828000000008","272853.61235999997","14849607.01737","620809.97360999999","13276847.187520001","17963.230799999998","933986.62543999997","331062.63632299996","112302.84324999999","217530.86557299999","1209.6382000000001","19.289300000000001","14105793.758226655","10557366.32852","443689.05579745967","2959732.3296091971","145006.04430000001","321784.19970799994","3185209.3405229999","10164659.815076945","13375367.790940454"
2006-12-01,"14891043.972089998","8012030.8340299986","6879013.1380599998","2550738.7080500005","4114264.8713599998","24841.368690000003","189168.18995999999","25627502.867470197","10346380.224579999","3106904.44","6936561.7648299998","638.94137000000012","302275.07837999996","14996758.66161","680173.05955999997","13456510.51275","17920.736349999999","842154.35294999997","284363.98128020001","99919.376309999992","183219.39686020001","1204.6796299999999","20.528480000000002","12687279.969558911","8797876.1559900008","465395.14982374344","3280367.488077566","143641.17566759998","322868.03340939997","3332380.4050731994","9975326.1704421602","13490964.560115868"
2007-01-01,"14689327.429280002","7449216.316060001","7240111.1132200006","2681148.1113399998","4333292.7206899999","30882.658629999998","194787.62255999999","26016833.688137401","10375603.408120001","3026984.6340799993","7029706.6036100006","834.56028000000003","318077.61015000008","15372253.458910001","772413.7761299999","13623207.164310001","22363.592829999998","954268.92564000003","268976.8211074","89353.570139999996","178433.5969074","1172.35159","17.30247","13644067.69973808","9441602.919350002","508483.90342174243","3550683.0692251339","143297.8077412","324133.98705900001","3376231.1700384002","9973883.6782279219","13691055.706495589"
2007-02-01,"14949042.677669998","7514709.7360100001","7434332.9416599991","2592808.4656200004","4475869.8732299991","17439.944529999997","348214.65827999997","26515944.115454603","10615823.209690003","3126773.3508600006","7181718.3461300004","564.70159999999998","306766.81109999993","15627583.203649998","833288.65145999996","13803751.693349998","21656.471159999997","968886.38768000004","272537.70211459999","104436.66226","166914.50049460001","1169.38744","17.151919999999997","14129011.834203484","9894665.6405100003","536685.4890586813","3554594.0472168024","143066.65741799999","323892.61348840001","3347050.9826221005","10097796.060760222","13734458.113486111"
2007-03-01,"15373214.361399997","7746716.8458899986","7626497.5155099994","2514005.57614","4684414.832849999","12639.019410000001","415438.08710999996","27146933.316644602","10872140.34664","3243597.4403999993","7298796.0208100006","568.63026000000002","329178.25516999996","16003613.633099999","959113.69252000004","14047746.99659","21588.281999999999","975164.66198999994","271179.33690460003","78461.855199999991","191530.49633460003","1169.38744","17.597930000000002","14743013.993936902","10256760.46752","590717.66481509758","3751403.5697378032","144132.291864","329036.61970440001","3336721.5869083004","10217886.09090727","13459667.397965305"
2007-04-01,"15537613.521419998","8073064.2336899992","7464549.2877299991","2410120.8937599999","4557364.9877199996","6316.9576799999995","490746.44857000001","27201252.609884594","10913724.673389999","3214880.0726199998","7391144.0085399998","122.17516000000001","307578.41706999997","15967358.501519997","943798.35762999987","14036004.041869998","21596.647140000001","965959.45487999998","320169.43497460004","96137.414140000008","222844.97520459999","1169.38744","17.658189999999998","16161352.793287368","11336644.985530002","646864.32312166388","4031694.9467456033","146148.53789009998","328444.24166290002","3297482.9773806003","10112925.992189713","13757693.991773905"
2007-05-01,"16205939.731959999","8281724.0529100001","7924215.6790499985","2676199.67998","4851836.6443499988","2852.1000600000002","393327.25466000004","27994650.630511798","11419624.261309998","3514893.6633899999","7556389.7685399987","117.59094999999999","348223.23843000003","16306789.788310001","1048278.80632","14262590.97673","21238.584900000002","974681.42035999999","268236.5808918","88517.684999999998","178534.75302179999","1166.42319","17.71968","16424552.60392607","11592359.279719999","672622.65113109967","4018251.1150302715","141319.55804469998","331712.60067919991","3307778.8671550001","9741729.5347797815","13688576.955991426"
2007-06-01,"17117640.906489998","8738273.0502199996","8379367.8562700003","2909549.1022700006","5085761.3172499994","3128.29241","380929.14434","28475789.044259001","11646771.485400002","3632673.35304","7702931.8983700015","120.83866","311045.39532999997","16548013.85457","1237376.62256","14322849.043539999","21239.372910000002","966548.8155599999","281003.70428900007","88953.019109999994","190869.13842900001","1163.4589599999999","18.087790000000002","15637249.17790693","11594852.924099999","746993.62780739309","3154430.4277910395","140972.19820849996","332362.15867000003","3175890.1315105003","9714580.4202181064","13733362.704549544"
2007-07-01,"17371418.22625","9260221.5784199983","8111196.6478300001","2851230.6044000005","4941603.7099099997","1451.55908","316910.77444000001","28808028.918937795","11853384.398959998","3933446.6050999998","7561072.9730000002","106.33177000000001","358758.48908999993","16609765.314889997","1420193.5226199999","14208621.889679998","21022.315420000003","959927.58716999996","344879.20508780004","153402.06805","190307.29158779999","1151.6023599999999","18.243089999999999","16389217.114276839","12623673.962820001","779277.97076942341","2846729.6418237151","139535.5388637","330547.2864029","3114512.4322922998","9666447.9751238506","13735079.133204617"
2007-08-01,"18084397.481570002","9971905.5260600001","8112491.9555100007","3070133.2139100009","4686819.29966","1712.09094","353827.35100000002","29245872.174879402","12496813.90141","4675574.7820999995","7401479.5857000016","106.89870999999999","419652.63490000006","16481641.473790001","1588679.6746100001","13907014.448760001","20536.114239999999","965411.23617999989","267416.79967939993","73744.944740000006","192527.29459939999","1142.7096799999999","1.85066","16065270.465200534","13025399.975340001","764099.87694351235","2137187.4580064216","138583.15491059996","329991.67242229998","3076659.0318911001","9692428.5655735619","13723361.521072973"
2007-09-01,"18667444.676230002","10449870.650780002","8217574.0254500005","3278933.3633399997","4647055.1299900003","1157.1702500000001","290428.36186999996","29672745.518289398","12854376.67622","4842865.0255099991","7488470.3432300016","103.30208","522938.00540000002","16564831.023879999","1660907.83079","13877518.622259999","20555.85585","1005848.7149799999","253537.81818940002","75818.942109999989","176574.01467940002","1142.7096799999999","2.1517200000000001","16440943.80230514","13658578.801910002","775105.83150391642","1867654.8976485215","139604.27124269999","335709.06258590001","3056300.7736480003","9755839.8976185098","14462887.762265468"
2007-10-01,"18984775.25141","10649343.374160001","8335431.8772499999","3435184.82644","4506570.4794600001","780.0311999999999","392896.5401499999","30101959.844413798","13243996.234819997","4981547.7947700005","7656008.4295199988","100.75015999999999","606339.26037000003","16606549.446590001","1704850.61204","13764598.43266","20399.215580000004","1116701.18631","251414.1630038","77517.712070000009","172757.68295379999","1136.7812200000001","1.9867600000000001","16620024.734258214","13594538.021199999","823273.12693435664","2063311.5427671578","138902.04335669999","335020.12251909997","3007154.7462812997","9707418.0057740118","14839203.611660108"
2007-11-01,"19563459.684889998","11323176.733819999","8240282.9510699995","3434177.6090999995","4338256.1697300002","751.07956999999999","467098.09267000004","30159102.793088198","13426696.92678","5178778.0277900007","7527302.0157899996","46.40025","720570.48294999998","16419213.616849996","1749871.8871200001","13428913.351669999","20596.869070000001","1219831.50899","313192.24945819995","85150.446129999997","226921.7256182","1118.4980799999998","1.5796299999999999","16628589.307653517","13681201.316020001","828652.82620922104","1980415.4918888961","138319.67353540001","337603.72318630002","2975806.3111697999","9857457.7639946453","14958333.155825544"
2007-12-01,"21325531.063089997","13117459.198669998","8208071.8644200005","3587246.1717600003","4227214.5707200002","707.50311999999997","392903.61881999997","30914752.0314098","14279372.81975","6056197.4649899993","7315091.23869","40.607219999999998","908043.5088500001","16301012.3332","1856536.45548","13100459.837680001","20407.327110000002","1323608.7129300002","334366.87845980003","122063.45247000002","211191.79364980001","1109.70255","1.9297899999999999","14914432.501791686","11753817.14163","867291.48276088503","2155983.1160708019","137340.76133000001","336389.53767370002","2906288.1247215006","9723903.5322374329","15317333.402370298"
2008-01-01,"21414830.758079998","12516286.44007","8898544.3180100005","3664922.2060700003","4634094.0189499995","596.35675000000003","598931.73624","31354186.921984203","14711429.679040004","6104700.2766700005","7491375.2062800005","16.277619999999999","1115337.9184699999","16365456.163970001","2010730.3063700004","12850625.215990001","20222.155249999996","1483878.48636","277301.07897420001","90783.678420000011","185411.7923342","1103.83887","1.76935","15492494.584029278","12440840.280730003","884329.14211463532","2030620.2381068394","136704.92307779999","335256.77515319997","2940412.6098857","9811698.6014658865","15973642.646722037"
2008-02-01,"21940681.799709998","12643590.099239999","9297091.7004700005","3771199.8810700001","4752287.9033500003","416.24637000000001","773187.66967999993","32025832.498168599","15295830.5404","6445356.3513400005","7366539.2206299994","16.191300000000002","1483918.7771300001","16446932.437669996","2111308.80461","12678911.083899997","19963.67986","1636748.8693000001","283069.52009860001","84180.135030000005","197789.86910860002","1097.9751799999999","1.54078","16342048.307686197","13354673.795969998","882767.50244662235","1968466.6210626771","136140.38820690001","332180.34449569997","2957863.3251597001","9921621.6846443247","16007304.526918175"
2008-03-01,"22066182.437929995","12680024.97686","9386157.4610699974","3898106.0612599999","4740574.7303699981","311.99110000000002","747164.6783400001","32199752.492986001","15540102.392139999","6455154.1914499998","7332422.6957300007","15.996889999999999","1752509.50807","16395409.18678","2159283.9694800004","12350311.44538","19561.137579999999","1866252.6343399999","264240.91406600003","83880.222599999994","179274.757786","1084.78188","1.1517999999999999","17523893.018466022","14509200.94448","916778.77662343439","1962430.659914586","135482.63744799999","333689.84971799998","2868555.8603119999","9864823.4602604564","15399031.467292957"
2008-04-01,"22828646.770190001","13383022.105399998","9445624.6647900008","3877580.9625599999","4681306.8034000006","257.91050999999999","886478.98831999989","32795051.195291996","15994927.412409998","6760827.0500299996","7105097.287800001","15.780860000000001","2128987.29372","16444559.141339999","2298547.5909599997","12175863.5484","19296.505529999999","1950851.4964499997","355564.641542","177832.38134999998","176660.322812","1070.1226900000001","1.8146900000000001","18345843.810430884","14657888.805969998","969324.06390995765","2584973.4981139293","133657.44243699999","330495.02417999995","2844777.0212829998","9795664.7735474259","14442378.303916046"
2008-05-01,"23925385.810970001","14063595.180260001","9861790.630710002","4024344.3611800005","5000952.4518400012","192.50979999999998","836301.30789000005","33425165.207209401","16819246.43104","7252167.0660000015","6995603.4083799999","15.586450000000001","2571460.3702099998","16303610.122260001","2424489.6361099998","11892300.82364","19058.892019999999","1967760.7704900003","302308.65390940005","128736.09984000001","172512.94813940002","1056.9294","2.6765300000000001","18601726.789454512","14511737.420049997","638685.83722407417","3319204.2234180388","132099.3087624","329958.07263359998","2936536.8888881002","9676921.230382707","13970322.114660358"
2008-06-01,"23861436.110119998","14521846.375019999","9339589.7350999992","4135323.1330400002","4338781.7040999997","226.83188999999999","865258.06607000006","33749789.134076796","17162267.938419998","7383511.2166600004","6803217.1362399999","15.39311","2975524.1924099997","16335255.64469","2540280.8419600003","11717986.33433","18821.271430000001","2058167.1969699997","252265.55096680002","91786.528839999999","159431.79945680001","1043.7360600000002","3.4866100000000002","19236222.375701062","14317246.86434","739844.66018911556","4059657.7213055473","119473.12986640001","327785.61926559999","2966771.8612528001","9704913.2297604997","13737837.810883841"
2008-07-01,"24916285.23003","15009406.58718","9906878.6428500004","4358962.4103899999","4555430.2869600011","212.12268000000003","992273.82282000012","34294494.317415595","17545325.14711","7627303.2932899985","6518695.6558800004","15.220270000000001","3399310.9776700004","16481128.676259998","2642398.9218900003","11636039.719589999","18646.77146","2184043.2633199994","268040.4940456","98132.754320000007","168871.40012559996","1032.0087000000001","4.3309000000000006","21567545.544097848","15632235.060260002","775776.17477722722","5041403.5739118224","118130.7351488","326487.50999200001","2942927.4595512007","9682861.0159735754","13012410.010136317"
2008-08-01,"24993720.049329996","15397188.960959999","9596531.0883699991","4531031.4458499998","4098365.8575199987","282.84337000000005","966850.94163000002","34512490.440451398","17754990.61857","7954053.5208600005","6288380.5551199997","15.15438","3512541.38821","16418251.035349999","2692801.93512","11567850.801309999","18521.596830000002","2139076.7020899998","339248.78653139994","105236.85262999998","232979.37015139998","1027.61094","4.9528100000000004","22473123.156359799","15612498.325800002","794178.02404427272","5948777.4093858246","117669.3971297","326230.05238070001","2942918.6678973003","9851014.9562698957","12379089.148061013"
2008-09-01,"25468544.330949999","15514641.440770002","9953902.8901799992","4968760.1811499996","4057597.7752200002","358.50693000000001","927186.42688000016","34864008.981138594","17699855.756269999","7937831.2508999994","6296133.5806800006","15.111270000000001","3465875.8134199996","16796748.664689999","2933338.4303100007","11696354.19038","18469.18837","2148586.8556300001","367404.56017859996","138471.08906999999","227901.26585859997","1024.6791000000001","7.5261500000000003","22437051.835603137","15489507.34196","822081.71885054617","6007227.1739860922","118235.60080650002","330449.11118250003","2956712.6698293001","9811726.6233020239","12718817.456907339"
2008-10-01,"24471263.555969998","14967641.96504","9503621.5909299981","4615304.283189998","3928887.6884499993","181.80458999999999","959247.81469999987","35148667.087785803","17726778.165290002","7843809.3763200007","6682390.4411200006","15.06817","3200563.2796799997","16995558.2786","2875295.9314299999","12008468.180749999","18416.903200000001","2093377.2632199998","426330.64389579999","106594.14627000003","318704.70961580001","1021.7472599999999","10.040749999999999","22550677.574055694","16386229.635","892788.33094579668","5153751.1766156005","117908.43149429999","330742.41848719999","3013805.7867879001","10014535.665490191","12085318.095880708"
2008-11-01,"24110484.21937","14762394.126119999","9348090.0932500008","4477142.5805400005","3839281.7721299999","172.15900999999999","1031493.5815699999","35628551.797055803","17706721.509369999","7615895.0140999984","7161040.39604","15.06831","2929771.0309199998","17510778.718150001","2978010.1162400004","12476298.39435","18417.337720000003","2038052.8698400003","411051.56953580008","109037.04156000001","300981.20201580005","1021.7472599999999","11.578700000000001","22844080.072059773","16178012.36765","904075.70528967294","5643987.0097763008","118004.9893438","334079.08260019997","3016892.0763152004","9981519.2727324944","12777229.829162508"
2008-12-01,"25645572.286460001","15807424.188340001","9838148.0981200002","4780492.9172","3926778.0218499997","182.62724999999998","1130694.5318200001","36987242.367565796","18704409.852600001","8023559.5594300004","7750406.2163600009","15.068449999999999","2930429.0083600003","17786866.37734","2944958.08232","12836847.63046","18391.287400000001","1986669.3771600001","495966.13762579998","146795.37218999999","348117.07105580001","1039.4421299999999","14.25225","21213072.861359984","14054630.042489998","969557.53268268425","6073449.7431537006","115435.54303359998","333320.62556719995","3285850.5690492997","9951685.8194513023","13204558.455977909"
2009-01-01,"24622515.75093","14648960.863920001","9973554.8870099988","5159467.5313399993","3857675.9241100005","186.25826999999998","956225.17329000006","37389722.160235792","18638896.540239997","7763430.9450199995","7979112.6805099994","15.06859","2896337.8461199999","18313038.901419997","3042299.05259","13260701.33123","18391.08611","1991647.4314899999","437786.71857580001","131202.54996999999","305528.81407580007","1039.4421299999999","15.9124","22050233.585506234","14204358.804779999","1008926.8406582349","6721512.3970344011","115435.54303359998","335502.64021619991","3318422.1763489","9992234.1818082239","13305410.516466307"
2009-02-01,"24248767.373539999","14188880.600419998","10059886.773120001","5101397.4837199999","4061591.6618100004","145.41030000000001","896752.21729000006","38034098.948655799","18789826.32158","7875854.3266800009","8073959.6095000003","15.069850000000001","2839997.3155499999","18783077.70792","3331698.4198600003","13607213.55837","18391.228710000003","1825774.5009799998","461194.91915580002","134191.53617000001","325946.50436580006","1039.4421299999999","17.436490000000003","22744013.65225051","14876955.727529999","1012528.1386648121","6739047.2280720007","115482.5579837","336407.35689589992","3158395.8859333005","9903067.4578749649","13328336.524671191"
2009-03-01,"23824724.571060002","13713708.760710003","10111015.810350001","5080964.339420001","4263681.8237000005","174.90866","766194.73857000005","38634337.4675458","18643560.306120001","7532150.8953499999","8346394.3672099998","15.06887","2764999.9746899996","19578731.744460002","3707533.9509700001","14088077.204810001","18391.16675","1764729.42193","412045.41696579999","104298.58544999998","306715.05278580001","1012.9562699999999","18.82246","23462168.692521002","15494948.617690003","1075685.5850502965","6775198.9142715018","116335.57550919997","341016.2742094","3106075.1849052999","10192880.195374263","13159504.278594593"
2009-04-01,"23648226.722040001","13695525.21408","9952701.507960001","4869703.4499300001","4336111.8147","175.41252999999998","746710.83080000011","39190030.442715801","18806022.980760001","7772775.6787799997","8534444.030749999","15.06901","2498788.2022199999","19980766.534079999","3809146.83543","14448163.72782","18391.360990000001","1705064.60984","403240.92787580006","118239.46383000001","283968.18101580004","1012.9562799999999","20.326750000000001","24868708.738179661","16421023.004489997","1163080.2479536652","7168261.4310823977","116344.05465359999","340506.3529848","3028240.4848800004","10060846.329434264","13051260.94862419"
2009-05-01,"23844441.160409994","13854831.21521","9989609.9451999962","4870050.0721799983","4459863.6432399992","194.81547999999998","659501.41430000006","39418687.335855804","18687386.221020002","7542258.9742700011","8766523.8627199996","15.069150000000002","2378588.3148800004","20295255.335690007","3891038.2897500005","14746385.457450002","18391.554620000003","1639440.0338699999","436045.77914580004","110759.59524","324251.31971580005","1012.9562799999999","21.907910000000001","25622652.997394554","16774805.669840001","1167269.7385409782","7564148.0684290752","116429.52058449999","344512.03221170005","2983085.2528996048","10416065.506729348","13665405.135631394"
2009-06-01,"24704865.051890001","14029722.305730002","10675142.746159999","5511218.7138399994","4626445.3542499989","203.19557999999998","537275.48248999997","41051254.615295798","19664045.48268","8463438.3462799992","9075134.7155900002","15.069290000000001","2125457.35152","20891596.061449997","4301778.0945100002","15005248.884659998","18391.75403","1566177.32825","495613.07116580004","178971.12216999999","315605.45674580004","1012.9562799999999","23.535970000000002","25051701.784685727","16054612.58378","1281311.9732943769","7599290.3432298545","116486.88438149999","345287.40958290006","2865477.9906342793","10211462.016308425","13647120.575799391"
2009-07-01,"24697269.104029998","14112625.435869999","10584643.668159999","5619875.8110599993","4477880.6362999994","219.31168","486667.90911999997","41205338.274785802","19761220.28906","8729158.8800499998","9202830.1536999978","15.069430000000001","1829216.18588","20943626.862930004","4390650.9332100004","15093912.726810001","18392.010310000001","1440671.1926000002","500491.12279579998","168861.92853","330591.33001580002","1012.9562799999999","24.907970000000002","25980277.799010269","17665689.392999995","1345116.7696570517","6852979.1809204211","116492.45543279999","346330.24142760009","2817241.8264820469","10228025.363222338","13682001.900780462"
2009-08-01,"25121753.179609999","14185761.670609999","10935991.509","5609379.9975999994","4797990.4141899999","248.30305000000001","528372.79416000005","41895829.254125804","20287480.587269999","9088965.8143399991","9528869.493379999","15.069570000000001","1669630.2099799998","21115938.245350003","4690017.9292899994","15090098.625150003","18392.205250000003","1317429.4856599998","492410.42150579998","127982.13935999997","363388.9376458","1012.9562799999999","26.38822","25894930.232270662","17391009.94441","1353968.2997638518","7033426.0766640119","116525.9114328","346897.58230630006","2768098.4185881102","10281317.471575951","15439730.796016207"
2009-09-01,"26409049.689049996","14321078.065699998","12087971.623349998","6203525.1976199988","5430213.4984999998","296.28710999999998","453936.64012","43345939.198875807","21471404.409870002","10040431.6908","9876698.7477600016","15.069710000000001","1554258.9016","21303084.6237","5053737.2417799998","14969608.655610001","18342.142910000002","1261396.5833999999","571450.16530580004","206505.77582999997","363903.59039580007","1012.9562799999999","27.8428","25499681.321351584","18356716.709830001","1397637.4632297212","5627990.5789509648","117336.56934089999","351951.26158080006","2714089.7129539088","10289312.458666161","16150594.683541916"
2009-10-01,"27318713.08151","14950892.71957","12367820.361939998","6682716.3885399988","5321168.3147699991","317.06350000000003","363618.59513000003","43915984.268075801","21654189.518479999","10056497.662909999","10131557.82858","15.070959999999999","1466118.9560300002","21751378.957460001","5733337.0256500002","14769108.02063","18342.219980000002","1230591.6911999998","510415.79213579994","163526.00871999998","345847.5458658","1012.9562799999999","29.281269999999999","24540648.955517232","17427824.213339996","1477064.2425750257","5518343.9178675124","117416.5817347","353156.89614840003","2618105.0726608173","10344917.491639802","16737776.674197575"
2009-11-01,"28124632.044129997","15156235.173669999","12968396.87046","7232386.4012500001","5350195.0363800013","253.44099","385561.99183999997","43434412.204745792","21366987.4122","9782712.0547199994","10199532.937260002","2.1098300000000001","1384740.3103899998","21475857.425389994","5975357.0871300008","14294671.516179997","18342.356730000003","1187486.46535","591567.36715580011","222164.77671999999","368358.90938580007","1012.9562799999999","30.724769999999999","24486182.710772652","18250817.49811","1503837.2190179506","4622228.8802917041","109299.11335299998","357084.56679200003","2587945.6747646397","10689431.374625729","17831929.65107096"
2009-12-01,"30295482.569960006","17079537.462860003","13215945.107100001","7475144.3304800009","5376758.2711899998","447.70472000000001","363594.80070999998","44689067.205745794","22039063.661739998","10317437.69311","10308672.128199998","2.1098300000000001","1412951.7306000001","22027492.763280001","6860938.5460000001","14054296.774590001","18342.426380000001","1093915.0163100001","622510.78072580008","207219.52484","414400.47860580008","858.19459999999992","32.582680000000003","21771570.865066875","15669098.233599996","1402401.0052364699","4590791.5528961085","109280.07333429999","358389.99468060001","2595810.1149486788","10505903.775682371","16958902.300598953"
