"MES","AMBD01","AMBD02","AMBD03","AMBD04","AMBD05","AMBD06","AMBD07","AMBD08","AMBD09","AMBD10","AMBD11","AMBD12","AMBD13","AMBD14","AMBD15","AMBD16","AMBD17","AMBD18","AMBD19","AMBD20","AMBD21","AMBD22","AMBD23","AMBD24","AMBD25","AMBD26","AMBD27","AMBD28","AMBD29","AMBD30","AMBD31","AMBD32","AMBD33"
2007-03-01,"10376139.917006718","27872893.589212202","-8373863.1548027918","1993351.8087856998","3063162.4517048388","2981019.5741258385","82142.877579000022","-8053079.8744835537","10376139.917006716","7746716.8458899986","2629423.0711167185","2125.8257781000002","1970722.2839436177","4305.0831150000004","652269.87828000076","1820079.5367700004","2125.80771","1164623.7786999997","1060.0720800000001","652269.87828000076","87365.630499217586","87365.630499217586","715841.83206930012","1.80681E-2","713974.45172280015","1867.3622783999999","6136.0717782000002","0","4758.4230215999996","1377.6487566000001","9654162.0131592173","8398986.7241699994","-19473906.865042206"
2007-04-01,"10696881.78854268","29459327.773321502","-9355528.2934757695","2019262.0957135002","3180773.1779237594","3104812.9589435593","75960.218980200007","-8245406.609092799","10696881.788542671","8073064.2336899992","2623817.5548526715","1393.4412981","1897905.5838018707","2224.1454227000004","722294.38433000073","1878270.3107300007","1393.4232300000001","1153521.7810899999","1060.7220800000002","722294.38433000073","98715.075186570801","98715.075186570801","640696.09715789999","1.80681E-2","640910.3045037","-214.22541389999995","6136.0717782000002","0","4758.4230215999996","1377.6487566000001","10050049.619606571","8795358.6180199999","-20663969.155301504"
2007-05-01,"10813649.901187193","30226833.147587702","-10035894.476221863","2089729.9068453999","3395120.3735537394","3321591.3783814395","73528.995172299998","-8071898.3034703098","10813649.901187193","8281724.0529100001","2531925.8482771921","1415.5487023000001","1826363.8521416918","-463.41718679999985","704609.86462000012","1800650.21398","1415.5306800000001","1093562.7966","1062.02208","704609.86462000012","99611.446625192097","99611.446625192097","625543.66994139994","1.8022300000000002E-2","628443.24780369992","-2899.5958845999999","6120.5177305999996","0","4746.3611128000002","1374.1566178000003","10181985.713515192","8986333.9175300002","-21240499.230057701"
2007-06-01,"11445518.940503636","30542295.814040996","-9203285.6014469136","2035691.463153","3846772.7639844841","3812491.5601154841","34281.203869000004","-8082409.9712589625","11445518.940503636","8738273.0502199996","2707245.8902836367","1651.8559464999998","2032202.4852251373","1459.5690220000001","671931.98008999974","1815752.7320599998","1651.8379699999998","1141106.2419199999","1062.6720800000001","671931.98008999974","103262.59222413722","103262.59222413722","782125.60231650004","1.7976499999999996E-2","783099.35187699995","-973.76753699999995","6104.963682999999","0","4734.299203999999","1370.664479","10657288.374504136","9410205.0303099994","-21132090.783731002"
2007-07-01,"11875349.766756946","31962351.3279819","-9927077.9142378885","2021864.9106748998","4122810.0383342761","4097753.8100105757","25056.228323699997","-8058978.5193276908","11875349.766756942","9260221.5784199983","2615128.1883369451","1751.6246033","1961046.3591409454","-11856.370867299998","664186.57545999996","1870869.8201400002","1751.60681","1203868.9657900003","1062.6720800000001","664186.57545999996","98281.641835545306","98281.641835545306","639933.97886879998","1.7793299999999998E-2","654209.6999465999","-14275.7388711","6042.7474926000004","0","4686.0515687999996","1356.6959237999999","11229373.040395543","9924408.1538799983","-22037943.174101904"
2007-08-01,"12915811.012455545","33798421.449812993","-9554583.9636361115","1936314.4790506002","5266983.1178207649","5223198.414245964","43784.703574799998","-7997357.8349511726","12915811.012455547","9971905.5260600001","2943905.4863955481","2347.3872558999992","2178521.3379602479","3316.2290594000006","759720.53212000057","2214474.5794700012","2347.3695999999995","1451344.0056700001","1062.6720800000001","759720.53212000057","101705.19529934798","101705.19529934798","621729.62627640017","1.7655899999999999E-2","620822.27114850015","907.33747199999993","5996.0853497999997","0","4649.8658423999996","1346.2195074000001","12288085.300829349","10731626.058180001","-23066795.391632993"
2007-09-01,"13736183.896679778","36564980.360486701","-9870916.8292107172","1929687.0465467002","6229577.7092092782","6185617.5120022791","43960.19720699999","-8657988.9719336312","13736183.896679774","10449870.650780002","3286313.2458997709","2099.0138658999999","2486112.8156094728","3575.0884543999996","794526.32796999812","2261208.9261699985","2098.9962100000002","1463520.9299100002","1062.6720800000001","794526.32796999812","132141.45484357269","132141.45484357269","887066.77954709996","1.7655899999999999E-2","885900.5650241999","1166.1968669999999","5896.0853391000001","0","4549.8658316999999","1346.2195074000001","12843221.031793574","11244396.97875","-25320583.381736707"
2007-10-01,"13885139.795252513","37713248.706941597","-10005800.813524056","1937542.5027903002","6834263.8130153781","6779370.9847471779","54892.828268200006","-8925586.7879399471","13885139.795252517","10649343.374160001","3235796.4210925167","1669.1045342999998","2406348.2149234172","3509.3287548000003","824269.77287999913","2427350.1330299992","1669.0869699999998","1600348.6011000001","1062.6720800000001","824269.77287999913","157508.83851051741","157508.83851051741","645071.95350130007","1.7564300000000001E-2","643964.51449199999","1107.4214450000002","5865.4960507000005","0","4526.2608209000009","1339.2352298000001","13234202.345700515","11473613.14704","-26239635.559901595"
2007-11-01,"14678431.552070566","38751160.954240702","-9953057.9160852227","2071741.0194585","7174849.6898026494","7152323.6606406495","22526.029161999999","-9016562.8157407641","14678431.552070562","11323176.733819999","3355254.8182505639","2465.4055927000004","2497091.4484189632","2889.8894488999999","852808.07479000092","2550165.4242800009","2465.3881200000001","1693829.2892900002","1062.6720800000001","852808.07479000092","156998.9452081635","156998.9452081635","642255.5420000999","1.7472700000000001E-2","641760.55811069987","494.96641669999997","5834.9067623000001","0","4502.6558101000001","1332.2509521999998","14030341.103308164","12175984.80861","-26575176.145630702"
2007-12-01,"17458293.679011345","40266643.172985904","-8061803.4753122861","2118621.2585100997","7647982.181235305","7618640.7891689055","29341.392066399996","-9217185.0959370732","17458293.679011341","13117459.198669998","4340834.4803413451","1954.1494752999997","3351881.2342155436","1610.0982405","985388.9984100014","3351259.3790400019","1954.1321399999997","2363879.2920100004","36.956479999999992","985388.9984100014","180600.22732484253","180600.22732484253","803186.41942669998","1.7335300000000001E-2","802935.03486670007","251.36722469999995","5788.4545498000007","0","4466.6800140000014","1321.7745358","16649318.80503484","14102848.197079999","-26079613.674173504"
2008-01-01,"16826562.935583826","42335484.893241011","-8564985.6129325368","1884141.5839312","8975906.5522713494","8946805.0636857487","29101.4885856","-9852171.3763845097","16826562.935583811","12516286.44007","4310276.4955138098","1559.3881036999996","3327694.3159939121","1923.1577761999999","979099.63363999873","3050570.3634499987","1559.3708599999998","2069874.4024699999","36.956479999999992","979099.63363999873","299058.43701021216","299058.43701021216","954900.64099890005","1.7243699999999997E-2","954329.21271720016","571.41103799999996","5747.0540546999991","0","4432.2637965000004","1314.7902581999999","15865915.24053021","13495386.073709998","-28827850.88944681"
2008-02-01,"16745505.719750926","44894894.985563003","-9421012.1613935251","1932302.0143056002","10656743.725116337","10597925.587105535","58818.138010800008","-10003935.393607816","16745505.71975093","12643590.099239999","4101915.6205109283","1625.7848721","3200699.9706761269","1196.5000827000003","898393.36488000117","3096325.909870001","1625.7677200000001","2196269.8207899998","36.956479999999992","898393.36488000117","295768.07884822675","295768.07884822675","704105.1065776","1.71521E-2","704253.35180340009","-148.26237789999996","5716.5252151000004","0","4408.7192345000003","1307.8059806000001","16035684.087958228","13541983.464120001","-31351572.300455008"
2008-03-01,"16773011.513383418","46116177.906789996","-10573579.826327436","2049594.3630499996","11630793.151942646","11549922.172688644","80870.979254000005","-9188387.7781864982","16773011.513383418","12680024.97686","4092986.5365234171","1937.5305659999999","3164279.1843994171","-580.78834200000017","927350.60989999957","3038073.2314399998","1937.5136199999999","2108748.1514400002","36.956479999999992","927350.60989999957","451275.58119741763","451275.58119741763","597989.88856000011","1.6945999999999999E-2","599899.70779200003","-1909.8361780000005","5647.8353260000013","0","4355.7439700000004","1292.0913560000004","16169373.789497418","13607375.586759999","-32508802.32003"
2008-04-01,"17497045.925457992","47546698.438950002","-11186029.261762958","2011227.8621220004","12937381.733556753","12842964.386780752","94417.346775999991","-7937469.3802942988","17497045.925457992","13383022.105399998","4114023.8200579952","2362.7741269999997","3160538.658151994","-3220.6069810000013","954342.99476000108","2971239.981790001","2362.7574100000002","2014497.2731399999","36.956479999999992","954342.99476000108","587445.84739399352","587445.84739399352","553051.47764700023","1.6716999999999999E-2","557583.6550530002","-4532.1941230000011","2286.5132269999999","0","1011.8825649999999","1274.630662","16941707.934583992","14337365.100159999","-33209333.338789999"
2008-05-01,"18911086.520149041","49232111.279997796","-11184796.821468251","1881605.1350755002","13555717.632648386","13491085.737454087","64631.895194299999","-7462115.4408076108","18911086.520149052","14063595.180260001","4847491.3398890533","1948.4805808999999","3920600.3674456519","220.1650825000001","924722.3267800007","3350669.5947300005","1948.4640699999998","2423959.4674","39.336479999999995","924722.3267800007","572261.58573685202","572261.58573685202","922301.83608430007","1.6510899999999998E-2","923379.90700830007","-1078.0874349000001","2258.3233379000003","0","999.40730050000002","1258.9160374000001","17986526.360726852","14988317.507040001","-34243793.772957787"
2008-06-01,"18962274.450884052","50703496.417873599","-11849873.762466978","1766682.9399808","14614732.153475184","14579210.80412798","35521.349347200005","-7043298.9910281859","18962274.450884055","14521846.375019999","4440428.0758640543","1632.5093347999998","3472452.6666612527","-19.372191999999842","966362.27206000127","3087124.7135200021","1632.4930299999999","2119090.6119499998","39.336479999999995","966362.27206000127","630666.33795205259","630666.33795205259","720406.89094319998","1.6304800000000001E-2","721708.78472320002","-1301.9100847999998","2230.1334488000002","0","986.93203600000004","1243.2014128000001","18239637.426492058","15488208.64708","-35215287.770793602"
2008-07-01,"19309951.186394397","52368312.081324793","-13080949.810422665","1853807.6409936","15553196.041213453","15546157.007453455","7039.0337599999993","-6278022.6842878796","19309951.186394397","15009406.58718","4300544.5992143992","3347.2279415999997","3337877.7886528005","1523.21","957796.37261999957","3064242.6363300001","3347.2118199999995","2103058.4694100004","40.582479999999997","957796.37261999957","640929.23954999994","640929.23954999994","593167.64756479999","1.6121600000000003E-2","592914.23678080004","253.39466239999996","2205.0757696000001","0","975.84291200000007","1229.2328576","18714578.463060003","15967202.959799999","-36401109.121524796"
2008-08-01,"20187366.125368223","53884912.227695704","-13971224.82007793","1737047.2095357","15970258.258358333","15949470.457783934","20787.8005744","-5493110.2334269173","20187366.12536823","15397188.960959999","4790177.1644082312","3566.5398928999998","3772841.030097031","1117.2462983","1012652.3481200002","3347737.0777100008","3566.5238399999998","2331477.0002700007","41.205479999999994","1012652.3481200002","746115.23550473037","746115.23550473037","694169.12905359978","1.6052899999999998E-2","694317.06683179981","-147.95383110000006","2155.7221399","0","931.72749049999993","1223.9946494000001","19491041.274174731","16409841.309079999","-37475070.918615706"
2008-09-01,"20564328.966560978","54597024.996771902","-13948736.554825541","1713620.0604930003","16098211.115690732","16077394.36570893","20816.7499818","-5699368.4201876465","20564328.966560982","15514641.440770002","5049687.5257909792","6912.1404570999994","3812603.5757599804","72736.458433900014","1157435.3511399981","3546404.5144899981","6912.1244499999993","2311115.83342","70941.205480000004","1157435.3511399981","703712.45880848018","703712.45880848018","797420.98077240004","1.60071E-2","796846.21432200004","574.75044330000003","2149.5717201000002","0","929.06920950000006","1220.5025106000003","19764758.414068483","16672076.79191","-37924948.204861894"
2008-10-01,"20079594.821614295","52535528.299594589","-13577531.018219298","1833771.1876761001","15846542.539050413","15817773.64114981","28768.897900599997","-4865631.1083866823","20079594.821614299","14967641.96504","5111952.8565742988","2557.8850513000002","3926414.8823210993","68085.058861900005","1114895.0303399991","3512353.7704599993","2557.8690900000001","2324159.6655400004","70741.205490000008","1114895.0303399991","735698.76194849878","735698.76194849878","861756.90286550019","1.5961299999999998E-2","865630.04390410008","-3873.1569998999994","2143.4213003","0","926.41092849999995","1217.0103718","19215694.497448497","16082536.995379999","-36452991.304214589"
2008-11-01,"19921164.321123865","53095749.348857403","-13789405.47494192","1743601.5768749001","15634103.804509563","15612360.359441062","21743.445068499997","-5494677.3251569513","19921164.321123868","14762394.126119999","5158770.1950038681","4277.9649012999998","4045490.2018872686","997.81352530000004","1108004.2146899998","3273871.2473100005","4277.9489400000002","2161547.8781900005","41.205489999999998","1108004.2146899998","690758.71832586778","690758.71832586778","1191996.8081374003","1.5961299999999998E-2","1192257.1945126001","-260.40233649999999","2143.4212305999999","0","926.41085879999991","1217.0103718","18727024.091755871","15870398.340809999","-37225351.008047409"
2008-12-01,"22292500.307408802","53822520.3590656","-11931858.23676322","1681223.1419049997","15462308.410310213","15419748.125773812","42560.284536399995","-5817076.5464883707","22292500.307408787","15807424.188340001","6485076.1190687884","5052.3085512999996","5222524.0140164904","21604.879321","1235894.917179998","4063848.0130299986","5052.2925899999991","2801649.5977700008","21251.205490000004","1235894.917179998","844505.49127418979","844505.49127418979","1575229.6916456001","1.5961299999999998E-2","1575485.9679512","-256.29226690000007","1492.9231189999998","0","882.95702109999991","609.96609790000002","20715777.69264419","17043319.105519999","-36779201.253545605"
2009-01-01,"21540969.362952847","54251012.1629977","-12564234.71705419","1673697.5083570001","15821435.397011673","15752134.112376673","69301.284634999989","-5998070.1943359878","21540969.362952847","14648960.863920001","6892008.4990328504","8742.7210513000009","5611332.2420749497","112247.39903660002","1159686.1368700005","4102260.8671300006","8742.7050899999995","2822234.7907800004","111747.20549000001","1159686.1368700005","619401.20008574997","619401.20008574997","2168703.5375980996","1.5961299999999998E-2","2168813.2941880994","-109.77255130000005","1492.9231189999998","0","882.95702109999991","609.96609790000002","19370772.902235754","15808647.000790002","-38442365.1622077"
2009-02-01,"20230765.696745053","53523404.580979005","-13157015.446541928","1687385.5273608002","15682863.696982469","15599532.73597897","83330.961003499993","-6140145.2680703551","20230765.696745053","14188880.600419998","6041885.0963250538","15993.092441300001","4822342.9407083532","1022.0296054","1202527.0335700009","4153008.927300001","15993.076480000002","2934560.5876600002","41.205489999999998","1202527.0335700009","622988.02853915258","622988.02853915258","1250282.2414764999","1.5961299999999998E-2","1249911.3674976998","370.85801750000002","15492.923109399999","0","14882.957011500001","609.96609790000002","18964990.53215915","15391407.633989999","-38131996.946989007"
2009-03-01,"19820482.065121084","54121841.502138287","-13994098.295523074","1668653.7564453001","15876555.436417507","15799345.280585008","77210.155832499993","-6099359.4615219291","19820482.065121077","13713708.760710003","6106773.3044110732","13933.920991300003","4943667.053960477","22074.318509300003","1127098.0109499972","3845605.5939099989","13933.905030000002","2683423.6606400004","21251.205490000004","1127098.0109499972","610723.24873197614","610723.24873197614","1648850.3505197999","1.5961299999999998E-2","1648637.1876370998","213.1469214","1492.9230492999998","0","882.95695139999998","609.96609790000002","18170138.791551981","14840806.77166","-39281034.730478294"
2009-04-01,"19286560.879350983","53949109.53133671","-15092949.144283639","1668955.8846503003","15463333.595784301","15412498.057400201","50835.5383841","-5775221.7965680901","19286560.879350986","13695525.21408","5591035.665270986","15275.3475413","4431189.3864492867","-489.2199596000001","1145060.1512399986","3689997.0185999991","15275.33158","2529620.2921799999","41.243600000000001","1145060.1512399986","565482.93892578676","565482.93892578676","1334027.9346958997","1.5961299999999998E-2","1335168.3483920996","-1140.4296575000001","1527.7730492999999","0","917.8069514","609.96609790000002","17951005.171605784","14840585.365319999","-39108524.166016705"
2009-05-01,"19348027.533117097","55025195.469344698","-16211804.937160678","1661636.8732586999","14787920.546699991","14771198.709783092","16721.8369169","-6339079.3256256338","19348027.533117093","13854831.21521","5493196.3179070931","15280.183991300002","4386945.9974601949","1083.0946656000001","1089887.0417899992","3851984.6257499992","15280.168030000001","2746776.17233","41.243600000000001","1089887.0417899992","512131.88542559522","512131.88542559522","1127552.0336822001","1.5961299999999998E-2","1127120.1327532001","431.8849677","1527.7730492999999","0","917.8069514","609.96609790000002","18218947.726385593","14944718.256999999","-40080477.212344699"
2009-06-01,"21046297.231696334","55450854.685141303","-15645075.490415856","1659001.7236321","14238228.965837318","14235442.842858318","2786.1229789999998","-6180254.7208238915","21046297.231696334","14029722.305730002","7016574.9259663327","14186.111261299999","5652451.8262466332","29338.373748400001","1320598.6147099994","5315807.0520499991","14186.095299999997","3952701.0984399999","28321.243600000002","1320598.6147099994","486968.86862883414","486968.86862883414","1212271.2322381998","1.5961299999999998E-2","1211864.0522264","407.16405049999997","1527.7730492999999","0","917.8069514","609.96609790000002","19832498.226408836","15350320.920440001","-40100533.764701307"
2009-07-01,"21660379.042185243","55817106.488507099","-16557844.935554957","1634425.1234287003","13096720.937328277","13094631.552277276","2089.3850509999997","-6136586.6968673263","21660379.042185239","14112625.435869999","7547753.6063152421","15220.833181300002","6227364.9782325421","1053.5986014","1304114.1963","5841669.3916300004","15220.817220000001","4522293.1345100002","41.243600000000001","1304114.1963","455322.56629314128","455322.56629314128","1249233.8753428003","1.5961299999999998E-2","1248831.4704780004","402.38890350000003","1527.7730492999999","0","917.8069514","609.96609790000002","20409617.39379314","15416739.632169999","-40400366.8563371"
2009-08-01,"22566202.737269357","57920765.529082306","-16285247.744686084","1385771.9800684","12703055.800369104","12698876.948230201","4178.8521388999998","-7752031.2268261556","22566202.737269372","14185761.670609999","8380441.0666593723","14305.320591299998","6999332.5417009713","36080.063817100003","1330723.1405500006","6549574.04299","14305.304629999999","5169154.3542099986","35391.243600000002","1330723.1405500006","452610.27209837193","452610.27209837193","1376728.9785217","1.5961299999999998E-2","1376650.1084412001","78.854119199999957","1527.7730492999999","0","917.8069514","609.96609790000002","21187945.985698372","15516484.81116","-42404280.7179223"
2009-09-01,"24306220.993078075","58920584.875216909","-15842018.450560136","1377463.5041486002","11993698.771436796","11987429.089574998","6269.6818617999988","-8156110.1642905138","24306220.993078068","14321078.065699998","9985142.9273780659","13731.433571300002","8635265.6493631657","-7380.5665764000005","1343526.4110200014","7895932.4012800027","13731.41761","6538633.3290500017","41.243600000000001","1343526.4110200014","460313.78187046392","460313.78187046392","1627368.9711783","1.5961299999999998E-2","1635400.7314912998","-8031.7762743000003","1527.7730492999999","0","917.8069514","609.96609790000002","22677324.248850461","15664604.47672","-43255980.398496911"
2009-10-01,"26471486.631139267","59936142.146373294","-14869605.046034338","1402107.2953981","11491832.581752628","11484167.604446631","7664.9773059999998","-8505325.1828451529","26471486.631139275","14950892.71957","11520593.911569279","13779.388731300001","10082876.486619977","36219.735438000003","1387718.3007800002","9204172.2541999985","13779.37277","7767283.3370499993","35391.243600000002","1387718.3007800002","443884.79787797976","443884.79787797976","1871009.086442","1.5961299999999998E-2","1870790.5447405998","218.52574010000004","1527.7730492999999","0","917.8069514","609.96609790000002","24598949.771647982","16338611.02035","-43597531.126023293"
2009-11-01,"26908051.625143982","61058361.771170199","-14810160.829222972","1382130.0185341001","11218168.315796684","11212593.046392085","5575.2694046000006","-9504111.0195406564","26908051.62514399","15156235.173669999","11751816.451473989","13768.3313313","9808470.1410714891","23826.857671200003","1905751.1214000005","9316923.3168499991","13768.31537","7372617.6364799999","24786.243600000002","1905751.1214000005","411197.88645699027","411197.88645699027","2022167.4751176997","1.5961299999999998E-2","2023736.8111830996","-1569.3520267000004","1527.7730492999999","0","917.8069514","609.96609790000002","24884356.376976989","17061986.29507","-43996375.476100191"
2009-12-01,"29568091.278850444","59803315.531417802","-12037861.640102699","1363710.9500244004","10916882.840770433","10914094.982749332","2787.8580210999999","-8644190.7217186224","29568091.278850451","17079537.462860003","12488553.815990446","13053.2990216","10640374.565677147","22270.497791700003","1812855.4534999989","10203934.39941","13053.283129999998","8356776.2881800011","21249.374600000003","1812855.4534999989","417021.86947494751","417021.86947494751","1866069.7740562004","1.5891599999999999E-2","1865658.6010708003","411.15709379999998","1527.7730492999999","0","917.8069514","609.96609790000002","27700493.731744952","18892392.916360002","-40910922.615057804"
2010-01-01,"31352859.707103126","59651821.746690594","-12046325.54996266","1345657.6847679005","9254631.8622389827","9253237.9990600832","1393.8631789000001","-8343662.3121537287","31352859.707103115","16393511.086639998","14959348.620463116","13011.5697413","13032185.954492915","50534.194598900001","1863616.9016299993","12114576.309049999","13011.55378","10188417.244039999","49530.609599999996","1863616.9016299993","392771.47833741579","392771.47833741579","2450473.0600263998","1.5961299999999998E-2","2450079.4251640998","393.61890099999999","1299.7730493000001","0","917.8069514","381.96609790000002","28900858.874027409","18257127.98827","-41394693.758420587"
2010-02-01,"31866325.291083463","59408860.21020481","-11898433.159611983","1166485.3413148001","8552009.2720534038","8549918.5761545058","2090.6958989","-8258577.8287707651","31866325.291083455","16132999.433329998","15733325.857753456","772.7577513","13911270.259058455","71.954083700000112","1821210.88686","12246473.53255","772.74179000000004","10424450.529059999","39.374839999999992","1821210.88686","282464.49488395639","282464.49488395639","3202860.0572702005","1.5961299999999998E-2","3203437.4281631005","-577.3868541999999","1527.7730492999999","0","917.8069514","609.96609790000002","28661937.460763954","17954210.320189998","-41454649.890014812"
2010-03-01,"31734835.493930403","58877965.491771698","-12534189.589627642","1191800.7341219997","7742688.7133919569","7739204.0758319553","3484.6375600000001","-8058052.4289436927","31734835.493930411","16082227.919079999","15652607.574850412","161.81752130000001","13855432.346167311","-5711.6157882000007","1802725.0269499999","11958110.13023","161.80156000000002","10155184.172219999","39.1295","1802725.0269499999","192091.39646861181","192091.39646861181","3500878.2751024999","1.5961299999999998E-2","3507238.9705272997","-6360.7113860999998","1527.7730492999999","0","917.8069514","609.96609790000002","28232429.445778608","18052374.217380002","-40825591.274391703"
