"MES","AMBD01","AMBD02","AMBD03","AMBD04","AMBD05","AMBD06","AMBD07","AMBD08","AMBD09","AMBD10","AMBD11","AMBD12","AMBD13","AMBD14","AMBD15","AMBD16","AMBD17","AMBD18","AMBD19","AMBD20","AMBD21","AMBD22","AMBD23","AMBD24","AMBD25","AMBD26","AMBD27","AMBD28","AMBD29","AMBD30","AMBD31","AMBD32","AMBD33"
2005-11-01,"6972839.767907544","13196180.05376","156407.42023376306","2044144.8835399998","686512.2416020066","567128.15856200655","119384.08304","-7737380.3480242128","6972839.767907544","4504632.6917000003","2468207.0762075437","23910.441270000003","2207183.979307544","-146747.54126000003","383860.19689000025","1757029.9757900005","10773.646390000002","1362621.4479300003","-225.31542000000002","383860.19689000025","38967.598817543796","38967.598817543796","657341.25367999997","1.8319999999999999E-2","804435.56807999988","-147094.33272000003","14868.247920000002","13136.776560000002","1159.36448","572.10688000000005","5163829.8087175442","4888492.8885900006","-8307687.1651699981"
2005-12-01,"7882707.4211250003","13713292.655440003","688091.27811208984","2071439.2541300002","710090.77405354741","524310.67781999998","185780.0962335474","-7880024.9925035462","7882707.4211250003","5594201.0735100005","2288506.3476149999","7555.08878","1839941.7966249995","-144298.94963000002","585308.41184000019","1710202.11139","7555.0704600000008","1117540.922","-202.29291000000001","585308.41184000019","29333.697664999796","29333.697664999796","545234.2672","1.8319999999999999E-2","689903.01248000003","-144668.76360000001","3736.2713600000002","0","3164.1644800000004","572.10688000000005","7333736.8825650001","6179509.4853500007","-7533783.1700900011"
2006-01-01,"7223601.1021286305","14587729.9892","-1648687.4877806045","2114275.9948799997","949805.64578936214","865427.77034936217","84377.875440000003","-6879911.7483814023","7223601.1021286305","5086728.4899399998","2136872.6121886303","7002.0828399999991","1565117.9436386304","1539.5412800000001","563213.04442999978","1465318.5822299998","7002.064519999999","895077.26679999998","26.206479999999999","563213.04442999978","38634.763478630499","38634.763478630499","628358.24648000009","1.8319999999999999E-2","628241.74888000009","116.47928000000003","4561.0200000000004","0","3164.1644800000004","1396.8555200000001","6624456.2084986297","5649941.5343699995","-8935418.3359500021"
2006-02-01,"7476248.8887853762","14990601.474666702","-1861520.5366064245","2156549.3971356","1028162.1816028139","924443.91513851401","103718.2664643","-6781219.2648076871","7476248.8887853762","5120841.04471","2355407.8440753757","7623.8370970999995","1799183.4037247761","1379.5686735000002","547221.03457999974","1617798.0211799997","7623.8188","1062926.3113199999","26.856479999999998","547221.03457999974","38855.088763776192","38855.088763776192","696549.71537470026","1.82971E-2","696592.09433470014","-42.397257099999933","2205.0187569000004","0","809.90930630000003","1395.1094506000002","6848521.2541937772","5668062.0792899998","-9321754.6997139007"
2006-03-01,"7109009.4863627283","16051614.3274276","-3092549.6995381424","2106930.4973109001","1085721.4807168685","963497.31793426874","122224.1627826","-6871264.1581207635","7109009.4863627255","5009120.0395200001","2099889.4468427259","7808.5564013000003","1602252.6963813261","1107.9701301","488720.2239299994","1524519.9972199993","7808.5381500000003","1027963.7286599998","27.50648","488720.2239299994","47087.316393326393","47087.316393326393","519401.83402070001","1.8251299999999998E-2","519712.96943109995","-311.15366169999999","8880.2992087000002","0","7488.6818969000005","1391.6173117999999","6568897.6178933261","5497840.2634499995","-10552096.443773698"
2006-04-01,"7530126.9293391015","17644597.494134001","-3801233.9963053539","2057737.1183431996","1158361.5025489652","1046155.6942717652","112205.80827720002","-7212612.1842837799","7530126.9293391015","5279907.0948000001","2250219.8345391015","7582.878658399999","1726743.1698935025","-34.03769279999991","515927.82367999939","1611878.7606999993","7582.8604299999997","1088340.5701099997","27.50648","515927.82367999939","50382.702996702297","50382.702996702297","585081.68558719999","1.8228399999999999E-2","586533.08277400001","-1451.4154152000001","2876.6852552","0","1486.8140127999995","1389.8712424000003","6919699.488236702","5795834.9184799995","-11848762.575654004"
2006-05-01,"7802712.961726333","19114272.9039272","-4739770.1017086795","2040605.7025151995","1181609.9581547759","1085617.4165755759","95992.541579199999","-7430785.5848526107","7802712.9617263321","5454209.7470200006","2348503.214706331","7798.4677283999999","1762746.9152171318","-1785.8901092000001","579743.72186999954","1684472.1665999994","7798.4495000000006","1096901.4887499998","28.50648","579743.72186999954","67167.583518732004","67167.583518732004","585986.77937720006","1.8228399999999999E-2","589191.02898039995","-3204.2678316000001","10876.685210399997","0","9486.8139679999986","1389.8712424000003","7198890.940738732","6033953.4688900001","-13080319.435037198"
2006-06-01,"8158118.5691464907","19693618.620678406","-5224216.5695206607","2104661.8024987997","1318761.4980610195","1236312.0553486191","82449.442712400007","-7097183.7864490356","8158118.5691464888","5825656.9895000001","2332461.5796464891","9362.8471383999986","1754853.7696984895","1777.5076096000003","566467.45519999973","1590587.9211699998","9362.8289100000002","1014729.1305800001","28.50648","566467.45519999973","64968.19276008958","64968.19276008958","603283.55657879997","1.8228399999999999E-2","602924.40846320009","359.12988719999998","73621.909137599985","0","72232.037895199974","1389.8712424000003","7461671.7568400903","6392124.4446999999","-13301494.175978409"
2006-07-01,"8462535.4952646885","21263532.736699998","-6036423.0854640286","2029819.2230087996","1347669.6905705226","1263213.1535989223","84456.536971599999","-7446723.6884095613","8462535.4952646866","6078312.8509400003","2384222.6443246864","9460.1906983999997","1774037.3193458859","1614.0560804000002","599111.07820000034","1736525.5300500004","9460.1724699999995","1127925.1229000001","29.156479999999998","599111.07820000034","68825.431602685814","68825.431602685814","575249.77354039997","1.8228399999999999E-2","575054.72695399995","195.02835800000008","3621.9091315999999","0","2232.0378891999999","1389.8712424000003","7883663.8125926862","6677423.9291400006","-14586108.807559999"
2006-08-01,"8554734.4716045801","22066547.459922001","-6696649.4550510412","2034003.5030140001","1439017.3828980988","1346716.2742950986","92301.108603000001","-7410149.6533822799","8554734.4716045801","6145235.1605600007","2409499.3110445794","8509.6794355000002","1828397.9350945798","-222.33166550000004","572814.02817999944","1681453.6136699992","8509.6612300000015","1100100.11778","29.806480000000001","572814.02817999944","67572.929990580014","67572.929990580014","654755.40841649997","1.8205499999999999E-2","656395.65352950001","-1640.2633185","5717.3589674999994","0","4329.233794499999","1388.1251729999999","7894261.704220579","6718049.1887400001","-15348498.271181999"
2006-09-01,"8639457.7046947815","22937480.7200085","-7524650.3316732291","2017883.6619065003","1386235.865740313","1359812.716508813","26423.1492315","-7405020.4798066774","8639457.7046947796","6338124.0058500003","2301333.6988447793","7881.5311054999993","1637175.0345812791","-3570.9332620000005","659848.06642000005","1659781.9967800002","7881.5128999999997","992021.31098000007","31.106479999999998","659848.06642000005","58347.856697779207","58347.856697779207","580486.48639500001","1.8205499999999999E-2","585476.63310450001","-4990.1649150000003","2717.3589719999995","0","1329.2337989999999","1388.1251729999999","8056253.8593277801","6997972.0722700004","-15939508.647738501"
2006-10-01,"8713178.6799100526","23616860.571791999","-7851591.7890402814","2035752.0625845005","1516452.8834067881","1484419.4406402879","32033.442766500004","-7571389.2820193768","8713178.6799100544","6453751.9496300006","2259426.7302800529","8270.2996055000003","1637642.8566980527","1235.1437665000001","612278.4302099999","1575380.9233500001","8270.2813999999998","954800.45526000008","31.756479999999996","612278.4302099999","60961.468832052793","60961.468832052793","619866.97914000007","1.8205499999999999E-2","620051.69882099994","-184.73788649999997","3217.3589580000003","0","1829.2337850000001","1388.1251729999999","8090094.3418120537","7066030.3798400005","-16550830.191951998"
2006-11-01,"9151408.1602202095","24412009.65687","-7669077.8647505688","2054292.778558","1736353.2369576809","1712191.9760136812","24161.260943999998","-7909463.1734995376","9151408.1602202132","6743470.5320099993","2407937.628210214","24670.761525500002","1691789.3758977132","396.82382699999982","691080.66696000099","1684690.7145900009","24670.743320000001","968906.89782999991","32.406480000000002","691080.66696000099","70967.498200713206","70967.498200713206","650196.05646600004","1.8205499999999999E-2","651219.7460865","-1023.7078260000001","2083.3589535000001","0","695.23378049999997","1388.1251729999999","8499128.7448007129","7434551.1989700003","-16977458.457899999"
2006-12-01,"11227105.559324598","25209363.420006998","-6146738.8980542328","2015642.5982008995","1922996.8236071346","1901602.3578950344","21394.465712100002","-7928164.7372219274","11227105.559324605","8012030.8340299986","3215074.7252946063","3858.2853297000001","2447619.2601978062","2054.7899170999999","761542.38984999992","2428847.5763099999","3858.2671700000001","1663413.8628100001","33.056480000000001","761542.38984999992","70883.5365037062","70883.5365037062","709176.43260749977","1.8159700000000001E-2","708539.31404489977","637.10040290000006","6167.1798733999995","0","4782.5468391999993","1384.6330341999999","10511761.946843706","8773573.2238799985","-16435790.196126996"
2007-01-01,"10183807.498882266","25626520.390125901","-7090939.0444820924","2028701.4490119002","2330777.8192585167","2297658.0526863164","33119.766572200002","-8049697.4765149243","10183807.498882266","7449216.316060001","2734591.1828222661","2173.7393138999996","2027703.113096067","1475.4210823000001","703238.90932999924","1996893.3645399993","2173.7211999999995","1290421.3119300001","1059.4220800000001","703238.90932999924","72989.907926967193","72989.907926967193","658556.28452949971","1.8113899999999999E-2","659521.40830869984","-965.14189310000006","6151.6258257999998","0","4770.4849303999999","1381.1408953999999","9519099.5885269679","8152455.2253900003","-17474065.164735902"
2007-02-01,"10213553.011068851","26584574.340597898","-7536965.3369938396","2033257.7821990994","2652257.9758018684","2606932.3111855681","45325.664616299997","-8215055.7989324387","10213553.011068851","7514709.7360100001","2698843.2750588506","2740.6203981000003","1972969.859341651","5868.7839890999994","717264.01133000012","1957453.0147100003","2740.6023300000002","1236388.3289699999","1060.0720800000001","717264.01133000012","73855.945762650983","73855.945762650983","661398.24280799995","1.80681E-2","657967.16158740001","3431.0631524999999","6136.0717782000002","0","4758.4230215999996","1377.6487566000001","9546018.6964826491","8231973.7473400002","-18352600.5932579"
