"MES","AMCM01","AMCM02","AMCM03","AMCM04","AMCM05","AMCM06","AMCM07","AMCM08","AMCM09","AMCM10","AMCM11","AMCM12","AMCM13","AMCM14","AMCM15","AMCM16","AMCM17","AMCM18","AMCM19","AMCM20","AMCM21","AMCM22","AMCM23","AMCM24"
2014-04-01,"2166.3763222319985","2807.7078199919983","641.33149775999993","68882.099222137986","35185.894835639985","9.384245550000001","27542.173906669988","7634.3366834199987","0","2721.45215186","2721.45215186","0","17534.344140495876","17534.344140495876","0","13440.408094142122","61.086313339999997","44.970692899999996","10244.444011783919","3089.9070761182029","71048.47554455002","70381.756566330005","794.63460076000081","-127.91562253999996"
2014-05-01,"2306.3907770780038","2945.4280851180038","639.03730804000008","69542.365867745903","35650.755329784421","9.1244299600000005","27709.557944709799","7932.0729551146196","0","2961.6537823899998","2961.6537823899998","0","17396.26774922289","17396.26774922289","0","13533.689006348592","61.159479359999999","52.753685629999993","10333.281017382535","3086.4948239760579","71848.756192159999","71160.165839039997","808.22703177999983","-119.63667866"
2014-06-01,"2365.1055769200002","2976.9681111800001","611.86253425999996","70371.001041484036","36418.504469702566","12.915098599999999","28434.747683827369","7970.8416872752005","0","3148.7580312300001","3148.7580312300001","0","17266.558597074352","17266.558597074352","0","13537.179943477127","61.230472127999995","62.605493469999999","10326.45114466218","3086.892833216948","72736.10661861999","72018.106889109986","825.98703286000125","-107.98730334999999"
2014-07-01,"2350.7380755899994","3003.0498351199994","652.3117595299999","71094.53160247815","37134.539514941731","8.2247577799999991","29113.913745837232","8012.4010113245004","0","3350.8829933700003","3350.8829933700003","0","17106.715521096219","17106.715521096219","0","13502.3935730702","61.304033279999999","71.336978739999992","10303.479061594124","3066.273499456076","73445.269678290002","72717.850656530005","835.20482842999672","-107.78580667"
2014-08-01,"2352.2169685549998","3054.9985745849999","702.78160603000003","72181.0722718951","38076.922691116502","8.1601725000000016","30046.898770074964","8021.8637485415402","0","3517.79310291","3517.79310291","0","16925.181372083734","16925.181372083734","0","13661.175105784867","61.377791999999999","73.737599620000012","10335.232266415349","3190.8274477495188","74533.289240979968","73815.441880419981","837.95381438999163","-120.10645383000002"
2014-09-01,"2339.1556410951994","3041.4412445051994","702.28560341000002","73034.512520420976","38830.312557727797","10.499228410000001","30719.050861827418","8100.76246749038","0","3634.1850155499997","3634.1850155499997","0","16782.185356876056","16782.185356876056","0","13787.829590267116","61.44931161600001","75.005589539999988","10422.7686402623","3228.606048848817","75373.668162009999","74631.603705319998","871.24628043999758","-129.18182375000001"
2014-10-01,"2357.7427764782005","3072.9322781682004","715.18950169000004","73877.176012588068","39394.348280598795","7.6349381799999998","31410.571086887867","7976.14225553092","0","3398.1932456199997","3398.1932456199997","0","17344.791318088122","17344.791318088122","0","13739.84316828115","48.197899008000007","77.076501329999999","10371.695583201712","3242.8731847414379","76234.918789619987","75492.796945759997","879.69194380998988","-137.57009994999996"
2014-11-01,"2474.5499089542004","3220.2998716742004","745.7499627200001","74511.659840120061","40632.856877782149","9.4651985800000009","32488.266074408624","8135.1256047935203","0","3544.3749783399999","3544.3749783399999","0","16477.627346441914","16477.627346441914","0","13856.800637555996","48.253810752000007","77.333632750000007","10440.739423671614","3290.4737703823835","76986.209749559988","76223.695922579995","904.8265962199996","-142.31276923999997"
2014-12-01," 2496.290872"," 3091.169924","  594.879052","75539.837227","40881.231320","    7.607536","32722.367461"," 8151.256323","    0.000000"," 3747.299156"," 3747.299156","    0.000000","16626.216512","16626.216512","    0.000000","14285.090239","   48.311698","   77.559066","10222.250576"," 3936.968898","78036.169725","77300.499321","  856.415418"," -120.745014"
2015-01-01," 2451.32545"," 3109.34058","  658.01513","76406.59763","41917.29039","   27.03354","33720.28078"," 8169.97607","    0.00000"," 3690.27662"," 3690.27662","    0.00000","16502.83407","16502.83407","    0.00000","14296.19655","   48.36972","   74.05522","10226.38375"," 3947.38787","78857.96470","78127.10091","  853.86414"," -123.00035"
2015-02-01," 2439.98374"," 3166.82521","  726.84148","77194.31455","41412.05952","   29.90897","33062.50297"," 8319.64759","    0.00000"," 4548.59772"," 4548.59772","    0.00000","16242.81757","16242.81757","    0.00000","14990.83973","   48.42227","   83.64147"," 9764.85754"," 5093.91845","79634.33719","78953.28546","  821.16678"," -140.11506"
2015-03-01," 2521.26545"," 3185.86647","  664.60102","78092.52230","41781.02786","   21.58249","33457.25198"," 8302.19339","    0.00000"," 5074.48038"," 5074.48038","    0.00000","16085.71737","16085.71737","    0.00000","15151.29669","   48.48055","   85.09156"," 9754.19376"," 5263.53082","80613.82938","79846.15866","  913.72976"," -146.05903"
2015-04-01," 2615.45371"," 3333.56106","  718.10735","78828.01018","42604.79589","   16.30822","34251.42298"," 8337.06469","    0.00000"," 5310.00908"," 5310.00908","    0.00000","15917.46302","15917.46302","    0.00000","14995.74219","   35.72978","   79.34775"," 9547.85761"," 5332.80705","81443.50551","80749.56977","  831.78283"," -137.84708"
2015-05-01," 2682.74164"," 3424.95355","  742.21191","79714.30035","43433.39518","   11.58057","34920.03909"," 8501.77552","    0.00000"," 5534.61918"," 5534.61918","    0.00000","15983.48586","15983.48586","    0.00000","14762.80012","   35.77258","   79.40253"," 9426.57397"," 5221.05104","82397.08362","81586.81881","  929.76068"," -119.49588"
2015-06-01," 2950.184347"," 3669.779287","  719.594940","80486.412379","44979.308442","    8.925065","36579.821896"," 8390.561480","    0.000000"," 4803.520338"," 4803.520338","    0.000000","15728.570008","15728.570008","    0.000000","14975.013591","   35.814139","   74.373675"," 9551.932003"," 5312.893774","83436.638350","82660.829740","  878.703913"," -102.895302"
2015-07-01," 2941.972741"," 3743.762348","  801.789607","81399.316411","46126.226861","    7.960666","37430.474569"," 8687.791625","    0.000000"," 4717.610442"," 4717.610442","    0.000000","15566.047962","15566.047962","    0.000000","14989.431146","   35.857143","   64.149328"," 9489.641919"," 5399.782756","84341.330778","83545.079837","  915.174962"," -118.924022"
2015-08-01," 2986.945933"," 3809.522241","  822.576308","82406.309266","47768.634411","    9.238018","39086.980193"," 8672.416201","    0.000000"," 4202.435265"," 4202.435265","    0.000000","15429.053575","15429.053575","    0.000000","15006.186015","   35.900279","   61.610504"," 9511.369942"," 5397.305290","85393.296800","84615.198947","  865.234135","  -87.136283"
2015-09-01," 3005.83027"," 3738.52077","  732.69050","83295.52605","49085.08778","   10.16894","40305.10230"," 8769.81655","    0.00000"," 3898.82375"," 3898.82375","    0.00000","15243.73498","15243.73498","    0.00000","15067.87953","   35.94210","   52.69418"," 9458.47508"," 5520.76817","86301.39791","85564.59302","  832.37344","  -95.56855"
