"MES","SEPU01","SEPU02","SEPU03","SEPU04","SEPU05","SEPU06","SEPU07","SEPU08","SEPU09","SEPU10","SEPU11"
2008-07-01,"328.93135053838438","3.3052664727023795","4304.5462601132831","2861.4774424589132","577.12752223268637","33.234521936053447","14167.600818833167","422.69649467765652","1468.1616264088784","903.27730485208656","730.12903182939988"
2008-08-01,"335.66657657135875","3.4556800966788237","4642.3234210930477","2804.5544283130648","687.75117154239638","41.182932068344492","15589.005516710497","396.69791551833481","1334.6247859239643","731.42018023449145","677.20176212077797"
2008-09-01,"360.3713294292603","3.4487179038189089","4412.6244687710732","2983.5981326471228","637.22372932368762","53.264776094682226","15349.679674050269","407.04603048326112","1358.0335951127809","767.66917021567144","729.12901387413035"
2008-10-01,"332.02165488936078","3.6437292548961593","4400.1695577019436","3703.8619341654057","608.76595566215622","54.380147937006136","13549.66995447656","345.59864386999379","1116.3253601954887","684.90173893737347","608.72594920675556"
2008-11-01,"335.14852629753608","3.632223545366724","4164.3090876817132","2542.8997354670178","605.00323915253159","42.781315802730333","10436.546676096172","334.41454713497131","1097.5616896407057","865.844961873888","737.34137766895276"
2008-12-01,"346.06894865306265","3.6575777582019908","4187.2432500732593","2909.3579154952154","639.24899211825539","11.165638274875274",,"326.99645607955074","1068.5450064159766","525.21109819666992","527.49923468896338"
2009-01-01,"358.51432386082439","4.0609707297452342","3897.4293228729093","2993.9603586077774","602.18346135728893","32.308609834787454","18202.861111111109","326.44587857591256","979.15072269092741","640.0522601445831","628.90238349179731"
2009-02-01,"350.00985298312025","3.166732759297255","3424.7908129671946","1291.3045341981417","642.4794103777997","55.905314376787736","15689.750341997255","342.94780666468756","789.50164854915784","572.94754521311029","538.97255149248406"
2009-03-01,"352.20188709939811","2.5745161423414133","3224.2113328087371","2323.8776860064786","789.37285843527479","10.944759184404818","14761.236076885172","314.71021522194536","772.69145154924468","490.57955250347038","501.23105174303782"
2009-04-01,"335.9948145535655","2.9661504863804322","3374.1201854948804","1536.0355909736941","761.71394644220754","13.50999374646039","16991.638497652595","323.87168568333595","871.16236128078833","644.48303024418203","527.82417350094886"
2009-05-01,"333.49127334051241","2.433759727207466","3177.6337884998429","1554.4713228741473","707.03317443229355","19.066236970420569","11354.896474538331","358.16087966508718","828.40715996990377","680.27498403777179","541.69729641108893"
2009-06-01,"344.35306380530022","2.9122689853719268","3293.0198479738651","2310.4486564686104","550.8596974204138","16.061212084522996","9730.2873923257685","385.20642134639405","841.81931504666375","728.08545197082969","549.2638717277556"
2009-07-01,"361.50192651730589","3.0404505034612965","3224.0576501482824","1168.8627604637945","554.67990022221738","28.020753802389763","2910.3070766638743","387.44406735506101","796.79703557327889","622.52029884835224","519.24087626901496"
2009-08-01,"360.60586769542465","3.1908644955390204","3546.0678086326407","1967.1752791328252","573.17540829325128","42.135628439963824","17037.875862068937","375.05132405350952","785.25601473736492","554.13557665870837","500.93068155698683"
2009-09-01,"371.377144914692","3.4343813209850951","3572.275257082289","2227.224727174857","552.67625348094884","55.823645768146086","17001.558521560528","360.64676216605261","815.60573471454472","567.0890117737091","505.45782299732491"
2009-10-01,"392.40976245693508","3.4539006976744191","3609.5771651598866","2116.9137905872904","500.49980057493224","15.212781277366583","24169.623179227379","354.12911444157891","806.68186899409386","498.70525810082967","491.97261671137585"
2009-11-01,"414.94306008129229","3.2942425872638563","3712.7946638567205","2102.4213617899527","513.15234058480951","116.86104544548721","22802.436018957484","353.1011481737994","812.86224542082005","564.12075148981398","550.04726703352571"
2009-12-01,"409.46890187535672","3.5659113173352224","3741.8142500201607","2346.1286016381155","592.42502564561653","67.063339615048477","16217.531914894131","357.45391294453862","841.11079202901851","621.77942686902475","563.65322270115405"
2010-01-01,"432.52671260235672","3.2243685338541952","4583.1666325707047","2148.0419670545266","541.39527766837193","136.02974902703156","21634.766666666404","371.59274165987784","828.94386335197032","661.76260305508913","583.96940534821158"
2010-02-01,"490.0825133950317","3.0033073584283065","4364.9415232129268","1405.0046139517826","524.46975542423229","357.69394562739745","14691.305084745869","330.08942697913307","859.71116232848624","671.75819614692614","641.05744346058361"
2010-03-01,,"2.6678425708453153","4418.0834717973194","1706.4425040606927","605.0108450949225","85.231554592749035","19324.910752479103","319.5301018346417","874.6030623807037","803.08564556511726","709.88163962305384"
2010-04-01,"763.77062706270624","2.8222418848167536","4641.1466298483119","1653.2813157544356","477.00454934309545","251.76064451572475","17990.192325473879","290.23286486609459","860.09554425516194","918.4936151059552","628.24044670118064"
2010-05-01,"497.38312664137737","2.2343619897959184","4636.1962395364744","2037.9799081190049","545.6177982778737","124.39533219842129","18610.382100750267","294.21692544164938","795.48044495496197","896.86079645305574","567.96782578367845"
2010-06-01,"509.24461987671674","2.816605260724852","4807.8660288715164","2109.328929958454","424.23332713126956","68.636987314449485","19842.347452530284","301.50733460199564","752.87476509613464","615.73681945636599","535.80484215786066"
