"MES","AMOD01","AMOD02","AMOD03","AMOD04","AMOD05","AMOD06","AMOD07","AMOD08","AMOD09","AMOD10","AMOD11","AMOD12","AMOD13","AMOD14","AMOD15","AMOD16","AMOD17","AMOD18","AMOD19","AMOD20","AMOD21","AMOD22","AMOD23","AMOD24","AMOD25","AMOD26","AMOD27","AMOD28","AMOD29","AMOD30","AMOD31","AMOD32","AMOD33","AMOD34","AMOD35","AMOD36","AMOD37"
2010-03-01,"68998245.594261348","69103853.250570148","-105607.6563088","-10878155.914326001","-2984323.1718358006","11507572.815764397","-14491895.987600198","-14282119.365459805","-66102.634906899984","-143673.98723349298","-1508751.3238732","0","-1508751.3238732","-1508407.85928","-343.46459319999997","-4820153.5888566002","0","-4820153.5888566002","-4730106.5637400998","-90047.025116500008","-1564927.8297603999","0","-1564927.8297603999","-1564927.8297603999","0","41683773.875458002","30745819.592702389","187613.15676561586","10528989.920980001","221351.20501000003","-20163343.664046463","0","-364021.45049119997","-2390187.0958731947","-1513975.3222289719","-15895159.795453094","79640519.891346887"
2010-04-01,"69217918.828948066","69300784.073016167","-82865.244068100001","-13031814.512298934","-4967548.3861681353","11560777.785310781","-16528326.171478916","-16311957.425197145","-67882.955756599986","-148485.79052517138","-1552649.4323032","0","-1552649.4323032","-1552305.96771","-343.46459319999997","-5129933.0672617005","0","-5129933.0672617005","-5027858.4871511003","-102074.5801106","-1381683.6265658999","0","-1381683.6265658999","-1376802.4932579999","-4881.1333078999996","42635036.6371774","31519481.511001948","185039.22623545129","10710391.700269999","220124.19967","-19633864.263400838","0","-365439.20613559993","-2353204.3847749354","-609823.40980494395","-16305397.262685359","79187276.690425694"
2010-05-01,"69112867.125482306","69460266.241332799","-347399.11585050001","-13200463.844789723","-5389417.4739689231","11523163.281341694","-16912580.755310617","-16698392.558977621","-67049.9543022","-147138.24203079921","-1592215.6373731999","0","-1592215.6373731999","-1591872.1727799999","-343.46459319999997","-4843417.9250703994","0","-4843417.9250703994","-4751279.1491051996","-92138.775965199995","-1375412.8083772","0","-1375412.8083772","-1370531.6750693","-4881.1333078999996","43423678.814767465","34484175.361716419","181942.86426104547","8527422.52324","230138.06555000006","-19089556.770008095","0","-370801.84945520002","-2325670.2362519749","-497646.69600052573","-15895437.988300394","80246525.32545197"
2010-06-01,"69213987.533948347","69305083.34863174","-91095.814683400007","-14366823.667651579","-5913306.421843078","11509435.445850778","-17422741.867693856","-17215848.631027889","-65109.957086500006","-141783.2795794681","-1638750.6242232001","0","-1638750.6242232001","-1638407.1596300001","-343.46459319999997","-5493768.8754164996","0","-5493768.8754164996","-5411973.3558589993","-81795.519557500011","-1320997.7461687999","0","-1320997.7461687999","-1316116.6128608999","-4881.1333078999996","44006926.661573462","34912710.277174935","179649.2627985226","8686194.0222900007","228373.09931000002","-19194249.714663491","0","-372139.13550749992","-2193077.4948928189","-545388.66545210406","-16083644.418811066","79659840.813206747"
2010-07-01,"70152085.46272704","70249186.71851334","-97101.255786300011","-15806270.520334395","-6776614.7797520943","11465807.954408344","-18242422.734160438","-18044814.585788362","-59368.8803998","-138239.26797227678","-1676713.4719932","0","-1676713.4719932","-1676370.0074","-343.46459319999997","-5997420.0217366004","0","-5997420.0217366004","-5914016.6150720008","-83403.406664599985","-1355522.2468525004","0","-1355522.2468525004","-1350641.1135446003","-4881.1333078999996","44897612.820320725","35654911.280091561","174170.10374916246","8840811.6955300011","227719.74095000001","-19467578.317528859","0","-373710.04595649999","-2149728.1906133411","-663313.73568705656","-16280826.345271962","79775849.445184514"
2010-08-01,"70887396.63167046","71005143.087448567","-117746.4557781","-17092816.563024461","-7650708.9490108602","11522773.583886627","-19173482.532897487","-18983158.389581405","-51990.47465969999","-138333.66865638411","-1697275.1470832","0","-1697275.1470832","-1696931.68249","-343.46459319999997","-6400325.6078650001","0","-6400325.6078650001","-6300227.6497453004","-100097.95811969999","-1344506.8590653997","0","-1344506.8590653997","-1339625.7257574997","-4881.1333078999996","45615118.436854869","36200218.030019909","170347.43464495771","9017477.0184599999","227075.95372999998","-19369332.294916958","0","-374267.85938630003","-2107783.9366057348","-417508.35533766448","-16469772.143587261","80040366.21058391"
2010-09-01,"73203705.997339174","73296091.625215769","-92385.627876600003","-17856891.230707817","-7842694.7397710159","11633913.375636943","-19476608.115407959","-19236030.949824393","-103549.4301961","-137027.73538746589","-1786939.6034631999","0","-1786939.6034631999","-1786596.1388699999","-343.46459319999997","-6800754.4583441","0","-6800754.4583441","-6680901.7099401997","-119852.7484039","-1426502.4291294999","0","-1426502.4291294999","-1421621.2958215999","-4881.1333078999996","46313582.876593828","36727306.526919916","170309.20795391564","9191113.2025699988","224853.93915000005","-20652925.513173487","0","-379279.86260669999","-2078209.2725430396","-381327.03437232599","-17814109.343651421","81007472.130051702"
2010-10-01,"74778418.954154983","74853173.973655283","-74755.019500300012","-18565101.864879489","-8119103.548891684","11570022.274012176","-19689125.82290386","-19443037.621546991","-103875.64963119999","-142212.55172566912","-1848998.5270332","0","-1848998.5270332","-1848655.06244","-343.46459319999997","-7250689.639982501","0","-7250689.639982501","-7119481.269675401","-131208.37030710001","-1346310.1489720999","0","-1346310.1489720999","-1341429.0156641998","-4881.1333078999996","47238305.155427031","37459840.652500063","170054.36334696866","9386526.1713299993","221883.96825000001","-21384734.100782841","0","-380941.30771170004","-2101041.3059590231","-492927.89769335091","-18409823.589418765","82066888.143919677"
2010-11-01,"75293532.127989084","75378016.13143149","-84484.003442400004","-18767656.11664607","-8145232.2331168726","11652074.127350654","-19797306.360467527","-19473892.882194806","-182960.07983080001","-140453.39844192276","-1805165.6787776002","0","-1805165.6787776002","-1804822.7069600001","-342.97181760000001","-7456245.4097511992","0","-7456245.4097511992","-7331415.7637027996","-124829.6460484","-1361012.7950003999","0","-1361012.7950003999","-1356138.6647532","-4874.1302471999988","48098266.868309386","38115634.942347631","169810.38291175064","9591200.1673300005","221621.37571999998","-21035537.108059969","0","-385682.7988316","-2042519.02726746","-721008.45116065815","-17886326.83080025","83588605.771592438"
2010-12-01,"77493250.143603444","77599178.459639639","-105928.31603619999","-17438392.909191519","-7096407.4438349195","12015305.397776317","-19111712.841611236","-18725682.876729805","-253440.04897000006","-132589.91591143189","-1791991.7112963998","0","-1791991.7112963998","-1791649.7250299999","-341.98626640000003","-7149159.5045942003","0","-7149159.5045942003","-7050652.1025604","-98507.402033800012","-1400834.2494660001","0","-1400834.2494660001","-1395974.1253402","-4860.1241258","49207945.37086834","38894395.08447703","169322.4220413146","9929296.7239900008","214931.14035999999","-21917010.550283708","0","-385847.57041759999","-1978998.0097802607","-1304517.8575887643","-18247647.11249708","87345792.05499655"
2011-01-01,"77475796.574679449","77574142.838661656","-98346.263982200006","-18805564.535735011","-8172767.9306970108","11957877.171800068","-20130645.102497078","-19626223.320197761","-374959.87787340005","-129461.90442591962","-1843930.8106063998","0","-1843930.8106063998","-1843588.8243399998","-341.98626640000003","-7576371.4896982005","0","-7576371.4896982005","-7473113.0391120007","-103258.45058619999","-1212494.3047334","0","-1212494.3047334","-1212494.2626076001","-4.2125800000000005E-2","49180834.715261504","38806464.554038927","168547.22277257603","9991384.1694900002","214438.76895999999","-21871206.315804601","0","-387854.13951040007","-1943005.7452683016","-1523296.1995746307","-18017050.231451269","85979860.438401341"
2011-02-01,"79387179.138716102","79528548.400504902","-141369.26178879998","-20010494.723829348","-8621250.8658521473","11959170.642279789","-20580421.508131936","-20103749.223028392","-347131.49414639996","-129540.79095714711","-1860737.6245052","0","-1860737.6245052","-1860396.6237899999","-341.0007152","-8111707.8789895996","0","-8111707.8789895996","-7990444.4601707999","-121263.4188188","-1416798.3544823998","0","-1416798.3544823998","-1416798.3124779998","-4.2004400000000004E-2","49657953.059730306","39173614.712104514","168061.49590579624","10103835.46407","212441.38764999993","-22598874.512126159","0","-383149.79826840007","-1816529.9469032567","-1983572.3826178014","-18415622.384336703","86435762.962490901"
2011-03-01,"79861601.646388546","79955918.210335553","-94316.563947000002","-20085445.986400705","-9007064.9528607056","11460471.631035097","-20467536.583895802","-20045037.223331414","-294150.09231699992","-128349.26824738775","-1888493.321884","0","-1888493.321884","-1888153.30672","-340.01516399999997","-8199667.6835459992","0","-8199667.6835459992","-8059617.2615289995","-140050.42201699998","-990220.02810999996","344680.64382","-1334900.67193","-1334900.630047","-4.1883000000000004E-2","50475808.584074214","39832198.8601548","167563.15477941869","10264276.64442","211769.92471999998","-23176114.460658588","0","-387183.66103000008","-1783540.0308957885","-2267336.6544844657","-18738054.114248332","87075849.783403456"
2011-04-01,"82233320.954187796","82306442.620659396","-73121.66647159998","-22780011.550572135","-11145316.796936836","10907581.809190709","-22052898.606127545","-21675491.21120064","-248847.72145379998","-128559.67347310545","-1967253.7692584","0","-1967253.7692584","-1966914.2468699999","-339.52238840000001","-9095544.7109166998","0","-9095544.7109166998","-8944664.9571650997","-150879.75375159999","-571896.27346019982","371149.97289999999","-943046.24636019988","-943046.20453789993","-4.18223E-2","51626496.028185055","40812813.678257488","167320.30962756445","10433087.820110001","213274.22018999999","-23922868.338876911","0","-384343.27089810005","-1761363.0564996698","-1568944.8255929463","-20208217.185886193","87156937.09292382"
2011-05-01,"81770301.283305183","81831457.222993076","-61155.939687899998","-23544668.319183804","-11414640.8996564","10847431.357083704","-22262072.256740104","-21573970.680029314","-565736.06614329992","-122365.51056749107","-2051446.6328984001","0","-2051446.6328984001","-2051107.11051","-339.52238840000001","-9470394.1060515009","0","-9470394.1060515009","-9324626.2965893","-145767.80946219998","-608186.68057750002","504434.43244999996","-1112621.1130275","-1112621.0712051999","-4.18223E-2","53315904.608564056","42306930.3487496","166690.51072445657","10628537.450790001","213746.29829999999","-23721352.063493066","0","-387810.81430209993","-1729807.3953427395","-1724587.7283209525","-19879146.12552727","87820185.509192377"
2011-06-01,"82461675.704554588","82549530.14095059","-87854.43639599999","-22752508.957105692","-10419999.690096896","10791173.784468535","-21211173.474565431","-20651871.912993956","-441837.84144679998","-117463.72012467777","-2012688.9365028003","0","-2012688.9365028003","-2012349.9068900002","-339.0296128","-9742343.5965716001","0","-9742343.5965716001","-9608883.0575003996","-133460.53907120001","-577476.7339343999","688885.82681","-1266362.5607443999","-1266362.5189828","-4.1761600000000003E-2","54478784.653369159","43272254.605940834","165945.4717883245","10827546.699720001","213037.87591999996","-23531940.02979137","0","-388495.9626728","-1712785.8943236335","-1646919.8863817714","-19783738.286413167","90656011.37102668"
2011-07-01,"85119957.161458179","85203195.811449975","-83238.649991800004","-24930626.139757268","-11527082.808226166","10807538.62189454","-22334621.430120707","-21797780.538136099","-424944.70683040004","-111896.18515420747","-2088717.7789371999","0","-2088717.7789371999","-2088379.2420999999","-338.53683720000004","-10455434.0792883","0","-10455434.0792883","-10331912.086991601","-123521.9922967","-859391.47330560011","696843.02064999996","-1556234.4939556001","-1556234.4522547","-4.1700900000000006E-2","55541346.727364697","44157400.144789465","164950.70707522711","11006384.618979998","212611.25651999997","-24414437.97229404","0","-389406.13808310003","-1702480.8659998686","-1791500.3259141818","-20531050.642296888","91316239.776771575"
2011-08-01,"88836453.764680251","88972104.288142353","-135650.52346210001","-25276392.969616916","-11849929.230491316","10913928.30791978","-22763857.538411096","-22282326.563220359","-369801.62933700002","-111729.34585373597","-2111471.2561071999","0","-2111471.2561071999","-2111132.7192699998","-338.53683720000004","-11028428.073784301","0","-11028428.073784301","-10891565.7797966","-136862.29398769999","-286564.40923410002","1122107.48844","-1408671.8976741","-1408671.8559125001","-4.1761600000000003E-2","56431600.126770452","44803466.30565992","164536.24638052873","11250352.786390001","213244.78834","-27038074.346524894","0","-389947.18819090002","-1712341.6871816833","-2296090.5041325688","-22639694.967019744","92953586.575308889"
2011-09-01,"86648149.463423342","86693159.432465538","-45009.969042200006","-25746880.257666513","-12037130.157703713","10846959.138950691","-22884089.296654403","-22263401.987841036","-510040.57450310001","-110646.73431026706","-2095704.5557972","0","-2095704.5557972","-2095366.01896","-338.53683720000004","-11253558.587669399","0","-11253558.587669399","-11117479.643265199","-136078.94440419998","-360486.95649619983","1157722.2267199999","-1518209.1832161997","-1518209.1414545998","-4.1761600000000003E-2","57419069.853964746","45500345.965434037","164285.05808071158","11523312.894129999","231125.93631999998","-23952865.306582093","0","-394753.37776420004","-1681305.9872449406","-2241665.4947357699","-19635140.446837183","94367473.753139481"
2011-10-01,"89982800.244331315","90072371.608246922","-89571.363915600014","-26103158.033127572","-12337930.171048667","10804922.081065986","-23142852.252114654","-22194758.689287774","-821303.57906650007","-126789.98376038029","-2518216.4823272","0","-2518216.4823272","-2517877.9454899998","-338.53683720000004","-11620581.377543103","0","-11620581.377543103","-11485735.993896103","-134845.38364700001","373569.99779139995","1659156.72749","-1285586.7296986","-1285586.6879370001","-4.1761600000000003E-2","58116754.705950111","45972365.262608759","163405.89903135144","11796630.222000003","184353.32231000002","-26521113.095932811","0","-395902.34919670003","-1679656.1613345095","-2538257.7598287873","-21907296.825572815","95475283.821221039"
2011-11-01,"91168829.678291321","91219455.017203718","-50625.338912399995","-25532221.974705853","-12193577.003638254","10824012.767445454","-23017589.771083709","-22092737.236121755","-797705.7506732","-127146.78428875409","-2955344.5290516","0","-2955344.5290516","-2955006.4849899998","-338.04406160000002","-11681798.239780396","0","-11681798.239780396","-11569923.182324197","-111875.05745619998","1298497.7977644","2832577.22829","-1534079.4305256","-1534079.388764","-4.1761600000000003E-2","59123267.293256171","46668561.05552654","162917.22206962516","12107650.271900002","184138.74375999998","-26456169.423191346","0","-398900.66740600002","-1710763.0404007181","-3564947.8661937155","-20781557.849190913","98303705.573650301"
2011-12-01,"90522337.857641086","90604219.183631882","-81881.325990800004","-23023481.732462823","-10328872.648064421","10931764.847205127","-21260637.495269548","-20286630.255521543","-855078.63520100014","-118928.60454700507","-2929277.0814016005","0","-2929277.0814016005","-2928939.0373400003","-338.04406160000002","-10997659.748119799","0","-10997659.748119799","-10915461.187684199","-82198.560435599997","1232327.7451230001","3241375.8665500004","-2009048.1214270003","-2009048.0796654003","-4.1761600000000003E-2","60422136.893964037","47680574.732792623","162415.57673141675","12394760.65027","184385.93416999999","-24569360.566431634","0","-400137.36597959994","-1651855.6153785205","-3453542.9455523454","-19063824.639521167","103351632.45271066"
2012-01-01,"93441490.523525521","93535720.483401328","-94229.959875800007","-26215069.912100695","-13039283.288431693","10945157.300412752","-23984440.588844445","-20742864.822476398","-3121506.778715","-120068.98765304548","-3161048.5088016","0","-3161048.5088016","-3160710.4647399997","-338.04406160000002","-11313448.725441201","0","-11313448.725441201","-11230353.5983236","-83095.127117600015","1298710.6105738","3244169.8151400001","-1945459.2045662","-1945459.1628046001","-4.1761600000000003E-2","60632123.520641916","47743256.21741432","162365.41219759593","12541683.71518","184818.17584999997","-25390158.899537787","0","-400178.38176120003","-1617736.8633080428","-2239508.2503334135","-21132735.40413513","102468385.23252897"
2012-02-01,"95275783.746465206","95385342.917153403","-109559.17068820001","-27227999.313747309","-13493614.924767509","10837445.848504864","-24331060.773272373","-23111087.826416567","-1098648.7818805999","-121324.16497520726","-3209309.2675716006","0","-3209309.2675716006","-3208971.2235100004","-338.04406160000002","-11891346.9706118","0","-11891346.9706118","-11802577.731023399","-88769.239588399985","1366271.8492035998","3268811.3543400001","-1902539.5051364002","-1902539.4633748003","-4.1761600000000003E-2","60982641.038675196","47888694.291549459","161487.5328557312","12749547.829570001","182911.38469999997","-25616501.440273836","0","-400710.4968662","-1598479.843166766","-1770532.2407170199","-21846778.859523851","103413924.03111924"
2012-03-01,"95070788.213036522","95144600.080005318","-73811.866968799994","-27313195.228345715","-13234229.739307914","10695573.00705301","-23929802.746360924","-22855648.285949096","-953630.14954560006","-120524.31086622934","-3401423.1917216","0","-3401423.1917216","-3401085.1476599998","-338.04406160000002","-12415535.169905001","0","-12415535.169905001","-12321127.214686401","-94407.955218600007","1737992.8725888","3735571.0526100001","-1997578.1800212001","-1997578.1382596001","-4.1761600000000003E-2","61860249.679339826","48495184.202569693","158853.89483013705","13025501.110709997","180710.47122999997","-24161615.193466261","0","-409037.48461020004","-1533633.6666245714","-1678460.3420749716","-20540483.700156517","105456227.47056438"
2012-04-01,"95606858.593355864","95681147.053242266","-74288.4598864","-29222864.623071846","-14967982.650940243","10708487.84140823","-25676470.492348474","-24625954.887289934","-922737.46352560003","-127778.14153293963","-3452643.5147516001","0","-3452643.5147516001","-3452305.4706899999","-338.04406160000002","-12747108.637544001","0","-12747108.637544001","-12661249.9587656","-85858.678778400004","1944870.1801639996","4086943.6870399998","-2142073.5068760002","-2142073.4651144003","-4.1761600000000003E-2","63349609.899888694","49730351.458730593","158302.08495810779","13265947.200849999","195009.15534999999","-23727540.002547115","0","-408971.57402659999","-1533217.2193165058","-1157407.1805391386","-20627944.028664872","106006063.86762559"
2012-05-01,"94188103.3013888","94264566.364891604","-76463.063502800011","-29160362.756753534","-14173881.240627537","10727735.016419174","-24901616.257046711","-24074859.89943254","-697558.3076232","-129198.04999097172","-3585497.0112116002","0","-3585497.0112116002","-3585158.9671499999","-338.04406160000002","-13447993.539242798","0","-13447993.539242798","-13371746.380450599","-76247.158792200004","2047009.0343283999","4127849.4997199997","-2080840.4653915998","-2080840.4236299999","-4.1761600000000003E-2","64688070.24046018","50747709.577041171","158051.26228900361","13560983.355790004","221326.04533999992","-22034539.928645395","0","-337482.00153459999","-1451912.1904803398","-1335372.4872574098","-18909773.249373045","107681270.85645005"
2012-06-01,"94552492.973792255","94619595.126972854","-67102.153180599998","-28768072.707162857","-13368189.845586257","10657168.254486592","-24025358.10007285","-23278322.830712616","-623847.73117180017","-123187.53818843304","-3641511.6425016001","0","-3641511.6425016001","-3641173.5984399999","-338.04406160000002","-13863793.089910001","0","-13863793.089910001","-13801133.819442401","-62659.270467599999","2105421.8708349993","4322261.7095799996","-2216839.8387450003","-2216839.7969834004","-4.1761600000000003E-2","65772574.028227016","51581105.656278983","156922.56027803468","13813357.41804","221188.39362999995","-22084169.056451932","0","-266467.13645360008","-1515325.7035665186","-1294014.1975769512","-19008362.018854864","109472825.23840448"
2012-07-01,"96452160.098012105","96542472.163136303","-90312.065124200002","-30734148.573198635","-14665095.926742034","10624223.529430365","-25289319.456172399","-24721003.112723365","-445543.42360160005","-122772.91984743351","-3757659.8971916004","0","-3757659.8971916004","-3757321.8531300002","-338.04406160000002","-14308701.624099601","0","-14308701.624099601","-14247919.623614801","-60782.00048480001","1997308.8748345999","4386805.7247799998","-2389496.8499453999","-2389496.8081838","-4.1761600000000003E-2","66994732.560154259","52523428.683259875","156546.32627437837","14095763.478650002","218994.07196999999","-23032515.894758761","0","-267179.9200098","-1489772.1251346506","-1428972.8036161326","-19846591.045998178","109680228.19020897"
2012-08-01,"98728721.638848349","98860977.543370143","-132255.90452180002","-32311914.956591066","-15642011.678894265","10619189.142591352","-26261200.821485616","-25590345.820949715","-546336.65291180008","-124518.34762409888","-3825980.7867415999","0","-3825980.7867415999","-3825642.7426799997","-338.04406160000002","-14701612.419065399","0","-14701612.419065399","-14634668.1693988","-66944.249666600008","1857689.9281102","4555004.5169500001","-2697314.5888398001","-2697314.5470782002","-4.1761600000000003E-2","68139278.71890603","53472060.884290755","156295.50360527416","14387868.40325","123053.92775999999","-23592668.092799909","0","-269308.9050274","-1463176.4252018933","-1163548.4928770289","-20696634.269693587","110963417.30836341"
2012-09-01,"101339089.17885005","101436679.59009625","-97590.411246200005","-32379767.847472105","-16625605.619512711","10620493.628667612","-27246099.248180322","-25922444.530580956","-1201319.6090861997","-122335.10851316532","-3929761.6537516001","0","-3929761.6537516001","-3929423.6096899998","-338.04406160000002","-14574149.207517397","0","-14574149.207517397","-14501128.574518397","-73020.632998999994","2749748.6333095995","5367204.9426799994","-2617456.3093703999","-2617456.2676088","-4.1761600000000003E-2","68794433.981499508","53852054.645445287","153787.27691423212","14665795.55979","122796.49934999998","-26012435.347066708","0","-272504.69562019996","-1489107.6036078194","-1673855.6758913323","-22576967.371947356","111741319.96581078"
2012-10-01,"103342436.17640671","103495176.62099591","-152740.44458919999","-34381897.661975496","-19205409.527444098","10979910.30574875","-30185319.833192848","-28836502.255077202","-1218302.3467826","-130515.23133304718","-3990290.6835316001","0","-3990290.6835316001","-3989952.6394699998","-338.04406160000002","-15088605.8223616","0","-15088605.8223616","-15012905.4864216","-75700.335940000004","3902408.3713617995","7008064.5023400001","-3105656.1309782006","-3105656.0892166006","-4.1761600000000003E-2","70024350.039715528","54706160.538914055","153160.2202414716","15036288.03111","128741.24944999999","-25414732.748605832","0","-275834.39311459992","-1483140.1688132063","-1514923.50728653","-22140834.679391496","113570155.8055409"
2012-11-01,"103948850.94710635","104143081.80274975","-194230.85564339999","-33800733.61640273","-18561640.695139334","10995470.006910706","-29557110.702050041","-28234550.780514132","-1190596.5693507998","-131963.35218510922","-4092845.4524016003","0","-4092845.4524016003","-4092507.4083400001","-338.04406160000002","-15063996.548823001","0","-15063996.548823001","-15016194.576720402","-47801.972102600004","3917749.0799611998","7036339.0897199996","-3118590.0097587998","-3118589.9679971999","-4.1761600000000003E-2","71167544.370028287","55476232.862033099","151141.09775518277","15409096.367829999","131074.04240999999","-25905883.758466169","0","-278055.89879540005","-1492666.1076205254","-1507781.8713518605","-22627379.880698383","115409777.94226573"
2012-12-01,"105292196.6051328","105395853.646162","-103657.0410292","-29233729.758671798","-15639261.1537602","10973032.552013377","-26612293.705773577","-25372345.648510024","-1121735.3748508","-118212.68241275416","-4127381.5343516003","0","-4127381.5343516003","-4127043.4902900001","-338.04406160000002","-13879102.320947802","0","-13879102.320947802","-13830587.761464201","-48514.559483600009","4412015.2503878009","8004696.8678700002","-3592681.6174821998","-3592681.5757205999","-4.1761600000000003E-2","72089562.400419742","56099849.794818208","150764.86375152646","15724679.165940002","114268.57590999999","-25597243.078043588","0","-278293.16972780006","-1477639.0973861564","-1095442.6045142263","-22745868.206415407","122550786.16883716"
2013-01-01,"106665427.38882683","106749612.70208043","-84185.313253600005","-31254252.87363844","-17889185.58384084","11043002.50119018","-28932188.085031021","-27584896.069581527","-1228253.0589317998","-119038.95651769351","-4153734.7178816004","0","-4153734.7178816004","-4153396.6738200001","-338.04406160000002","-13720145.434208801","0","-13720145.434208801","-13671855.545388201","-48289.888820600005","4508812.8622928001","8012638.6932800002","-3503825.8309872001","-3503825.7892256002","-4.1761600000000003E-2","72505858.240782335","57272798.909578122","150012.39574421383","14968896.092749998","114150.84271","-27283888.928062133","0","-284679.66162300011","-1464576.4169288932","-2294653.7906410769","-23239979.058869161","120633143.82790858"
2013-02-01,"106856411.6335557","106985619.6246603","-129207.99110459999","-33028845.60312739","-18716970.357093193","10951506.89629299","-29668477.253386185","-28227968.196112879","-1320389.3194054","-120119.73786790736","-4200639.5621215999","0","-4200639.5621215999","-4200301.5180599997","-338.04406160000002","-14530993.167846801","0","-14530993.167846801","-14475508.655808201","-55484.512038599998","4419757.4839341994","8159568.5779200001","-3739811.0939858002","-3739811.0522242002","-4.1761600000000003E-2","73238696.552253187","57793402.519274488","148758.28239869283","15157703.528650001","138832.22192999997","-25486725.767422192","0","-284393.11291959992","-1438140.6628109191","-1866011.3190416209","-21898180.672650054","121579536.81525928"
2013-03-01,"107928313.48144837","108049308.17354357","-120994.69209519999","-34114254.046307109","-18751735.357508909","10840175.585482243","-29591910.942991152","-28286664.588847011","-1185950.7494306001","-119295.60471354063","-4287788.7701716004","0","-4287788.7701716004","-4287450.7261100002","-338.04406160000002","-15151441.283771999","0","-15151441.283771999","-15088767.258488199","-62674.025283800009","4076711.3651454002","8247346.4621799998","-4170635.0970345996","-4170635.0552729997","-4.1761600000000003E-2","73921407.141621605","58242420.880616561","148382.04839503649","15393669.746619999","136934.46599","-25420850.97994943","0","-287328.95321879996","-1416643.8905259413","-1798139.8315441236","-21918738.304660566","122314615.59681343"
2013-04-01,"108493569.75315243","108618854.48005442","-125284.72690200001","-36643271.813661978","-20731389.71287138","10848617.25564711","-31580006.968518488","-30402781.179440171","-1053192.3737365999","-124033.41534171754","-4377783.9775616005","0","-4377783.9775616005","-4377445.9335000003","-338.04406160000002","-15833349.382541999","0","-15833349.382541999","-15767517.515678199","-65831.866863800009","4299251.2593129994","8587454.2077900004","-4288202.9484770009","-4288202.9067154005","-4.1761600000000003E-2","75958374.667260319","60000250.762702584","147629.58038772389","15674113.520800002","136380.80336999998","-25472746.059530273","0","-286643.52020200004","-1447569.5471736202","-2622959.4702077582","-21115573.521946896","122335926.54722051"
2013-05-01,"107083079.230068","107220751.928634","-137672.69856599998","-36529921.019925334","-19968529.337151531","10685221.222561102","-30653750.559712633","-29576015.512836415","-952905.87184060004","-124829.17503561871","-4484739.5674516009","0","-4484739.5674516009","-4484401.5233900007","-338.04406160000002","-16146385.269730201","0","-16146385.269730201","-16098130.3432282","-48254.926502000002","4069733.1544079985","8857258.1960799992","-4787525.0416720007","-4787524.9999104002","-4.1761600000000003E-2","77628502.49074623","61452443.202837691","145999.23303854658","15895841.81037","134218.2445","-23585237.829391323","0","-288076.89797680004","-1338035.3791546673","-1894203.7503721938","-20064921.801887661","124596422.87149757"
2013-06-01,"106055220.7057085","106200724.1123357","-145503.40662720002","-35050294.11095877","-18309344.580394574","10910100.772977507","-29219445.353372078","-27929622.634953722","-1173138.6396977999","-116684.07872055305","-4575910.9750915999","0","-4575910.9750915999","-4575572.9310299996","-338.04406160000002","-16442200.081082601","0","-16442200.081082601","-16388700.630918201","-53499.450164399997","4277161.525609999","9323291.4294600002","-5046129.9038500013","-5046129.8620884009","-4.1761600000000003E-2","78798887.862018824","62383595.539479457","144368.88568936923","16077319.455769999","193603.98107999997","-23102419.408483893","0","-289282.59206960001","-1312760.509226087","-3272061.8533850349","-18228314.45380317","126701395.04828468"
2013-07-01,"109672027.10689747","109831937.73559608","-159910.62869860002","-37539606.358677916","-20052425.661285713","10795554.142089898","-30847979.803375613","-29617380.096767191","-1113420.9695518001","-117178.73705662198","-4678512.3333316008","0","-4678512.3333316008","-4678174.2892700005","-338.04406160000002","-16738864.000559","0","-16738864.000559","-16685581.629347801","-53282.371211199999","3930195.6364983963","9871962.4196799975","-5941766.7831816012","-5941766.7414200008","-4.1761600000000003E-2","80153741.102003947","63538358.965035759","142876.49080819922","16280438.620760001","192067.02539999995","-24766595.608661778","0","-221167.34907460003","-1361633.0158988738","-3388325.6757007018","-19795469.567987606","127519566.24156171"
2013-08-01,"109635911.21356691","109801979.38328931","-166068.16972239999","-40823513.864327453","-23525735.049318857","10763602.812039951","-34289337.861358806","-33270202.143884972","-903390.33941780007","-115745.37805603151","-4772329.5894416003","0","-4772329.5894416003","-4771991.54538","-338.04406160000002","-17316814.849716198","0","-17316814.849716198","-17257449.209407799","-59365.640308400005","4791365.6241492005","10120041.90498","-5328676.2808307996","-5328676.2390691992","-4.1761600000000003E-2","81147167.303836033","64368349.641160592","142249.4341354387","16449309.670790002","187258.55774999998","-21610317.473876715","0","-219956.50878960005","-1336861.4251367729","-3566458.7908696737","-16487040.749080667","128349247.1791988"
2013-09-01,"110359227.7334778","110512703.4448944","-153475.71141659998","-40820785.094635382","-23418489.544636175","10763032.050962998","-34181521.595599174","-33320181.251252532","-744289.88749380002","-117050.45685284736","-4850109.0486316001","0","-4850109.0486316001","-4849771.0045699999","-338.04406160000002","-17699340.589611005","0","-17699340.589611005","-17635651.996797804","-63688.592813199997","5147154.0882433988","10325056.972209999","-5177902.8839666005","-5177902.8839666005","0","81976481.459961206","65090497.364856735","141120.7321244698","16544811.875550002","200051.48742999998","-21880929.013597779","0","-222797.27164160003","-1325543.5193704767","-3937684.3314921688","-16394903.891093532","129633995.08520585"
