"MES","BCBA01","BCBA02","BCBA03","BCBA04","BCBA05","BCBA06","BCBA07","BCBA08","BCBA09","BCBA10","BCBA11","BCBA12","BCBA13","BCBA14","BCBA15","BCBA16","BCBA17","BCBA18"
2007-10-01,"43277889.618970826","43370977.330647528","93087.711676700012","1147575.939055","1496289.9860272","7772910.3945291992","7772910.3945291992","0","0","0","27016547.302037802","26626861.421354987",,"217775.19125281594","171910.68943","0","1765817.4555060058","82477030.696126044"
2007-11-01,"44187430.828154944","44252553.958403945","65123.130249000002","1141591.1883950001","1481265.4238396001","7758793.2696526991","7758793.2696526991","0","0","0","27255362.904734101","26870044.527238265",,"217325.75872583778","167992.61877","0","1547246.7886142218","83371690.403390571"
2007-12-01,"45339003.743819743","45455388.381281845","116384.63746209998","1132614.062405","1469274.5926172","7840895.4984551994","7840895.4984551994","0","0","0","27322414.364000771","26938937.127635401",,"216651.60993537054","166825.62643","0","1153371.1671178695","84257573.428415775"
2008-01-01,"47641035.311754771","47726307.502448574","85272.190693800003","1126629.3117449998","1441262.9767727999","7839613.3841688","7839613.3841688","0","0","0","27308966.688086424","26921515.625896785",,"212113.29696963553","175337.76522","0","950358.03832450905","86307865.710852295"
2008-02-01,"50380042.493864685","50453699.585149884","73657.091285200004","1120644.5610849999","1434061.2054468002","7995723.0554410005","7995723.0554410005","0","0","0","27191594.482924387","26806315.529344857",,"210982.38436953124","174296.56920999999","0","301146.84396646329","88423212.642728344"
2008-03-01,"51427217.163715921","51474826.961461924","47609.797746000011","1107178.8721","1512524.9853459999","7759183.6137260003","7759183.6137260003","0","0","0","27121822.692234602","26738355.831335306",,"208437.83101929654","175029.02987999999","0","204996.35304826489","89132923.680170789"
2008-04-01,"52628021.133922875","52658735.184289873","30714.050367","1109262.49545","1563608.9224840002","7937355.158326","7937355.158326","0","0","0","27333250.876136407","26967667.816029746",,"205056.99741665914","160526.06269000002","0","-330676.82644638221","90240821.759872898"
2008-05-01,"54138423.316836916","54218470.324063614","80047.007226699992","1095586.6564650002","1476080.9056679001","8030612.1598041216","8030612.1598041216","0","0","0","27570845.263949167","27212514.033924717",,"202265.2777044501","156065.95232000001","0","-633783.55301778717","91677764.74970533"
2008-06-01,"54988332.467568971","55048833.334250569","60500.866681600004","1081910.81748","1458089.0850207999","8077097.3575547365","8077097.3575547365","0","0","0","27818171.660669997","27475369.168735489",,"198438.82307450791","144363.66886000001","0","-1198564.020205338","92225037.368089169"
2008-07-01,"56928012.698405728","56994284.21744933","66271.519043599998","1069754.5161600001","1421839.2776895999","9148847.0747337621","9148847.0747337621","0","0","0","28073104.235220082","27734227.03635304",,"196209.17337704153","142668.02549","0","-1351638.1523301471","95289919.649879023"
2008-08-01,"57859965.139228716","58084658.15262042","224693.01339170002","1065195.903165","1417114.6668089002","9190826.0561270453","9190826.0561270453","0","0","0","28135489.093712542","27795032.985215943",,"193963.36552659766","146492.74296999999","0","-1750794.4438877676","95917796.415154427"
2008-09-01,"58668733.798436306","58832344.18271371","163610.38427739998","1062156.8278350001","1414289.6281110002","9139503.0420705043","9139503.0420705043","0","0","0","28511200.707350165","28171951.97168009",,"193409.97504007386","145838.76062999998","0","-1774664.3333630841","97021219.670439884"
2008-10-01,"57143239.593000382","57327095.134921685","183855.5419213","1059117.752505","1409297.7965654002","9488643.6360693015","9488643.6360693015","0","0","0","28637324.195682012","28300191.23954846",,"192856.58455355006","144276.37157999998","0","-1873172.0770036886","95864450.896818399"
2008-11-01,"58059199.154403195","58187232.286959298","128033.1325561","1059117.752505","1412384.3840469001","9624258.8834878523","9624258.8834878523","0","0","0","28745569.86535047","28408665.405999351",,"192767.38894111858","144137.07040999999","0","-2085340.9862134478","96815189.053579971"
2008-12-01,"59511353.896537922","59656327.088182524","144973.19164460001","1059117.752505","1416891.8895290003","9850962.2063767649","9850962.2063767649","0","0","0","28810695.54956305","28476374.618611928",,"192767.38894111858","141553.54201000003","0","-2286225.6903311987","98362795.60418053"
2009-01-01,"59524870.808200024","59630829.997351721","105959.18915170002","1059117.752505","1420046.6793666","10070419.063199647","10070419.063199647","0","0","0","28481603.164363045","28147587.051451925",,"192767.38894111858","141248.72396999999","0","-2000780.7046299046","98555276.763004407"
2009-02-01,"59804877.232141331","59927645.847832128","122768.61569080001","1059117.752505","1419923.5226728001","10113737.361592785","10113737.361592785","0","0","0","28396179.252709221","28062190.332131576",,"192639.96663764509","141348.95394000001","0","-1591117.3168752813","99202717.804745868"
2009-03-01,"60308049.620840602","60382722.860558704","74673.239718100012","1077518.552505","1464595.5585022999","10367174.711257925","10367174.711257925","0","0","0","28384985.565739643","28052388.963188946",,"192385.12203069811","140211.48051999998","0","-1665008.013300424","99937315.995545059"
2009-04-01,"60624475.593454838","60680630.899878241","56155.306423399998","1077518.552505","1463615.5238091","10638014.286168521","10638014.286168521","0","0","0","28819195.392705951","28474812.591984212",,"191029.34872174016","153353.45199999999","0","-1436786.8057444121","101186032.542899"
2009-05-01,"61965447.979032487","62077910.022031888","112462.0429994","1077518.552505","1473771.8579848001","10808475.345219499","10808475.345219499","0","0","0","29057377.638785418","28722053.845599931",,"190799.98857548786","144523.80460999999","0","-1316893.9075260013","103065697.46600121"
2009-06-01,"62686240.03181909","62819393.31246829","133153.28064919999","1077518.552505","1474590.7896313998","10760987.634790158","10760987.634790158","0","0","0","29450827.123267964","29116926.196408894",,"190784.69789907103","143116.22896000001","0","-1108863.8821389149","104341300.2498747"
2009-07-01,"63314546.543727227","63442018.979293525","127472.43556629999","1077518.552505","1473688.6634374999","10736322.274903558","10736322.274903558","0","0","0","29451813.719895884","29117981.749567509",,"190759.21343837632","143072.75689000002","0","-932789.90459073638","105121099.84987843"
2009-08-01,"65888490.567542084","66002607.702274084","114117.13473200001","1077518.552505","1475518.8353734","10990292.740842585","10990292.740842585","0","0","0","29561043.898254499","29228411.863177381",,"189612.41270711494","143019.62236999997","0","-1431875.8749154774","107560988.71960208"
2009-09-01,"68062248.972744614","68173780.030293807","111531.05754919999","1077518.552505","1466562.8431630002","11096052.971772254","11096052.971772254","0","0","0","29877592.069343656","29556455.340087928",,"189561.44378572554","131575.28546999997","0","-1231541.7106229495","110348433.69890557"
2009-10-01,"68665527.89901571","68768745.291321605","103217.39230590001","1077518.552505","1465994.1285222","11028810.512992579","11028810.512992579","0","0","0","30271921.584562819","29951091.291444041",,"189306.59917877853","131523.69394","0","-1472973.3453863757","111036799.33221194"
2009-11-01,"69901347.280969232","69983462.225964233","82114.944994999998","1077518.552505","1469400.7547056999","11097128.851711415","11097128.851711415","0","0","0","30466883.257148147","30146688.735923685",,"188414.6430544641","131779.87816999998","0","-1453786.8250420489","112558491.87199743"
2009-12-01,"69024716.102525443","69137276.855552644","112560.75302720001","1077518.552505","1465746.1637325","11290888.08995565","11290888.08995565","0","0","0","30957215.705703106","30637091.061347693",,"188339.46389541475","131785.18046","0","-1995791.1976316595","111820293.41679004"
2010-01-01,"68859636.698117539","68962207.844816238","102571.14669870002","1077518.552505","1473106.9309974001","11050905.40558568","11050905.40558568","0","0","0","30752094.043001026","30430721.534537695",,"188263.01051333064","133109.49794999999","0","-1674644.0285725442","111538617.6016341"
2010-02-01,"68041974.067881748","68173618.07562755","131644.00774580002","1077518.552505","1439683.5989692002","11390171.161461199","11390171.161461199","0","0","0","30854511.417549163","30510741.88960243",,"188020.90813673101","155748.61981","0","-1421142.3001922364","111382716.49817409"
2010-03-01,"67795490.174131349","67901097.830440149","105607.6563088","1109057.802505","1439308.0205192","11173515.319824398","11173515.319824398","0","0","0","31144314.690168004","30745819.592702389",,"187613.15676561586","210881.94070000004","0","-935675.15526638622","111726010.85188156"
2010-04-01,"68025357.505718052","68108222.749786153","82865.244068100001","1109057.802505","1484227.9310163001","11172721.637290781","11172721.637290781","0","0","0","31914549.262597401","31519481.511001948",,"185039.22623545129","210028.52536","0","-175056.3020923321","113530857.83703519"
2010-05-01,"68025469.200292319","68372868.316142812","347399.11585050001","1109057.802505","1485645.4801371002","11145114.103731696","11145114.103731696","0","0","0","34886575.860167466","34484175.361716419",,"181942.86426104547","220457.63419000004","0","467764.4313936173","117119626.8782272"
2010-06-01,"68107511.091768354","68198606.906451747","91095.814683400007","1109057.802505","1486950.0752501001","11134829.043240778","11134829.043240778","0","0","0","35311531.574903458","34912710.277174935",,"179649.2627985226","219172.03493000002","0","517044.0489232954","117666923.636591"
2010-07-01,"69064446.622467041","69161547.878253341","97101.255786300011","1109057.802505","1487492.2787292001","11095329.989828343","11095329.989828343","0","0","0","36047591.347910725","35654911.280091561",,"174170.10374916246","218509.96407000002","0","654453.37004682829","119458371.41148713"
2010-08-01,"69774739.959260464","69892486.415038571","117746.4557781","1109057.802505","1587585.3126474","11154941.117666628","11154941.117666628","0","0","0","36588421.186514869","36200218.030019909",,"170347.43464495771","217855.72185","0","1008550.3219173925","121223295.70051177"
2010-09-01,"72086934.003529176","72179319.631405771","92385.627876600003","1290277.802505","1588873.3370733","11269270.971006943","11269270.971006943","0","0","0","37113526.736623831","36727306.526919916",,"170309.20795391564","215911.00175000002","0","1124469.4830917385","124473352.33383"
2010-10-01,"73658593.666324988","73733348.685825288","74755.019500300012","1327233.4395050001","1592238.3683181002","11213673.405122176","11213673.405122176","0","0","0","37842877.885727033","37459840.652500063",,"170054.36334696866","212982.86988000001","0","1195364.0410178166","126829980.8060151"
2010-11-01,"74173946.211349085","74258430.214791492","84484.003442400004","1325329.2308400001","1621953.4103063999","11298313.892720656","11298313.892720656","0","0","0","38496063.569239378","38115634.942347631",,"169810.38291175064","210618.24397999997","0","1136960.5393447427","128052566.85380025"
2010-12-01,"76460619.421693459","76566547.737729654","105928.31603619999","1320776.230279","1620704.6426796003","11629079.374836316","11629079.374836316","0","0","0","39269853.672828339","38894395.08447703",,"169322.4220413146","206136.16631","0","912322.37558551214","131213355.71790223"
2011-01-01,"76614360.205939442","76712706.469921649","98346.263982200006","1284753.1099100001","1621150.3936746002","11575212.264260067","11575212.264260067","0","0","0","39180602.039201505","38806464.554038927",,"168547.22277257603","205590.26239000002","0","725004.19729206606","131001082.21027768"
2011-02-01,"78532116.631596103","78673485.893384904","141369.26178879998","1281329.7809979999","1581863.703244","11586276.683199788","11586276.683199788","0","0","0","39545277.692040309","39173614.712104514",,"168061.49590579624","203601.48402999996","0","745511.23732644122","133272375.72840466"
2011-03-01,"78910180.651528537","79004497.215475544","94316.563947000002","1313133.0277739998","1475062.5984419999","11466224.7658551","11121544.122035099","0","0","344680.64382","40201551.500404216","39832198.8601548",,"167563.15477941869","201789.48546999999","0","457657.04990538803","133823809.59390926"
2011-04-01,"81359988.64003779","81433110.30650939","73121.66647159998","1310564.0046317","1447788.9203089001","11082923.692940708","10711773.720040709","0","0","371149.97289999999","41183415.873315051","40812813.678257488",,"167320.30962756445","203281.88542999999","0","305719.17086292338","136690400.30209708"
2011-05-01,"80885002.616215184","80946158.555903077","61155.939687899998","1310881.8501844001","1469146.3909355998","11176371.997303706","10671937.564853705","0","0","504434.43244999996","42678753.810554057","42306930.3487496",,"166690.51072445657","205132.95108","0","450857.50135984644","137971014.16655281"
2011-06-01,"81610928.742074594","81698783.178470597","87854.43639599999","1310899.15068","1467229.45704","11304222.369508537","10615336.542698536","0","0","688885.82681","43642919.799389161","43272254.605940834",,"165945.4717883245","204719.72165999998","0","283287.62568371004","139619487.14437601"
2011-07-01,"84279822.153638169","84363060.803629965","83238.649991800004","1307440.1582697001","1467053.8247741999","11340508.644874539","10643665.62422454","0","0","696843.02064999996","44526655.589544699","44157400.144789465",,"164950.70707522711","204304.73767999999","0","227196.13910050545","143148676.51020181"
2011-08-01,"88016346.087960243","88151996.611422345","135650.52346210001","1310183.0530353002","1468994.6553525","11875956.97839978","10753849.48995978","0","0","1122107.48844","45172940.821540453","44803466.30565992",,"164536.24638052873","204938.26950000002","0","517458.867125127","148361880.46341342"
2011-09-01,"85832648.574153349","85877658.543195546","45009.969042200006","1312650.2463882","1468887.1300971","11845002.52923069","10687280.30251069","0","0","1157722.2267199999","45887723.56501475","45500345.965434037",,"164285.05808071158","223092.54149999999","0","405639.58451948146","146752551.62940356"
2011-10-01,"89183775.34323132","89273346.707146928","89571.363915600014","1316412.6760155","1469109.8396273998","12311004.230425986","10651847.502935985","0","0","1659156.72749","46311775.824830107","45972365.262608759",,"163405.89903135144","176004.66319000002","0","306864.06545646547","150898941.97958678"
2011-11-01,"90373963.678711325","90424589.017623723","50625.338912399995","1323655.4551836001","1466337.6497028","13568199.884945456","10735622.656655455","0","0","2832577.22829","47007280.088926166","46668561.05552654",,"162917.22206962516","175801.81132999997","0","-387286.4795714746","153352150.27789789"
2011-12-01,"89759857.407401085","89841738.733391881","81881.325990800004","1345000.1752613999","1466637.9769355999","14040402.600335127","10799026.733785126","0","0","3241375.8665500004","48019012.331704035","47680574.732792623",,"162415.57673141675","176022.02217999997","0","-844968.53387742222","153785941.9577598"
2012-01-01,"92655050.285145521","92749280.245021328","94229.959875800007","1313989.6465836","1467652.6341162","14060196.789332751","10816026.974192752","0","0","3244169.8151400001","48081982.928531915","47743256.21741432",,"162365.41219759593","176361.29891999997","0","464296.93372762256","158043169.21743762"
2012-02-01,"94466529.419825211","94576088.590513408","109559.17068820001","1389030.3120022002","1465429.6639444001","13981780.013224864","10712968.658884864","0","0","3268811.3543400001","48224630.501175195","47888694.291549459",,"161487.5328557312","174448.67676999999","0","950820.383004367","160478220.29317623"
2012-03-01,"94287550.890416533","94361362.757385328","73811.866968799994","1438686.2569506001","1464372.7960176","14310927.717873011","10575356.66526301","0","0","3735571.0526100001","48826286.30069983","48495184.202569693",,"158853.89483013705","172248.20329999999","0","1050801.2254975792","161378625.18745515"
2012-04-01,"94418859.932205871","94493148.392092273","74288.4598864","1506553.5614793999","1481045.4287860002","14680612.44122823","10593668.75418823","0","0","4086943.6870399998","50075179.8511087","49730351.458730593",,"158302.08495810779","186526.30742","0","1688595.2491655704","163850846.46397376"
2012-05-01,"93025230.95361881","93101694.017121613","76463.063502800011","1532314.0467502","1482194.6124188001","14742316.861359173","10614467.361639174","0","0","4127849.4997199997","51118596.14774017","50747709.577041171",,"158051.26228900361","212835.30840999994","0","1420203.0072925801","163320855.62917972"
2012-06-01,"93375937.092372254","93443039.245552853","67102.153180599998","1578690.8245080002","1481949.9960006","14870829.001816593","10548567.292236593","0","0","4322261.7095799996","51950688.250187017","51581105.656278983",,"156922.56027803468","212660.03362999996","0","1516406.2790299207","164774501.44391435"
2012-07-01,"95312337.143442109","95402649.208566308","90312.065124200002","1431232.9660090001","1482570.3959472","14907826.902070366","10521021.177290365","0","0","4386805.7247799998","52890416.513504252","52523428.683259875",,"156546.32627437837","210441.50396999999","0","1339748.3364039287","167364132.25737688"
2012-08-01,"97529005.444898352","97661261.349420145","132255.90452180002","1568732.7414234001","1482541.7988710001","15075678.433901353","10520673.916951353","0","0","4555004.5169500001","53742828.391936034","53472060.884290755",,"156295.50360527416","114472.00404","0","1539233.6477992157","170938020.45882937"
2012-09-01,"100144716.05021006","100242306.46145625","97590.411246200005","1644074.7437296002","1483126.7739834001","15881766.213017611","10514561.270337611","0","0","5367204.9426799994","54120049.637989521","53852054.645445287",,"153787.27691423212","114207.71562999999","0","1665575.6163621615","174939309.03529236"
2012-10-01,"102179866.46849671","102332606.91308591","152740.44458919999","1778874.1712448001","1482075.7007672","17884669.112358749","10876604.610018751","0","0","7008064.5023400001","54979473.224885523","54706160.538914055",,"153160.2202414716","120152.46573","0","1784575.0895879467","180089533.76734093"
2012-11-01,"102814051.88578634","103008282.74142975","194230.85564339999","2088742.5086149999","1481093.2805102","17937775.398070704","10901436.308350705","0","0","7036339.0897199996","55742118.325058289","55476232.862033099",,"151141.09775518277","114744.36526999999","0","2218280.2504522013","182282061.64849272"
2012-12-01,"104002678.37946281","104106335.42049201","103657.0410292","2165623.1176832002","1479399.4149354","18852053.358173378","10847356.490303377","0","0","8004696.8678700002","56356193.999779731","56099849.794818208",,"150764.86375152646","105579.34121","0","2472289.7171755712","185328237.98721009"
2013-01-01,"105411485.76509683","105488811.07835042","77325.313253600005","1385484.1995050001","1477338.0909910002","18937398.663540177","10924759.970260179","0","0","8012638.6932800002","57528633.199512333","57272798.909578122",,"150012.39574421383","105821.89418999999","0","2602601.2523548752","187342941.17100024"
2013-02-01,"105633425.92948569","105755773.9205903","122347.99110459999","1425897.5145729999","1477117.1005499996","18991895.474752989","10832326.89683299","0","0","8159568.5779200001","58072664.075083181","57793402.519274488",,"148758.28239869283","130503.27340999999","0","2854745.6287102369","188455745.72315511"
2013-03-01,"106601934.14946838","106722928.84156358","120994.69209519999","1426675.2921806001","1476364.7005519997","18975711.825022243","10728365.362842243","0","0","8247346.4621799998","58519408.4464816","58242420.880616561",,"148382.04839503649","128605.51747000001","0","2836114.6502485583","189836209.06395337"
2013-04-01,"107214501.72745243","107339786.45435442","125284.72690200001","1423714.8007334","1493094.4947506001","19252439.195057109","10664984.98726711","0","0","8587454.2077900004","60275921.907940313","60000250.762702584",,"147629.58038772389","128041.56485","0","2181999.8299845764","191841671.95591843"
2013-05-01,"105806977.124488","105944649.823054","137672.69856599998","1430046.3536674001","1741760.6581102","19459285.374771103","10602027.178691102","0","0","8857258.1960799992","61724321.441856235","61452443.202837691",,"145999.23303854658","125879.00598","0","2273416.5996010033","192435807.55249393"
2013-06-01,"104829723.4454585","104975226.85208569","145503.40662720002","1429982.9271364","1742357.6282756","20053977.476877511","10730686.047417508","0","0","9323291.4294600002","62713187.417768829","62383595.539479457",,"144368.88568936923","185222.99259999997","0","2935891.2999976217","193705120.19551447"
2013-07-01,"108462031.65640748","108621942.28510608","159910.62869860002","1354505.2114608001","1742528.9573929999","20504849.444499895","10632887.024819897","0","0","9871962.4196799975","63864921.492763959","63538358.965035759",,"142876.49080819922","183686.03691999995","0","2819514.3096075174","198748351.07213265"
2013-08-01,"108317939.20422691","108484007.3739493","166068.16972239999","1370013.4790048001","1742359.0503535999","20703757.084269952","10583715.179289952","0","0","10120041.90498","64689476.644566029","64368349.641160592",,"142249.4341354387","178877.56926999998","0","2983784.626211335","199807330.08863264"
2013-09-01,"109047350.7809578","109200826.49237441","153475.71141659998","1376664.9642284","1742588.8905376","20945529.794882998","10620472.822672997","0","0","10325056.972209999","65423288.595931202","65090497.364856735",,"141120.7321244698","191670.49894999998","0","2897900.4096664912","201433323.43620449"
2013-10-01,"107341311.26316866","107592152.19169927","250840.92853060001","1383215.3458115999","1742554.4383142001","21343918.741591275","10561466.922241274","0","0","10782451.81935","66389293.520606577","66058325.640299417",,"140368.26411715714","190599.61618999997","0","6956897.9128863653","205157191.22237867"
2013-11-01,"106976102.24088083","107346870.35785024","370768.11696940003","1386720.2677132001","1741249.4227841999","21671338.062993228","10506563.933773225","0","0","11164774.129220001","67947048.35417527","67616615.146284491",,"140054.73578077689","190378.47210999997","0","6938339.4958153712","206660797.84436211"
2013-12-01,"108984550.0473154","109183947.02628021","199396.97896480002","1682844.3840012001","1733147.6185870001","23268873.662375312","10772946.164185314","0","0","12495927.498189999","68547230.755959541","68215022.380390629",,"139176.85643891222","193031.51912999997","0","6544194.9510324504","210760841.4192709"
2014-01-01,"109385323.86891779","109657775.52368239","272451.65476460004","1573698.0738388","1734862.3347202002","23261442.942951694","10755166.192861697","0","0","12506276.750089997","67934944.127719104","67588843.350232944",,"138549.7997661517","207550.97771999997","0","6269883.8943274179","210160155.242475"
2014-02-01,"109887003.25021759","110168845.99949139","281842.7492738","1653362.0659612003","1735456.1800184003","23566439.291708104","10686376.089608101","0","0","12880063.202100001","68372679.226529926","68015884.834385648",,"137671.92042428697","219122.47171999997","0","6198578.1514881784","211413518.16592339"
2014-03-01,"111014721.84721202","111272330.23592222","257608.38871019997","1670137.4715452003","1734707.997274","23800059.093570702","10615338.418020703","0","0","13184720.675550001","69367419.177877143","69022088.537869275",,"136668.62974787015","208662.01025999998","0","6086545.7304484658","213673591.31792751"
2014-04-01,"111883205.43647219","112080147.82044539","196942.38397319996","1679568.9995518003","1721215.7269104","24069030.559544183","10498678.244554188","0","0","13570352.314989997","71418817.755861312","71067189.512878031",,"135853.45607328147","215774.78690999997","0","6928210.6198254908","217700049.09816536"
2014-05-01,"112393134.07297461","112601252.28337181","208118.21039719999","1748237.9317130004","1718416.2317056002","24387486.518089011","10504655.214599011","0","0","13882831.303490002","72976723.371289685","72602805.827032819",,"134850.16539686467","239067.37886","0","6956748.0928094909","220180746.21858138"
2014-06-01,"114402390.55196618","114628657.79635118","226267.24438500003","1751226.6908878002","1718257.1651812","24983374.143022545","10514762.621622544","0","0","14468611.521400001","73809903.796166435","73428700.388478667",,"134599.34272776046","246604.06495999996","0","6027527.338894343","222692679.68611851"
2014-07-01,"116242480.74688201","116464306.4757774","221825.72889540001","1672685.8338120002","1688257.0850740001","25546777.816019807","10937343.661679806","0","0","14609434.154340001","85147323.880273327","84767303.806537434",,"133721.46338589577","246298.61034999994","0","7438278.1916249916","237735803.55368614"
2014-08-01,"119666539.08755641","119832844.46316601","166305.37560960004","1680102.9259742002","1689006.5098900001","25825888.440331623","10818672.670841625","0","0","15007215.76949","85571588.833306909","85198456.62345922",,"133219.81804768735","239912.39179999998","0","7661374.6615592437","242094500.4586184"
2014-09-01,"119131878.96217602","119376608.29366602","244729.33149000004","1754965.8221074005","1688606.6056412","26073471.236757867","10828842.934517866","0","0","15244628.302240001","86493635.545615494","86137921.180321604",,"130084.53468388479","225629.83061","0","7419120.9666823512","242561679.13898033"
2014-10-01,"119447038.80659442","119782854.98968102","335816.18308659998","1754906.6972766004","1689330.4235864","26221836.035813235","10902689.186633233","0","0","15319146.849180002","87584067.243156925","87232050.789907664",,"128579.59866925955","223436.85457999998","0","7321466.979445464","244018646.18587303"
2014-11-01,"119580148.15627462","120009592.93998441","429444.78370980005","1754877.1347926001","1689542.3796132","26580806.84312512","10925489.421315119","0","0","15655317.421809999","89198252.93235378","88838017.12281093",,"127576.30799284272","232659.50154999996","0","7770940.0896129841","246574567.53577229"
2014-12-01,"117480555.08643621","117923817.12911381","443262.04267760005","1754847.5723772002","1689430.8878062","27394089.415987827","11011379.361517828","0","0","16382710.054470001","90668623.454188973","90395320.119808167",,"45164.294950795185","228139.03942999998","0","8250636.6586158387","247238183.07541224"
2015-01-01,"116184581.02499381","116771510.19250761","586929.16751379997","1565008.6523316002","1690822.8139795999","27697272.021040641","11301017.176850639","0","0","16396254.84419","90476503.908508942","90206118.422348142",,"45164.294950795185","225221.19120999999","0","9233994.9161244147","246848183.33697897"
2015-02-01,"116503353.73137","117225238.44396999","721884.71259999997","1566508.7618712001","1690220.5675824001","27293200.217965752","10886752.584995752","0","0","16406447.632970002","91136692.353718817","90848143.041780785",,"43151.51827803468","245397.79365999997","0","9602419.1934023872","247792395.45620057"
2015-03-01,"115562352.099702","116328973.71546601","766621.61576399987","1571136.7447313999","1690654.4376119999","28375396.747905649","11404303.102325654","0","0","16971093.645579997","92369008.906939432","92077327.0693914",,"43151.51827803468","248530.31926999995","0","9730663.0817103405","249299212.01860082"
2015-04-01,"115866558.4218464","116579909.53570521","713351.11385880003","1626777.2308858004","1696179.5480167998","28600788.006038178","11356857.039798182","0","0","17243930.966239996","94513676.781311527","94211329.832238033",,"43026.106943482577","259320.84213","0","9566603.1683920361","251870583.15649077"
2015-05-01,"115186883.06485","115863998.6663502","677115.60150019999","1655697.1098052","1696006.8965658001","29026366.051295623","11405892.621575622","0","0","17620473.429719999","96286101.508416668","95983601.781763181",,"43026.106943482577","259473.61971","0","9039718.4296565875","252890773.06058988"
2015-06-01,"115253883.73188724","115967852.67336804","713968.94148079993","1647306.0057566003","1695734.8000165999","30702400.836709742","11457569.302149739","0","0","19244831.534560002","97649412.598546654","97325175.760173172",,"43026.106943482577","281210.73142999999","0","9848763.2225001417","256797501.19541699"
2015-07-01,"113890061.658053","114673223.3327954","783161.67474240006","1564040.0752116004","1695874.0155531999","30967401.742638033","11360776.879338033","0","0","19606624.863299999","99157760.445582151","98797250.203993216",,"42900.695608930473","317609.54597999994","0","10068500.141120207","257343638.07815817"
2015-08-01,"113722488.0095502","114508458.6970388","785970.68748860003","1711638.1679572","1696193.1352758","31195207.751428541","11387154.900058541","0","0","19808052.851369999","100557555.86770213","100241721.2656232",,"42900.695608930473","272933.90646999999","0","10003695.939607492","258886778.87152135"
2015-09-01,"112776608.96413481","113569767.95826381","793158.994129","1715520.5737754002","1696737.4154275998","31345635.68846219","11370911.76653219","0","0","19974723.92193","101808490.39890212","101466122.92039318",,"42900.695608930473","299466.78289999999","0","9691443.4801567905","259034436.52085888"
2015-10-01,"110902880.57027119","111565119.7650024","662239.1947312","1720034.9418643999","1696413.1119459998","31695053.782513224","11447828.471513225","0","0","20247225.311000001","103549999.5391807","103196235.64784631",,"42775.284274378369","310988.60706000001","0","9772409.2078264058","259336791.15360191"
2015-11-01,"108034623.17038059","108598424.18305279","563801.01267219998","1727175.9832362004","1696157.8227398","32088670.211402386","11408457.827332385","0","0","20680212.384070002","105469683.81060247","105092741.52071629",,"42273.638936169969","334668.65095000004","0","8919250.2337176725","257935561.23207915"
2015-12-01,"106236341.5767774","106856400.595902","620059.01912459999","1732521.2913945999","1695947.8881492","33073392.269938912","12099467.02240891","0","0","20973925.247530002","107912332.12026134","106924837.25028339","328099.69713999971","41771.993597961555","617623.17923999997","0","8847847.1830706559","259498382.32959211"
