"MES","AMAM01","AMAM02","AMAM03","AMAM04","AMAM05","AMAM06","AMAM07","AMAM08"
2014-03-01,"47984516.240350001","55421626.092500001","75150719.303669989","92757126.277439982","112109325.13838999","135897953.99148998","118877412.75624999","142666041.60934997"
2014-04-01,"47394760.882600002","54927413.162220009","75864593.854330003","93653095.301150009","112955237.32967","136879319.41300002","119599552.11539","143523634.19872001"
2014-05-01,"47766791.437819995","55637674.639309995","75675999.734549999","93856359.839100003","113174472.11863999","137284398.70664999","120122811.23584999","144232737.82385999"
2014-06-01,"48813178.296840005","56613917.716260001","76948202.401590005","95094069.593120009","115454584.90166001","139353691.91854003","122481435.55131","146380542.56819004"
2014-07-01,"47920828.301540002","55401598.716430001","75840099.807400003","93713817.049170017","115217770.59092","138720038.73367","122694571.88808","146196840.03083"
2014-08-01,"48087497.838919997","55336900.25852","76325611.477099985","93915253.035380006","116736897.78982997","139926124.04521999","123759387.68722998","146948613.94261998"
2014-09-01,"49853843.560440011","56975379.198600009","79085282.605340019","96547507.024260014","120407046.77352002","143430806.20458001","127240780.85326003","150264540.28432"
2014-10-01,"50390507.287200004","57888117.288290001","80505942.62045002","98301218.581720009","122967451.37607002","146199402.93013","130249195.55367002","153481147.10773"
2014-11-01,"52743288.231350005","60326959.420590006","82468010.926059991","100279603.08081","125857949.02181","149184736.93717995","133134233.37472001","156461021.29008996"
2014-12-01,"57946427.274139993","65694033.748599999","91779603.600869983","109988091.95565997","136582325.15186995","160278860.70870996","144239010.42365995","167935545.98049995"
2015-01-01,"55834539.902059995","63655379.903439999","87976415.860789999","106348333.33355999","133407761.64265001","157108580.09941003","140390793.08388999","164091611.54065004"
2015-02-01,"54010064.120460004","61961986.347140007","86534262.593290016","105041725.11164001","132604983.59604","156544240.60175997","139785280.78505","163724537.79076996"
2015-03-01,"53717069.275049992","62034553.127089992","85272985.257949993","104226597.52161001","131536436.42503999","155857070.16414997","138671384.70194998","162992018.44105998"
2015-04-01,"52525721.231200002","60956949.763599999","84941488.873640001","104134142.16729","131622311.20204","156170023.65478","139844159.15972","164391871.61245999"
2015-05-01,"53284959.570919998","62132629.435919993","86425367.98675999","106147682.17033","134905527.63109997","159847418.10124993","142817470.34293997","167759360.81308994"
2015-06-01,"54257157.695390001","62876378.961159997","88745022.963500008","108326186.42199001","138538864.27286005","163373743.53541002","146453932.00024006","171288811.26279002"
2015-07-01,"52142474.439419992","60897805.052679993","86528801.903370008","106235838.14371002","137705110.09225002","162722932.70303002","146585688.03575003","171603510.64653003"
2015-08-01,"52011530.148589998","60398108.558389999","88267030.360750005","107838361.13228001","139830650.70135","164574993.77844","148366767.13316002","173111110.21024999"
2015-09-01,"52689873.149439998","61281818.871139996","90367946.04779999","110229678.66198","142320476.45005","167303218.30313","150798183.31101","175780925.16409001"
2015-10-01,"53727273.483500004","61703746.218740001","92358864.419330001","111510147.40496999","145477807.15783","169747828.14011997","153698977.78461999","177968998.76690996"
2015-11-01,"55299922.389330007","63328086.718860008","94854229.621110007","114021742.33689001","147532797.43925002","171890565.67823997","156349046.65974003","180706814.89872998"
2015-12-01,"61815030.556679994","70425197.992059991","106772293.41684","126573464.62757002","161323152.9303","186305190.61037001","170902125.28869998","195884162.96877"
