"MES","STCP01","STCP02","STCP03","STCP04","STCP05","STCP06","STCP07","STCP08","STCP09","STCP10","STCP11","STCP12","STCP13","STCP14","STCP15","STCP16","STCP17","STCP18","STCP19","STCP20","STCP21","STCP22","STCP23","STCP24","STCP25"
2006-03-01,"3.0763272727272732","3.0940000000000003","-1.7672727272727062E-2","7.9752000000000001","8.07","8.0226000000000006","7.960401942265297","8.048084490290206","7.9956160771070612","-1.4798057734703107E-2","-2.1915509709794279E-2","-1.8356783722248693E-2","2.1511608695652171","2.1519608695652166","2.1515608695652175","528.77086956521737","3.338434782608696","3.3418260869565217","3.3401304347826088","3.3329130434782606","3.3373043478260866","3.3351086956521736","-5.5217391304354102E-3","-4.5217391304350762E-3","-5.0217391304352432E-3"
2006-04-01,"3.0662666666666669","3.0615000000000001","4.7666666666668078E-3","7.9690000000000003","8.0689999999999955","8.0189999999999984","7.9536559841877947","8.0452356156948195","7.9856866967470737","-1.5344015812205569E-2","-2.3764384305176023E-2","-1.9554200058690796E-2","2.1284888888888887","2.1292888888888886","2.1288888888888891","517.32631578947382","3.3288333333333338","3.3332222222222216","3.3310277777777779","3.3316111111111111","3.3362222222222226","3.3339166666666671","2.7777777777773238E-3","3.0000000000010019E-3","2.8888888888891628E-3"
2006-05-01,"3.0534809523809523","3.0940000000000003","-4.051904761904801E-2","7.96","8.06","8.01","7.9446543408285848","8.0256645741235122","7.9759220698992364","-1.5345659171415171E-2","-3.4335425876488301E-2","-2.4840542523951736E-2","2.1773000000000002","2.1781000000000001","2.1777000000000002","520.79409090909098","3.2773636363636367","3.280181818181819","3.2787727272727278","3.2778181818181822","3.2820909090909098","3.279954545454546","4.5454545454548523E-4","1.9090909090908603E-3","1.1818181818181728E-3"
2006-06-01,"3.0812666666666657","3.0990000000000002","-1.7733333333334489E-2","7.96","8.06","8.01","7.9449219782114602","8.0298766866364222","7.9767502833625246","-1.5078021788539786E-2","-3.0123313363578319E-2","-2.2600667576059053E-2","2.2474904761904764","2.2482904761904758","2.2478904761904763","542.46","3.2625238095238092","3.2650952380952378","3.2638095238095235","3.2590000000000003","3.2630952380952389","3.2610476190476199","-3.5238095238088185E-3","-1.9999999999988916E-3","-2.761904761903855E-3"
2006-07-01,"3.0819619047619051","3.1040000000000001","-2.2038095238094968E-2","7.96","8.06","8.01","7.9436415143817971","8.0332878113542669","7.9776183629906177","-1.6358485618202856E-2","-2.6712188645733548E-2","-2.1535337131968202E-2","2.188480952380953","2.1892809523809524","2.1888809523809525","540.62047619047632","3.2425499999999992","3.2439999999999998","3.2432749999999997","3.2425000000000002","3.24655","3.2445250000000003","-4.9999999999439382E-5","2.5500000000002743E-3","1.2500000000004174E-3"
2006-08-01,"3.0789727272727272","3.0990000000000002","-2.0027272727273004E-2","7.9558064516128972","8.0558064516129075","8.0058064516129015","7.9391560346035135","8.0169662665899342","7.9754929436080158","-1.6650417009383744E-2","-3.8840185022973372E-2","-2.7745301016178558E-2","2.1550826086956523","2.1558826086956517","2.1554826086956522","538.52727272727282","3.233454545454546","3.2349999999999999","3.234227272727273","3.2282727272727274","3.2329545454545454","3.2306136363636364","-5.1818181818186204E-3","-2.0454545454544615E-3","-3.6136363636365409E-3"
2006-09-01,"3.1000714285714279","3.1189999999999998","-1.892857142857185E-2","7.95","8.0500000000000007","8","7.9348125770949176","8.0101529426451599","7.9687215771749376","-1.5187422905081682E-2","-3.9847057354842619E-2","-2.7517240129962151E-2","2.1679450000000005","2.1687449999999999","2.168345","538.65263157894731","3.2469523809523806","3.2486666666666664","3.2478095238095235","3.2398095238095239","3.244761904761905","3.2422857142857144","-7.1428571428566734E-3","-3.9047619047614113E-3","-5.5238095238090423E-3"
2006-10-01,"3.0984761904761902","3.1114999999999999","-1.3023809523809771E-2","7.95","8.0500000000000007","8","7.934210206300131","8.0107714944406911","7.9711831702936662","-1.5789793699869215E-2","-3.9228505559309568E-2","-2.7509149629589391E-2","2.1474809523809522","2.148280952380953","2.1478809523809526","530.95476190476188","3.2367727272727267","3.2383181818181814","3.2375454545454541","3.2338636363636364","3.2389090909090901","3.2363863636363632","-2.9090909090903061E-3","5.909090909086423E-4","-1.1590909090908319E-3"
2006-11-01,"3.075738095238095","3.0914999999999999","-1.5761904761904866E-2","7.95","8.0500000000000007","8","7.9359638522879052","8.0134437012696491","7.9702466996225079","-1.4036147712094937E-2","-3.65562987303516E-2","-2.5296223221223268E-2","2.1570999999999998","2.1579000000000006","2.1575000000000002","527.43714285714282","3.221571428571429","3.2229047619047613","3.2222380952380951","3.2148571428571429","3.2206190476190475","3.2177380952380954","-6.7142857142861168E-3","-2.2857142857137802E-3","-4.4999999999999485E-3"
2006-12-01,"3.0602684210526312","3.089","-2.8731578947368774E-2","7.9383870967741954","8.0383870967741906","7.9883870967741935","7.9218903347094036","7.9984145531934896","7.962123385005313","-1.6496762064791781E-2","-3.9972543580701014E-2","-2.8234652822746398E-2","2.1491199999999999","2.1499199999999998","2.1495199999999999","527.58210526315793","3.2044210526315791","3.2060000000000004","3.2052105263157897","3.2058947368421054","3.2112631578947375","3.2085789473684212","1.4736842105262937E-3","5.2631578947370805E-3","3.3684210526316871E-3"
2007-01-01,"3.0850409090909094","3.1215000000000002","-3.6459090909090719E-2","7.9154838709677398","8.0154838709677367","7.9654838709677378","7.9017316065767025","7.9811782830021212","7.9401408218623857","-1.3752264391037272E-2","-3.4305587965615558E-2","-2.4028926178326415E-2","2.1376772727272728","2.1384772727272732","2.1380772727272723","540.51","3.1917727272727276","3.1931818181818175","3.1924772727272726","3.1906363636363633","3.1955909090909098","3.1931136363636368","-1.1363636363643792E-3","2.4090909090923596E-3","6.3636363636399018E-4"
2007-02-01,"3.1026249999999997","3.1114999999999999","-8.8750000000001883E-3","7.9050000000000002","8.0050000000000008","7.9550000000000001","7.8872195203188253","7.9834783546217354","7.9313217616136082","-1.778047968117491E-2","-2.1521645378265397E-2","-1.9651062529720154E-2","2.0954499999999996","2.0962499999999999","2.09585","542.26650000000018","3.1898999999999997","3.1909499999999995","3.1904249999999994","3.1856499999999999","3.1906000000000003","3.1881250000000003","-4.249999999999865E-3","-3.499999999991843E-4","-2.2999999999995246E-3"
2007-03-01,"3.101040909090909","3.1189999999999998","-1.7959090909090758E-2","7.8899999999999935","7.99","7.94","7.8731126350651914","7.9534585846607602","7.9101771543427448","-1.6887364934802029E-2","-3.6541415339240046E-2","-2.6714390137021038E-2","2.0878772727272721","2.0886772727272724","2.088277272727272","538.48772727272728","3.1850000000000001","3.1860909090909089","3.1855454545454545","3.1829545454545451","3.1879999999999997","3.1854772727272724","-2.0454545454544615E-3","1.9090909090908603E-3","-6.818181818180058E-5"
2007-04-01,"3.089055555555555","3.1189999999999998","-2.9944444444444773E-2","7.8899999999999944","7.99","7.94","7.8730149255346493","7.9568474535039648","7.2776176690642949","-1.6985074465345029E-2","-3.3152546496035384E-2","-2.5068810480690207E-2","2.0312349999999997","2.032035","2.0316350000000005","532.30100000000004","3.1779473684210524","3.1789473684210527","3.1784473684210526","3.176421052631579","3.1814736842105256","3.1789473684210523","-1.5263157894733759E-3","2.5263157894728216E-3","4.9999999999972289E-4"
2007-05-01,"3.0800142857142867","3.109","-2.8985714285713282E-2","7.8770967741935509","7.9770967741935479","7.927096774193549","7.8588103894546935","7.9448890676275195","7.8969848457126623","-1.8286384738857464E-2","-3.2207706566028449E-2","-2.5247045652442957E-2","1.9808136363636359","1.9816136363636365","1.9812136363636363","522.01619047619056","3.166363636363636","3.1681818181818184","3.167272727272727","3.1631818181818172","3.166818181818182","3.1649999999999996","-3.1818181818188407E-3","-1.3636363636364557E-3","-2.2727272727276482E-3"
2007-06-01,"3.0792650000000004","3.1040000000000001","-2.4734999999999729E-2","7.86","7.9599999999999946","7.91","7.8417076420813805","7.914229287015714","7.8796479622632205","-1.8292357918619828E-2","-4.5770712984280593E-2","-3.203153545145021E-2","1.9331960743801657","1.933996074380165","1.9335960743801655","526.71904761904773","3.17","3.1705000000000014","3.1702500000000007","3.1675","3.17","3.1687500000000002","-2.5000000000003908E-3","-5.0000000000061107E-4","-1.5000000000005009E-3"
2007-07-01,"3.1116285714285716","3.1715","-5.9871428571428353E-2","7.81","7.91","7.86","7.7892824188978631","7.8818573471430131","7.825215848343638","-2.0717581102136506E-2","-2.8142652856987027E-2","-2.4430116979561767E-2","1.8820181818181823","1.8828181818181819","1.882418181818182","519.80449999999996","3.1609090909090893","3.1622727272727258","3.1615909090909078","3.16","3.1636363636363627","3.1618181818181812","-9.0909090909097046E-4","1.3636363636368998E-3","2.2727272727296466E-4"
2007-08-01,"3.1523590909090902","3.2190000000000003","-6.6640909090910139E-2","7.7377419354838697","7.8377419354838747","7.7877419354838722","7.7158067597754103","7.8023914045076594","7.7435326374334412","-2.1935175708459376E-2","-3.5350530976215211E-2","-2.8642853342337293E-2","1.9652130434782602","1.9660130434782614","1.9656130434782606","522.92272727272746","3.15681818181818","3.1586363636363628","3.1577272727272714","3.1568181818181809","3.1581818181818169","3.1574999999999989","0","-4.5454545454592932E-4","-2.2727272727296466E-4"
2007-09-01,"3.1474550000000003","3.194","-4.6544999999999614E-2","7.71","7.81","7.76","7.6884750877972836","7.768312816693995","7.7192761356348623","-2.1524912202715463E-2","-4.1687183306005515E-2","-3.1606047754360489E-2","1.8987789473684207","1.8995789473684213","1.8991789473684209","516.9111764705882","3.1348999999999996","3.1366999999999998","3.1357999999999997","3.1364999999999994","3.1418499999999998","3.1391749999999998","1.5999999999998238E-3","5.1499999999999879E-3","3.3749999999999059E-3"
2007-10-01,"3.1604454545454543","3.1915","-3.1054545454545668E-2","7.6983870967741899","7.7983870967741939","7.7483870967741915","7.6754190349369766","7.7566008738998944","7.7127872449616577","-2.2968061837213227E-2","-4.1786222874299561E-2","-3.2377142355756394E-2","1.8002409090909088","1.8010409090909092","1.8006409090909095","501.44272727272732","3.0187727272727285","3.0209090909090901","3.0198409090909095","3.0128181818181816","3.0180909090909087","3.0154545454545452","-5.9545454545468779E-3","-2.8181818181813867E-3","-4.3863636363641323E-3"
2007-11-01,"3.1359142857142861","3.1564999999999999","-2.0585714285713763E-2","7.6533333333333342","7.7533333333333294","7.7033333333333331","7.6301180267285087","7.7094975843129339","7.6667012871445683","-2.3215306604825514E-2","-4.3835749020395554E-2","-3.3525527812610534E-2","1.7691250000000001","1.7699250000000002","1.7697609504132232","506.95142857142855","2.9998095238095237","3.0019047619047616","3.0008571428571429","2.9940000000000002","2.9987619047619054","2.996380952380953","-5.8095238095238044E-3","-3.1428571428571352E-3","-4.4761904761904696E-3"
2007-12-01,"3.1396500000000001","3.1715","-3.1849999999999934E-2","7.5945161290322591","7.6945161290322552","7.6445161290322527","7.5771231107694179","7.656068961242104","7.610394642712567","-1.7393018262841231E-2","-3.8447167790151227E-2","-2.7920093026496229E-2","1.7851849999999996","1.7859850000000002","1.785585","499.27684210526309","2.9802499999999998","2.9824499999999996","2.9813499999999999","2.9807499999999996","2.9856500000000001","2.9832000000000001","4.9999999999972289E-4","3.2000000000005357E-3","1.8500000000001293E-3"
2008-01-01,"3.1444181818181818","3.1715","-2.7081818181818207E-2","7.5532258064516151","7.6532258064516148","7.6032258064516132","7.5338945917782185","7.6128908747248509","7.5669525593883034","-1.9331214673396602E-2","-4.0334931726763834E-2","-2.9833073200080218E-2","1.773459090909091","1.774259090909091","1.773859090909091","480.8963636363635","2.9470476190476194","2.9505714285714282","2.9488095238095235","2.9463809523809523","2.9514285714285711","2.9489047619047617","-6.6666666666703733E-4","8.5714285714288962E-4","9.5238095237926146E-5"
2008-02-01,"3.1583142857142859","3.1840000000000002","-2.5685714285714312E-2","7.494827586206898","7.5948275862068986","7.5448275862068952","7.4679534000135721","7.5660404493291917","7.5017601309427171","-2.6874186193325933E-2","-2.8787136877706843E-2","-2.7830661535516388E-2","1.7269421052631579","1.7277421052631581","1.7273421052631581","467.21714285714285","2.9043809523809521","2.9064081632653056","2.9053945578231288","2.8978015873015872","2.9028809523809516","2.9003412698412694","-6.5793650793646826E-3","-3.527210884353297E-3","-5.05328798185899E-3"
2008-03-01,"3.1558388888888889","3.1865000000000001","-3.066111111111125E-2","7.4516129032258043","7.5516129032258066","7.5016129032258076","7.4228448312295123","7.5242316064826076","7.464957003530567","-2.8768071996291944E-2","-2.7381296743199002E-2","-2.8074684369745473E-2","1.7067799999999997","1.7075800000000001","1.7071799999999999","442.94200000000001","2.8098571428571431","2.8125639097744362","2.8112105263157896","2.805499999999999","2.8103245614035086","2.8079122807017538","-4.3571428571441756E-3","-2.2393483709274241E-3","-3.2982456140357996E-3"
2008-04-01,"3.1665428571428578","3.2315","-6.4957142857142269E-2","7.3540000000000045","7.4540000000000033","7.4039999999999981","7.3258794096551592","7.4153839361000857","7.3586051159769301","-2.8120590344845375E-2","-3.8616063899917563E-2","-3.3368327122381469E-2","1.6881285714285714","1.6889285714285711","1.6885285714285714","446.43363636363631","2.7444675324675321","2.7529350649350643","2.748701298701298","2.7402499999999979","2.7465757575757568","2.7434128787878773","-4.2175324675336363E-3","-6.3593073593068176E-3","-5.2884199134202274E-3"
2008-05-01,"3.1511000000000005","3.1814999999999998","-3.0399999999999316E-2","7.2458064516129053","7.3458064516129049","7.2958064516128998","7.215201468488476","7.3178580897353607","7.2499991464172089","-3.0604983124429275E-2","-2.7948361877544237E-2","-2.9276672500986756E-2","1.659735","1.6605350000000001","1.6601349999999999","470.1","2.8031349206349216","2.8080555555555575","2.8055952380952398","2.808425925925925","2.815638888888889","2.8120324074074068","5.2910052910033478E-3","7.5833333333314989E-3","6.4371693121674234E-3"
2008-06-01,"3.0433500000000007","3.0590000000000002","-1.5649999999999498E-2","7.1680000000000037","7.2679999999999998","7.2179999999999973","7.1376773158632192","7.2338465332405555","7.1729329017229153","-3.0322684136784517E-2","-3.4153466759444306E-2","-3.2238075448114412E-2","1.6180571428571429","1.618857142857143","1.6184571428571428","493.61238095238099","2.888755102040816","2.8943333333333334","2.8915442176870747","2.8895396825396835","2.8968650793650794","2.8932023809523812","7.8458049886753756E-4","2.5317460317459961E-3","1.6581632653067668E-3"
2008-07-01,"3.0223454545454547","3.0665","-4.4154545454545335E-2","7.0787096774193499","7.1787096774193504","7.1287096774193577","7.0436249537711104","7.1435749121245333","7.0795683969064651","-3.5084723648239446E-2","-3.5134765294817072E-2","-3.5109744471528259E-2","1.5906130434782608","1.5914130434782612","1.5910130434782608","502.2413636363637","2.8464761904761904","2.8504761904761904","2.8484761904761902","2.8551428571428565","2.861904761904762","2.8585238095238092","8.6666666666661563E-3","1.1428571428571566E-2","1.0047619047618861E-2"
2008-08-01,"3.0332750000000002","3.0640000000000001","-3.0724999999999891E-2","7.0135483870967725","7.1135483870967793","7.063548387096775","6.9908363425569382","7.0635682209974071","7.0241279732308222","-2.3496990776393112E-2","-5.0765112335930951E-2","-3.7131051556162031E-2","1.6115142857142861","1.6123142857142858","1.6119142857142859","516.702","2.8898979591836733","2.8955170068027209","2.8927074829931971","2.879111111111111","2.8867063492063498","2.8829087301587304","-1.0786848072562361E-2","-8.8106575963711187E-3","-9.7987528344667396E-3"
2008-09-01,"3.0823636363636369","3.1539999999999999","-7.1636363636363054E-2","6.99","7.09","7.04","6.9720233850073683","7.084720281558754","7.0358861919246651","-1.7976614992634588E-2","-5.2797184412485265E-3","-1.1628166716941557E-2","1.798768181818182","1.7995681818181817","1.7910267080745343","530.16999999999996","2.9643116883116876","2.9675519480519466","2.9659318181818168","2.965727272727273","2.9713030303030297","2.9685151515151516","1.4155844155854247E-3","3.7510822510831154E-3","2.5833333333342701E-3"
2008-10-01,"3.2385227272727275","3.4750000000000001","-0.23647727272727259","6.9719354838709666","7.0719354838709627","7.02193548387097","6.9612661913448006","7.0848980008378515","7.0466587589570064","-1.0669292526165997E-2","1.2962516966888771E-2","1.1466122203613871E-3","2.1720521739130434","2.1728521739130433","2.1724521739130438","618.39454545454544","3.0680779219545444","3.0826883116818182","3.0753831168181813","3.0734128787272725","3.0837143939090907","3.0785636363181816","5.3349567727281055E-3","1.0260822272725179E-3","3.1805195000003117E-3"
2008-11-01,"3.3291736842105264","3.4125000000000001","-8.3326315789473693E-2","6.97","7.07","7.02","6.9686630379584447","7.0879385056988733","7.0454451439219818","1.3369620415550898E-3","-1.7938505698873008E-2","-2.5445143921982272E-2","2.2654899999999998","2.2662900000000001","2.2658900000000002","651.50549999999998","3.089722222277778","3.0938650794444449","3.0917936508611117","3.089722222277778","3.0938650794444449","3.0917936508611117","-2.6296297222225817E-3","3.3068722220974678E-5","-1.2982805000008035E-3"
2008-12-01,"3.4226333333333332","3.5350000000000001","-0.11236666666666695","6.97","7.07","7.02","6.9814955795897014","7.0912508432540315","7.049288711668992","-1.1495579589701599E-2","-2.125084325403126E-2","-2.9288711668992384E-2","2.3936136363636362","2.394413636363637","2.3940136363636366","649.31650000000013","3.112514285714286","3.1155214285714279","3.1140178571428567","3.1051333333333337","3.110408333333333","3.1077708333333334","-7.3809523809522659E-3","-5.1130952380948891E-3","-6.2470238095235775E-3"
2009-01-01,"3.4640142857142857","3.5425","-7.848571428571427E-2","6.97","7.07","7.02","6.9815341641629223","7.0829942659684946","7.0322642150657089","1.1534164162922522E-2","1.299426596849429E-2","1.2264215065709294E-2","2.3066428571428568","2.3074428571428576","2.3070428571428576","623.00761904761907","3.1504142857142852","3.1523999999999992","3.151407142857142","3.1521999999999997","3.1573666666666655","3.1547833333333326","1.7857142857145014E-3","4.9666666666663417E-3","3.3761904761904216E-3"
2009-02-01,"3.5115149999999993","3.6375000000000002","-0.1259850000000009","6.97","7.07","7.02","6.9805293956489098","7.0838762173369005","7.0322028064929052","1.0529395648910089E-2","1.3876217336900254E-2","1.2202806492905616E-2","2.3118722222222221","2.3126722222222216","2.3122722222222221","605.99799999999993","3.2346616541353383","3.2372932330827076","3.235977443609023","3.2247105263157896","3.2301140350877175","3.2274122807017536","-9.9511278195487662E-3","-7.1791979949900053E-3","-8.5651629072693858E-3"
2009-03-01,"3.6539714285714293","3.7904999999999998","-0.13652857142857044","6.97","7.07","7.02","6.9836934648322533","7.0831411487770515","7.0334173068046528","1.3693464832253532E-2","1.3141148777051193E-2","1.3417306804653251E-2","2.3130363636363627","2.3138363636363639","2.313436363636364","592.93136363636359","3.1732272727272726","3.1763506493506508","3.1747889610389617","3.1806136363636353","3.1850378787878793","3.182825757575757","7.3863636363626917E-3","8.6872294372284387E-3","8.0367965367955652E-3"
2009-04-01,"3.6933736842105267","3.7404999999999999","-4.7126315789473239E-2","6.97","7.07","7.02","6.980972282309077","7.0776900610858773","7.0293311716974767","1.0972282309077208E-2","7.690061085876998E-3","9.3311716974771031E-3","2.2050500000000004","2.2058500000000003","2.2054499999999999","583.17571428571432","3.0827500000000008","3.0857571428571426","3.0842535714285715","3.0891750000000004","3.093691666666667","3.0914333333333337","6.424999999999681E-3","7.9345238095243076E-3","7.1797619047619943E-3"
2009-05-01,"3.7244736842105257","3.8105000000000002","-8.6026315789474506E-2","6.97","7.07","7.02","6.9879920832907594","7.0764816886208042","7.0322368859557818","1.7992083290759631E-2","6.4816886208038937E-3","1.2236885955782206E-2","2.0601049999999996","2.060905","2.060505","565.71789473684203","2.9923499999999996","2.995400000000001","2.9938750000000001","2.9872000000000001","2.9914999999999998","2.98935","-5.1499999999995438E-3","-3.9000000000011248E-3","-4.5250000000003343E-3"
2009-06-01,"3.7681333333333331","3.8355000000000001","-6.7366666666667019E-2","6.97","7.07","7.02","6.9868975941047085","7.0761904502043391","7.0315440221545238","1.6897594104708702E-2","6.1904502043388376E-3","1.1544022154524214E-2","1.9567571428571426","1.9575571428571428","1.957157142857143","553.08000000000004","2.9883999999999999","2.99105","2.989725","2.9814999999999996","2.9852499999999997","2.9833749999999997","-6.9000000000003503E-3","-5.8000000000002494E-3","-6.3500000000002998E-3"
