"MES","BCOA01","BCOA02","BCOA03","BCOA04","BCOA05","BCOA06","BCOA07","BCOA08","BCOA09","BCOA10","BCOA11","BCOA12","BCOA13","BCOA14","BCOA15"
1999-06-01,"136088","3631","8958","123499","49171","1176787","1169513","996084",,"103346","70083","7274","4222","158832","1525100"
1999-07-01,"132116","3465","8842","119809","49958","1136218","1129931","948810",,"108635","72486","6287","3613","144420","1466325"
1999-08-01,"146081","3700","9002","133379","51015","1136108","1129185","937550",,"116135","75500","6923","3144","144847","1481195"
1999-09-01,"155425","3898","8999","142528","50850","1129126","1122265","927230",,"113880","81155","6861","2963","141129","1479493"
1999-10-01,"164884","3065","9004","152815","51451","1120431","1113540","926309",,"104881","82350","6891","2375","142536","1481677"
1999-11-01,"165627","3418","8673","153536","50385","1104842","1097660","908865",,"105241","83554","7182","2034","134144","1457032"
1999-12-01,"145569","4516","9543","131510","56155","1096413","1089099","933361",,"79120","76618","7314","2490","127235","1427862"
2000-01-01,"187013","4129","10607","172277","55794","1112813","1105111","906796","53932","58602","85781","7702","2109","145019","1502748"
2000-02-01,"191280","4262","11940","175078","59730","1104009","1096278","877941","58385","68431","91521","7731","1948","151996","1508963"
2000-03-01,"221322","3616","12108","205598","59803","1101039","1093262","876553","44497","77797","94415","7777","1658","149577","1533399"
2000-04-01,"219957","3283","13785","202889","69473","1102230","1094417","869212","52480","76589","96136","7813","1705","151295","1544660"
2000-05-01,"230120","3786","14073","212261","69365","1100863","1093012","876137","41064","73400","102411","7851","1426","153034","1554808"
2000-06-01,"246047","3968","19735","222344","82995","1110406","1102503","894592","37621","67663","102627","7903","1206","152822","1593476"
2000-07-01,"239202","4716","21017","213469","95169","1112175","1104466","880201","48829","66537","108899","7709","1032","153591","1601169"
2000-08-01,"202402.86900000001","4302.8689999999997","20492","177608","98136","1162633","1154872","914090","49456","81265","110061","7761","945","154091","1618207.8689999999"
2000-09-01,"204547","3300","18725","182522","96832","1171339","1163540","914071","54069","84499","110901","7799","1265","156286","1630269"
2000-10-01,"202239","4405","18850","178984","99228","1176157","1168277","912312","49973","86652","119340","7880","722","161035","1639381"
2000-11-01,"205880","7214","27919","170747","98339","1188877","1180784","921705","48475","81985","128619","8093","647","161789","1655532"
2000-12-01,"202494","5072","29839","167583","98513","1192104","1183824","961870","32165","74804","114985","8280","1149","165505","1659765"
2001-01-01,"240980","7587","27828","205565","113965","1280295","1271854","1010379","59620","78661","123194","8441","1256","178535","1815031"
2001-02-01,"236484","6639","27309","202536","119489","1287460","1278985","987989","71676","92435","126885","8475","1294","180108","1824835"
2001-03-01,"244797","5574","28114","211109","121084","1301766","1293084","1031733","47348","82245","131758","8682","2449","182666","1852762"
2001-04-01,"265599","8814","28071","228714","125074","1349854","1341146","1062547","56851","78213","143535","8708","2797","182265","1925589"
2001-05-01,"280077","6232","28112","245733","128592","1349848","1341066","1068701","44401","80158","147806","8782","2881","183755","1945153"
2001-06-01,"307509","6641","28723","272145","129976","1386803","1377998","1125386","38331","64680","149601","8805","3320","187120","2014728"
2001-07-01,"328597","11038","31054","286505","134197","1409587","1400575","1119286","57937","68791","154561","9012","2522","189109","2064012"
2001-08-01,"341169","9622","31625","299922","137319","1420006","1410956","1134637","42839","74271","159209","9050","2454","191473","2092421"
2001-09-01,"364173","11538","33011","319624","140024","1425844","1416986","1122514","57215","75075","162182","8858","830","191553","2122424"
2001-10-01,"377760","12199","33915","331646","139219","1447538","1438837","1144017","51169","77369","166282","8701","2550","187807","2154874"
2001-11-01,"381742","15080","33919","332743","139094","1453047","1444330","1139063","53651","87387","164229","8717","1338","189935","2165156"
2001-12-01,"400468","13129","49720","337619","138683","1465364","1456479","1186324","33869","77279","159007","8885","3800","190469","2198784"
2002-01-01,"443175","8965","58079","376131","145507","1468859","1459878","1159820","53201","79937","166920","8981","3089","195589","2256219"
2002-02-01,"451701","11945","58874","380882","146861","1481707","1472638","1154293","54853","93743","169749","9069","2974","201452","2284695"
2002-03-01,"459436","12773","59650","387013","151131","1485306","1476137","1159150","49831","94709","172447","9169","6132","210757","2312762"
2002-04-01,"457410","10343","48718","398349","150718","1492613","1483356","1175827","47597","89676","170256","9257","6542","213738","2321021"
2002-05-01,"442924","11175","49286","382463","150537","1501670","1492376","1184859","46832","85235","175450","9294","19283","203258","2317672"
2002-06-01,"430647","20490","39150","371007","148527","1502240","1492911","1213510","36510","79081","163810","9329","25838","196280","2303532"
2002-07-01,"376185.89338999998","7759","123583.89339","244843","74891.106610000003","1504529","1495076","1218103","44663","71421","160889","9453","27189","216562","2199357"
2002-08-01,"375898.14731999999","9942","114556.14732","251400","63575.852679999996","1503054","1493567","1220834","46635","65692","160406","9487","24425","219502","2186455"
2002-09-01,"368524","9787","80282","278455","98154","1516976","1507467","1227957","51726","71315","156469","9509","24354","223610","2231618"
2002-10-01,"335185","6865","58367","269953","109841","1425443","1416187","1161578","40827","69459","144323","9256","14798","203819","2089086"
2002-11-01,"333797","7579","58350","267868","110801","1446944","1437626","1185988","39425","66470","145743","9318","14748","206123","2112413"
2002-12-01,"316397","11692","34788","269917","137528","1465834","1456480","1274445","0","42311","139724","9354","16572","208772","2145103"
2003-01-01,"327030","10300","35038","281692","139054","1464675","1455122","1270269","0","46153","138700","9553","16574","212400","2159733"
2003-02-01,"323954","9420","37363","277171","138763","1472276","1462696","1265642","0","59924","137130","9580","16462","207538","2158993"
2003-03-01,"349431","9266","36667","303498","141887","1483800","1474181","1283813","0","57545","132823","9619","16433","185149","2176700"
2003-04-01,"353323","9685","35094","308544","145487","1493318","1483693","1297562","0","55129","131002","9625","20032","186417","2198577"
2003-05-01,"378647","7989","33701","336957","148028","1509516","1499855","1310065","0","57249","132541","9661","14571","188791","2239553"
2003-06-01,"391521","11105","34308","346108","150071","1525443","1515042","1333721","0","54178","127143","10401","15235","189399","2271669"
2003-07-01,"400794","9711","34991","356092","149959","1551113","1540673","1362809","0","49797","128067","10440","15048","190134","2307048"
2003-08-01,"403407","7933","34951","360523","154709","1578622","1568132","1388528","0","52407","127197","10490","14956","191960","2343654"
2003-09-01,"389715","11596","34732","343387","157389","1589167","1578972","1409364","0","50614","118994","10195","9804","190468","2336543"
2003-10-01,"423604","9724","104782","309098","89351","1619759","1608420","1438530","0","49711","120179","11339","9673","185734","2328121"
2003-11-01,"356936","9075","56427","291434","132545","1651946","1640627","1470236","0","50950","119441","11319","9507","185825","2336759"
2003-12-01,"342421","13256","32608","296557","160090","1684117","1671840","1518482","0","39091","114267","12277","7739","184730","2379097"
2004-01-01,"344897.43646","10637.436460000001","33124","301136","159393","1701081","1688774","1526880","0","46412","115482","12307","7566","185764","2398701.43646"
2004-02-01,"325166","11540","35292","278334","166369","1714086","1701763","1529773","0","57156","114834","12323","7426","185422","2398469"
2004-03-01,"300119","10254","36344","253521","161585","1731618","1719248","1555337","0","49581","114330","12370","8056","190220","2391598"
2004-04-01,"280124","12623","36092","231409","166827","1744413","1732028","1569074","0","48063","114891","12385","4284","191717","2387365"
2004-05-01,"295749","13102","35688","246959","165948","1758180","1745684","1581533","0","48208","115943","12496","3988","191773","2415638"
2004-06-01,"237870","13389","35655","188826","155954","1648012","1636358","1488908","0","37210","110240","11654","3580","154958","2200374"
2004-07-01,"228186","9584","36919","181683","159026","1653836","1644538","1492013","0","40505","112020","9298","3261","159964","2204273"
2004-08-01,"246983","11374","37375","198234","156740","1660036","1650555","1486994","0","51604","111957","9481","2998","161379","2228136"
2004-09-01,"253235","9239","38610","205386","159246","1670059","1660562","1499759","0","49331","111472","9497","2888","160233","2245661"
2004-10-01,"255719","7889","40557","207273","162400","1687917","1678374","1510695","0","54687","112992","9543","2570","167897","2276503"
2004-11-01,"273911","10642","43253","220016","163272","1694182","1684627","1516393","0","47496","120738","9555","2312","160413","2294090"
2004-12-01,"294583","13491","38379","242713","161195","1702943","1693370","1542201","0","37382","113787","9573","5217","160661","2324599"
2005-01-01,"302183","11844","37972","252367","175464","1697138","1687491","1529590","0","40973","116928","9647","5112","161420","2341317"
2005-02-01,"323455.85791999998","15463.884099999999","39669.903269999995","268322.07055","174617.53482","1698802.1422400002","1689138.5460300001","1521075.3405900002","0","51754.166339999996","116309.03909999998","9663.5962099999997","4919.1524300000001","162818.31562999991","2364613.0030399999"
2005-03-01,"319622.00355000002","11301.10039","40117.753479999992","268203.14968000003","173973.44104999999","1713598.56758","1703913.97129","1540378.7923600001","0","49645.650739999997","113889.52818999998","9684.5962899999995","4758.7376600000007","165037.34912999999","2376990.0989700002"
2005-04-01,"391802.59465999994","14348.016450000001","39461.595539999995","337992.98266999994","184011.38664999997","1849566.2114600001","1811187.8949500001","1640551.89057","0","50996.219549999994","119639.78482999998","38378.316509999997","8531.8110800000013","178059.70987000002","2611971.7137199999"
2005-05-01,"381784.06806000008","13586.09418","44139.436199999989","324058.53768000007","216868.37060999995","1852396.2743700002","1814030.8838600002","1641924.4852800001","0","48771.096729999997","123335.30185","38365.390509999997","7641.7956199999999","180262.37896000006","2638952.8876200002"
2005-06-01,"388239.57678999996","17594.021180000003","42913.737929999996","327731.81767999998","212812.03765999997","1869724.2000299999","1829733.11152","1670689.77569","0","42317.601819999996","116725.73401000001","39991.088510000001","7004.3015500000001","185968.75529999996","2663748.87133"
2005-07-01,"390264.54790999996","10547.655189999999","41569.833020000005","338147.05969999998","214829.54951000004","1875700.2052900004","1834644.4518000004","1676462.5142800005","0","43693.024050000007","114488.91346999998","41055.753489999988","9008.9208499999986","189335.57985999994","2679138.8034200002"
2005-08-01,"404175.01368000003","17535.251770000003","42102.672860000006","344537.08905000001","217475.28472000003","1882257.3189999999","1845774.8278699999","1683917.71731","0","47377.661350000002","114479.44921000001","36482.491130000002","8435.7880999999979","184953.35447999998","2697296.7599799996"
2005-09-01,"394804.27204999997","15052.949749999998","42238.22359999999","337513.09869999997","231921.41761","1889664.5944699994","1853099.3805899995","1697235.9889599993","0","40822.612110000002","115040.77952","36565.213880000003","5655.2383499999996","189004.16117000004","2711049.68365"
2005-10-01,"391563.99002000003","18045.410209999998","45153.342710000012","328365.23710000003","234117.44991999996","1884470.7005200002","1849991.5295900002","1695208.5407900002","0","44201.992170000005","110580.99663000001","34479.17093","5365.8200699999998","190762.05748999992","2706280.0180200003"
2005-11-01,"390197.76088000007","24296.730630000002","44574.974900000001","321326.05535000004","243451.79667000004","1865726.3280199999","1831849.9763699998","1702912.7732599999","0","43402.209969999996","85534.993140000006","33876.351650000004","4637.4824499999995","168152.66683","2672166.0348499999"
2005-12-01,"361592.53453000006","23636.863490000003","42042.467729999989","295913.20331000007","260059.52088999996","1883403.9669300006","1851559.7503100005","1742772.7573500003","0","26554.424880000002","82232.568079999997","31844.216620000003","8795.5543400000006","166481.93232000002","2680333.5090100006"
2006-01-01,"360503.33386000001","18450.38221","46490.711150000003","295562.24050000001","261806.45138000001","1888439.2590000003","1856493.2077100002","1737877.8784100004","0","34324.750789999998","84290.578510000007","31946.051290000003","8369.9823399999987","166318.01433999999","2685437.0409200005"
2006-02-01,"377433.84966999997","18700.908849999996","46396.882289999994","312336.05852999998","263944.13737000001","1891367.94833","1859946.59381","1732458.91124","0","44763.838880000003","82723.84368999998","31421.354520000001","8025.1915500000005","168113.42041000008","2708884.5473300004"
2006-03-01,"386840.46512000001","21133.24566","49959.658580000003","315747.56088","256343.12173000001","1890442.6389500001","1859882.6715300002","1740432.9637200001","0","39017.235149999993","80432.472659999999","30559.967420000001","11624.720459999999","167827.35575000005","2713078.3020100002"
2006-04-01,"379931.37265999999","22430.980860000003","50466.525200000011","307033.86659999995","272528.85861","1891806.3107799999","1862072.6399399999","1743391.0797499998","0","38072.237560000001","80609.32263000001","29733.670840000002","12929.396179999998","168694.78118999995","2725890.71942"
