"MES","STBL01","STBL02","STBL03","STBL04","STBL05","STBL06","STBL07","STBL08","STBL09","STBL10","STBL11","STBL12"
2007-11-01,"7.7490476190476176","7.7490476190476176","7.7490476190476176","7.7533333333333294","7.6533333333333342","7.7094975843129339","7.6301180267285087","7.63","7.73","315000000","0","0"
2007-12-01,"7.6929999999999978","7.6929999999999978","7.6929999999999978","7.6945161290322552","7.5945161290322591","7.6561648649981873","7.5784927274276566","7.57","7.67","300000000","3000000","3000000"
2008-01-01,"7.6518181818181832","7.6518181818181832","7.6518181818181832","7.6532258064516148","7.5532258064516151","7.6129271525367246","7.533872708583397","7.53","7.63","330000000","0","0"
2008-02-01,"7.5905263157894769","7.5905263157894769","7.5905263157894769","7.5948275862068986","7.494827586206898","7.5660404493291917","7.4679534000135721","7.49","7.59","285000000","0","0"
2008-03-01,"7.5480000000000018","7.5480000000000018","7.5480000000000018","7.5516129032258066","7.4516129032258043","7.5242316064826076","7.4228448312295123","7.4","7.5","300000000","0","0"
2008-04-01,"7.451818181818183","7.451818181818183","7.451818181818183","7.4540000000000033","7.3540000000000045","7.4153839361000857","7.3258794096551592","7.3","7.4","330000000","0","0"
2008-05-01,"7.34","7.34","7.34","7.3482758620689674","7.2482758620689669","7.3178580897353607","7.215201468488476","7.21","7.31","300000000","0","0"
2008-06-01,"7.2657142857142851","7.2657142857142851","7.2657142857142851","7.1787096774193504","7.0787096774193499","7.2338465332405555","7.1376773158632192","7.12","7.22","315000000","0","0"
2008-07-01,"7.1759090909090881","7.1759090909090881","7.1759090909090881","7.1787096774193504","7.0787096774193499","7.1435749121245333","7.0436249537711104","7.04","7.14","330000000","0","0"
2008-08-01,"7.1120000000000001","7.1120000000000001","7.1120000000000001","7.107096774193554","7.0199999999999987","7.0635682209974071","6.9908363425569382","6.99","7.09","300000000","10000000","10000000"
2008-09-01,"7.09","7.09","7.09","7.09","6.99","7.084720281558754","6.9720233850073683","6.99","7.09","330000000","80000000","80000000"
2008-10-01,"7.0717391304347794","7.0717391304347794","7.0717391304347794","7.0719354838709627","6.9719354838709666","7.0848980008378497","6.9612661913447997","6.97","7.07","1015000000","276500000","273300000"
2008-11-01,"7.07","7.07","7.07","7.07","6.97","7.0879385056988733","6.9686630379584447","6.97","7.07","950000000","190850000","190700000"
2008-12-01,"7.07","7.07","7.07","7.07","6.97","7.0912508432540315","6.9814955795897014","6.97","7.07","1100000000","240100000","235000000"
2009-01-01,"7.07","7.07","7.07","7.07","6.97","7.0829942659684946","6.9815341641629223","6.97","7.07","1050000000","250000000","249500000"
2009-02-01,"7.07","7.07","7.07","7.07","6.97","7.0838762173369005","6.9805293956489098","6.97","7.07","900000000","123400000","123400000"
2009-03-01,"7.07","7.07","7.07","7.07","6.97","7.0831411487770515","6.9836934648322533","6.97","7.07","1100000000","94100000","94100000"
2009-04-01,"7.07","7.07","7.07","7.07","6.97","7.0776900610858773","6.980972282309077","6.97","7.07","1050000000","42400000","42400000"
2009-05-01,"7.07","7.07","7.07","7.07","6.97","7.0764816886208042","6.9879920832907594","6.97","7.07","1000000000","400000","400000"
2009-06-01,"7.07","7.07","7.07","7.07","6.97","7.0761904502043391","6.9868975941047085","6.97","7.07","1050000000","33800000","33800000"
2009-07-01,"7.07","7.07","7.07","7.07","6.97","7.0761876996115571","6.9992687036382577","6.97","7.07","1000000000","13000000","13000000"
2009-08-01,"7.07","7.07","7.07","7.07","6.97","7.0762987229195113","6.9985764240645949","6.97","7.07","1000000000","19200000","19200000"
2009-09-01,"7.07","7.07","7.07","7.07","6.97","7.0757753905271521","6.9962816224954816","6.97","7.07","1100000000","54000000","54000000"
2009-10-01,"7.07","7.07","7.07","7.07","6.97","7.0754715409261406","7.0017713878366674","6.97","7.07","1100000000","71500000","71500000"
2009-11-01,"7.07","7.07","7.07","7.07","6.97","7.0763394750095987","7.008634888723372","6.97","7.07","1000000000","105200000","105200000"
2009-12-01,"7.07","7.07","7.07","7.07","6.97","7.0755009296333817","7.0112583317032762","6.97","7.07","1100000000","140600000","140600000"
2010-01-01,"7.07","7.07","7.07","7.07","6.97","7.0761896839411422","7.0275983638980186","6.97","7.07","950000000","134000000","134000000"
2010-02-01,"7.07","7.07","7.07","7.07","6.97","7.0754233678639284","7.0172678340034178","6.97","7.07","900000000","207900000","207900000"
2010-03-01,"7.07","7.07","7.07","7.07","6.97","7.0752036811516721","7.0317806611426601","6.97","7.07","1150000000","180700000","180700000"
2010-04-01,"7.07","7.07","7.07","7.07","6.97","7.0701997125159552","7.0301681385479009","6.97","7.07","1050000000","57100000","57100000"
2010-05-01,"7.07","7.07","7.07","7.07","6.97","7.0729084519167795","7.0295660594069549","6.97","7.07","1050000000","12800000","12800000"
2010-06-01,"7.07","7.07","7.07","7.07","6.97","7.0741688365680222","7.0307372638674908","6.97","7.07","1000000000","54600000","54600000"
2010-07-01,"7.07","7.07","7.07","7.07","6.97","7.0710176318445761","7.0347107713571297","6.97","7.07","1050000000","28100000","28100000"
2010-08-01,"7.07","7.07","7.07","7.07","6.97","7.0723599000983572","7.0310424525384452","6.97","7.07","1050000000","18100000","18100000"
