"MES","STBL01","STBL02","STBL03","STBL04","STBL05","STBL06","STBL07","STBL08","STBL09","STBL10","STBL11","STBL12"
2010-09-01,"7.07","7.07","7.07","7.07","6.97","7.0696600571131647","7.0346319873911636","6.97","7.07","1100000000","33500000","33500000"
2010-10-01,"7.07","7.07","7.07","7.07","6.97","7.0708919511120216","7.0381529352131613","6.97","7.07","1050000000","23100000","23100000"
2010-11-01,"7.0671428571428567","7.07","7.06","7.067666666666665","6.9676666666666689","7.0658580895747001","7.0019896315416581","6.96","7.06","1050000000","7100000","7100000"
2010-12-01,"7.0465217391304336","7.0465217391304336","7.0465217391304336","7.0477419354838675","6.9477419354838705","7.0344843879096555","6.9414382778866219","6.94","7.04","1150000000","4000000","4000000"
2011-01-01,"7.0400000000000018","7.0400000000000018","7.0400000000000018","7.0400000000000018","6.9399999999999995","7.0309955229390253","6.9616942492886427","6.94","7.04","1050000000","73000000","73000000"
2011-02-01,"7.0269999999999992","7.0269999999999992","7.0269999999999992","7.0264285714285748","6.926428571428568","7.0240302045902698","6.9625820826004112","6.92","7.02","1000000000","17500000","17500000"
2011-03-01,"7.0057142857142862","7.0057142857142862","7.0057142857142862","7.0070967741935473","6.9070967741935521","7.0024332226577695","6.9353240652758661","6.9","7","1050000000","0","0"
2011-04-01,"6.9929999999999994","6.9929999999999994","6.9929999999999994","6.9927586206896573","6.8927586206896496","6.9827720592869458","6.9135467265660973","6.89","6.99","1000000000","3800000","3800000"
2011-05-01,"6.9899999999999993","6.9899999999999993","6.9899999999999993","6.9899999999999993","6.8899999999999988","6.9770772795462204","6.8959283602739507","6.89","6.99","1050000000","0","0"
2011-06-01,"6.9815000000000014","6.9815000000000014","6.9815000000000014","6.9809999999999972","6.8809999999999976","6.9630697460133373","6.8837985279602742","6.88","6.98","1000000000","0","0"
2011-07-01,"6.9759090909090924","6.9759090909090924","6.9759090909090924","6.9761290322580658","6.8761290322580653","6.9538057674100653","6.8720159471561768","6.87","6.97","1050000000","0","0"
2011-08-01,"6.97","6.97","6.97","6.97","6.8700000000000019","6.9354861711253228","6.864706421210486","6.87","6.97","1150000000","0","0"
2011-09-01,"6.97","6.97","6.97","6.97","6.8700000000000019","6.9387071200029169","6.866020045077736","6.87","6.97","1100000000","0","0"
2011-10-01,"6.9700000000000006","6.9700000000000006","6.9700000000000006","6.97","6.87","6.9385212016960747","6.8661547216426637","6.87","6.97","1050000000","0","0"
2011-11-01,"6.9604761904761885","6.9604761904761885","6.9604761904761885","6.9603333333333346","6.8603333333333385","6.9243110641140664","6.8572902422563917","6.86","6.96","1050000000","0","0"
2011-12-01,"6.9599999999999982","6.9599999999999982","6.9599999999999982","6.9599999999999982","6.8600000000000012","6.9305882281869042","6.8621176404174822","6.86","6.96","1050000000","0","0"
2012-01-01,"6.96","6.96","6.96","6.96","6.86","6.9513825617271472","6.8901565701161553","6.86","6.96","1000000000","21000000","21000000"
2012-02-01,"6.96","6.96","6.96","6.96","6.86","6.950376010508716","6.8862579656576735","6.86","6.96","950000000","500000","500000"
2012-03-01,"6.96","6.96","6.96","6.96","6.86","6.9586810051876551","6.8967426252070574","6.86","6.96","1100000000","27700000","27700000"
2012-04-01,"6.9599999999999973","6.9599999999999973","6.9599999999999973","6.96","6.86","6.9590281638120954","6.9016308303800544","6.86","6.96","950000000","52000000","52000000"
2012-05-01,"6.9599999999999973","6.9599999999999973","6.9599999999999973","6.96","6.86","6.9601466448336353","6.9104978492389186","6.86","6.96","1100000000","23000000","23000000"
2012-06-01,"6.9599999999999973","6.9599999999999973","6.9599999999999973","6.96","6.86","6.9617193243059159","6.9103826339372638","6.86","6.96","950000000","58000000","58000000"
2012-07-01,"6.9599999999999973","6.9599999999999973","6.9599999999999973","6.96","6.86","6.9619290847504001","6.9129293370892686","6.86","6.96","1050000000","36600000","36600000"
2012-08-01,"6.9599999999999973","6.9599999999999973","6.9599999999999973","6.96","6.86","6.9613183760000004","6.9188428310000001","6.86","6.96","1100000000","32100000","32100000"
2012-09-01,"6.9599999999999973","6.9599999999999973","6.9599999999999973","6.96","6.86","6.9620759600674464","6.9159083361998102","6.86","6.96","1000000000","65300000","65300000"
2012-10-01,"6.9599999999999973","6.9599999999999973","6.9599999999999973","6.96","6.86","6.9629105510000002","6.9252167609999997","6.86","6.96","2350000000","283700000","273700000"
2012-11-01,"6.9599999999999973","6.9599999999999973","6.9599999999999973","6.96","6.86","6.9639830050007099","6.9260462860284004","6.86","6.96","3000000000","126800000","126800000"
2012-12-01,"6.9599999999999973","6.9599999999999973","6.9599999999999973","6.96","6.86","6.9669400866275364","6.9007380814887584","6.86","6.96","3000000000","114700000","114700000"
2013-01-01,"6.96","6.96","6.96","6.96","6.86","6.9665030753461767","6.9084466496269181","6.86","6.96","3150000000","179600000","179600000"
2013-02-01,"6.96","6.96","6.96","6.96","6.86","6.966493010796456","6.8994383250735929","6.86","6.96","2700000000","128900000","128900000"
2013-03-01,"6.96","6.96","6.96","6.96","6.86","6.967675221404745","6.8928371816805702","6.86","6.96","3000000000","85800000","85800000"
2013-04-01,"6.96","6.96","6.96","6.96","6.86","6.9677893111108213","6.9016108908707183","6.86","6.96","3300000000","46800000","46800000"
2013-05-01,"6.96","6.96","6.96","6.96","6.86","6.9678713475396901","6.8936731863131246","6.86","6.96","3150000000","56200000","56200000"
2013-06-01,"6.96","6.96","6.96","6.96","6.86","6.9679146552388342","6.8986733557683992","6.86","6.96","2520000000","14700000","14700000"
2013-07-01,"6.96","6.96","6.96","6.96","6.86","6.9678637281177815","6.900771431176083","6.86","6.96","2640000000","17200000","17200000"
2013-08-01,"6.96","6.96","6.96","6.96","6.86","6.9678479329999998","6.89344438","6.86","6.96","2520000000","1500000","1500000"
2013-09-01,"6.96","6.96","6.96","6.96","6.86","6.9679665003910198","6.8982343717841061","6.86","6.96","2520000000","3300000","3300000"
2013-10-01,"6.96","6.96","6.96","6.96","6.86","6.9685044266703846","6.9069794108028244","6.86","6.96","2760000000","13300000","13300000"
2013-11-01,"6.96","6.96","6.96","6.96","6.86","6.9687900453416205","6.9051076541832455","6.86","6.96","2520000000","46400000","46400000"
2013-12-01,"6.96","6.96","6.96","6.96","6.86","6.9685493789900006","6.9217750311911823","6.86","6.96","2520000000","34800000","34800000"
2014-01-01,"6.96","6.96","6.96","6.96","6.86","6.9694313363844129","6.9162326209319636","6.86","6.96","2520000000","27300000","27300000"
2014-02-01,"6.96","6.96","6.96","6.96","6.86","6.9691168808970412","6.9229559086317822","6.86","6.96","2400000000","50200000","50200000"
2014-03-01,"6.96","6.96","6.96","6.96","6.86","6.969140575611303","6.9204341937356286","6.86","6.96","2280000000","24200000","24200000"
2014-04-01,"6.96","6.96","6.96","6.96","6.86","6.9689265010000003","6.9094804300000003","6.86","6.96","2520000000","6500000","6500000"
2014-05-01,"6.96","6.96","6.96","6.96","6.86","6.968942228548018","6.8996482130769827","6.86","6.96","2520000000","3300000","3300000"
2014-06-01,"6.96","6.96","6.96","6.96","6.86","6.9683561827886953","6.9013504619347712","6.86","6.96","2400000000","3300000","3300000"
2014-07-01,"6.96","6.96","6.96","6.96","6.86","6.9693748211380706","6.8841488170421039","6.86","6.96","2640000000","3400000","3400000"
2014-08-01,"6.96","6.96","6.96","6.96","6.86","6.9695127637494814","6.8835977001684565","6.86","6.96","2400000000","3500000","3500000"
2014-09-01,"6.96","6.96","6.96","6.96","6.86","6.9682734653457672","6.8913026608691972","6.86","6.96","2640000000","1900000","1900000"
2014-10-01,"6.96","6.96","6.96","6.96","6.86","6.9691321299075044","6.8899821159826331","6.86","6.96","2760000000","7200000","7200000"
2014-11-01,"6.96","6.96","6.96","6.96","6.86","6.9691530881286585","6.9013720206799274","6.86","6.96","2280000000","27000000","27000000"
2014-12-01,"6.96","6.96","6.96","6.96","6.86","6.9695576428725863","6.9100742489184874","6.86","6.96","2760000000","29700000","29700000"
2015-01-01,"6.96","6.96","6.96","6.96","6.86","6.9688537459573521","6.9081443485928187","6.86","6.96","2140000000","30600000","30600000"
2015-02-01,"6.96","6.96","6.96","6.96","6.86","6.969231625116306","6.9206646665224234","6.86","6.96","1800000000","21500000","21500000"
2015-03-01,"6.96","6.96","6.96","6.96","6.86","6.9695474393217856","6.9161524326371318","6.86","6.96","2200000000","21400000","21400000"
2015-04-01,"6.96","6.96","6.96","6.96","6.86","6.9696651513882646","6.9322730947237332","6.86","6.96","2100000000","48200000","48200000"
2015-05-01,"6.96","6.96","6.96","6.96","6.86","6.9693958436064705","6.9166052892341305","6.86","6.96","2000000000","18500000","18500000"
2015-06-01,"6.96","6.96","6.96","6.96","6.86","6.9696563563258094","6.9177233617956331","6.86","6.96","2100000000","4400000","4400000"
2015-07-01,"6.96","6.96","6.96","6.96","6.86","6.9697433893190635","6.9096987335362172","6.86","6.96","2100000000","11800000","11800000"
2015-08-01,"6.96","6.96","6.96","6.96","6.86","6.9694059408441316","6.9106431000505708","6.86","6.96","2000000000","13800000","13800000"
2015-09-01,"6.96","6.96","6.96","6.96","6.86","6.9692386476783454","6.9283715968903348","6.86","6.96","2300000000","31100000","31100000"
2015-10-01,"6.96","6.96","6.96","6.96","6.86","6.9687785766784884","6.9287267022621899","6.86","6.96","2200000000","18100000","18100000"
2015-11-01,"6.96","6.96","6.96","6.96","6.86","6.9694298973991788","6.9133717981343432","6.86","6.96","2100000000","47400000","47400000"
2015-12-01,"6.96","6.96","6.96","6.96","6.86","6.9682128046856278","6.9289765482785972","6.86","6.96","2300000000","234200000","234200000"
