"MES","BCMA01","BCMA02","BCMA03","BCMA04","BCMA05","BCMA06","BCMA07","BCMA08","BCMA09","BCMA10","BCMA11","BCMA12","BCMA13","BCMA14","BCMA15","BCMA16","BCMA17","BCMA18"
2007-05-01,"37624431.10805779","37773207.586243391","148776.47818559999","1155621.0923550001","1574738.8193877998","7733115.2285570353","7733115.2285570353","0","25793016.19238032","25616667.871350322","21071495.138880242","0","767684.48990566505","3777488.2425644132","176348.32103000002","-203864.78158380001","6535561.3257740848","80212618.984928235"
2007-06-01,"37776995.043539681","37792875.473332182","15880.42979250001","1152684.317025","1566654.0718135","7903752.3104959801","7903752.3104959801","0","26125755.178449597","25947859.002539597","21630807.655963529","0","729257.52686410514","3587793.819711965","177896.17590999999","-217932.93661500001","6710619.2602287028","81018527.244937465"
2007-07-01,"38970930.067817934","39023958.800843835","53028.733025900001","1162537.815705","1554092.9738775","7870402.8972674357","7870402.8972674357","0","26197558.620296322","26021270.826036323","21613726.585636683","0","869919.42364786693","3537624.8167517749","176287.79426","-221278.760996","6924671.7848265143","82458915.398794711"
2007-08-01,"40109781.482583657","40144966.520628959","35185.038045299996","1153560.6897150001","1545507.7860866999","7997996.4215322994","7997996.4215322994","0","26248163.701072428","26075011.020622429","21783605.076168712","0","787655.50279796415","3503750.4416557499","173152.68044999999","-218258.10770450003","7571272.9379628059","84408024.911248371"
2007-09-01,"42197119.555337362","42249091.58815106","51972.032813699996","1153560.6897150001","1503022.5740993998","7646349.4217782002","7646349.4217782002","0","26657276.520422421","26484205.88770242","22207077.484078705","0","741925.05473796441","3535203.3488857504","173070.63271999999","-248735.70941689998","8536121.79084705","87444714.842782542"
2007-10-01,"43277889.618970826","43370977.330647528","93087.711676700012","1147575.939055","1496289.9860272","7700576.5669131996","7700576.5669131996","0","26798772.110784985","26626861.421354987","22422595.368414078","0","723179.5233166361","3481086.5296242712","171910.68943","-233460.61201959997","8924603.3536468428","89112246.963378459"
2007-11-01,"44187430.828154944","44252553.958403945","65123.130249000002","1141591.1883950001","1481265.4238396001","7686073.495478699","7686073.495478699","0","27038037.146008264","26870044.527238265","22702036.501599465","0","750527.82220149552","3417480.203437306","167992.61877","-254379.2654142","9127032.6098566242","90407051.426318929"
2007-12-01,"45339003.743819743","45455388.381281845","116384.63746209998","1132614.062405","1469274.5926172","7767604.2890791995","7767604.2890791995","0","27105762.754065402","26938937.127635401","22996366.178308755","0","697801.8819339592","3244769.0673926873","166825.62643","-298604.21485469997","9380872.3901920039","91896527.617323831"
2008-01-01,"47641035.311754771","47726307.502448574","85272.190693800003","1126629.3117449998","1441262.9767727999","7765766.3465328002","7765766.3465328002","0","27096853.391116787","26921515.625896785","22881555.938088909","0","791459.33872826828","3248500.3490796085","175337.76522","-253825.86779370002","10388905.161699608","95206626.63182807"
2008-02-01,"50380042.493864685","50453699.585149884","73657.091285200004","1120644.5610849999","1434061.2054468002","7921195.8865950005","7921195.8865950005","0","26980612.098554857","26806315.529344857","22798025.200939052","0","810868.96440321661","3197421.3640025901","174296.56920999999","-252841.7254845","11453874.041870948","99037588.561932787"
2008-03-01,"51427217.163715921","51474826.961461924","47609.797746000011","1107178.8721","1512524.9853459999","7684077.9614800001","7684077.9614800001","0","26913384.861215305","26738355.831335306","22838560.615507729","0","735931.0426264588","3163864.1732011172","175029.02987999999","-248481.29256199999","12354038.77146221","100749941.32275745"
2008-04-01,"52628021.133922875","52658735.184289873","30714.050367","1109262.49545","1563608.9224840002","7862270.7512349999","7862270.7512349999","0","27128193.878719747","26967667.816029746","23125358.059555192","0","714678.33368551976","3127631.422789033","160526.06269000002","-249738.96292499994","13247025.411663003","103288643.63054964"
2008-05-01,"54138423.316836916","54218470.324063614","80047.007226699992","1095586.6564650002","1476080.9056679001","7955070.7377524218","7955070.7377524218","0","27368579.986244716","27212514.033924717","23434310.367220439","0","727948.70080015133","3050254.9659041264","156065.95232000001","-242425.15295309998","13540968.152374685","105332284.60238855"
2008-06-01,"54988332.467568971","55048833.334250569","60500.866681600004","1081910.81748","1458089.0850207999","8000807.6318923365","8000807.6318923365","0","27619732.837595489","27475369.168735489","23757964.905669115","0","751728.23469021416","2965676.0283761579","144363.66886000001","-213801.66493080003","14007553.131080579","106942624.30570738"
2008-07-01,"56928012.698405728","56994284.21744933","66271.519043599998","1069754.5161600001","1421839.2776895999","9071907.6127529629","9071907.6127529629","0","27876895.061843041","27734227.03635304","24025354.010617334","0","804904.98873635742","2903968.0369993476","142668.02549","-264058.93459719996","14759345.853568835","110863696.08582297"
2008-08-01,"57859965.139228716","58084658.15262042","224693.01339170002","1065195.903165","1417114.6668089002","9113031.2369093448","9113031.2369093448","0","27941525.728185944","27795032.985215943","24101417.604714163","0","803825.94894741115","2889789.4315543687","146492.74296999999","-268758.345218","14804126.160618391","111932200.48969829"
2008-09-01,"58668733.798436306","58832344.18271371","163610.38427739998","1062156.8278350001","1414289.6281110002","9061079.4170782045","9061079.4170782045","0","28317790.73231009","28171951.97168009","24510605.378828719","0","709081.67589154677","2952264.9169598231","145838.76062999998","-269043.00113970001","14998701.168201115","113253708.57083201"
2008-10-01,"57143239.593000382","57327095.134921685","183855.5419213","1059117.752505","1409297.7965654002","9410757.1315624006","9410757.1315624006","0","28444467.611128461","28300191.23954846","24695508.970503274","0","716859.2833857825","2887822.9856594037","144276.37157999998","-269105.79569349997","14672313.525853509","111870087.61492166"
2008-11-01,"58059199.154403195","58187232.286959298","128033.1325561","1059117.752505","1412384.3840469001","9546805.3434478529","9546805.3434478529","0","28552802.47640935","28408665.405999351","24830634.166863266","0","716915.2324457824","2861116.0066903001","144137.07040999999","-345989.26475440001","14331317.395054214","112615637.24111211"
2008-12-01,"59511353.896537922","59656327.088182524","144973.19164460001","1059117.752505","1416891.8895290003","9773351.0195567645","9773351.0195567645","0","28617928.16062193","28476374.618611928","25012933.465363268","0","669794.35772578267","2793646.7955228761","141553.54201000003","-279961.5652898","13940192.7712692","114038873.92473002"
2009-01-01,"59524870.808200024","59630829.997351721","105959.18915170002","1059117.752505","1420046.6793666","9991990.0005696472","9991990.0005696472","0","28288835.775421925","28147587.051451925","24746418.419873267","0","706531.42796578258","2694637.2036128761","141248.72396999999","-261656.89358050001","14611743.845944833","114634947.96842752"
2009-02-01,"59804877.232141331","59927645.847832128","122768.61569080001","1059117.752505","1419923.5226728001","10036025.492532784","10036025.492532784","0","28203539.286071576","28062190.332131576","24642128.105813265","0","805753.25974578259","2614308.9665725282","141348.95394000001","-272568.38852089999","14816393.672051709","115067308.5694543"
2009-03-01,"60308049.620840602","60382722.860558704","74673.239718100012","1077518.552505","1464595.5585022999","10290212.538947925","10290212.538947925","0","28192600.443708945","28052388.963188946","24657059.321523268","0","785335.12348578253","2609994.5181798958","140211.48051999998","-266773.57226229995","14962703.234766401","116028906.37700886"
2009-04-01,"60624475.593454838","60680630.899878241","56155.306423399998","1077518.552505","1463615.5238091","10562319.542562522","10562319.542562522","0","28628166.043984212","28474812.591984212","25058800.782473266","0","758555.47266578255","2657456.3368451614","153353.45199999999","-266554.20399439998","14838505.786740599","116928046.83906189"
2009-05-01,"61965447.979032487","62077910.022031888","112462.0429994","1077518.552505","1473771.8579848001","10733886.4840544","10733886.4840544","0","28866577.65020993","28722053.845599931","25300240.909683265","0","757461.42438578268","2664351.5115308836","144523.80460999999","-274198.89451039996","14397395.282017596","118240398.9112938"
2009-06-01,"62686240.03181909","62819393.31246829","133153.28064919999","1077518.552505","1474590.7896313998","10687108.840414323","10687108.840414323","0","29260042.425368894","29116926.196408894","25814055.167783268","0","696028.7469457828","2606842.2816798412","143116.22896000001","-276760.7808911","14342129.999940865","119250869.85878846"
2009-07-01,"63314546.543727227","63442018.979293525","127472.43556629999","1077518.552505","1473688.6634374999","10663092.427852599","10663092.427852599","0","29261054.506457508","29117981.749567509","25830903.901193272","0","726231.61257578258","2560846.2357984516","143072.75689000002","-301329.90381789999","13526208.487196248","119014779.27735817"
2009-08-01,"65888490.567542084","66002607.702274084","114117.13473200001","1077518.552505","1475518.8353734","10917760.139038268","10917760.139038268","0","29371431.485547382","29228411.863177381","26035037.068743266","0","679232.51979578263","2514142.274638332","143019.62236999997","-314334.49286200001","12889329.599163506","121305714.68630762"
2009-09-01,"68062248.972744614","68173780.030293807","111531.05754919999","1077518.552505","1466562.8431630002","11024174.974177085","11024174.974177085","0","29688030.625557929","29556455.340087928","26355768.694593262","0","672818.24816478277","2527868.3973298804","131575.28546999997","-322853.10145109997","12447115.947352886","123442798.81404942"
2009-10-01,"68665527.89901571","68768745.291321605","103217.39230590001","1077518.552505","1465994.1285222","10957491.067200186","10957491.067200186","0","30082614.98538404","29951091.291444041","26765554.675763272","0","661660.37758478266","2523876.2380959862","131523.69394","-298472.26781719999","11984270.278440056","123934944.64324999"
2009-11-01,"69901347.280969232","69983462.225964233","82114.944994999998","1077518.552505","1469400.7547056999","11026308.30921638","11026308.30921638","0","30278468.614093684","30146688.735923685","27022532.395873263","0","634931.48175478261","2489224.8582956386","131779.87816999998","-318578.61040130001","12281070.210605893","125715535.11169457"
2009-12-01,"69024716.102525443","69137276.855552644","112560.75302720001","1077518.552505","1465746.1637325","11243264.780439371","11243264.780439371","0","30768876.241807692","30637091.061347693","27601665.31129811","0","586827.53006478259","2448598.2199847982","131785.18046","-336396.81279920001","11473736.340932112","124717461.36914292"
2010-01-01,"68859636.698117539","68962207.844816238","102571.14669870002","1077518.552505","1473106.9309974001","11033409.641087342","11033409.641087342","0","30563831.032487694","30430721.534537695","27358280.443478115","0","625510.56841478264","2446930.5226447978","133109.49794999999","-354184.09548689995","10409898.708412249","123063217.46812032"
2010-02-01,"68041974.067881748","68173618.07562755","131644.00774580002","1077518.552505","1439683.5989692002","11388315.539951112","11388315.539951112","0","30666490.50941243","30510741.88960243","27363153.010628119","0","714292.12250478263","2433296.7564695277","155748.61981","-349128.36751819996","9950169.692502778","122215023.59370407"
2010-03-01,"67795490.174131349","67901097.830440149","105607.6563088","1109057.802505","1439308.0205192","11171935.285790825","11171935.285790825","0","30956701.533402387","30745819.592702389","27813689.807708114","0","644118.34592148266","2288011.439072792","210881.94070000004","-322861.2047461","9551791.1229718216","121701422.73457448"
2010-04-01,"68025357.505718052","68108222.749786153","82865.244068100001","1109057.802505","1484227.9310163001","11171373.984362245","11171373.984362245","0","31729510.036361948","31519481.511001948","28601050.750158109","0","559526.89511578274","2358903.8657280575","210028.52536","-343549.58145790006","9509295.2692502514","122685272.9477559"
2010-05-01,"68025469.200292319","68372868.316142812","347399.11585050001","1109057.802505","1485645.4801371002","11143973.32209244","11143973.32209244","0","34704632.99590642","34484175.361716419","31533075.852060236","0","597105.00373517652","2353994.5059210057","220457.63419000004","-347645.0825517","10348573.999508053","126469707.71788962"
2010-06-01,"68107511.091768354","68198606.906451747","91095.814683400007","1109057.802505","1486950.0752501001","11133860.19709741","11133860.19709741","0","35131882.312104933","34912710.277174935","32087278.459230237","0","555396.44138032815","2270035.3765643686","219172.03493000002","-324831.92390950001","10509296.970648319","127153726.52546461"
2010-07-01,"69064446.622467041","69161547.878253341","97101.255786300011","1109057.802505","1487492.2787292001","11094503.227906479","11094503.227906479","0","35873421.244161561","35654911.280091561","32847959.587980237","0","528168.80670116004","2278782.8854101645","218509.96407000002","-362669.86786689999","10087464.907227824","128353716.21513021"
2010-08-01,"69774739.959260464","69892486.415038571","117746.4557781","1109057.802505","1587585.3126474","11154238.106733045","11154238.106733045","0","36418073.751869909","36200218.030019909","33422907.287662055","0","497930.36658115993","2279380.3757766914","217855.72185","-348660.50081210001","10240894.325076567","129935928.75728029"
2010-09-01,"72086934.003529176","72179319.631405771","92385.627876600003","1290277.802505","1588873.3370733","11268675.562563397","11268675.562563397","0","36943217.528669916","36727306.526919916","33990083.980992064","0","523515.00779115997","2213707.5381366909","215911.00175000002","-330722.0967314","10654722.56634501","133501978.7039544"
2010-10-01,"73658593.666324988","73733348.685825288","74755.019500300012","1327233.4395050001","1592238.3683181002","11213161.945095163","11213161.945095163","0","37672823.522380061","37459840.652500063","34725554.31150569","0","526992.93574115995","2207293.4052532176","212982.86988000001","-354051.99277010001","11015193.772165801","136125192.721019"
2010-11-01,"74173946.211349085","74258430.214791492","84484.003442400004","1325329.2308400001","1621953.4103063999","11297882.965247694","11297882.965247694","0","38326253.186327629","38115634.942347631","35393270.508605696","0","493546.23053256009","2228818.2032093788","210618.24397999997","-351473.24599159998","11209274.10262553","137603165.86070472"
2010-12-01,"76460619.421693459","76566547.737729654","105928.31603619999","1320776.230279","1620704.6426796003","11628706.303184299","11628706.303184299","0","39100531.250787027","38894395.08447703","36254401.513792329","0","447710.61165216001","2192282.9590325411","206136.16631","-247201.64348099998","11282867.780288011","141167003.98543042"
2011-01-01,"76614360.205939442","76712706.469921649","98346.263982200006","1284753.1099100001","1621150.3936746002","11574899.742555853","11574899.742555853","0","39012054.81642893","38806464.554038927","36108321.27187293","0","501894.20968215994","2196249.0724838385","205590.26239000002","-339615.21997440007","11856828.75154392","141624431.80007833"
2011-02-01,"78532116.631596103","78673485.893384904","141369.26178879998","1281329.7809979999","1581863.703244","11586009.455051204","11586009.455051204","0","39377216.196134515","39173614.712104514","36517004.895511597","0","540643.00396055984","2115966.8126323586","203601.48402999996","-334703.49888720002","12565706.521022556","144589538.78915918"
2011-03-01,"78910180.651528537","79004497.215475544","94316.563947000002","1313133.0277739998","1475062.5984419999","11465999.241128804","11121318.597308803","344680.64382","40033988.345624797","39832198.8601548","37183002.826780871","0","542392.55520695983","2106803.4781669648","201789.48546999999","-401105.03651399998","12799658.282434713","145596917.11041886"
2011-04-01,"81359988.64003779","81433110.30650939","73121.66647159998","1310564.0046317","1447788.9203089001","11082730.789973358","10711580.817073358","371149.97289999999","41016095.563687488","40812813.678257488","38186704.263885699","0","491006.62600695994","2135102.7883648244","203281.88542999999","-384688.80546040001","13802157.506134005","149634636.61931285"
2011-05-01,"80885002.616215184","80946158.555903077","61155.939687899998","1310881.8501844001","1469146.3909355998","11176206.813681457","10671772.381231457","504434.43244999996","42512063.299829602","42306930.3487496","39708685.954108439","0","482152.48743695993","2116091.9072042028","205132.95108","-321575.78262409999","13466803.157849418","150498528.34607157"
2011-06-01,"81610928.742074594","81698783.178470597","87854.43639599999","1310899.15068","1467229.45704","11304083.224279625","10615197.397469625","688885.82681","43476974.327600837","43272254.605940834","40720445.665035158","0","482830.89301695989","2068978.0478887188","204719.72165999998","-325506.8863212","13074349.51568079","151918957.53103465"
2011-07-01,"84279822.153638169","84363060.803629965","83238.649991800004","1307440.1582697001","1467053.8247741999","11340389.083679965","10643546.063029965","696843.02064999996","44361704.882469468","44157400.144789465","41577165.299313106","0","511838.20275695994","2068396.6427193964","204304.73767999999","-317524.53556499997","12474310.501463015","154913196.06872955"
2011-08-01,"88016346.087960243","88151996.611422345","135650.52346210001","1310183.0530353002","1468994.6553525","11875851.713534391","10753744.225094391","1122107.48844","45008404.575159922","44803466.30565992","42269887.779883109","0","484386.16424696002","2049192.3615298532","204938.26950000002","-277048.99766640004","12688393.395369321","160091124.48274529"
2011-09-01,"85832648.574153349","85877658.543195546","45009.969042200006","1312650.2463882","1468887.1300971","11844914.63309511","10687192.40637511","1157722.2267199999","45723438.506934039","45500345.965434037","42966073.638592213","0","485635.38840695989","2048636.9384348625","223092.54149999999","-284594.32941030001","12068169.774161043","157966114.53541854"
2011-10-01,"89183775.34323132","89273346.707146928","89571.363915600014","1316412.6760155","1469109.8396273998","12310909.308210744","10651752.580720743","1659156.72749","46148369.925798759","45972365.262608759","43418615.690246753","0","508179.55597695993","2045570.0163850456","176004.66319000002","-277863.05996290001","12259287.970460303","162410002.0033811"
2011-11-01,"90373963.678711325","90424589.017623723","50625.338912399995","1323655.4551836001","1466337.6497028","13568128.485712498","10735551.257422499","2832577.22829","46844362.866856538","46668561.05552654","44141877.865900159","0","483356.46716275986","2043326.7224636197","175801.81132999997","-421684.29117680003","12285318.971927371","165440082.81691733"
2011-12-01,"89759857.407401085","89841738.733391881","81881.325990800004","1345000.1752613999","1466637.9769355999","14040332.742937114","10798956.876387114","3241375.8665500004","47856596.754972622","47680574.732792623","45203761.034160152","0","447965.54122795991","2028848.1574045157","176022.02217999997","-382656.66451020003","12044537.77351217","166130306.16650981"
2012-01-01,"92655050.285145521","92749280.245021328","94229.959875800007","1313989.6465836","1467652.6341162","14060149.009844441","10815979.194704441","3244169.8151400001","47919617.516334318","47743256.21741432","45249354.307084396","0","462677.90032995987","2031224.0099999635","176361.29891999997","-395752.70512500004","13666049.199493771","170686755.58639285"
2012-02-01,"94466529.419825211","94576088.590513408","109559.17068820001","1389030.3120022002","1465429.6639444001","13981739.833759801","10712928.479419801","3268811.3543400001","48063142.968319461","47888694.291549459","45363208.7165244","0","489497.35539695993","2035988.2196280989","174448.67676999999","-389985.01505800005","14623327.784652356","173599214.9674454"
2012-03-01,"94287550.890416533","94361362.757385328","73811.866968799994","1438686.2569506001","1464372.7960176","14310892.339827707","10575321.287217706","3735571.0526100001","48667432.405869693","48495184.202569693","45991034.522371054","0","469996.16816695989","2034153.5120316818","172248.20329999999","-403869.955265","15392892.917368194","175157957.65118536"
2012-04-01,"94418859.932205871","94493148.392092273","74288.4598864","1506553.5614793999","1481045.4287860002","14680582.250139721","10593638.563099721","4086943.6870399998","49916877.766150594","49730351.458730593","47210836.82969106","0","469223.36937695986","2050291.2596625779","186526.30742","-399988.61228700005","15568540.948403392","177172471.27487797"
2012-05-01,"93025230.95361881","93101694.017121613","76463.063502800011","1532314.0467502","1482194.6124188001","14742289.65668394","10614440.156963941","4127849.4997199997","50960544.885451168","50747709.577041171","48234418.150979847","0","456948.82893695991","2056342.5971243693","212835.30840999994","-388631.15520600002","16344760.187935527","177698703.18765244"
2012-06-01,"93375937.092372254","93443039.245552853","67102.153180599998","1578690.8245080002","1481949.9960006","14870805.734042645","10548544.024462646","4322261.7095799996","51793765.689908981","51581105.656278983","49066355.47691986","0","450087.34363295994","2064662.8357261608","212660.03362999996","-271719.40107120003","16487954.640651705","179317384.57641298"
2012-07-01,"95312337.143442109","95402649.208566308","90312.065124200002","1431232.9660090001","1482570.3959472","14907797.803662509","10520992.07888251","4386805.7247799998","52733870.187229872","52523428.683259875","50000700.638669856","0","452633.82465295994","2070094.2199370568","210441.50396999999","-277999.93235419999","16371497.661031302","181961306.22496778"
2012-08-01,"97529005.444898352","97661261.349420145","132255.90452180002","1568732.7414234001","1482541.7988710001","15075660.352654675","10520655.835704675","4555004.5169500001","53586532.888330758","53472060.884290755","51023183.753089845","0","466555.24504295987","1982321.8861579522","114472.00404","-273115.32830360002","15739602.394620441","184708960.29249501"
2012-09-01,"100144716.05021006","100242306.46145625","97590.411246200005","1644074.7437296002","1483126.7739834001","15881748.414457936","10514543.471777936","5367204.9426799994","53966262.36107529","53852054.645445287","51382784.222118028","0","484381.34399295988","1984889.0793342958","114207.71562999999","-270948.49679240002","15780217.194311317","188629197.04097521"
2012-10-01,"102179866.46849671","102332606.91308591","152740.44458919999","1778874.1712448001","1482075.7007672","17884650.053883024","10876585.551543025","7008064.5023400001","54826313.004644051","54706160.538914055","52266448.865455903","0","462394.14152295986","1977317.5319351915","120152.46573","-251303.27237680001","15580763.722968467","193481239.84962747"
2012-11-01,"102814051.88578634","103008282.74142975","194230.85564339999","2088742.5086149999","1481093.2805102","17937760.813566338","10901421.723846339","7036339.0897199996","55590977.227303103","55476232.862033099","53032114.114991359","0","471104.20224295999","1973014.5447987746","114744.36526999999","-228012.76271080002","15628664.368293026","195313277.32136318"
2012-12-01,"104002678.37946281","104106335.42049201","103657.0410292","2165623.1176832002","1479399.4149354","18852038.230894666","10847341.363024667","8004696.8678700002","56205429.136028208","56099849.794818208","53744618.967641987","0","450867.67787295993","1904363.1493032537","105579.34121","-224970.24515920001","14962553.940614223","197442751.97445929"
2013-01-01,"105411485.76509683","105488811.07835042","77325.313253600005","1385484.1995050001","1477338.0909910002","18937380.491053276","10924741.797773276","8012638.6932800002","57378620.803768121","57272798.909578122","54864148.51014743","0","475567.79020295996","1933082.6092277328","105821.89418999999","-318502.95903900004","15655810.159476558","199927616.55085179"
2013-02-01,"105633425.92948569","105755773.9205903","122347.99110459999","1425897.5145729999","1477117.1005499996","18991885.783789121","10832317.205869121","8159568.5779200001","57923905.792684488","57793402.519274488","55331158.452392898","0","515652.90498295997","1946591.1618986288","130503.27340999999","-244915.81617959999","16483080.022817366","201690396.32772008"
2013-03-01,"106601934.14946838","106722928.84156358","120994.69209519999","1426675.2921806001","1476364.7005519997","18975693.377102956","10728346.914922955","8247346.4621799998","58371026.398086563","58242420.880616561","55785583.619253181","0","507515.46080295992","1949321.8005604204","128605.51747000001","-251154.62318739999","17760456.982054234","204360996.27625734"
2013-04-01,"107214501.72745243","107339786.45435442","125284.72690200001","1423714.8007334","1493094.4947506001","19252428.194775715","10664973.986985717","8587454.2077900004","60128292.327552587","60000250.762702584","57527361.726072863","0","501992.93004295992","1970896.1065867639","128041.56485","-235515.6946288","17175455.328437485","206451971.17907339"
2013-05-01,"105806977.124488","105944649.823054","137672.69856599998","1430046.3536674001","1741760.6581102","19459277.850631915","10602019.654551916","8857258.1960799992","61578322.208817691","61452443.202837691","58960780.965948038","0","510550.42856295995","1981111.8083266909","125879.00598","-222717.1702194","16991692.780130722","206785359.80562651"
2013-06-01,"104829723.4454585","104975226.85208569","145503.40662720002","1429982.9271364","1742357.6282756","20053971.8166092","10730680.3871492","9323291.4294600002","62568818.532079458","62383595.539479457","59870765.983696222","0","527815.91550295986","1985013.640280274","185222.99259999997","-215935.81943240002","16694634.657717083","207103553.18784386"
2013-07-01,"108462031.65640748","108621942.28510608","159910.62869860002","1354505.2114608001","1742528.9573929999","20504842.408771835","10632879.989091836","9871962.4196799975","63722045.001955763","63538358.965035759","61001087.629838943","0","544544.89513295994","1992726.4400638572","183686.03691999995","-226285.83485879999","16071804.999993566","211631472.40112361"
2013-08-01,"108317939.20422691","108484007.3739493","166068.16972239999","1370013.4790048001","1742359.0503535999","20703749.012751099","10583707.107771099","10120041.90498","64547227.210430592","64368349.641160592","61809161.177661985","0","550803.10041295993","2008385.3630856487","178877.56926999998","-220165.55917359999","15578674.020335268","212039796.41792867"
2013-09-01,"109047350.7809578","109200826.49237441","153475.71141659998","1376664.9642284","1742588.8905376","20945524.127591971","10620467.155381972","10325056.972209999","65282167.863806732","65090497.364856735","62522562.225644693","0","547933.16765295982","2020001.9715590861","191670.49894999998","-243114.67963","15944319.890831789","214095501.83832431"
2013-10-01,"107341311.26316866","107592152.19169927","250840.92853060001","1383215.3458115999","1742554.4383142001","21343904.875493906","10561453.056143904","10782451.81935","66248925.256489418","66058325.640299417","63537881.987397738","0","505672.49241295998","2014771.1604887203","190599.61618999997","3887445.3287307997","16771549.007603016","218718905.51561162"
2013-11-01,"106976102.24088083","107346870.35785024","370768.11696940003","1386720.2677132001","1741249.4227841999","21671323.54881046","10506549.41959046","11164774.129220001","67806993.618394494","67616615.146284491","64995633.855555318","0","594827.73308955994","2026153.5576396163","190378.47210999997","3882635.8555657999","16992979.698202435","220458004.65235141"
2013-12-01,"108984550.0473154","109183947.02628021","199396.97896480002","1682844.3840012001","1733147.6185870001","23268856.818569962","10772929.320379963","12495927.498189999","68408053.899520636","68215022.380390629","65685422.59204562","0","524911.42087295977","2004688.3674720477","193031.51912999997","3848264.2961677997","17076135.575779855","225001852.63994184"
2014-01-01,"109385323.86891779","109657775.52368239","272451.65476460004","1573698.0738388","1734862.3347202002","23261433.738087147","10755156.987997148","12506276.750089997","67796394.327952951","67588843.350232944","65072103.428443454","0","527547.42888295988","1989192.4929065267","207550.97771999997","3849052.3999597998","21023932.507245999","228624697.25072268"
2014-02-01,"109887003.25021759","110168845.99949139","281842.7492738","1653362.0659612003","1735456.1800184003","23566430.701836236","10686367.499736235","12880063.202100001","68235007.306105644","68015884.834385648","65427371.229563467","0","573626.71760295995","2014886.8872192141","219122.47171999997","3850063.6031718003","21101463.984093457","230028787.09140432"
2014-03-01,"111014721.84721202","111272330.23592222","257608.38871019997","1670137.4715452003","1734707.997274","23800048.139929615","10615327.464379616","13184720.675550001","69230750.548129275","69022088.537869275","66407963.446666196","0","587409.34501296002","2026715.7461901098","208662.01025999998","4029521.4240444","20432088.471280731","231911975.89941525"
2014-04-01,"111883205.43647219","112080147.82044539","196942.38397319996","1679568.9995518003","1721215.7269104","24069023.757149264","10498671.442159265","13570352.314989997","71282964.299788028","71067189.512878031","68455156.539286822","0","564948.45748296008","2047084.5161082449","215774.78690999997","4615834.6610578001","19725155.551975477","234976968.43290496"
2014-05-01,"112393134.07297461","112601252.28337181","208118.21039719999","1748237.9317130004","1718416.2317056002","24387475.19450333","10504643.891013328","13882831.303490002","72841873.205892816","72602805.827032819","69957484.237884387","0","588960.58956295985","2056360.9995854844","239067.37886","4739034.5439112","18293121.685230829","236121292.86593139"
2014-06-01,"114402390.55196618","114628657.79635118","226267.24438500003","1751226.6908878002","1718257.1651812","24983367.611974712","10514756.090574712","14468611.521400001","73675304.453438669","73428700.388478667","70840407.913287133","0","546864.48885295994","2041427.986338574","246604.06495999996","4722613.9233336002","17799480.594798274","239052640.99158043"
2014-07-01,"116242480.74688201","116464306.4757774","221825.72889540001","1672685.8338120002","1688257.0850740001","25546762.850079149","10937328.69573915","14609434.154340001","85013602.416887432","84767303.806537434","81988507.464534998","0","656126.41180295986","2122669.9301994699","246298.61034999994","3974880.0578217995","18890838.580568228","253029507.57112461"
2014-08-01,"119666539.08755641","119832844.46316601","166305.37560960004","1680102.9259742002","1689006.5098900001","25825878.550632067","10818662.781142065","15007215.76949","85438369.015259221","85198456.62345922","82383633.330935001","0","680395.58789295994","2134427.7046312615","239912.39179999998","3893006.0906933998","18613034.081385255","256805936.26139057"
2014-09-01,"119131878.96217602","119376608.29366602","244729.33149000004","1754965.8221074005","1688606.6056412","26073462.570763241","10828834.26852324","15244628.302240001","86363551.010931611","86137921.180321604","83818575.4078729","0","690269.4096829599","1629076.3627657404","225629.83061","3844263.2790569998","18991313.029822953","257848041.28049943"
2014-10-01,"119447038.80659442","119782854.98968102","335816.18308659998","1754906.6972766004","1689330.4235864","26221810.202117801","10902663.352937801","15319146.849180002","87455487.644487664","87232050.789907664","84903518.112393513","0","679193.76652295981","1649338.9109911879","223436.85457999998","3891741.6647295998","18547034.89701438","259007350.33580685"
2014-11-01,"119580148.15627462","120009592.93998441","429444.78370980005","1754877.1347926001","1689542.3796132","26580785.982284002","10925468.560474001","15655317.421809999","89070676.624360934","88838017.12281093","86461689.246151343","0","693333.99172295991","1682993.8849366363","232659.50154999996","3881207.7198121999","19978305.468809344","262535543.46594688"
2014-12-01,"117480555.08643621","117923817.12911381","443262.04267760005","1754847.5723772002","1689430.8878062","27394070.286372878","11011360.231902879","16382710.054470001","90623459.159238175","90395320.119808167","88160173.700654119","0","605526.05583296006","1629620.3633210787","228139.03942999998","3877690.9341298002","19925774.870290328","262745828.7966508"
2015-01-01,"116184581.02499381","116771510.19250761","586929.16751379997","1565008.6523316002","1690822.8139795999","27697251.54471793","11300996.700527932","16396254.84419","90431339.613558143","90206118.422348142","87924808.669584095","0","633057.2329729601","1648252.519791079","225221.19120999999","3864699.8954700003","22106237.074345969","263539940.61939704"
2015-02-01,"116503353.73137","117225238.44396999","721884.71259999997","1566508.7618712001","1690220.5675824001","27293171.560881451","10886723.927911451","16406447.632970002","91093540.835440785","90848143.041780785","88415618.267774105","0","732476.84327296005","1700047.9307337294","245397.79365999997","3868842.1052655997","22523214.883984089","264538852.44639552"
