"MES","BCFA01","BCFA02","BCFA03","BCFA04","BCFA05","BCFA06","BCFA07","BCFA08","BCFA09","BCFA10","BCFA11","BCFA12","BCFA13","BCFA14","BCFA15","BCFA16","BCFA17","BCFA18"
2002-10-01,"9725682.6969999988","10771596.800999999","1045914.1040000001","933487.09699999995",,"8632361.9900039993","8632361.9900039993","0","0","0","28796667","23256651","237629","4839905","462482","0","5187910.1944060009","53276108.978409998"
2002-11-01,"9769264.8529999983","10748449.868999999","979185.01600000006","939811.53500000003",,"8685544.3257940002","8685544.3257940002","0","0","0","28966733","23308384","239228","4910927","508194","0","5084334.3179829996","53445688.031777002"
2002-12-01,"10671570.586000001","11688768.699000001","1017198.1129999999","946135.973","0","8784781.3695839997","8784781.3695839997","0","0","0","28957116","23228793","240827","4977596","509900","0","5970435.8922239998","55330039.820808001"
2003-01-01,"10901316.571999999","11597058.814999999","695742.24300000002","952460.41200000001","0","9005389.1183739994","9005389.1183739994","0","0","0","28848764","22998905","242425","4990141","617293","0","6030764.2933660001","55738694.395740002"
2003-02-01,"9689757.7100000009","10386108.151000001","696350.44100000011","954990.18700000003","0","9446578.6412899997","9446578.6412899997","0","0","0","28640507","22759581","243065","5019424","618437","0","5996251.4682150008","54728085.006505005"
2003-03-01,"9652976.4240000006","10333179.197000001","680202.77300000004","958784.85","0","9356220.6951639988","9356220.6951639988","0","0","0","28864704","22979182","244024","5053365","588133","0","5863107.1300079999","54695793.099171996"
2003-04-01,"10085471.386","11157780.873","1072309.4870000002","960049.73800000001","0","9391989.3401219994","9391989.3401219994","0","0","0","28902592","23009621","244345","5082481","566145","0","5948870.7125859996","55288973.176707998"
2003-05-01,"10037609.162","11111300.215","1073691.0530000001","962579.51300000004","0","9519688.8220379986","9519688.8220379986","0","0","0","29260071","23318747","244984","5130506","565834","0","5976202.5495389989","55756151.046576999"
2003-06-01,"10855720.968999999","11868317.857999999","1012596.889","1042774.176","0","9697916.1779120006","9697916.1779120006","0","0","0","29139954","23168069","245944","5177247","548694","0","5805097.8635599976","56541463.186471999"
2003-07-01,"11247301.419000002","12311049.892000001","1063748.473","1046868.839","0","9807738.5317860004","9807738.5317860004","0","0","0","29261762","23231047","246903","5248188","535624","0","5557632.5800529988","56921303.369839005"
2003-08-01,"11391694.067","12363496.254000001","971802.18700000015","1066861.74","50219.183456699997","10021588.240618","10021588.240618","0","0","0","29365218","23266282","248182","5340665","510089","0","5607667.6625410002","57503248.8936157"
2003-09-01,"11966356.496000001","12972318.347000001","1005961.851","1069629.2150000001","45808.3593884","9905437.1615339983","9905437.1615339983","0","0","0","29369851","23370402","248822","5426750","323877","0","5794794.9582369979","58151877.190159403"
2003-10-01,"10547001.060999999","11658899.142999999","1111898.0819999999","1072396.69","46007.860042499997","9757852.8392168991","9757852.8392168991","0","0","0","29486481.990940001","23245088","249462","5517058","474873.99093999999","0","5952196.473100001","56861936.914299391"
2003-11-01,"10769431.018999999","11860411.083999999","1090980.0649999999","1075164.166","44567.939892000002","9818762.0533659998","9818762.0533659998","0","0","0","29571244.184308793","23228952.184308793","250101","5629266","462925","0","6095703.2975149993","57374872.660081789"
2003-12-01,"12253745.901000001","13444175.326000001","1190429.4249999998","1082082.8540000001","43960.998880200001","9829980.9141559992","9829980.9141559992","0","0","0","29616978","23169558","251700","5745806","449914","0","6401517.1547520002","59228265.822788201"
2004-01-01,"11584558.874000002","12648281.470000001","1063722.5959999999","1084850.3289999999","42966.775823999997","9952568.2287176009","9952568.2287176009","0","0","0","29258495.687010556","22899156.687010556","252340","5788687","318312","0","6552413.5192691339","58475853.413821287"
2004-02-01,"11023626.744999999","12084267.722999999","1060640.9779999999","1086234.067","42858.968027499999","10215621.007110002","10215621.007110002","0","0","0","29168159.01436951","22777661.01436951","252659","5827808","310031","0","6117507.6572107021","57654007.458717711"
2004-03-01,"11472803.385","12556358.59","1083555.2050000001","1090385.28","78451.0782492","10218492.883903999","10218492.883903999","0","0","0","29223380","22748201","253619","5913214","308346","0","5917011.4237274062","58000524.050880603"
2004-04-01,"10412864.249","11431728.231000001","1018863.9820000001","1091769.0179999999","75983.714137799994","10339009.807862001","10339009.807862001","0","0","0","29380349","22877450","253939","5966420","282540","0","5803221.4874909753","57103197.27649077"
2004-05-01,"11075179.897000002","12104235.282000002","1029055.385","1093152.7549999999","76343.305523999996","10092171.127819998","10092171.127819998","0","0","0","29301612","22732607","254258","6021922","292825","0","6003404.3135985415","57641863.398942545"
2004-06-01,"10072813.139","11285701.630000001","1212888.4909999999","1095920.2309999999","75992.862686399996","10411954.429736","10411954.429736","0","0","0","29102578","22597156","254899","5960855","289668","0","5365132.9711696785","56124391.633592084"
