"MES","SFBP01","SFBP02","SFBP03","SFBP04","SFBP05","SFBP06","SFBP07","SFBP08","SFBP09","SFBP10","SFBP11","SFBP12","SFBP13","SFBP14","SFBP15","SFBP16","SFBP17","SFBP18","SFBP19","SFBP20","SFBP21","SFBP22","SFBP23","SFBP24","SFBP25","SFBP26","SFBP27","SFBP28","SFBP29","SFBP30","SFBP31"
2006-11-01,"1861809.9268800002","14156.357840000001","12702.57951","1453.7783300000001","0","529802.90164000005","257659.73318000001","272143.16846000002","0","0","1278485.9177400002","172515.65410000001","1103003.2746900001","327.86651000000001","2639.1224400000001","39364.749660000001","30241.292659999999","9123.4570000000003","-","380561.65931999998","0","141265.90677999999","239295.75253999996","20217.406269999999","20169.545099999999","47.861170000000001","-","11925","482639.78690999997","279023.07506000006","330965.81760000001"
2006-12-01,"1950428.6732500002","7381.1400800000001","6581.5270399999999","799.61304000000007","0","599058.87054999999","296608.64705000003","302450.22349999996","0","0","1301658.2348800001","185763.80398","1112918.0358800001","327.85927000000004","2648.53575","42330.427740000006","33194.102020000006","9136.3257200000007","-","415709.63448000001","0","165530.90960000001","250178.72487999999","31703.31277","31659.430680000001","43.882089999999998","-","11895","494658.82537999999","263072.82305000006","337381.12985000003"
2007-01-01,"1991261.2021399995","8115.0597299999999","7377.8759099999997","737.18381999999997","0","623653.91784999997","311249.15616999997","312404.76168","0","0","1320871.0733999996","213332.62776999996","1107210.5956499998","327.84996000000001","2.0000000000000002E-5","38621.151160000001","29212.653600000001","9408.4975599999998","-","428417.49242999998","0","168256.72891000001","260160.76352000001","32709.80416","32627.475640000001","82.328519999999997","-","11865","495270.55572999996","267909.50338999991","340932.11109000002"
2007-02-01,"2040329.9673000001","10921.416350000001","10201.216910000001","720.19943999999998","0","633743.31215000001","321266.26501000003","312477.04713999998","0","0","1357273.7710600002","230331.05948","1126614.8729900003","327.83857","2.0000000000000002E-5","38391.46774","28882.457640000001","9509.0100999999995","-","425773.72985999996","0","167214.64199999999","258559.08786","33594.338409999997","33543.47178","50.866630000000001","-","11835","490815.69951000001","283538.29436","339711.85484999995"
2007-03-01,"2118198.6852300004","7130.6686500000005","6484.3456500000002","646.32299999999998","0","663211.98638999998","351891.92627999996","311320.06011000002","0","0","1411755.3442700002","263610.20267999999","1147658.4904700001","328.65818999999999","157.99293","36100.685920000004","26807.94788","9292.7380400000002","-","449163.85733000003","0","187117.23218000002","262046.62514999998","34968.957990000003","34929.451280000001","39.506709999999998","-","11835","497849.62662","284566.16041999997","343117.21835999994"
2007-04-01,"2197408.0898600002","9456.0716900000007","8100.9531699999998","1355.11852","0","688322.71739999996","366332.72394","321989.99345999997","0","0","1461892.8234500003","282772.56195999996","1178631.8601500001","329.47985","158.92148999999998","37736.477320000005","28202.202010000001","9534.2753100000009","-","458320.70799999998","0","197256.43267000001","261064.27533","36280.807859999994","36223.133969999995","57.67389","-","11835","490540.34060000005","286546.70049999998","343252.6778"
2007-05-01,"2288715.0951700006","3453.6833299999998","2693.4483799999998","760.23494999999991","0","737866.62896999996","397682.12628000003","340184.50268999999","0","0","1512464.8082800002","298045.55392000003","1213929.9863400001","329.46629999999999","159.80171999999999","34929.974589999998","25427.533869999999","9502.4407199999987","-","462594.1692","0","214042.61999000001","248551.54921","20502.072459999999","20451.79538","50.277080000000005","-","11805","487087.15354999999","299542.93277000007","348578.06351000001"
2007-06-01,"2366256.2958","2449.9313999999999","1705.58608","744.3453199999999","0","777151.95421999996","429663.7953","347488.15892000002","0","0","1551364.8521199999","314798.01741000003","1236076.7765799998","329.45060999999998","160.60751999999999","35289.558059999996","26076.576509999999","9212.9815500000004","-","482239.90148999996","0","249880.19037999999","232359.71111","22883.717639999999","22839.658469999998","44.059170000000002","-","7850","482745.69981000002","305512.77185000008","353404.12949999998"
2007-07-01,"2433079.8841000004","9059.9475999999995","8252.73495","807.21265000000005","0","809145.92712000001","456806.13453999994","352339.79258000007","0","0","1576996.05436","345066.36716999998","1231441.2923600001","326.90838000000002","161.48644999999999","37877.955020000001","28162.76815","9715.1868699999995","-","470931.82161999994","0","245472.63418999998","225459.18742999999","23337.015820000001","23277.095390000002","59.920430000000003","-","3885","471724.18946000002","309829.03643999994","353182.10816"
2007-08-01,"2477594.2309199995","3439.3888499999998","2817.1381099999999","622.25073999999995","0","865067.15791999991","517987.78354999999","347079.37436999992","0","0","1591606.10619","385999.35109000001","1205444.18077","0","162.57432999999997","17481.577960000002","7810.3102500000005","9671.2677100000001","-","478674.50809000002","0","250829.28473000001","227845.22336","26551.02764","26499.575820000002","51.451819999999998","-","3855","468719.41330000001","322369.82511999999","357343.93524000002"
2007-09-01,"2548968.57608","2715.63177","2104.0867699999999","611.54499999999996","0","907925.29452","561367.29709000001","346557.99742999999","0","0","1621259.3542799999","411091.12813999999","1209873.68894","0","294.5372000000001","17068.29551","7543.1191399999998","9525.176370000001","-","454403.96595999994","0","229458.33388999998","224945.63206999996","24899.451709999998","24848.456639999997","50.995069999999998","-","3855","462293.12830000004","335558.67862999998","373599.48263999994"
2007-10-01,"2622392.0587700005","10185.347589999999","9568.1612699999987","617.18631999999991","0","955553.0207799999","595086.17140999995","360466.84937000001","0","0","1639396.2597200002","425227.90707999998","1212916.7730600003","0","1251.5795799999999","17257.430680000001","7534.4682999999995","9722.9623800000008","-","457612.35174999991","0","239106.72139999995","218505.63034999999","30043.68521","29988.36868","55.31653","-","0","461157.23186999996","342472.55222000007","394708.90211999998"
2007-11-01,"2626882.7373999995","4860.0763999999999","4249.2984800000004","610.77791999999999","0","976367.67209999985","632479.16684999992","343888.50524999993","0","0","1627373.34393","429200.12356000004","1193806.20205","0","4367.0183199999992","18281.644970000001","8899.7646800000002","9381.880290000001","-","469657.34100999997","0","245117.55849","224539.78252000001","31013.403050000001","30941.059240000002","72.343809999999991","-","0","494933.86573999998","351251.80554000009","402076.21827000001"
2007-12-01,"2690009.2791499998","4253.3011900000001","3662.0617499999998","591.23943999999995","0","1024425.63381","685121.80611","339303.82769999997","0","0","1643005.9643799998","446244.36873000005","1188078.8736899998","0","8682.7219600000008","18324.37977","9066.1432299999997","9258.2365399999999","-","463794.59375","0","245891.00444000002","217903.58930999998","54255.212370000001","54198.583599999998","56.628769999999996","-","0","508398.85820000002","338299.11090999993","437924.01517999999"
2008-01-01,"2765920.1618999997","6686.0310400000008","6076.0346200000004","609.99642000000006","0","1065228.61723","727241.64277999999","337881.84610000002","0","105.12835000000001","1676718.0227100002","482861.11926000001","1178456.2172300001","0","15400.68622","17287.49092","7892.1651700000002","9395.32575","-","437605.37078","0","224764.02015","212841.35063","49210.861530000002","49155.495889999998","55.365639999999999","-","0","504655.15877000004","338684.53652999992","445987.63075000001"
2008-02-01,"2846299.4819900002","7817.9980500000001","7155.56574","662.43231000000003","0","1095040.0864899999","759862.50306000002","333307.14578000002","0","1870.4376499999998","1725027.1627799999","516492.51971000002","1185280.75987","0","23253.883200000004","18414.234670000002","8632.0167900000015","9782.2178800000002","-","439017.13264000003","0","229659.70505000002","209357.42759000001","48383.517759999995","48329.488489999996","54.029269999999997","-","0","500863.04765000008","360814.4521600001","433523.64633000002"
2008-03-01,"2900343.9912899998","9993.4097900000015","9555.2361500000006","438.17364000000003","0","1127520.0959100001","792210.82507000002","324705.63702999998","0","10603.633810000001","1743938.0908499998","527398.36705000012","1180093.2323599998","0","36446.491440000005","18892.39474","9274.6960199999994","9617.6987200000003","-","446090.58464000002","0","243974.38245999999","202116.20217999999","44385.163039999999","44336.510110000003","48.652929999999998","-","0","523309.01136000006","359599.27039000019","439378.48041999998"
2008-04-01,"2986828.73367","27354.423909999998","26901.699359999999","452.72454999999997","0","1167099.36409","832846.76087999996","313320.99274000002","0","20931.61047","1772351.8244499997","555082.76685999997","1157757.5188199999","0","59511.538769999999","20023.121220000001","10827.983259999999","9195.13796","-","428385.59785000002","0","217056.83981","211328.75804000002","43260.971199999993","43196.384679999996","64.586519999999993","-","0","524177.53584000003","359025.71169000003","446983.84219"
2008-05-01,"3035297.0255299998","18965.296149999998","18506.488519999999","458.80763000000002","0","1217151.5635900002","892079.33535000007","290742.03877000004","0","34330.189469999998","1779697.3703299996","589302.27142999996","1127153.2635299996","0","63241.835369999993","19482.795460000001","10394.279540000001","9088.5159199999998","-","419583.62924000004","0","207043.12267000001","212540.50657","42484.528579999991","42432.13822999999","52.390349999999998","-","0","570799.07707999996","356881.12654999999","454212.39677999995"
2008-06-01,"3170908.3234699997","15410.05255","15004.45458","405.59796999999998","0","1297790.82678","977236.4116900001","278848.12428000005","0","41706.290809999991","1837568.8102800001","617920.59759000002","1154037.9472500002","0","65610.265440000003","20138.633860000002","10801.14624","9337.4876199999999","-","361913.07252000005","0","145880.07053999999","216033.00198000003","35631.885860000002","35585.87515","46.010709999999996","-","0","608729.45163999998","354807.14448000002","473547.8775"
2008-07-01,"3262164.0655399999","8077.9009000000005","7082.3127500000001","995.58815000000004","0","1342418.06036","1019391.39653","267380.77189000003","0","55645.891939999994","1890201.1816700001","645231.15788999991","1176231.9024700001","0","68738.121310000017","21466.922610000001","12426.154610000001","9040.768","-","357098.26447000005","0","132671.62812000001","224426.63635000002","35917.148699999998","35868.199719999997","48.948980000000006","-","0","601211.19202999992","362193.39595000003","485437.94241000002"
2008-08-01,"3355736.3583400007","16652.86","16084.981760000001","567.87824000000001","0","1388719.6981800003","1044796.2914300001","272568.48685000004","0","71354.919900000008","1931364.9281500003","674120.49572000001","1187891.8965100003","0","69352.535920000024","18998.872009999999","9952.6071199999988","9046.2648900000004","-","390108.42802000005","0","142440.87757000001","247667.55045000004","43004.886359999997","42964.983059999999","39.903300000000002","-","0","606013.97265999997","391770.28193000006","515367.77257999999"
2008-09-01,"3387189.5887699998","14437.690110000001","13568.683550000002","869.00656000000004","0","1399953.60026","1059957.9445499999","280842.07470999996","0","59153.580999999998","1948660.7768399999","687587.95684","1204449.75443","0","56623.065569999999","24137.521560000001","15043.454029999999","9094.0675300000003","-","405575.80938999995","286.59699000000001","134129.89819000001","271159.31420999998","27825.047489999997","27782.543439999998","42.504049999999999","-","0","616951.57441","408496.01396999997","511595.97109000001"
2008-10-01,"3474862.0245500002","10572.595860000001","9586.9012600000005","985.69459999999992","0","1421960.7199000001","1042719.8959000001","333406.3726","0","45834.451399999998","2020217.8820500001","691899.82133000006","1282650.72695","0","45667.333770000005","22110.826739999997","13275.750179999997","8835.0765599999995","-","433297.44932999997","0","140189.81122999999","293107.63809999998","38767.726160000006","38721.666790000003","46.059370000000001","-","0","619179.61803000001","428716.75916999998","570710.71658000001"
2008-11-01,"3539457.8509900002","13985.28314","13106.0137","879.26943999999992","0","1422451.2544900002","1022548.6172000001","360695.90117000003","0","39206.736119999994","2081621.3997499999","681687.79782000009","1357613.4845699999","0","42320.117360000004","21399.913610000003","12490.783720000001","8909.1298900000002","-","478699.83062000002","0","167887.90729999999","310811.92332000006","35729.520139999993","35676.491299999994","53.028839999999995","-","0","630993.76803000004","440781.50823000015","599897.68831000011"
2008-12-01,"3659813.5285499999","15789.356659999999","14970.24474","819.11192000000005","0","1440522.62848","1033910.05441","383972.06456999999","0","22640.509499999996","2178303.9961099997","679295.17968000006","1463870.9727999999","0","35137.843629999996","25197.547299999998","16004.70529","9192.8420100000003","-","550851.33721999999","0","176502.42154000001","374348.91567999998","67060.340329999992","67004.516149999996","55.824179999999998","-","4182","726687.93278999999","456213.60869000002","612909.85936"
2009-01-01,"3739469.4703900004","9967.1975999999995","7968.6086699999996","1998.5889299999999","0","1458859.9508200001","1034022.8907500001","410354.71217999997","0","14482.347889999999","2253822.2685599998","692128.74524999992","1529835.3903299998","0","31858.132979999998","16820.05341","7482.3485899999996","9337.704819999999","-","530269.78758","0","160152.02714999998","370117.76043000002","62871.51071000001","62802.796490000008","68.714219999999997","-","4182","739199.08279000001","477278.40159999998","616883.78973999992"
2009-02-01,"3814914.6034299997","7349.7071100000003","6417.2891","932.41800999999998","0","1460408.0544499999","1019128.5563599999","428305.12942000001","0","12974.36867","2318593.3378899996","681430.41042000009","1606762.4150699999","0","30400.512400000003","28563.503980000001","19449.648390000002","9113.8555899999992","-","573707.08227000001","3860.0975199999998","204575.18887000001","365271.79587999999","51931.940320000002","51866.783779999998","65.156540000000007","-","4182","735946.41609999991","497411.03672999988","633135.46771"
2009-03-01,"3934303.3364799996","7002.1759199999997","6086.6946699999999","915.48125000000005","0","1498308.1492099999","1023048.04422","463786.91618","0","11473.18881","2409067.2548399996","706610.93497000006","1676890.7230199997","0","25565.596849999998","19925.756509999999","16402.2317","3523.5248099999999","-","590058.0625","0","216700.18826","373357.87423999998","44140.078399999999","44072.005290000001","68.07311","-","4182","759561.84947999998","509259.27655000007","638233.24609999999"
2009-04-01,"4061404.0163399996","6008.9964300000001","4934.5266700000002","1074.46976","0","1543231.2786999999","1034889.0089499999","497905.08731999999","0","10437.182429999999","2488232.3468799996","716801.19142999989","1746890.4896","0","24540.665850000001","23931.394329999999","20685.252140000001","3246.14219","-","595884.56539999996","0","220430.12383","375454.44156999997","54704.474539999996","54641.512829999992","62.961709999999997","-","4182","760161.54472000001","518193.32366000005","641803.98295999994"
2009-05-01,"4185166.7444600002","11220.780030000002","10273.099320000001","947.68070999999998","0","1592972.8478900001","1063860.3336400001","519482.23819","0","9630.2760600000001","2563407.5219200002","740070.54764","1802505.8774700002","0","20831.096809999999","17565.594620000003","14319.198430000002","3246.3961900000004","-","581468.14046000002","0","225866.16812000002","355601.97233999998","31764.53673","31702.61476","61.921970000000002","-","4182","787460.71147999994","540464.50384999998","637391.01454"
2009-06-01,"4355958.4095099997","14897.741669999998","14000.930289999998","896.81137999999999","0","1666206.5037499999","1101366.9053799999","555701.40184000006","0","9138.1965300000011","2656467.9778199997","826308.91380999994","1811855.8755000001","0","18303.18851","18386.186269999998","14978.99677","3407.1895","-","602435.87063000002","0","242039.42330999998","360396.44731999998","30604.472429999998","30486.482309999999","117.99011999999999","-","4182","798277.68678999995","563320.38358999998","645853.92478"
2009-07-01,"4529356.7355400007","21829.95491","20992.12529","837.82961999999998","0","1723275.1637199998","1129968.8009199998","587109.08306000009","0","6197.2797399999999","2770001.4723800002","908182.80946999998","1845384.2331100001","0","16434.429800000002","14250.14453","10677.153679999999","3572.9908500000006","-","584546.80180999998","0","240880.51369999998","343666.28811000002","35501.751650000006","35371.325920000003","130.42572999999999","-","3485","813158.6367899999","562633.71087999991","652809.55119000003"
2009-08-01,"4759987.7842199998","17878.271340000003","17078.495420000003","799.77592000000004","0","1839515.9076400001","1226398.1614999999","607030.99257000012","0","6086.7535699999989","2884752.0217999998","1024498.4706399998","1845376.3097300001","0","14877.24143","17841.583439999999","13947.821969999999","3893.7614700000008","-","613894.34556000005","3.3249","281677.31591","332213.70475000003","28781.052179999999","28665.351439999999","115.70074000000001","-","0","810254.47009999992","577399.19021999987","662908.06043000007"
2009-09-01,"4865471.7638000008","25219.589810000001","24328.080440000002","891.50936999999999","0","1945107.56424","1325206.74538","615486.98309000011","0","4413.8357700000006","2876550.3221","1064326.32614","1798701.2657699997","0","13522.730190000002","18594.287649999998","14913.817709999999","3680.46994","-","590747.31250999984","3.3249","267861.41977999994","322882.56782999996","36795.346020000005","36685.646690000001","109.69933","-","0","798194.29870999989","580315.98482000013","673346.7956500001"
2009-10-01,"5113300.4340300011","26049.846310000001","25214.63103","835.21528000000001","0","2090539.0784400001","1442724.28042","644372.16399000003","0","3442.6340299999997","2972027.9757400006","1174318.5882700002","1785872.3143100003","0","11837.073159999998","24683.53354","20568.535110000001","4114.9984300000006","-","624921.76504000009","3.3249","302722.76540000003","322195.67474000005","39253.074719999997","39214.090709999997","38.984009999999998","-","0","787897.32725999993","599697.06259999995","688583.74195000005"
2009-11-01,"5243053.3597600004","27419.581620000001","26445.354660000001","974.22695999999996","0","2159928.6640400002","1511212.64286","645895.10832999996","0","2820.9128500000002","3025878.2807100001","1217248.0003000002","1798187.00425","0","10443.276159999999","29826.83339","26056.508280000002","3770.3251099999998","-","620401.39651000011","3.3249","307629.93741000001","312768.13420000003","44110.552870000007","44002.056710000004","108.49616","-","0","783459.76070999994","618018.18807000003","701493.83818999992"
2009-12-01,"5470383.8730700016","35402.535730000003","27787.914260000001","7614.62147","0","2259450.1192500005","1613360.0945600001","643101.04387000005","0","2988.9808199999998","3132912.8059900007","1322304.5066800001","1801837.7127000003","0","8770.5866100000003","42618.412100000001","25118.436969999999","17499.975129999999","-","610297.62235000008","3.3249","299647.99737","310646.30008000002","82021.859430000011","81914.694920000009","107.16451000000001","-","0","782845.93601999991","594105.97294999997","725124.47773000004"
2010-01-01,"5608925.6281699995","47272.03918","32805.945659999998","14466.093520000002","0","2367086.1153099993","1717445.2972299997","647103.96192999987","0","2536.8561500000001","3149469.18059","1346693.0724400003","1795312.6513599998","0","7463.4567900000002","45098.293089999999","27456.04235","17642.250739999999","-","571073.38844999997","3.3249","266077.51790000004","304992.54564999999","62758.156920000001","62724.129549999998","34.027370000000005","-","0","752247.63601999986","609622.63578999997","734235.01992999995"
2010-02-01,"5676448.3032299997","66135.679109999997","49099.900630000004","17035.778480000001","0","2328983.7802899997","1666503.4441600002","660208.63543999987","0","2271.7006900000001","3236886.2705200003","1438763.5439100002","1792928.4884400002","0","5194.2381699999987","44442.573309999992","27022.777899999997","17419.795409999999","-","587435.92793000001","3.3249","284471.41427000001","302961.18875999999","70000.059510000006","69955.676930000001","44.382579999999997","-","0","741977.44786999992","642527.59646000015","729847.99642999994"
2010-03-01,"5740870.9430500008","53198.97769","28583.307120000001","24615.670570000002","0","2390241.5089400001","1721616.7513800003","666347.27919999987","0","2277.4783600000001","3252897.32289","1483361.4497200001","1765120.7166199998","0","4415.1565500000006","44533.133529999999","26810.427809999997","17722.705720000002","-","608257.62664999999","3.3249","320104.19305","288150.10869999998","47152.29393","47113.415240000002","38.878689999999999","-","0","732033.29793999996","650093.89973000006","741417.95447"
2010-04-01,"5886695.6099699996","67126.395900000003","43479.425409999996","23646.970490000003","0","2439828.8763100002","1756997.43291","680766.31074999995","0","2065.13265","3342998.1332999999","1590044.7330200002","1749192.3357200001","0","3761.0645600000007","36742.204460000001","18945.74784","17796.456620000001","-","615914.23805999989","3.3249","310418.56572999997","305492.34742999997","60086.083579999999","60034.772409999998","51.311169999999997","-","0","728706.32649000001","651136.19192000013","760433.96448999981"
2010-05-01,"4208027.6161699994","73298.099690000003","49831.285080000001","23466.814609999998","0","1627667.7853299999","1147101.0434199998","477114.05317999999","0","3452.6887299999994","2482088.2568699997","1224978.8301199998","1257043.65035","0","65.776399999999995","24973.474280000002","7699.1140099999993","17274.360270000001","-","372349.70198000001","3.3249","218060.63812000002","154285.73896000002","19870.282809999997","19833.226169999998","37.056640000000002","-","0","282827.36975000001","397217.60806","503805.02344999998"
2010-06-01,"4232016.7634899998","76305.177880000003","53176.468810000006","23128.709070000001","0","1569343.1496299997","1084159.6470999997","482678.08563999995","0","2505.4168899999995","2559602.1065500001","1279455.6815499999","1280080.5755400001","0","65.849460000000008","26766.329430000002","9632.9274299999997","17133.402000000002","-","370066.68171000003","6.3073600000000001","220049.42576000001","150010.94859000001","17133.74553","17089.410520000001","44.335009999999997","-","0","294411.04513000004","407790.41580999992","526701.89382999996"
2010-07-01,"4278760.8418899998","64421.888879999999","41810.67542","22611.213460000003","0","1653077.3998099999","1156407.7986399999","495086.40107999992","0","1583.20009","2536043.8025800004","1252715.1272700001","1283262.75492","0","65.920389999999998","25217.750619999999","8279.7773500000003","16937.973269999999","-","358238.52661000006","6.3073600000000001","211047.21630000003","147185.00294999999","27238.271730000004","27193.897460000004","44.374270000000003","-","0","286221.29513000004","411472.64484999998","536185.72519999999"
2010-08-01,"4384680.8904999997","68766.831150000013","47231.009020000005","21535.82213","0","1690344.9481800001","1170767.4101100001","518097.18406999996","0","1480.3540000000003","2600183.9856100003","1315337.35583","1284780.6068600002","0","66.022919999999999","25385.12556","8252.6446599999999","17132.480899999999","-","356735.87066000002","7.32836","198749.49979999999","157979.04249999998","20969.876359999998","20924.52565","45.350709999999999","-","0","275370.27366999997","436632.51905","550708.16415000008"
2010-09-01,"4535975.8268800005","75023.715790000002","53453.393389999997","21570.322400000001","0","1767038.5931599999","1222370.77094","543133.29762000008","0","1534.5246000000002","2669552.9048899999","1394332.19224","1275154.55688","0","66.155770000000004","24360.61304","7533.6335100000006","16826.979530000001","-","383124.00451999996","6.3073600000000001","228977.88566999999","154139.81148999999","21534.627970000001","21510.26499","24.36298","-","0","269047.96704999998","459902.36462999997","558112.66093000001"
2010-10-01,"4554097.7934599994","68275.062109999999","46924.111640000003","21350.950470000003","0","1780304.35002","1238723.8636800002","540007.00880999991","0","1573.4775300000001","2680670.4716899996","1419919.8069599997","1260684.3449200003","0","66.319810000000004","24847.909640000002","8027.5664000000006","16820.343240000002","-","383702.63800000004","6.3073600000000001","234828.36582000001","148867.96481999999","31604.156650000001","31574.89","29.266649999999998","-","0","267037.55192999996","474539.3871799999","573560.86155000003"
2010-11-01,"4743459.1810100004","78857.617710000006","56497.116870000005","22360.500840000001","0","1885829.2175400001","1354048.79293","530253.32895","0","1527.09566","2725351.7178400001","1483718.8740599998","1241566.3087800001","0","66.534999999999997","53420.627919999999","36692.462379999997","16728.165540000002","-","374374.79248000006","24.81371","215630.06996000002","158719.90881000002","14861.219200000001","14822.044090000001","39.175109999999997","-","0","259706.70097999999","507608.26801","587115.23650999996"
2010-12-01,"4745959.9457","63431.612309999997","43298.65395","20132.958360000001","0","1858961.9879600001","1445623.5910200002","411865.68992999999","0","1472.7070100000001","2773007.7959399996","1575653.1053899999","1197287.8762099999","0","66.814340000000001","50558.549490000005","34834.119760000001","15724.42973","-","391052.94689000002","0.30481000000000003","236914.5992","154138.04288000002","49736.052369999998","49677.787199999999","58.265170000000005","-","0","265313.81645999994","490640.82763000013","619348.58880000003"
2011-01-01,"4778221.8591200002","77600.74317999999","57746.323400000001","19854.419779999997","0","1863655.3714600003","1454898.3872600002","407067.05541000003","0","1689.9287899999999","2785942.3209799998","1603104.1180900002","1182771.0297699999","0","67.173119999999997","51023.423499999997","35171.528259999999","15851.89524","-","389803.43899000005","0.30480000000000002","238395.27627","151407.85792000001","36884.017789999998","36844.464690000001","39.553100000000001","-","0","257159.31645999997","513801.45111000002","633003.54297000007"
2011-02-01,"4737152.5411600005","59321.091410000008","38723.502770000006","20597.588640000002","0","1845715.4465800002","1437636.9421300003","407541.22037999996","0","537.28407000000004","2778783.9502599998","1611351.4346399999","1167364.9124799999","0","67.603139999999996","53332.052909999999","35521.961620000002","17810.09129","-","402522.35721000005","0.30393000000000003","243333.83023000002","159188.22305000003","35407.330690000003","35390.592830000001","16.737859999999998","-","0","255184.69532999999","522417.52598999994","632028.59137000004"
2011-03-01,"4862010.8328499999","58390.706210000004","38006.079760000001","20384.62645","0","1930491.7601100004","1520720.6337000004","409183.03259000002","0","588.09382000000005","2822675.3229100001","1665666.7271199999","1156940.47927","0","68.116520000000008","50453.043620000004","34432.825660000002","16020.21796","-","434008.85665000003","0.30304999999999999","256813.21875000003","177195.33485000001","18899.349230000003","18873.095390000002","26.25384","-","0","182645.35372000001","543412.88007999992","645105.56826999993"
2011-04-01,"4906964.7106599994","41567.012140000006","22026.137500000001","19540.874640000002","0","1979728.0273","1572752.9313399999","405947.41775000008","0","1027.67821","2834451.1731499997","1684576.1831399999","1149806.2921900002","0","68.697820000000007","51218.498070000001","35511.7353","15706.762769999999","-","418344.73919000005","0.30260999999999999","246253.04265000005","172091.39392999999","51762.256410000009","51741.082790000008","21.17362","-","0","178335.74146000002","567647.92746999988","658685.12651999993"
2011-05-01,"5082350.3298400007","62723.088340000002","39692.564140000002","23030.524200000003","0","2022192.6841599999","1603976.2929499999","417131.65801000001","0","1084.7331999999999","2947209.99535","1815461.14423","1131679.5480800001","0","69.30304000000001","50224.561990000002","34716.832329999997","15507.729660000001","-","415046.13023000001","0.30260999999999999","242270.23463000002","172775.59299","20677.495789999997","20648.386129999999","29.109660000000002","-","0","188670.74146000002","564743.69684999995","678945.03259999992"
2011-06-01,"5274004.8756800005","57668.186310000005","37564.910240000005","20103.27607","0","2129087.3537600003","1696644.4532800002","431428.48607000004","0","1014.4144099999999","3036087.5337799997","1919543.2345499999","1116474.3828499999","0","69.916380000000004","51161.801829999997","35113.485609999996","16048.316220000001","-","460067.45824000007","0.30216999999999999","267968.29117000004","192098.86490000002","25445.160219999998","25267.680549999997","177.47967000000003","-","0","187800.81246000002","573295.7487900001","699087.55881999992"
2011-07-01,"5379560.9823999992","33208.209540000003","19914.539780000003","13293.669760000001","0","2206694.9223499997","1768939.9664099999","435536.94128000003","0","2218.0146600000003","3087460.6730499994","1965271.2502399997","1122189.4225299999","0","0","52197.177460000006","36195.337270000004","16001.840189999999","-","475317.26706000004","0.30173","265112.40294000006","210204.56238999998","9216.8782099999989","9035.6171799999993","181.26102999999998","-","0","179808.91281000001","585047.66680000001","719767.94851999998"
2011-08-01,"5441160.5765600009","56241.467039999996","43170.376069999998","13071.090969999999","0","2252762.53406","1841270.35714","409331.10542000004","0","2161.0715","3081155.4284500005","1981636.2535000001","1099519.1749500001","0","0","51001.147010000001","35093.787389999998","15907.359619999999","-","513247.64831000008","0.30173","287271.58757000003","225975.75901000001","8086.8922200000006","7916.8788300000006","170.01339000000002","-","0","178559.82315000001","606408.45088999998","742381.32686999999"
2011-09-01,"5518581.7593600005","55490.99048","42502.707670000003","12988.282809999999","0","2283695.49168","1861236.5926100002","420300.91179000004","0","2157.9872800000003","3086323.7584700002","2040709.55899","1045614.1994800001","0","0","93071.518729999996","36246.862509999999","56824.656219999997","-","532884.01648999995","0.30173","282251.32524999999","250632.38950999998","7177.8773100000008","7010.5400200000004","167.33729","-","0","175737.90112999998","719962.76322000008","765645.77391999995"
2011-10-01,"5680385.5795499999","42814.480889999999","29714.811089999999","13099.6698","0","2359530.6449600002","1938935.60773","418440.26776000002","0","2154.7694699999997","3185118.9013799997","2142769.4901199997","1042349.4112600001","0","0","92921.552320000003","36351.62313","56569.929190000003","-","543732.21971999994","0.30173","280892.65682999999","262839.26115999999","8619.7059499999996","8455.9417199999989","163.76423","-","0","175702.31931999998","730687.25797999988","796774.95337"
2011-11-01,"5763512.0632800004","52926.124239999997","38051.63394","14874.490299999999","0","2300406.7725400003","1886108.0316000001","412609.31286000001","0","1689.4280799999999","3287808.3108699997","2249906.0466699996","1037902.2642","0","0","122370.85563000001","65546.896909999996","56823.958720000002","-","551817.21230000001","0.30129","267732.68804000004","284084.22297","8241.1106600000003","8054.6719199999998","186.43873999999997","-","0","158303.77632","759816.24886000005","820425.42683000001"
2011-12-01,"6151586.1550800009","147229.41359000001","129980.86032000001","17248.55327","0","2451150.8617600002","2034391.0542900001","415060.27627999999","0","1699.5311899999999","3432505.0153299998","2392191.3641399997","1040313.65119","0","0","120700.86440000001","64836.934760000004","55863.929640000002","-","622623.22398999997","0.30129","301587.40532999998","321035.51737000002","152797.40209000002","152637.81292000003","159.58917","-","0","147409.63896000001","751364.39833","837740.22675999999"
2012-01-01,"6358651.69771","175319.31716000001","155410.26574","19909.05142","0","2485181.7655500001","2068702.2105","414768.23319","0","1711.3218599999998","3578290.9756999994","2496282.1227499996","1082008.85295","0","0","119859.6393","64003.006309999997","55856.632989999998","-","675870.34590000007","0.30129","356375.65312000003","319494.39149000001","41467.169960000007","41310.707350000004","156.46261000000001","-","0","147409.63896000001","762354.90423999995","853667.64092999999"
