"MES","BCPP01","BCPP02","BCPP03","BCPP04","BCPP05","BCPP06","BCPP07","BCPP08","BCPP09","BCPP10","BCPP11","BCPP12","BCPP13","BCPP14","BCPP15","BCPP16","BCPP17","BCPP18","BCPP19","BCPP20","BCPP21","BCPP22","BCPP23","BCPP24","BCPP25","BCPP26","BCPP27","BCPP28","BCPP29","BCPP30","BCPP31","BCPP32","BCPP33","BCPP34"
2014-06-01,"90992952.997450009","25159343.367369998","17438799.26605","7719963.1858399985","75.845389999999995","505.07008999999999","65833609.630080007","31520982.92334","22832822.337549999","8678129.1085199993","0","10031.477269999999","31648372.701830003","28687825.794710003","2954827.2931099995","9.4409899999999993","5710.1730200000002","2664254.0049100001","1932383.7772100002","731870.16998000001","0","5.772E-2","5453348.9082985334","1582305.275463609","2679996.73808","1191046.8947549241","187538.96516000002","187513.44249000002","25.522669999999998","0","228467.96840000001","670213.28072000004","12147857.400969155","7603131.4958657967"
2014-07-01,"100165309.25294998","24393416.582279999","16912385.487550002","7480699.8339999989","70.580889999999997","260.67984000000001","75771892.670669988","34271140.947920002","25173406.464880001","9087856.9297000002","0","9877.5533400000004","38697210.934859991","35252049.074829996","3440057.7028299998","9.4417500000000008","5094.7154500000006","2803540.7878899998","2013916.8982099998","789623.83163000003","0","5.8049999999999997E-2","8887919.277886413","2712554.5808736095","4532099.7923900001","1643264.904622803","242124.17823999998","242089.02903999996","35.149199999999993","0","220841.44313","755505.46084000007","13967252.870060714","9040836.1430257969"
2014-08-01,"101133681.53648999","24043700.524869997","16794033.261529997","7249333.8811500007","68.538449999999997","264.84373999999997","77089981.01162","34470103.643850006","25414210.455100004","9046255.2137500029","0","9637.9750000000004","39843651.50931","36357290.144129999","3480896.8741100002","9.4425000000000008","5455.0485699999999","2776225.8584600003","1998215.9895599999","778009.8105299999","0","5.8369999999999998E-2","7935764.7714664107","2227801.7075936086","4081548.5692499992","1626414.4946228031","244544.69826999999","244514.05671999999","30.641549999999999","0","158635.14540000004","762397.70463000005","14223275.78026193","9196248.7778057978"
2014-09-01,"104565499.15785001","25587375.934570003","18465427.746160001","7121467.1347299991","68.503430000000009","412.55025000000001","78978123.223280013","35497397.863370001","26424019.737330005","9063786.8767099995","0","9591.2493299999987","40501020.301969998","37041660.328390002","3453866.6001899997","9.4432700000000001","5483.9301199999991","2979705.0579400002","2194349.0516500003","785355.94757999992","0","5.8709999999999998E-2","7731886.9380842913","1501133.7249236091","4632380.365720001","1598372.8474406817","253045.33916","252996.36596","48.973199999999991","0","243630.55843000003","762710.09742999997","13818482.613772476","9339843.4504257962"
2014-10-01,"106754037.19415","25952530.211480003","18454766.256070003","7497541.4976599999","68.503430000000009","153.95432","80801506.982669994","36303863.420850001","27264026.801990002","9030181.8477099985","0","9654.7711500000005","41569299.470229991","38166835.604409993","3397369.3254900007","9.4440200000000001","5085.0963099999999","2928344.0915899999","2192253.31703","736090.71561000007","0","5.8950000000000002E-2","8655622.8088648971","1961394.6118436088","5119471.9551200001","1574756.2419012876","248554.09858999998","248508.11813999998","45.980450000000005","0","336388.86404999997","743509.46216","14084268.800671482","9488758.8164157961"
2014-11-01,"109389090.79296","28044180.519069996","20460067.983679999","7583474.7033900004","196.48584999999997","441.34614999999991","81344910.273890004","35842808.805369996","26854895.370269999","8978340.3098899964","0","9573.1252099999983","42237993.863409996","38883249.93536","3349671.0388799999","9.4447800000000015","5063.4443899999997","3264107.6051100004","2386354.9871900002","877752.5588","0","5.9119999999999999E-2","8199266.8644027757","1505349.1583636091","5160951.8398099998","1532965.8662291663","265294.10803999996","265255.27418999997","38.833849999999998","0","428383.22663000005","714513.63329999999","14422738.817690581","9633771.438955795"
2014-12-01,"115792025.49409997","29023437.618209995","21275663.936239999","7747479.4844599999","126.99000000000001","167.20751000000001","86768587.875889987","40001592.636809997","30781999.704319999","9209139.6770199984","0","10453.255469999998","43432389.487869993","40214053.437399991","3213280.2964300006","9.4455400000000012","5046.3085000000001","3334605.7512100004","2352954.8376000002","981650.85427999997","0","5.9330000000000001E-2","7664684.7078655018","1598056.3105236092","4553387.9590099994","1513240.4383318934","876657.65382999997","876622.05397999997","35.599849999999996","0","441121.23452000006","704265.12821","13647762.59403","10051453.598565795"
2015-01-01,"114416102.904","28744224.253069997","20923001.854979996","7820748.6648000013","91.336579999999998","382.39670999999998","85671878.650930002","38441146.751800001","29139870.397410002","9290613.3366800006","0","10663.01771","43953424.935829997","40796345.444480002","3151700.5481400001","9.446299999999999","5369.4969099999998","3277306.9632999999","2370718.5700900001","906588.33364999993","0","5.9560000000000002E-2","7391728.417665503","1503134.4929436091","4386721.5618500002","1501872.3628718937","1094487.5075699999","1094446.89273","40.614840000000001","0","585918.64266000001","662141.93680999998","13816835.317120001","9897282.1250357963"
2015-02-01,"114931622.57221001","28122800.266290002","20170135.432320002","7951853.1233600006","69.103319999999997","742.60729000000003","86808822.305920005","38827501.05917","29522660.335580006","9295036.4527699985","0","9804.2708200000015","44529097.320659995","41389948.97146","3134377.9686500002","9.4470599999999987","4760.9334899999994","3452223.9260900002","2403665.1215300001","1048558.7447299999","0","5.9830000000000001E-2","7634520.1033655023","1501871.443143609","4646236.18004","1486412.4801818936","1039001.6129999998","1038962.2440799997","39.368919999999996","0","721883.10392999998","647799.87324999995","14371660.030100001","9755715.6420557965"
2015-03-01,"114936239.86081","28889724.216289997","20571430.994739994","8317414.6987600019","69.153279999999995","809.36950999999999","86046515.64452","37963445.661030002","28570711.027310003","9383264.9545500018","0","9469.6791699999994","44703523.393849999","41592781.210299999","3105909.5656400002","11.249049999999999","4821.3688600000005","3379546.5896399999","2341611.48642","1037935.04311","0","6.0109999999999997E-2","7798861.3852461092","1500108.4670736091","4837522.4717100002","1461230.4464624997","1116215.66444","1116166.8806","48.783839999999998","0","766415.80615999992","706678.50755999994","15213003.821519999","9787070.9318157956"
2015-04-01,"115406091.97795999","28017441.157750003","19585396.904510003","8431159.3791199997","69.153279999999995","815.72084000000007","87388650.820209995","38958036.016410001","29434600.544599999","9513647.5312099997","0","9787.9406000000017","44988306.785950005","41871731.444250003","3113535.9510299996","11.24981","3028.1408600000004","3442308.0178499999","2405103.73698","1037204.2205099999","0","6.0359999999999997E-2","7487974.7148536844","1500538.3139036091","4533957.1480599996","1453479.2528900756","864262.85160000005","864204.95364000008","57.897959999999998","0","709811.18867000006","804881.26945000002","15667653.970409999","9877989.5376957972"
2015-05-01,"118551823.57874998","28697955.491070006","19850039.676770005","8847600.7117199991","69.153279999999995","245.94929999999999","89853868.087679982","39777172.022509992","30134036.824309994","9630552.4787399974","0","12582.71946","46758878.888800003","43695088.316630006","3060873.1021599993","11.25057","2906.2194399999998","3317817.1763700005","2352287.6656300002","965529.45017999993","0","6.0560000000000003E-2","7311282.6235688357","1500202.754543609","4384294.0172699997","1426785.851755227","257212.58922999998","257150.32082999998","62.2684","0","676667.28287","803014.98503999994","15128562.993959999","9996095.6893700007"
2015-06-01,"122080472.39591999","29478076.046939999","20858149.119139999","8619152.1124900002","69.153279999999995","705.66203000000007","92602396.348979995","41188712.243530005","31454679.214329999","9722897.8907800019","0","11135.138419999996","48101690.263579994","44962526.754610002","3136345.6292000003","11.25132","2806.6284500000002","3311993.8418699997","2365890.2086399999","946103.57245999994","0","6.0770000000000005E-2","7338988.255088836","1501225.2060736092","4466676.5154999997","1371086.5335152273","257317.00884000002","257255.34303000002","61.665810000000008","0","711097.00741999992","793130.71061999991","15392891.566229997","10243312.743580002"
2015-07-01,"121606654.97538002","27673488.228070002","18917953.933780003","8755261.4599900004","69.153270000000006","203.68103000000002","93933166.747310013","41099046.172150008","31363895.351360008","9723822.9672300015","0","11327.853560000001","49507940.092540003","46353923.40008001","3151190.94514","11.252090000000001","2814.49523","3326180.4826199999","2322251.2043599999","1003928.10549","0","1.1727700000000001","7434167.7626488367","1500271.352453609","4519397.6153100003","1414498.7948852272","344778.30282000004","344728.57573000004","49.727090000000004","0","783174.26737000002","1064805.3628199999","15379993.745180001","10407919.560100002"
2015-08-01,"123656429.37770998","27409550.563620001","19022712.06504","8386509.2565199994","69.153279999999995","260.08877999999999","96246878.814089984","43201257.635809995","33229312.792149998","9961666.5711299982","0","10278.27253","49776964.27336999","46676600.033679999","3097227.5681099999","3.77963","3132.8919500000002","3268656.90491","2350546.9859699998","918109.17920000001","0","0.73974000000000006","7304548.296068836","1499057.8533336092","4406486.2329500001","1399004.2097852272","236473.08053999997","236428.25187999997","44.828660000000006","0","783460.31844000006","1060438.9738699999","15498939.278469998","10542130.732680002"
2015-09-01,"126621931.62853001","28593790.356080007","20001628.602860004","8591876.5684200004","69.153279999999995","216.03152000000003","98028141.27245","44669248.891839996","34606929.428269997","10049717.690670002","0","12601.772900000002","49926255.80962","46885625.874289997","3037669.3813499999","3.7803200000000001","2956.7736600000003","3432636.5709899999","2509475.1145000001","923161.39523000002","0","6.1259999999999995E-2","6901889.4851588365","1497074.299163609","4032847.2278899997","1371967.9581052274","269811.19028999988","269733.70863999991","77.481650000000002","0","776359.01774000004","1045946.3544399999","15510043.230890002","10673133.39937"
2015-10-01,"128465869.93708001","28486648.12723","20509962.590679999","7976403.5819600001","69.153279999999995","212.80131","99979221.809850007","45540741.55037","35577736.479369998","9950304.9260900002","0","12700.144909999999","50939868.587340005","47875449.721620001","3061456.4417099999","3.7810199999999998","2958.6429900000003","3498611.6721399999","2620717.40203","877894.04258000001","0","0.22753000000000001","6948866.0102088349","1493081.6374836089","4105736.5745299994","1350047.798195227","319756.26072999998","319699.57796999998","56.682759999999995","0","660188.58692999999","1098432.51208","15608346.370310001","10795167.845510002"
2015-11-01,"130827490.82786","30308290.525230002","22279573.565730002","8028095.1762500005","69.153279999999995","552.62996999999996","100519200.30262999","46469583.657769993","36532011.081890002","9925142.1480599977","0","12430.427820000001","50278906.052100003","47230202.052620001","3045731.0171399997","3.7816999999999998","2969.20064","3770710.5927599999","2805260.5471199998","965449.97768000001","0","6.7959999999999993E-2","7215048.3630588371","1492375.146183609","4310931.2429200001","1411741.9739552275","234609.19051999997","234555.55204999997","53.638469999999998","0","562676.34811999998","1084139.44346","16004284.577210004","10918144.85282"
2015-12-01,"140014527.45640001","33244625.869239997","24634217.966589995","8610098.2820999995","69.153279999999995","240.46726999999998","106769901.58716001","51701830.457790002","41722853.355660006","9966972.43774","0","12004.664390000002","51153017.80562","48096270.156570002","3053768.0195900002","3.7823800000000003","2975.8470800000005","3915053.3237500004","2948421.0871900003","966632.17470999993","0","6.1850000000000002E-2","7621417.0366528369","1495780.5609776091","4697089.7380100004","1428546.7376652271","907192.10482000012","907104.57621000009","87.528610000000015","0","618396.40818999999","1093280.2986600001","15369948.687490003","11326029.7017"
