"MES","BCXP01","BCXP02","BCXP03","BCXP04","BCXP05","BCXP06","BCXP07","BCXP08","BCXP09","BCXP10","BCXP11","BCXP12","BCXP13","BCXP14","BCXP15","BCXP16","BCXP17","BCXP18","BCXP19","BCXP20","BCXP21","BCXP22","BCXP23","BCXP24","BCXP25","BCXP26","BCXP27","BCXP28","BCXP29","BCXP30","BCXP31","BCXP32","BCXP33","BCXP34"
2004-11-01,"19498962.52","5413089.0809999993","1308965.977","4048083.9750000001","56039.129000000001",,"14085873.439000001","4588373.9969999995","672806.30299999996","3795007.7769999998","11760.044","108799.87300000001","9281161.4850000013","169389.26","8847184.8530000001","158898.99299999999","105688.379","216337.95699999999","59833.298999999999","155464.33600000001","1040.3219999999999",,"6349856","2999392","843588","2506876","95542","93732","1810","0","187829","647673","6934142","1034726"
2004-12-01,"20008744.716000002","5504224.2440000009","1392040.084","3993191.3450000002","118992.815",,"14504520.472000001","4892819.0190000003","836474.39099999995","3912529.3429999999","11202.504999999999","132612.78","9413356.932","187835.277","9001301.2339999992","105789.14599999999","118431.27499999999","198344.52099999998","35307.839999999997","161994.54999999999","1042.1310000000001",,"6473809","3075354","915175","2483280","114256","110891","3365","0","289748","668637","6855949","995668"
2005-01-01,"20599619.967359997","5449382.5999999996","1353788.69","3972137.01","123456.9",,"15150237.36736","4996752.26","785963.07","4060814.49","9577.8700000000008","140396.82999999999","9940871.1199999992","165771.57","9507303.5800000001","106767.45","161028.51999999999","212613.98735999997","39866.746529999997","171673.33402999997","1040.4886200000001","33.41818","6435729.4508128017","2998789.6598636103","894660.11724915251","2542279.6737000383","111247.11557999997","108633.99449999997","2613.1210799999999","0","168681.92806000001","871262.8110799999","6972464.8278150121","1111801.5438335806"
2005-02-01,"20665890.688159999","5316537.5463400008","1335991.39331","3845215.4081400009","135330.74489",,"15349353.141819997","4919811.5525899995","803321.88370999985","3979797.9687699997","8543.9879299999993","128147.71218","10190449.764389997","205869.52424000003","9702614.9772099983","110884.27677000001","171080.98616999999","239091.82483999999","43117.964350000002","194894.85154","1041.9939000000002","37.015050000000002","6617840.5540155899","2994606.937953779","1106518.4121272883","2516715.2039345223","111185.0977","108674.13273","2510.96497","0","166460.54097999999","866092.68630000018","7040153.2510155523","1069311.196677878"
2005-03-01,"20454013.776979998","5255362.9298700001","1285516.0973000003","3827066.6020000004","142780.23056999999",,"15198650.84711","4872671.4970999993","776400.92433999991","3951573.73765","8102.5458200000003","136594.28929000002","10088773.48332","200651.93469000002","9614838.422869999","101770.92509","171512.20066999999","237205.86669","58688.697030000003","177435.67586999998","1040.6470399999998","40.84675","6564024.4035691675","2995423.3150721174","1069955.6882035595","2498645.4002934913","120670.68186","118207.7729","2462.9089599999998","0","160885.45980000001","802816.21078999992","7172031.2429255527","1053730.5907164745"
2005-04-01,"21155895.297640003","5299016.5316200005","1234135.2679900001","3916030.3028000002","148850.96083000003",,"15856878.766020002","5200527.0535599999","815968.74975999992","4236392.3516699998","7513.1284900000001","140652.82363999999","10429093.925110001","232716.60304000005","9892120.6861800011","106079.05555000002","198177.58033999999","227257.78734999997","65202.441000000006","160972.21944999998","1038.86094","44.26596","6599037.2726603672","3001779.1914233174","1136043.6668135591","2461214.4144234913","259417.23663999999","257177.20905999999","2240.0275799999999","0","145734.15199000001","781282.81802000001","7111068.5023455536","1074268.8757264744"
2005-05-01,"21273965.889869999","5353416.1587800002","1319732.50691","3922552.6144099995","111131.03746000001",,"15920549.73109","5238699.7930100001","781800.42883999983","4294455.8019699994","7396.6612400000004","155046.90096000003","10468980.895889999","201536.48045","9873838.7631599996","88339.835729999992","305265.81654999999","212869.04219000004","45373.103800000004","166385.34135","1057.2624499999999","53.334589999999999","6368063.9966807682","2990713.3463037172","901257.28353355941","2476093.3668434913","93015.920939999996","88858.724149999995","4157.19679","0","121799.03118000001","818374.85052999994","7075124.5030455515","1051941.5069164743"
2005-06-01,"20952437.784810003","5220262.0119999992","1310867.9029399997","3820572.8373199999","88821.271740000011",,"15732175.772810003","5064922.0155700007","828943.94805000001","4073779.9259600001","4236.4657300000008","157961.67582999999","10470929.95404","200465.83180000001","9865715.0652700011","80781.325479999985","323967.73148999998","196323.80319999999","40194.947789999998","155015.59432999999","1054.34897","58.912109999999998","6579060.953966368","2989032.5759493168","1069541.3882135595","2520486.9898034912","93123.73775","88847.582580000002","4276.15517","0","176773.74790999998","804964.89397000009","7413031.5394355524","1046759.6177864749"
2005-07-01,"21223167.166769996","5329022.0129300002","1453187.6465700001","3807870.8303999999","67963.535960000008",,"15894145.153839998","5119821.1804599995","817496.56730999995","4132556.3002099996","3663.6625899999999","166104.65034999998","10570000.61538","248801.38584999999","9927478.9601600002","72709.020229999995","321011.24913999997","204323.35800000001","48656.794970000003","154566.12698","1045.6616900000001","54.774360000000001","6443795.9086048007","2978794.8474056106","979586.08786915266","2485414.9733300381","285573.59710000001","281566.75286000001","4006.8442400000004","0","133936.9117","792641.04148999986","7389234.4209455522","1068656.7127535809"
2005-08-01,"21936539.016960002","5715706.7463400001","1535668.8191199999","4053260.00612","126777.92110000001",,"16220832.270620001","5274142.0457100002","923663.94678999984","4165442.9854600006","3090.2615099999998","181944.85194999998","10727024.896120001","233687.20457","10097308.256280001","65630.308919999996","330399.12635000004","219665.32879000003","44349.882969999999","174204.52054000003","1042.3873799999999","68.537899999999993","6553956.3188661225","2966752.6378521724","1131307.3382628814","2455896.342751069","87352.165850000005","83420.080740000005","3932.08511","0","128349.89631000001","803970.45647999994","7398532.4661455518","1102097.3961049849"
2005-09-01,"22070590.231830005","5678060.0817500008","1544689.2070300002","4025612.9448000006","107749.78345999999","8.1464599999999994","16392530.150080003","5424434.9692300009","1027012.7076000001","4211206.3151600007","3048.3060900000005","183167.64037999997","10764730.91605","272857.61064999999","10110472.84323","59587.730100000001","321812.73207000003","203364.2648","43308.033370000005","158962.53750999999","1036.2941900000001","57.399730000000005","6570466.5627246331","2961126.4202433033","1199220.4311747458","2410119.7113065841","84327.112380000006","80254.634409999999","4072.4779700000004","0","118943.22455000001","852878.39075000014","7424439.1192955524","1142293.6178106864"
2005-10-01,"22656921.266449999","6304924.8086999999","1954147.5503699998","4237985.95041","112540.79700000001","250.51092","16351996.45775","5568062.2992400005","1061901.92142","4313662.8315399997","2468.4161200000003","190029.13016","10544957.147629999","267048.25916999998","9897757.4932999983","54643.659350000002","325507.73581000004","238977.01088000002","56598.564460000009","181275.55944000001","1047.26125","55.625730000000004","6519321.948094856","2953186.9894387657","1223517.1786884747","2342617.7799676154","76613.072","72759.742689999999","3853.3293099999996","0","119902.92331000001","962236.73629999999","7691045.0934215896","1291975.0767620904"
2005-11-01,"23339566.073059998","7155096.0637899991","2369782.7971599991","4672713.8717599995","111339.29754","1260.0973300000001","16184470.009269999","5635972.7339399997","1071969.24587","4356074.8414000003","2305.9726499999997","205622.67402000001","10314382.488089999","264930.74677999999","9648293.8803599998","48656.621960000004","352501.23899000004","234114.78724000001","53186.967070000006","179823.55807999999","1045.6253299999998","58.636760000000002","6390292.9838248556","2955792.9220387656","1091180.6494584747","2343319.4123276155","85793.69001999998","82310.662229999987","3483.0277900000001","0","112223.09107999998","1085507.36846","7417700.0768430801","1396807.8131162189"
2005-12-01,"22254200.33783","5888191.9627299998","1795417.7379000001","3960576.43352","91457.964000000007","40739.827310000001","16366008.375100002","5854449.2147600008","1322117.8844000003","4295066.4370900001","2413.35178","234851.54149","10278625.775300002","233986.26748000004","9535548.5200600009","46351.949369999995","462739.03839","232933.38503999999","53473.19846","178366.36186999999","1041.0661299999999","52.758580000000002","6342292.2767648548","2949927.7736287653","1050266.2381684748","2342098.2649676153","134585.86126999999","101684.20879999999","32901.652470000001","0","135722.77033999999","1091249.4251800003","7073267.6367173437","1467299.776346219"
2006-01-01,"21984016.104829997","5857158.4881100003","1824181.5990099998","3891771.9535699999","96795.434500000003","44409.501029999999","16126857.616719998","5683602.5641799998","1285043.0704599996","4170443.7260399996","2344.5075700000002","225771.26010999997","10216440.212819999","265107.85240999999","9468440.7551399991","31324.464069999998","451567.14120000007","226814.83972000002","54590.142420000004","171136.10433","1037.98693","50.60604","6460256.9316548556","2995130.7575087659","1109681.7614184748","2355444.4127276153","188244.38565999997","155741.43104999998","32502.954610000001","0","108585.64586","1075634.22596","6878372.9338270416","1305266.1682720911"
2006-02-01,"22122350.406409994","5940387.3805699982","1771276.1514299996","4043557.9838099992","79461.324800000017","46091.920530000003","16181963.025839997","5629877.5137899993","1185096.7348800001","4217487.4890199993","1576.61248","225716.67740999997","10313303.61083","276475.33526000002","9463031.5647","21094.823969999998","552701.88690000004","238781.90122000003","61567.789749999996","176129.99813000002","1035.5689299999999","48.544410000000006","6468314.7059198655","3041288.3142763963","1150053.971650339","2276972.419993131","392521.65862","358590.51491999999","33931.143700000001","0","113633.35624000001","1074136.0057900001","6976509.4737370443","1132724.6307277931"
2006-03-01,"22148276.757099997","5776276.8338800007","1605787.9953100001","3930476.8270700001","112183.70339","127828.30811000001","16371999.923219996","5729835.9976199996","1324310.9687699999","4164645.1106199995","1564.0890400000001","239315.82918999999","10443438.843559995","266698.99748000002","9531039.7109999973","21750.73156","623949.40351999993","198725.08204000004","42996.313320000001","154643.00977","1028.9344700000001","56.824479999999994","6358518.550931788","2966335.6306535588","1148517.8896140677","2243665.0306641618","142986.93544999999","128166.63795999999","14820.297490000001","0","74689.582519999996","1034776.95015","6978835.1328070424","1167091.1544291968"
2006-04-01,"22145638.827049997","5761253.4169499995","1606284.8255800004","3901298.2769899992","96683.05575","156987.25863","16384385.410099998","5711183.3641000008","1325429.60696","4153845.9759400003","1588.0139300000001","230319.76726999998","10435074.319859998","258645.32414000001","9460065.7267199978","21731.11246","694632.15654000011","238127.72614000001","68104.07295999999","168962.21169000003","1022.8283200000001","38.613169999999997","6430179.2229997003","2933155.1745240903","1291682.5358159323","2205341.5126596773","292057.18028000003","277464.49950000003","14592.680780000001","0","139258.41493999999","1006582.85851","6879189.4420870412","1270984.7373048989"
2006-05-01,"21911127.262180001","5665159.5210900009","1797710.4819799999","3570646.8960000002","63211.237200000003","233590.90591","16245967.741090002","5643111.8493499998","1331726.1340500002","4046511.3959799996","1512.1135499999998","263362.20577","10366941.946180001","273632.86092000001","9315506.54892","21078.07761","756724.45873000007","235913.94556000005","54378.278710000006","180459.51926000003","1039.1747","36.97289","6529683.3219796997","2897546.6103140898","1423907.5758659323","2208229.1357996776","202534.11079999999","187961.91149","14572.199309999998","0","125185.63004","995799.68838999991","6991301.5371270441","1308771.2381948992"
2006-06-01,"21837807.574519999","5606189.8477599993","1824934.4831699999","3399658.8988499995","191538.09189000001","190058.37385","16231617.72676","5679720.0611799993","1505012.0914600003","3930670.8563999995","1416.79591","242620.31740999999","10310496.865940001","302887.48879999999","9171733.8136500008","21076.68331","814798.88018000009","241400.79963999998","64330.576169999993","176000.43472000002","1035.0390500000001","34.749699999999997","6604123.5241841003","2944075.4098984902","1502642.4219359322","2157405.6923496774","107304.63971999999","92644.439769999997","14660.199949999998","0","135475.39817999999","997283.63592999999","6885549.5408770423","1361325.5937248997"
2006-07-01,"22001954.33495","5885063.0307000009","2065144.3305300004","3698163.60702","46081.172810000004","75673.920339999997","16116891.30425","5693731.8717300007","1566090.0194400002","3885939.6677000001","786.74797999999998","240915.43661","10195584.228559999","317244.87948","9054621.8392599989","21077.373210000002","802640.13661000016","227575.20395999998","66013.258650000003","160497.74751999998","1031.1828","33.014989999999997","6610277.9718040982","2868597.8811184894","1530358.0296459319","2211322.0610396769","227325.80716000003","222858.87926000002","4466.9279000000006","0","106903.92155","985497.15026000014","6909696.886237043","1395113.0462648997"
2006-08-01,"22681414.113760002","6091138.8356300006","2017977.2240800001","3929478.8155599996","28435.441750000002","115247.35424","16590275.27813","6060996.5508399997","1677522.18716","4135003.6626200001","637.17009000000007","247833.53096999999","10293607.1447","331621.75488999998","9094757.1388799995","21051.643339999999","846176.60758999991","235671.58258999998","68730.97984","165886.42827999999","1027.0744999999999","27.099970000000003","6591256.9815026037","2851343.5048909206","1536750.5386477967","2203162.9379638857","75540.401819999999","71284.151519999999","4256.2502999999997","0","125391.85943000001","987448.81339999998","6981325.5026870426","1431076.6707506014"
2006-09-01,"23151642.6624","6236456.1500000004","2139959.86876","3969269.3066000002","34861.063569999998","92365.911069999987","16915186.512399998","6230959.5013700007","1743173.33201","4246954.3727900013","637.72676999999999","240194.0698","10449594.692389997","338185.72923","9234390.3860499971","20763.819329999998","856254.75777999999","234632.31863999998","64561.458140000002","169021.97772999998","1022.53264","26.35013","6554220.798802603","2848617.1993109207","1523911.2070377967","2181692.3924538856","72702.075689999998","68369.23517","4332.8405199999997","0","121631.51501999999","977908.81388000015","6996279.7308470439","1473535.4975806014"
2006-10-01,"23493277.510650001","6378299.7140100012","2163165.0215700003","4086706.1276600007","21515.655529999996","106912.90925","17114977.796640001","6388926.8702399991","1669224.6452999997","4473416.8887699991","637.83103000000006","245647.50514000002","10455203.578740001","349306.45300999994","9204980.9410800003","16652.730680000001","884263.45396999991","270847.34766000003","93438.320390000008","176352.76215999998","1031.89202","24.373090000000001","6402853.9190426022","2849458.5305509204","1415204.4055177968","2138190.9829738853","75195.300470000002","70939.733370000002","4255.5671000000002","0","116264.64494","985605.40563000005","7117033.5751870414","1189180.789850601"
2006-11-01,"24568012.008500002","6836251.8084200006","2403320.0521500008","4172309.2887599994","23655.769339999999","236966.69817000002","17731760.200080004","6749895.7025000015","1816319.9543200005","4681234.3383100014","586.73800000000006","251754.67186999996","10703267.204880001","363811.61261000001","9391344.4584600013","16763.630809999999","931347.50300000003","278597.29269999999","81130.140849999996","196416.79582","1031.06673","19.289300000000001","6362743.2425526017","2851603.4406609205","1411031.0165677965","2100108.7853238853","70278.11639000001","66018.531990000003","4259.5843999999997","0","44717.635320000001","967139.28347999998","7232747.1039770432","1244900.9285006011"
2006-12-01,"25391128.628040001","6871630.1638799999","2544155.3469100003","4113465.2583199996","24841.368690000003","189168.18995999999","18519498.464159999","7459285.0078299986","2298560.2200199999","4881579.0528499996","585.37109000000009","278560.36386999994","10832012.16199","404283.95093999995","9571499.1973999999","16723.196449999999","839505.81719999993","228201.29433999999","65538.792929999996","161615.41553","1026.5573999999999","20.528480000000002","6441095.9569773227","2845007.9006697834","1554487.5048715253","2041600.551436014","105782.12111000001","101437.7436","4344.3775100000003","0","82712.28214000001","1105394.0523699999","7079514.970447043","1351090.2310320053"
2007-01-01,"26029341.202530004","7231983.4693900002","2673757.6513299998","4332555.53687","30882.658629999998","194787.62255999999","18797357.733140003","7393396.6940699993","2168665.5580999991","4932133.9206000008","771.68709999999999","291825.52827000007","11186214.359360002","450377.82130999997","9760399.3567900006","21168.255639999999","954268.92561999999","217746.67971000003","59370.004629999996","157364.69401000001","994.67859999999996","17.30247","6466311.4122220417","2838698.6224086448","1763457.9520352541","1864154.8377781427","82396.194319999995","78782.274709999998","3613.9196099999999","0","85742.943230000004","1083647.1486800001","7077852.5995670445","1391509.9447834098"
2007-02-01,"26622001.859060001","7423401.8282099999","2582597.5516100004","4475149.6737899994","17439.944529999997","348214.65827999997","19198600.030850001","7588546.1135100005","2246185.3111400004","5062718.1576899998","498.16048999999998","279144.48418999993","11388822.565610001","480183.65654","9918736.8826599997","21015.638749999998","968886.38766000001","221231.35172999999","74622.111489999996","145599.92465","992.16367000000002","17.151919999999997","6471782.7283467613","2861272.6787375067","1784181.6554989831","1826328.3941102712","86029.977369999993","82479.61623","3550.3611400000004","0","87313.92637999999","1075248.8883500001","7187079.2186870426","1267141.445884814"
2007-03-01,"27307594.19046","7619366.846859999","2507521.23049","4683768.5098499991","12639.019410000001","415438.08710999996","19688227.343600001","7770041.9967","2291736.4092999995","5178938.7332000006","498.16451000000001","298868.68968999997","11696217.856790001","545851.99802000006","10154412.69884","20946.490869999998","975006.66905999999","221967.49011000001","50462.141659999994","170495.58685000002","992.16367000000002","17.597930000000002","6387071.8467467614","2833172.1784975072","1779862.8156489832","1774036.8526002711","105215.31868000003","101588.89019000002","3626.4284900000002","0","46798.589760000003","1049287.8694500001","7286926.4274170408","1173897.922394814"
2007-04-01,"27085847.565829996","7455093.2160399994","2402019.9405899998","4556009.8691999996","6316.9576799999995","490746.44857000001","19630754.349789996","7749271.2847299995","2220894.9736899999","5251351.9193099998","70.423389999999998","276953.96833999996","11612114.803399997","498113.36752999993","10127254.288599998","20946.613880000001","965800.53339","269368.26165999996","66818.342290000001","201540.09750999999","992.16367000000002","17.658189999999998","6399517.5779267615","2861484.790197507","1841490.5161889831","1696542.2715402711","483543.09541999991","479989.06147999992","3554.0339400000003","0","36838.111859999997","1017161.46108","7210560.6019370425","1226733.4534148141"
2007-05-01,"28184096.025599994","7920761.9957199991","2673506.2316000001","4851076.4093999984","2852.1000600000002","393327.25466000004","20263334.029879995","8139597.4322499977","2461562.88423","5360889.7007099986","70.245660000000001","317074.60165000003","11903370.454939999","572583.93238000001","10335372.057639999","20892.846280000002","974521.61864","220366.14269000001","62284.661770000006","157074.11257","989.64867000000004","17.71968","6321354.2669914812","2908834.1332463692","1793627.5404027121","1618892.5933423997","83835.796370000011","80290.107220000005","3545.6891499999992","0","33988.838100000001","1046811.58449","7176100.4805370439","1270690.1089362176"
2007-06-01,"28960666.21311","8376917.9248700002","2907843.5161900008","5085016.9719299991","3128.29241","380929.14434","20583748.288240001","8239187.6993800011","2499105.5405999999","5463437.5525100008","70.067930000000004","276574.53833999997","12111895.735860001","730226.88806999999","10394386.948419999","20893.691330000001","966388.20803999994","232664.85300000003","61670.041769999996","169989.58977000002","987.13367000000005","18.087790000000002","6127257.7927162005","2886370.9784652316","1666595.9310364407","1574290.8832145284","83671.934789999999","81946.987720000005","1724.9470700000002","0","38534.177630000006","997819.80610000005","7170183.4719670415","1328710.957017622"
2007-07-01,"28962524.654399998","8102136.7002299996","2842977.8694500006","4940796.4972599996","1451.55908","316910.77444000001","20860387.95417","8387867.39542","2706229.6498699998","5363768.3725800002","69.35466000000001","317800.01830999996","12178065.130699998","846980.96083","10350638.727669999","20679.341480000003","959766.10071999999","294455.42804999999","124329.05700999999","169131.05392999999","977.0740199999999","18.243089999999999","6040388.3581850789","2819942.1038106801","1702508.9632613559","1517937.2911130427","71120.797670000014","70637.433140000008","483.36453","0","39454.615519999999","969292.96829999995","7123567.2778770449","1357387.707363239"
2007-08-01,"29346733.823449999","8109052.56666","3067316.0758000007","4686197.04892","1712.09094","353827.35100000002","21237681.256790001","8932308.2884900011","3300212.88424","5267603.7678700015","68.819860000000006","364422.81652000005","12067520.476220001","928122.29138000018","10153629.571380001","20519.95161","965248.66184999992","237852.49208","64858.560890000001","172022.55147999999","969.52904999999998","1.85066","5980722.4681992363","2765643.1461972664","1731263.952022542","1483815.3699794284","74741.601239999989","74190.520959999994","551.08028000000002","0","58573.003619999996","956449.21539000003","7135757.1238170443","1427995.9202374506"
2007-09-01,"29811537.101839997","8214858.3936800007","3276829.2765699998","4646443.5849900004","1157.1702500000001","290428.36186999996","21596678.708159998","9220471.9139900021","3376785.6727799992","5394358.470350001","68.820630000000008","449258.95023000002","12153224.115469998","954538.62419999996","10172893.788449999","20539.675640000001","1005252.0271799999","222982.67870000002","66936.969839999991","155074.02809000001","969.52904999999998","2.1517200000000001","5811262.1207292359","2758675.0146372658","1596894.2054125424","1455692.9006794286","86258.550029999999","85631.881020000001","626.66900999999996","0","57167.088869999992","947197.21554000012","7181699.8059170414","1507433.8403374504"
2007-10-01,"30267470.270149998","8325246.5296599995","3425616.6651699999","4505953.2931399997","780.0311999999999","392896.5401499999","21942223.740490001","9504423.8916999996","3438391.2398999999","5557974.6103399992","68.464370000000002","507989.57708999998","12215628.927820001","974511.96882000007","10112217.65092","20383.090180000003","1108516.2179","222170.92097000001","68945.007260000013","152259.42788999999","964.49905999999999","1.9867600000000001","5807206.423964276","2751542.8360005906","1634717.4338000002","1420946.1541636856","79077.026800000021","78442.511710000021","634.51508999999999","0","89282.371490000005","911324.63963999983","7107024.9783791322","1606331.965920259"
2007-11-01,"30293710.767900001","8235422.8746699998","3429928.3106199997","4337645.3918099999","751.07956999999999","467098.09267000004","22058287.893230002","9662795.8144700006","3574760.9328000005","5495894.6961199995","16.493470000000002","592123.69207999995","12113061.101019999","1009105.11853","9881631.7166299988","20580.79869","1201743.4671700001","282430.97774","74892.272880000004","206588.04344000001","949.08178999999996","1.5796299999999999","5864797.0707069151","2890914.1130815148","1558315.7482374576","1415567.2093879431","90102.543640000004","89622.738450000004","479.80518999999998","0","64497.689230000004","903628.45029999991","7214627.5874212254","1667080.6228230672"
2007-12-01,"30997963.19311","8203818.5632300004","3583584.1100100004","4226623.3312800005","707.50311999999997","392903.61881999997","22794144.62988","10434089.89026","4353241.3410399994","5339730.6098300004","16.36392","741101.57547000004","12056758.13658","1082470.8336499999","9658088.2430199999","20391.383100000003","1295807.6768100001","303296.60304000002","111187.75099000002","191165.30376000001","941.61850000000004","1.9297899999999999","5702616.6286652731","2980039.1832423005","1393235.1572786444","1329342.2881443286","112827.48065000001","112257.23567000001","570.24497999999994","0","121830.99863999999","930761.94406000001","7029353.753074361","1862869.7668672793"
2008-01-01,"32263256.447750006","8891858.2869700007","3658846.1714500003","4633484.0225299997","596.35675000000003","598931.73624","23371398.160780005","10836458.667510003","4330894.0598300006","5591699.4774700012","16.277619999999999","913848.85259000002","12279358.365890002","1192958.5453100004","9624004.1519800015","20206.295489999997","1442189.37311","255581.12737999999","81790.235990000016","172852.47907","936.64296999999999","1.76935","5526429.0517087113","2694003.4286240246","1519997.3533661016","1312428.2697185858","159472.60348999998","158750.11562999999","722.48786000000007","0","83570.587950000001","979652.22914000007","7222841.9858164489","1786214.8524900875"
2008-02-01,"33272385.950999998","9289273.70242","3764044.3153300001","4751625.4710400002","416.24637000000001","773187.66967999993","23983112.248579998","11381993.20836","4604566.3748400006","5531192.5838399995","16.191300000000002","1246218.0583800001","12341303.289069995","1238533.5900600001","9501638.9059599973","19963.67986","1581167.1131899999","259815.75115","74325.565480000005","184556.97745000001","931.66743999999994","1.54078","5414463.966393752","2781869.89109735","1338936.1411235596","1293657.9341728431","122401.34524000001","121477.11703000001","924.22820999999999","0","78444.500950000001","1034339.0142399999","7304484.4312085416","1671767.2057928955"
2008-03-01,"33552323.346479997","9376164.0512799993","3888550.8251100001","4740136.5567299984","311.99110000000002","747164.6783400001","24176159.295199998","11612772.026589999","4589281.8220799994","5552814.7391500007","15.996889999999999","1470659.46847","12323084.12614","1263362.1755000001","9247474.3045000006","19561.137579999999","1792686.50856","240303.14246999999","72981.93376","166399.58441000001","920.47249999999997","1.1517999999999999","5388530.7932573901","2734645.5072346292","1388233.0012203387","1265652.2848024219","116719.45998","115291.30205","1428.1579299999999","0","47778.45307000001","1014867.84331","7215654.3569632461","1845866.3255742148"
2008-04-01,"34160476.394129999","9418270.2408800013","3850679.2631999999","4680854.0788500002","257.91050999999999","886478.98831999989","24742206.153249998","12020419.291719999","4808369.4167999998","5422403.0406400012","15.780860000000001","1789631.05342","12390853.632199999","1352278.31311","9172625.6709000003","19296.505529999999","1846653.1426599999","330933.22933","165551.46005999998","164471.92087999999","908.03370000000007","1.8146900000000001","5447577.1409520814","2842882.5881589395","1355502.8618089831","1249191.6909841585","160511.10774000001","159182.40142000001","1328.70632","0","63028.865539999999","1008077.73623","7217885.1034584697","2033073.9981412345"
2008-05-01,"35224848.945990004","9842825.3345600013","4005837.8726600003","5000493.6442100015","192.50979999999998","836301.30789000005","25382023.611430004","12818844.073070001","5212768.0445100013","5429765.3731300002","15.586450000000001","2176295.06898","12286287.708640002","1416593.44472","8996689.9562100004","19058.892019999999","1853945.4156900002","276891.82971999998","116326.70506000001","159665.60935000001","896.83878000000004","2.6765300000000001","5289220.7002919484","2708414.0924016805","1337969.3179657625","1242837.2899245047","238624.10683","237489.05034000002","1135.0564899999999","0","84692.768779999999","1069293.10078","7114042.2335137539","2155846.9225325524"
2008-06-01,"34890600.456430003","9324179.68255","4120318.6784600001","4338376.1061300002","226.83188999999999","865258.06607000006","25566420.773880001","13051972.733040001","5204328.4538600007","5313526.6566899996","15.39311","2534102.2293799999","12287994.092730001","1481003.7789200004","8853960.9484099988","18821.271430000001","1934208.0939699998","226453.94811000003","78150.650550000006","147414.16716000001","885.64379000000008","3.4866100000000002","5136060.000865519","2564910.7801381256","1341525.5094325426","1229623.7112948503","106148.97504","104949.95329","1199.0217499999999","0","81494.087500000009","1076728.3481999999","7104564.407877937","2309020.3548738714"
2008-07-01,"35953530.92667","9898800.7419499997","4351880.0976400003","4554434.6988100009","212.12268000000003","992273.82282000012","26054730.184720002","13384184.714640001","5376476.093249999","5097194.3201900003","15.220270000000001","2910499.0809300002","12429462.143309999","1532327.5797800003","8824498.0421499982","18646.77146","2053989.7499199999","241083.32676999999","83016.9611","157186.34201999998","875.69275000000005","4.3309000000000006","5291193.5440094918","2692485.0521446541","1387990.8469174579","1210717.6449473803","87690.992370000007","86690.982780000006","1000.0095899999999","0","71242.430729999993","1074567.2534700003","7076564.665670542","2440776.6093494878"
2008-08-01,"35827124.174729995","9579878.2283699997","4514946.4640899999","4097797.9792799987","282.84337000000005","966850.94163000002","26247245.946359996","13578041.34667","5677157.6418900006","4909818.4207499996","15.15438","2991050.12965","12355453.807469998","1545885.31956","8786451.8178999983","18521.596830000002","2004595.0731799998","313750.79221999994","91970.070089999979","220903.80820999999","871.96110999999996","4.9528100000000004","5108320.1155727822","2585203.4982389025","1331989.1468130508","1191127.4705208289","100179.41922000001","99266.032330000016","913.38689000000011","0","219191.50111000001","1082177.8429400001","7201977.9103852706","2577577.9933865941"
2008-09-01,"36518118.438129999","9939465.2000699993","4955191.4975999994","4056728.7686600001","358.50693000000001","927186.42688000016","26578653.238059998","13515524.355359999","5662034.0699499995","4908946.686830001","15.111270000000001","2944528.4873099998","12726591.69503","1771293.3645300004","8912727.9118999988","18469.18837","2024101.2302300001","336537.18766999996","119908.94714999999","215751.24101999999","869.47334999999998","7.5261500000000003","4870169.4262708761","2557533.2717276346","1125533.1020767798","1187103.0524664614","103137.88057000001","102066.47862000001","1071.4019499999999","0","173728.91772999999","1089785.7463099998","7230567.2237984221","2562495.3760979986"
2008-10-01,"36274922.113129996","9493048.9950699974","4605717.3819299983","3927901.9938499993","181.80458999999999","959247.81469999987","26781873.11806","13514943.46869","5604041.5150800003","5210991.4650100004","15.06817","2699895.4204299999","12869792.647969998","1723957.3378300001","9146865.5226299986","18416.903200000001","1980552.8843100001","397137.00140000001","89765.178500000024","306494.79657000001","866.98557999999991","10.040749999999999","4882198.1420908701","2645429.6238382673","1057345.8395805084","1179422.6786720939","170739.47672999999","169889.24302999998","850.2337","0","194272.70673999999","1150384.3751400001","7431866.3881515749","2660632.9104594029"
2008-11-01,"36546508.856519997","9334104.8101100009","4464036.5668400005","3838402.50269","172.15900999999999","1031493.5815699999","27212404.046409998","13500312.269449998","5436606.3728999989","5622553.7344599999","15.06831","2441137.0937799998","13329350.245519999","1852849.5678400004","9528636.8752800003","18417.337720000003","1929446.4646800002","382741.53144000005","92245.070690000008","289617.89647000004","866.98557999999991","11.578700000000001","4999129.3897608705","2667969.1661982676","1179552.5451805086","1151607.6783820938","114212.17680999999","113186.61900999999","1025.5578","0","146941.68221","1141323.3752100002","7386983.3284715731","2758372.9780394025"
