"MES","BCXP01","BCXP02","BCXP03","BCXP04","BCXP05","BCXP06","BCXP07","BCXP08","BCXP09","BCXP10","BCXP11","BCXP12","BCXP13","BCXP14","BCXP15","BCXP16","BCXP17","BCXP18","BCXP19","BCXP20","BCXP21","BCXP22","BCXP23","BCXP24","BCXP25","BCXP26","BCXP27","BCXP28","BCXP29","BCXP30","BCXP31","BCXP32","BCXP33","BCXP34"
2013-01-01,"73856291.725568578","20320031.828172233","13467935.653955132","6851563.534327101","177.41754","355.22235000000001","53536259.897396341","25103291.723565355","17333689.778107729","7761179.9961576285","2.0765500000000001","8419.8727500000005","26559008.662829269","21419518.018130001","5132579.4659592696","10.741850000000001","6900.4368900000009","1873959.5110017199","1393018.3752057699","480940.23785522999","0.84465071999999997","5.3290000000000004E-2","4337278.1663158359","1621118.433880609","1709406.74801","1006752.9844252273","529372.08192999999","528798.46507000003","573.61685999999997","0","79432.809800000003","600626.48738999991","10129557.378661422","6334343.2717200005"
2013-02-01,"74977758.900209278","21047754.561971113","13847805.302957566","7199302.6303035477","136.71720999999999","509.91150000000005","53930004.338238172","25140047.483702675","17335073.029058859","7796467.6059738165","2.0765500000000001","8504.7721200000015","26880653.990989637","21849946.50403","5023778.7387696356","10.742810000000002","6918.0053800000005","1909302.8635458597","1428081.5890028849","481220.79871761496","0.42232535999999998","5.3499999999999999E-2","4215591.8733512908","1616752.8376506092","1631714.4025000001","967124.63320068188","499160.40726999997","498614.14509999997","546.26216999999997","0","121016.36487999999","583612.65544","10388885.36428071","6189918.2241699994"
2013-03-01,"75283515.681823432","20929842.780142888","13827981.538230048","7101172.0644628396","95.130049999999983","594.04739999999993","54353672.901680544","24965718.011570148","17117053.045013092","7840069.4368670536","2.0765500000000001","8593.4531400000014","27447993.611109711","22504323.906280003","4936933.6792997085","10.74377","6725.2817599999998","1939961.2790006879","1475153.1839943079","464807.70345609199","0.33786028800000001","5.3690000000000002E-2","4226126.3865315942","1617266.4670406091","1656296.1812700003","952563.73822098481","601902.49006999994","601420.74670999998","481.74336","0","115074.40356999999","556884.36727000005","10520896.449086569","6237362.94783"
2013-04-01,"75016981.095110506","20211715.073978785","13006230.722176297","7204795.7496424848","98.421330000000012","590.1808299999999","54805266.021131724","25272337.025758874","17347597.134495206","7915789.8118036706","2.0765500000000001","8948.0029099999992","27470804.480599746","22697907.210440002","4766101.6122197444","10.744729999999999","6784.9132099999988","2062124.5147731018","1609926.3923650193","452197.77285033051","0.29562775199999997","5.3929999999999999E-2","4354027.9777712906","1619242.4800106091","1768788.6276100001","965996.87015068182","1060774.0607","1060246.84189","527.21880999999996","0","126969.52095000001","587763.89676000003","10623770.704449497","6318974.2262700005"
2013-05-01,"76110090.940987587","20538539.75506467","13218986.440122541","7319145.7926421296","101.89207999999999","305.63022000000001","55571551.185922913","24857086.715877607","16896131.337757319","7950313.6751002902","4.0710000000000003E-2","10641.662309999998","28401484.707819786","23822547.981559999","4572377.9193997821","24.465689999999999","6534.3411700000015","2312979.7622255161","1677019.4118257309","635960.04285456904","0.25339521599999998","5.4150000000000004E-2","4711402.0280864425","1618601.4810806089","2111259.7673900002","981540.77961583331","175592.61368000004","175083.08226000002","509.53141999999997","0","141112.66545999999","519288.34628000006","10999561.597252427","6437369.2453899998"
2013-06-01,"78140070.416844636","21716306.555400554","14539935.476648781","7175682.7593517751","229.60497999999998","458.71441999999996","56423763.861444086","25554803.237006344","17521366.662139434","8023481.8230869099","4.07E-2","9954.7110800000028","28494524.346049815","24153599.032759998","4334461.3223798173","9.8918300000000006","6454.09908","2374436.2783879298","1735770.9505764425","638665.06229880755","0.21116267999999999","5.4350000000000002E-2","4142614.0792146246","1618255.4357906091","1556556.2910100003","967802.3524140151","248356.06899999999","247736.66378","619.40521999999999","0","149947.82899000001","498064.92190000007","10665775.469925353","6508853.1980800005"
2013-07-01,"78183765.836141706","20878426.307866443","13673737.663155025","7204147.9521714188","229.12437","311.56817000000001","57305339.528275266","26543478.670625076","18470112.699801546","8063655.2540035276","4.07E-2","9710.6761200000001","28417554.528019849","24363234.339779995","4047526.347389854","9.8926599999999993","6783.9481900000001","2344306.3296303442","1695051.606727154","649254.49939304602","0.168930144","5.4580000000000004E-2","4382314.0487973504","1615066.9021606089","1803751.2571399999","963495.88949674228","366874.99025000003","366222.34130000003","652.6489499999999","0","160390.10490000001","540451.63931","11091038.240738286","6600935.3734100005"
2013-08-01,"78836082.300728783","20632841.541912336","13728666.658971271","6903615.1498910636","248.96156999999999","310.77148","58203240.758816443","27140603.221803803","19079207.497293659","8051708.6508601457","4.07E-2","9687.0329499999989","28814608.192079887","24979999.075270001","3828102.1289998903","16.773790000000002","6490.2140200000013","2248029.3449327578","1643699.1818878655","604329.98155728448","0.12669760799999999","5.4790000000000005E-2","4246512.9143403815","1606651.553320609","1687830.3936799997","952030.96733977261","214731.49797000003","214157.52756000002","573.9704099999999","0","165430.71218","525045.78930000006","11090789.622781213","6713546.016400001"
2013-09-01,"80575412.274485856","21608817.05673822","14220856.28053751","7387327.8464107085","316.28082000000006","316.64896999999996","58966595.217747629","27003555.922522534","18926947.362585772","8067561.5641867621","0","9046.99575","29500845.234239925","25851550.416989997","3642838.6676599272","9.4341399999999993","6446.7154499999997","2462194.0609851717","1694790.837148577","767403.08433152293","8.4465072000000002E-2","5.5039999999999999E-2","4316212.8080531089","1604015.5851706089","1759725.4139000003","952471.80898250011","172338.08937","171758.13287999999","579.95649000000003","0","160882.50959999999","514618.89448000002","10792404.202774143","6817669.3042300008"
2013-10-01,"82496302.174672931","22536683.233544108","14916130.473043755","7619926.8625703538","304.93252999999999","320.96539999999993","59959618.94112882","27650180.923171271","19507473.025257889","8134031.1784533821","0","8676.7194600000003","29745252.290749967","26145252.041830003","3593422.1713599632","9.434899999999999","6568.6426600000004","2564185.7272075857","1808393.8707092884","755791.75892576145","4.2232536000000001E-2","5.534E-2","4398051.7843561396","1598533.367710609","1856141.6835799997","943376.73306553042","184484.13738","183786.01155","698.12583000000006","0","253459.27590000001","448118.49476000003","10977519.51323707","6928533.5175600015"
2013-11-01,"82836208.243519992","23046112.89469","15357196.780200001","7688429.17631","106.38019","380.55798999999996","59790095.348829992","27313189.516140003","19193281.59392","8111693.5490000006","0","8214.3732199999995","29789629.538739994","26309785.854149997","3473498.3098599999","9.435649999999999","6335.9390800000001","2687276.2939499998","1924555.3343399998","762720.90395000007","0","5.5659999999999994E-2","5120144.8161003152","1816915.8236672091","2338580.3661000002","964648.62633310608","164738.24378000002","164095.34384000002","642.8999399999999","0","375354.51890000002","599721.65061999997","11343986.081669999","7029113.0730400011"
2013-12-01,"88766090.971619993","24804823.610539999","17406162.680769999","7397577.868280001","186.60693000000001","896.45456000000001","63961267.361079998","30886096.137539998","22536506.4538","8341362.3910299987","0","8227.2927099999997","30393690.143499997","26975309.936109997","3412161.4070100002","9.4364100000000004","6209.3639699999985","2681481.0800399999","1950429.3327100002","731051.69134000002","0","5.5990000000000005E-2","4675097.8632720187","1592726.4033986093","1954249.2843599999","1128122.1755134091","654840.87863000005","654053.58366","787.29496999999992","0","199189.30838","593607.98466999992","10878548.147560004","7243135.8812300013"
2014-01-01,"87698197.267790005","24099986.127379999","16780823.89579","7318657.0422299989","186.92646999999997","318.26288999999997","63598211.140410006","30463638.480519999","22126349.259349998","8329534.9623999996","0","7754.2587700000004","30437772.360450003","27053441.081650004","3378490.1458800002","9.4371799999999997","5831.6957399999992","2696800.2994400007","1951472.0807200002","745328.16243000014","0","5.629E-2","4902554.9135748968","1593014.3111036089","2189937.0521600004","1119603.5503112879","626151.25214999996","625413.13857999991","738.1135700000001","0","273525.40179000003","581596.33789000008","11306355.074829997","7068932.2146399999"
2014-02-01,"87197885.939349994","23942014.518879998","16815714.730270002","7125712.8852799991","189.83463999999998","397.06868999999995","63255871.420469999","29939723.421409998","21525247.610199999","8406718.8027199991","0","7757.0084900000002","30626556.601310004","27290252.79682","3330471.7063600007","9.4379400000000011","5822.6601900000005","2689591.3977500005","1947884.2773400003","741707.06384000008","0","5.6570000000000002E-2","4998069.5998248979","1593497.5488536092","2294329.0412600003","1110243.0097112879","663665.34172000003","663091.96051","573.38121000000012","0","283311.36324999999","574628.21400000004","11488304.03644","7077044.3690400003"
2014-03-01,"88345247.510509998","24760800.743649997","17370853.505919997","7389247.8959600003","330.91789000000006","368.42387999999994","63584446.766860001","30256664.003329996","21756562.586389996","8492226.4615099989","0","7874.95543","30647850.281350005","27350806.381240003","3291255.5860699997","9.4387000000000008","5778.8753399999987","2679932.4821799998","1934233.26978","745699.15555000002","0","5.6850000000000005E-2","5092595.3839276247","1586451.935933609","2357615.6438600002","1148527.804134015","707303.58412000013","706845.99777000013","457.58635000000004","0","260934.52782999998","561263.61638000002","11610495.02304","7173777.7356200004"
2014-04-01,"89320814.690699995","24160368.374849997","16674531.424789999","7485294.3746800013","174.49986999999999","368.07551000000001","65160446.315849997","31785045.826780003","23193763.296580002","8582802.5281499997","0","8480.002050000001","30685789.610829994","27445374.354979996","3234480.0137100001","9.4394500000000008","5925.8026900000004","2689610.87824","1923355.44242","766255.37867999997","0","5.7140000000000003E-2","5238274.5714382306","1625400.448163609","2454577.9571400001","1158296.166134621","831333.33510999987","830873.98833999992","459.34676999999994","0","212516.48336999997","545832.57410999993","11720023.782829998","7289521.894340001"
2014-05-01,"89398504.831009984","24602714.631659999","16801159.185909998","7801112.8294900004","88.498739999999998","354.11752000000001","64795790.199349992","31238067.363669995","22584588.586479995","8643165.1373299994","0","10313.639860000001","30870869.594899997","27783521.411709998","3082093.5110300002","9.4402299999999997","5245.231929999999","2686853.2407800001","1935051.8384999998","751801.34486000007","0","5.7419999999999999E-2","5426761.0252958061","1582550.1894236091","2702356.8296900005","1141854.0061821968","327034.14648000005","327013.89638000005","20.250100000000003","0","211237.38365999999","537424.14513999992","12197321.013170002","7438169.0061000008"
2014-06-01,"90992952.997450009","25159343.367369998","17438799.26605","7719963.1858399985","75.845389999999995","505.07008999999999","65833609.630080007","31520982.92334","22832822.337549999","8678129.1085199993","0","10031.477269999999","31648372.701830003","28687825.794710003","2954827.2931099995","9.4409899999999993","5710.1730200000002","2664254.0049100001","1932383.7772100002","731870.16998000001","0","5.772E-2","5453348.9082985334","1582305.275463609","2679996.73808","1191046.8947549241","187538.96516000002","187513.44249000002","25.522669999999998","0","228467.96840000001","670213.28072000004","12103967.046319999","7572088.9106300008"
2014-07-01,"93812215.230599999","24320812.214189999","16854887.208050001","7465593.745409999","70.580889999999997","260.67984000000001","69491403.016409993","32552986.554480001","23746868.484930001","8796313.25911","0","9804.8104400000011","34517045.383059993","31616254.261429999","2895922.6733200001","9.4417500000000008","4859.0065600000007","2421371.0788699999","1943379.8488699999","477991.17194999999","0","5.8049999999999997E-2","8257969.5573064126","2712554.5808736095","3983642.81966","1561772.156772803","236773.13018999997","236755.11232999997","18.017859999999995","0","220841.44313","627523.73265000002","13168637.470100001","8206899.4664500011"
2014-08-01,"94635596.30622001","23970695.862610001","16736161.466859998","7234201.0135600008","68.538449999999997","264.84373999999997","70664900.443610013","32749196.798920009","23983861.592440005","8755770.4079400022","0","9564.7985399999998","35520456.740570001","32583543.988469999","2931685.2856700001","9.4425000000000008","5218.0239300000003","2395246.9041200001","1929655.94722","465590.89852999995","0","5.8369999999999998E-2","7361378.3621264119","2227801.7075936086","3586483.1577599994","1547093.4967728031","239306.41989999998","239292.03819999998","14.381699999999999","0","158635.14540000004","614407.64308000007","13401445.923339998","8356005.3766700011"
2014-09-01,"97894002.797880009","25514283.614260003","18407585.975439999","7106216.5851399992","68.503430000000009","412.55025000000001","72379719.183620006","33784923.252240002","25002337.032020003","8773068.5388500001","0","9517.6813699999984","35997529.283749998","33100599.542540003","2891674.7537099994","9.4432700000000001","5245.5442299999995","2597266.64763","2126237.2869500001","471029.30196999997","0","5.8709999999999998E-2","7150729.7041942915","1501133.7249236091","4129305.5212500007","1520290.4580206817","247792.51843","247775.71033","16.8081","0","243630.55843000003","604430.03587999998","12975700.401520001","8490351.4264700003"
2014-10-01,"100016005.87428002","25881320.501980003","18399719.342850003","7481378.7013799995","68.503430000000009","153.95432","74134685.372300014","34570893.503510006","25832410.363200001","8728870.5665999986","0","9612.5737100000006","36964014.167580001","34126869.786179997","2832289.1896400005","9.4440200000000001","4845.7477399999998","2599777.7012100001","2125583.3998799999","474194.24238000001","0","5.8950000000000002E-2","8090149.547344896","1961394.6118436088","4631254.6969499998","1497500.2385512877","242968.15750999999","242940.44173999998","27.715769999999999","0","336388.86404999997","600092.73395999998","13225553.12023","8630545.1977200005"
2014-11-01,"102769859.37606998","27960915.892979998","20393453.92656","7566824.13442","196.48584999999997","441.34614999999991","74808943.483089983","34308125.922809996","25612942.770519998","8685638.8449999969","0","9544.3072899999988","37582987.575379997","34774930.8411","2803223.9016700001","9.4447800000000015","4823.3878299999997","2917829.9849","2304175.2004200001","613654.72536000004","0","5.9119999999999999E-2","7636360.0855727755","1505349.1583636091","4673938.5643299995","1457072.3628791664","258511.77342999997","258491.89334999997","19.88008","0","428383.22663000005","572545.12731999997","13539763.25451","8766866.5650800001"
2014-12-01,"109052744.83526","28935245.318249997","21207098.805670001","7727852.3150699995","126.99000000000001","167.20751000000001","80117499.517010003","38482951.330329999","29559721.904919997","8912792.0830799993","0","10437.342329999998","38641247.600280002","35964655.592269994","2671760.1196100004","9.4455400000000012","4822.4428600000001","2993300.5863999999","2270673.1133900001","722627.41368","0","5.9330000000000001E-2","7088750.2028455026","1598056.3105236092","4052909.4573399997","1437784.4349818935","870983.36593999993","870962.83970999997","20.526229999999998","0","441121.23452000006","564167.52945000003","12831162.52833","9170667.2982199993"
2015-01-01,"107590845.92642","28639047.680249996","20840138.976089995","7798434.9708700012","91.336579999999998","382.39670999999998","78951798.246169999","36990258.334019996","27975970.381030001","9003628.4748","0","10659.47819","39029541.197330005","36388439.616760001","2635947.3701200001","9.446299999999999","5144.76415","2931998.7148199999","2287598.79856","644399.8567","0","5.9560000000000002E-2","6815727.244105503","1503134.4929436091","3883551.39164","1429041.3595218938","1087504.56158","1087486.1728000001","18.388780000000001","0","585918.64266000001","542784.86211999995","12987790.131810002","9010001.9726"
2015-02-01,"108076075.82524002","27994365.263370004","20065847.815240003","7927705.7375200009","69.103319999999997","742.60729000000003","80081710.561870009","37396153.491430007","28376617.217930008","9009734.8812799975","0","9801.3922200000015","39578610.597500004","36942484.617490001","2631581.3671300001","9.4470599999999987","4535.1658199999993","3106946.4729400002","2319891.44202","787054.97108999989","0","5.9830000000000001E-2","7073068.356025503","1501871.443143609","4155443.6860500001","1415753.2268318937","1024795.5911899997","1024782.8365299997","12.754659999999999","0","721883.10392999998","522154.46519999998","13505332.901320001","8923407.0883200001"
2015-03-01,"108199512.46643001","28758950.477569997","20459027.731199995","8299044.2235800019","69.153279999999995","809.36950999999999","79440561.988860011","36558353.396460004","27435239.130140003","9113646.8778400011","0","9467.3884799999996","39848585.772380002","37256439.816880003","2587540.1691000001","11.249049999999999","4594.5373500000005","3033622.82002","2257927.0671100002","775695.69279999996","0","6.0109999999999997E-2","7230323.8215361089","1500108.4670736091","4338405.5529300002","1391809.8015324997","1101699.4071800001","1101674.9555500001","24.451629999999998","0","766415.80615999992","586178.09950999997","14372062.702799998","8945303.5220800005"
2015-04-01,"108739189.54787001","27896533.432040002","19485371.314060003","8410277.2438599989","69.153279999999995","815.72084000000007","80842656.115830004","37579198.68214","28321597.05531","9247815.9861500002","0","9785.6406800000022","40167762.980999999","37537709.01111","2627014.5792199997","11.24981","3028.1408600000004","3095694.4526900002","2322823.5801400002","772870.81218999985","0","6.0359999999999997E-2","6906540.3563536834","1500538.3139036091","4031407.0484199994","1374594.9940300756","856536.94322000002","856511.24363000004","25.699590000000001","0","709811.18867000006","690097.52818000002","14866652.781079998","9031478.9966100007"
2015-05-01,"111819434.96369998","28571301.503860001","19742807.515990004","8828178.8852899987","69.153279999999995","245.94929999999999","83248133.459839985","38411655.098119989","29040657.543049995","9358417.143629998","0","12580.41144","41871863.525789998","39270244.676810004","2598701.3789699995","11.25057","2906.2194399999998","2964614.8359300005","2263863.4007800003","700751.37459000002","0","6.0560000000000003E-2","6673201.5958388355","1500202.754543609","3823734.7483999999","1349264.092895227","249769.99044999998","249741.41267999998","28.577770000000001","0","676667.28287","682819.46598999994","14306712.009599999","9143763.3729800005"
2015-06-01,"115330591.01161","29306411.584729999","20712956.971969999","8592679.7974500004","69.153279999999995","705.66203000000007","86024179.426880002","39821288.3772","30356608.010949999","9453547.5436000023","0","11132.822649999996","43234984.859360002","40562799.608660005","2669367.3709300002","11.25132","2806.6284500000002","2967906.1903199996","2281138.0112299998","686768.11832000001","0","6.0770000000000005E-2","6697657.4143288368","1501225.2060736092","3902429.9336000001","1294002.2746552273","251693.75764","251652.11384000001","41.643800000000006","0","704237.00741999992","681666.09878999996","14514122.147409998","9385433.4134500008"
2015-07-01,"114814257.09690002","27503025.387640003","18776535.208770003","8726217.3445699997","69.153270000000006","203.68103000000002","87311231.709260017","39745888.288250007","30274005.885300007","9460556.571320001","0","11325.831630000001","44588000.182400003","41902200.322260007","2682974.1128199999","11.252090000000001","2814.49523","2977343.2386099999","2235462.5338399997","741879.53200000001","0","1.1727700000000001","6795232.225678836","1500271.352453609","3954921.3372","1340039.5360252273","339276.71822000004","339255.96626000002","20.75196","0","776314.26737000002","939620.75098999997","14502152.847600002","9543071.1115500014"
2015-08-01,"116833687.36097999","27231104.929390002","18868535.407030001","8362240.2802999998","69.153279999999995","260.08877999999999","89602582.431589991","41855008.155639999","32144961.568239998","9699770.3419899978","0","10276.24541","44808571.438849993","42180000.678309999","2625434.0889599998","3.77963","3132.8919500000002","2939002.8371000001","2262164.8538199998","676837.24354000005","0","0.73974000000000006","6646373.1805788362","1499057.8533336092","3820598.6263199998","1326716.7009252273","231036.73417999997","231016.75716999997","19.977010000000003","0","776600.31844000006","937198.02881999989","14606123.746289998","9669843.954330001"
2015-09-01,"119853269.76278001","28400524.39340001","19832997.857590005","8567241.3510100003","69.153279999999995","216.03152000000003","91452745.369379997","43336498.36507","33533023.15447","9790875.4700000025","0","12599.740600000001","45011520.96988","42414924.828759998","2593635.58714","3.7803200000000001","2956.7736600000003","3104726.03443","2421862.3362400001","682863.63693000004","0","6.1259999999999995E-2","6222753.8644088358","1497074.299163609","3427109.1441399995","1298570.4211052274","263875.49086999992","263814.67483999993","60.816030000000005","0","769499.01774000004","926821.40938999993","14619534.255580002","9782557.443359999"
2015-10-01,"121658248.20434999","28283314.949239999","20335423.132619999","7947609.8620300004","69.153279999999995","212.80131","93374933.255109996","44222450.267339997","34513622.16561","9696163.06336","0","12665.038369999998","45931280.904150002","43305315.259860002","2623003.22028","3.7810199999999998","2958.6429900000003","3221202.0836199997","2532069.5897300001","689132.26636000001","0","0.22753000000000001","6276092.1110488363","1493081.6374836089","3505735.2123699994","1277275.261195227","313881.08648","313845.94769","35.138789999999993","0","660188.58692999999","979307.56702999992","14712145.102780001","9896324.4984500017"
2015-11-01,"124090802.62202001","30105700.981480002","22106284.349770002","7998794.8484600009","69.153279999999995","552.62996999999996","93985101.640540004","45160884.556760006","35473943.482150003","9674540.8643799983","0","12400.210230000001","45332599.360399999","42717299.147409998","2612327.2306499998","3.7816999999999998","2969.20064","3491617.7233799999","2714679.2558499998","776938.39957000001","0","6.7959999999999993E-2","6507559.5887288367","1492375.146183609","3674852.5055900002","1340331.9369552275","229603.77403999996","229569.94614999997","33.827889999999996","0","562676.34811999998","966462.72061999992","15091494.713620003","10014245.878349999"
2015-12-01,"133129219.31435001","33057214.386640001","24474659.815179996","8582244.9509100001","69.153279999999995","240.46726999999998","100072004.92771001","50368299.826270007","40642953.204820007","9713372.2699800003","0","11974.351470000001","46060677.712119997","43450017.26997","2607680.81269","3.7823800000000003","2975.8470800000005","3643027.3893200001","2863511.1056400002","779516.22182999994","0","6.1850000000000002E-2","6959769.9856928363","1495780.5609776091","4106415.2240500003","1357574.2006652271","901992.20867000008","901936.69019000011","55.518480000000004","0","618396.40818999999","965469.48304000008","14483223.124800004","10415333.266660001"
