"MES","AMMC01","AMMC02","AMMC03","AMMC04","AMMC05","AMMC06","AMMC07","AMMC08","AMMC09","AMMC10","AMMC11","AMMC12","AMMC13","AMMC14","AMMC15","AMMC16","AMMC17","AMMC18","AMMC19","AMMC20","AMMC21","AMMC22","AMMC23","AMMC24","AMMC25","AMMC26","AMMC27","AMMC28","AMMC29","AMMC30","AMMC31","AMMC32","AMMC33","AMMC34","AMMC35","AMMC36"
2007-12-01,"14102848.197079999","985388.9984100014","13117459.198669998","3587246.1717600003","4227214.5707200002","707.50311999999997","392903.61881999997","8208071.8644200005","6056197.4649899993","7315091.23869","40.607219999999998","908043.5088500001","14279372.81975","1856536.45548","13100459.837680001","20407.327110000002","1323608.7129300002","16301012.3332","14102848.197079999","985388.9984100014","13117459.198669998","3587246.1717600003","4227214.5707200002","707.50311999999997","392903.61881999997","8208071.8644200005","6056197.4649899993","7315091.23869","40.607219999999998","908043.5088500001","14279372.81975","1856536.45548","13100459.837680001","20407.327110000002","1323608.7129300002","16301012.3332"
2008-01-01,"13495386.073709998","979099.63363999873","12516286.44007","3664922.2060700003","4634094.0189499995","596.35675000000003","598931.73624","8898544.3180100005","6104700.2766700005","7491375.2062800005","16.277619999999999","1115337.9184699999","14711429.679040004","2010730.3063700004","12850625.215990001","20222.155249999996","1483878.48636","16365456.163970001","13495386.073709998","979099.63363999873","12516286.44007","3664922.2060700003","4634094.0189499995","596.35675000000003","598931.73624","8898544.3180100005","6104700.2766700005","7491375.2062800005","16.277619999999999","1115337.9184699999","14711429.679040004","2010730.3063700004","12850625.215990001","20222.155249999996","1483878.48636","16365456.163970001"
2008-02-01,"13541983.464120001","898393.36488000117","12643590.099239999","3771199.8810700001","4752287.9033500003","416.24637000000001","773187.66967999993","9297091.7004700005","6445356.3513400005","7366539.2206299994","16.191300000000002","1483918.7771300001","15295830.5404","2111308.80461","12678911.083899997","19963.67986","1636748.8693000001","16446932.437669996","13541983.464120001","898393.36488000117","12643590.099239999","3771199.8810700001","4752287.9033500003","416.24637000000001","773187.66967999993","9297091.7004700005","6445356.3513400005","7366539.2206299994","16.191300000000002","1483918.7771300001","15295830.5404","2111308.80461","12678911.083899997","19963.67986","1636748.8693000001","16446932.437669996"
2008-03-01,"13607375.586759999","927350.60989999957","12680024.97686","3898106.0612599999","4740574.7303699981","311.99110000000002","747164.6783400001","9386157.4610699974","6455154.1914499998","7332422.6957300007","15.996889999999999","1752509.50807","15540102.392139999","2159283.9694800004","12350311.44538","19561.137579999999","1866252.6343399999","16395409.18678","13607375.586759999","927350.60989999957","12680024.97686","3898106.0612599999","4740574.7303699981","311.99110000000002","747164.6783400001","9386157.4610699974","6455154.1914499998","7332422.6957300007","15.996889999999999","1752509.50807","15540102.392139999","2159283.9694800004","12350311.44538","19561.137579999999","1866252.6343399999","16395409.18678"
2008-04-01,"14337365.100159999","954342.99476000108","13383022.105399998","3877580.9625599999","4681306.8034000006","257.91050999999999","886478.98831999989","9445624.6647900008","6760827.0500299996","7105097.287800001","15.780860000000001","2128987.29372","15994927.412409998","2298547.5909599997","12175863.5484","19296.505529999999","1950851.4964499997","16444559.141339999","14337365.100159999","954342.99476000108","13383022.105399998","3877580.9625599999","4681306.8034000006","257.91050999999999","886478.98831999989","9445624.6647900008","6760827.0500299996","7105097.287800001","15.780860000000001","2128987.29372","15994927.412409998","2298547.5909599997","12175863.5484","19296.505529999999","1950851.4964499997","16444559.141339999"
2008-05-01,"14988317.507040001","924722.3267800007","14063595.180260001","4024344.3611800005","5000952.4518400012","192.50979999999998","836301.30789000005","9861790.630710002","7252167.0660000015","6995603.4083799999","15.586450000000001","2571460.3702099998","16819246.43104","2424489.6361099998","11892300.82364","19058.892019999999","1967760.7704900003","16303610.122260001","14988317.507040001","924722.3267800007","14063595.180260001","4024344.3611800005","5000952.4518400012","192.50979999999998","836301.30789000005","9861790.630710002","7252167.0660000015","6995603.4083799999","15.586450000000001","2571460.3702099998","16819246.43104","2424489.6361099998","11892300.82364","19058.892019999999","1967760.7704900003","16303610.122260001"
2008-06-01,"15488208.64708","966362.27206000127","14521846.375019999","4135323.1330400002","4338781.7040999997","226.83188999999999","865258.06607000006","9339589.7350999992","7383511.2166600004","6803217.1362399999","15.39311","2975524.1924099997","17162267.938419998","2540280.8419600003","11717986.33433","18821.271430000001","2058167.1969699997","16335255.64469","15488208.64708","966362.27206000127","14521846.375019999","4135323.1330400002","4338781.7040999997","226.83188999999999","865258.06607000006","9339589.7350999992","7383511.2166600004","6803217.1362399999","15.39311","2975524.1924099997","17162267.938419998","2540280.8419600003","11717986.33433","18821.271430000001","2058167.1969699997","16335255.64469"
2008-07-01,"15967202.959799999","957796.37261999957","15009406.58718","4358962.4103899999","4555430.2869600011","212.12268000000003","992273.82282000012","9906878.6428500004","7627303.2932899985","6518695.6558800004","15.220270000000001","3399310.9776700004","17545325.14711","2642398.9218900003","11636039.719589999","18646.77146","2184043.2633199994","16481128.676259998","15967202.959799999","957796.37261999957","15009406.58718","4358962.4103899999","4555430.2869600011","212.12268000000003","992273.82282000012","9906878.6428500004","7627303.2932899985","6518695.6558800004","15.220270000000001","3399310.9776700004","17545325.14711","2642398.9218900003","11636039.719589999","18646.77146","2184043.2633199994","16481128.676259998"
2008-08-01,"16409841.309079999","1012652.3481200002","15397188.960959999","4531031.4458499998","4098365.8575199987","282.84337000000005","966850.94163000002","9596531.0883699991","7954053.5208600005","6288380.5551199997","15.15438","3512541.38821","17754990.61857","2692801.93512","11567850.801309999","18521.596830000002","2139076.7020899998","16418251.035349999","16409841.309079999","1012652.3481200002","15397188.960959999","4531031.4458499998","4098365.8575199987","282.84337000000005","966850.94163000002","9596531.0883699991","7954053.5208600005","6288380.5551199997","15.15438","3512541.38821","17754990.61857","2692801.93512","11567850.801309999","18521.596830000002","2139076.7020899998","16418251.035349999"
2008-09-01,"16672076.79191","1157435.3511399981","15514641.440770002","4968760.1811499996","4057597.7752200002","358.50693000000001","927186.42688000016","9953902.8901799992","7937831.2508999994","6296133.5806800006","15.111270000000001","3465875.8134199996","17699855.756269999","2933338.4303100007","11696354.19038","18469.18837","2148586.8556300001","16796748.664689999","16672076.79191","1157435.3511399981","15514641.440770002","4968760.1811499996","4057597.7752200002","358.50693000000001","927186.42688000016","9953902.8901799992","7937831.2508999994","6296133.5806800006","15.111270000000001","3465875.8134199996","17699855.756269999","2933338.4303100007","11696354.19038","18469.18837","2148586.8556300001","16796748.664689999"
2008-10-01,"16082536.995379999","1114895.0303399991","14967641.96504","4615304.283189998","3928887.6884499993","181.80458999999999","959247.81469999987","9503621.5909299981","7843809.3763200007","6682390.4411200006","15.06817","3200563.2796799997","17726778.165290002","2875295.9314299999","12008468.180749999","18416.903200000001","2093377.2632199998","16995558.2786","16082536.995379999","1114895.0303399991","14967641.96504","4615304.283189998","3928887.6884499993","181.80458999999999","959247.81469999987","9503621.5909299981","7843809.3763200007","6682390.4411200006","15.06817","3200563.2796799997","17726778.165290002","2875295.9314299999","12008468.180749999","18416.903200000001","2093377.2632199998","16995558.2786"
2008-11-01,"15870398.340809999","1108004.2146899998","14762394.126119999","4477142.5805400005","3839281.7721299999","172.15900999999999","1031493.5815699999","9348090.0932500008","7615895.0140999984","7161040.39604","15.06831","2929771.0309199998","17706721.509369999","2978010.1162400004","12476298.39435","18417.337720000003","2038052.8698400003","17510778.718150001","15870398.340809999","1108004.2146899998","14762394.126119999","4477142.5805400005","3839281.7721299999","172.15900999999999","1031493.5815699999","9348090.0932500008","7615895.0140999984","7161040.39604","15.06831","2929771.0309199998","17706721.509369999","2978010.1162400004","12476298.39435","18417.337720000003","2038052.8698400003","17510778.718150001"
2008-12-01,"17043319.105519999","1235894.917179998","15807424.188340001","4780492.9172","3926778.0218499997","182.62724999999998","1130694.5318200001","9838148.0981200002","8023559.5594300004","7750406.2163600009","15.068449999999999","2930429.0083600003","18704409.852600001","2944958.08232","12836847.63046","18391.287400000001","1986669.3771600001","17786866.37734","17043319.105519999","1235894.917179998","15807424.188340001","4780492.9172","3926778.0218499997","182.62724999999998","1130694.5318200001","9838148.0981200002","8023559.5594300004","7750406.2163600009","15.068449999999999","2930429.0083600003","18704409.852600001","2944958.08232","12836847.63046","18391.287400000001","1986669.3771600001","17786866.37734"
2009-01-01,"15808647.000790002","1159686.1368700005","14648960.863920001","5159467.5313399993","3857675.9241100005","186.25826999999998","956225.17329000006","9973554.8870099988","7763430.9450199995","7979112.6805099994","15.06859","2896337.8461199999","18638896.540239997","3042299.05259","13260701.33123","18391.08611","1991647.4314899999","18313038.901419997","15808647.000790002","1159686.1368700005","14648960.863920001","5159467.5313399993","3857675.9241100005","186.25826999999998","956225.17329000006","9973554.8870099988","7763430.9450199995","7979112.6805099994","15.06859","2896337.8461199999","18638896.540239997","3042299.05259","13260701.33123","18391.08611","1991647.4314899999","18313038.901419997"
2009-02-01,"15391407.633989999","1202527.0335700009","14188880.600419998","5101397.4837199999","4061591.6618100004","145.41030000000001","896752.21729000006","10059886.773120001","7875854.3266800009","8073959.6095000003","15.069850000000001","2839997.3155499999","18789826.32158","3331698.4198600003","13607213.55837","18391.228710000003","1825774.5009799998","18783077.70792","15391407.633989999","1202527.0335700009","14188880.600419998","5101397.4837199999","4061591.6618100004","145.41030000000001","896752.21729000006","10059886.773120001","7875854.3266800009","8073959.6095000003","15.069850000000001","2839997.3155499999","18789826.32158","3331698.4198600003","13607213.55837","18391.228710000003","1825774.5009799998","18783077.70792"
2009-03-01,"14840806.77166","1127098.0109499972","13713708.760710003","5080964.339420001","4263681.8237000005","174.90866","766194.73857000005","10111015.810350001","7532150.8953499999","8346394.3672099998","15.06887","2764999.9746899996","18643560.306120001","3707533.9509700001","14088077.204810001","18391.16675","1764729.42193","19578731.744460002","14840806.77166","1127098.0109499972","13713708.760710003","5080964.339420001","4263681.8237000005","174.90866","766194.73857000005","10111015.810350001","7532150.8953499999","8346394.3672099998","15.06887","2764999.9746899996","18643560.306120001","3707533.9509700001","14088077.204810001","18391.16675","1764729.42193","19578731.744460002"
2009-04-01,"14840585.365319999","1145060.1512399986","13695525.21408","4869703.4499300001","4336111.8147","175.41252999999998","746710.83080000011","9952701.507960001","7772775.6787799997","8534444.030749999","15.06901","2498788.2022199999","18806022.980760001","3809146.83543","14448163.72782","18391.360990000001","1705064.60984","19980766.534079999","14840585.365319999","1145060.1512399986","13695525.21408","4869703.4499300001","4336111.8147","175.41252999999998","746710.83080000011","9952701.507960001","7772775.6787799997","8534444.030749999","15.06901","2498788.2022199999","18806022.980760001","3809146.83543","14448163.72782","18391.360990000001","1705064.60984","19980766.534079999"
2009-05-01,"14944718.256999999","1089887.0417899992","13854831.21521","4870050.0721799983","4459863.6432399992","194.81547999999998","659501.41430000006","9989609.9451999962","7542258.9742700011","8766523.8627199996","15.069150000000002","2378588.3148800004","18687386.221020002","3891038.2897500005","14746385.457450002","18391.554620000003","1639440.0338699999","20295255.335690007","14944718.256999999","1089887.0417899992","13854831.21521","4870050.0721799983","4459863.6432399992","194.81547999999998","659501.41430000006","9989609.9451999962","7542258.9742700011","8766523.8627199996","15.069150000000002","2378588.3148800004","18687386.221020002","3891038.2897500005","14746385.457450002","18391.554620000003","1639440.0338699999","20295255.335690007"
2009-06-01,"15350320.920440001","1320598.6147099994","14029722.305730002","5511218.7138399994","4626445.3542499989","203.19557999999998","537275.48248999997","10675142.746159999","8463438.3462799992","9075134.7155900002","15.069290000000001","2125457.35152","19664045.48268","4301778.0945100002","15005248.884659998","18391.75403","1566177.32825","20891596.061449997","15350320.920440001","1320598.6147099994","14029722.305730002","5511218.7138399994","4626445.3542499989","203.19557999999998","537275.48248999997","10675142.746159999","8463438.3462799992","9075134.7155900002","15.069290000000001","2125457.35152","19664045.48268","4301778.0945100002","15005248.884659998","18391.75403","1566177.32825","20891596.061449997"
2009-07-01,"15416739.632169999","1304114.1963","14112625.435869999","5619875.8110599993","4477880.6362999994","219.31168","486667.90911999997","10584643.668159999","8729158.8800499998","9202830.1536999978","15.069430000000001","1829216.18588","19761220.28906","4390650.9332100004","15093912.726810001","18392.010310000001","1440671.1926000002","20943626.862930004","15416739.632169999","1304114.1963","14112625.435869999","5619875.8110599993","4477880.6362999994","219.31168","486667.90911999997","10584643.668159999","8729158.8800499998","9202830.1536999978","15.069430000000001","1829216.18588","19761220.28906","4390650.9332100004","15093912.726810001","18392.010310000001","1440671.1926000002","20943626.862930004"
2009-08-01,"15516484.81116","1330723.1405500006","14185761.670609999","5609379.9975999994","4797990.4141899999","248.30305000000001","528372.79416000005","10935991.509","9088965.8143399991","9528869.493379999","15.069570000000001","1669630.2099799998","20287480.587269999","4690017.9292899994","15090098.625150003","18392.205250000003","1317429.4856599998","21115938.245350003","15516484.81116","1330723.1405500006","14185761.670609999","5609379.9975999994","4797990.4141899999","248.30305000000001","528372.79416000005","10935991.509","9088965.8143399991","9528869.493379999","15.069570000000001","1669630.2099799998","20287480.587269999","4690017.9292899994","15090098.625150003","18392.205250000003","1317429.4856599998","21115938.245350003"
2009-09-01,"15664604.47672","1343526.4110200014","14321078.065699998","6203525.1976199988","5430213.4984999998","296.28710999999998","453936.64012","12087971.623349998","10040431.6908","9876698.7477600016","15.069710000000001","1554258.9016","21471404.409870002","5053737.2417799998","14969608.655610001","18342.142910000002","1261396.5833999999","21303084.6237","15664604.47672","1343526.4110200014","14321078.065699998","6203525.1976199988","5430213.4984999998","296.28710999999998","453936.64012","12087971.623349998","10040431.6908","9876698.7477600016","15.069710000000001","1554258.9016","21471404.409870002","5053737.2417799998","14969608.655610001","18342.142910000002","1261396.5833999999","21303084.6237"
2009-10-01,"16338611.02035","1387718.3007800002","14950892.71957","6682716.3885399988","5321168.3147699991","317.06350000000003","363618.59513000003","12367820.361939998","10056497.662909999","10131557.82858","15.070959999999999","1466118.9560300002","21654189.518479999","5733337.0256500002","14769108.02063","18342.219980000002","1230591.6911999998","21751378.957460001","16338611.02035","1387718.3007800002","14950892.71957","6682716.3885399988","5321168.3147699991","317.06350000000003","363618.59513000003","12367820.361939998","10056497.662909999","10131557.82858","15.070959999999999","1466118.9560300002","21654189.518479999","5733337.0256500002","14769108.02063","18342.219980000002","1230591.6911999998","21751378.957460001"
2009-11-01,"17061986.29507","1905751.1214000005","15156235.173669999","7232386.4012500001","5350195.0363800013","253.44099","385561.99183999997","12968396.87046","9782712.0547199994","10199532.937260002","2.1098300000000001","1384740.3103899998","21366987.4122","5975357.0871300008","14294671.516179997","18342.356730000003","1187486.46535","21475857.425389994","17061986.29507","1905751.1214000005","15156235.173669999","7232386.4012500001","5350195.0363800013","253.44099","385561.99183999997","12968396.87046","9782712.0547199994","10199532.937260002","2.1098300000000001","1384740.3103899998","21366987.4122","5975357.0871300008","14294671.516179997","18342.356730000003","1187486.46535","21475857.425389994"
2009-12-01,"18892392.916360002","1812855.4534999989","17079537.462860003","7475144.3304800009","5376758.2711899998","447.70472000000001","363594.80070999998","13215945.107100001","10317437.69311","10308672.128199998","2.1098300000000001","1412951.7306000001","22039063.661739998","6860938.5460000001","14054296.774590001","18342.426380000001","1093915.0163100001","22027492.763280001","18892392.916360002","1812855.4534999989","17079537.462860003","7475144.3304800009","5376758.2711899998","447.70472000000001","363594.80070999998","13215945.107100001","10317437.69311","10308672.128199998","2.1098300000000001","1412951.7306000001","22039063.661739998","6860938.5460000001","14054296.774590001","18342.426380000001","1093915.0163100001","22027492.763280001"
2010-01-01,"18257127.98827","1863616.9016299993","16393511.08664","7776060.3136800006","5398922.4231000002","864.49818000000005","309227.90639999998","13485075.141360002","10820340.50719","10428566.772020001","2.1098300000000001","1438065.9571400001","22686975.346179999","7027142.3951600008","14027136.639530003","18342.48445","1069081.4757700001","22141702.994910005","18257127.98827","1863616.9016299993","16393511.08664","7776060.3136800006","5398922.4231000002","864.49818000000005","309227.90639999998","13485075.141360002","10820340.50719","10428566.772020001","2.1098300000000001","1438065.9571400001","22686975.346179999","7027142.3951600008","14027136.639530003","18342.48445","1069081.4757700001","22141702.994910005"
2010-02-01,"17954210.320189998","1821210.88686","16132999.433329998","7983777.2785599986","5473137.3359500002","174.97258999999997","218578.04248999999","13675667.629589999","11058387.464749999","10793071.5075","2.1098300000000001","1324952.4199599996","23176413.502039999","7244328.4211299997","13865848.625940001","18342.52331","1042316.0224900001","22170835.592869997","17954210.320189998","1821210.88686","16132999.433329998","7983777.2785599986","5473137.3359500002","174.97258999999997","218578.04248999999","13675667.629589999","11058387.464749999","10793071.5075","2.1098300000000001","1324952.4199599996","23176413.502039999","7244328.4211299997","13865848.625940001","18342.52331","1042316.0224900001","22170835.592869997"
2010-03-01,"17884952.946029998","1802725.0269499999","16082227.919079999","7583781.6382700009","5803673.8235500008","168.82749000000001","269766.93592000002","13657391.225230003","11333132.084169999","10951301.306700001","2.1098300000000001","1144907.19765","23429342.698349997","7386723.7962299995","13614980.45304","18340.771500000003","1005000.08302","22025045.10379","17884952.946029998","1802725.0269499999","16082227.919079999","7583781.6382700009","5803673.8235500008","168.82749000000001","269766.93592000002","13657391.225230003","11333132.084169999","10951301.306700001","2.1098300000000001","1144907.19765","23429342.698349997","7386723.7962299995","13614980.45304","18340.771500000003","1005000.08302","22025045.10379"
2010-04-01,"18102754.296099998","1738621.8527400009","16364132.443359997","6835488.6450099992","5917545.8186699999","156.77384999999998","133570.08757","12886761.325099999","11327030.951650001","10979098.52376","2.1098300000000001","1096897.7895599999","23403029.3748","7637992.9021899998","13586423.799210001","18340.8295","978779.80952000001","22221537.34042","18102754.296099998","1738621.8527400009","16364132.443359997","6835488.6450099992","5917545.8186699999","156.77384999999998","133570.08757","12886761.325099999","11327030.951650001","10979098.52376","2.1098300000000001","1096897.7895599999","23403029.3748","7637992.9021899998","13586423.799210001","18340.8295","978779.80952000001","22221537.34042"
2010-05-01,"18598362.352259997","1941217.1742800009","16657145.177979996","7717888.5727399997","5656451.7887499994","188.28953999999999","137071.00582000002","13511599.656850001","11424802.592919998","10914544.290250001","2.1098300000000001","1075797.3258","23415146.318800002","7750631.9892599992","13517087.667550001","17951.484120000001","937223.48879000009","22222894.629720002","18598362.352259997","1941217.1742800009","16657145.177979996","7717888.5727399997","5656451.7887499994","188.28953999999999","137071.00582000002","13511599.656850001","11424802.592919998","10914544.290250001","2.1098300000000001","1075797.3258","23415146.318800002","7750631.9892599992","13517087.667550001","17951.484120000001","937223.48879000009","22222894.629720002"
2010-06-01,"19111731.860089999","2263701.2394199967","16848030.620670002","7542228.361659999","5714176.5128999995","420.84478000000001","178808.46969","13435634.189029999","11145683.311699998","10734876.383200001","2.1098300000000001","1010946.4537299998","22891508.258459996","8035300.1442299988","13498805.621579997","17927.281270000003","871769.22483999992","22423802.271919999","19111731.860089999","2263701.2394199967","16848030.620670002","7542228.361659999","5714176.5128999995","420.84478000000001","178808.46969","13435634.189029999","11145683.311699998","10734876.383200001","2.1098300000000001","1010946.4537299998","22891508.258459996","8035300.1442299988","13498805.621579997","17927.281270000003","871769.22483999992","22423802.271919999"
2010-07-01,"19273531.734020002","2144759.8109499998","17128771.923070002","7535753.7124200007","5707533.0180699984","148.17274","160441.44839999999","13403876.351629999","11160319.125940001","10662939.362529999","2.1098300000000001","905313.58022","22728574.178519998","8309417.0703699999","13396440.7071","17927.286350000002","780510.53365999996","22504295.597479999","19273531.734020002","2144759.8109499998","17128771.923070002","7535753.7124200007","5707533.0180699984","148.17274","160441.44839999999","13403876.351629999","11160319.125940001","10662939.362529999","2.1098300000000001","905313.58022","22728574.178519998","8309417.0703699999","13396440.7071","17927.286350000002","780510.53365999996","22504295.597479999"
2010-08-01,"19243647.425389998","2211128.1057400033","17032519.319649994","7589854.4639399992","5594006.4998999992","419.26425999999998","154106.62101","13338386.849109998","11338001.026840001","10800760.484559998","2.1098300000000001","890204.49790999992","23028968.119139999","8678816.0920599997","13301597.736310001","14.387400000000001","712794.15699000005","22693222.372760002","19243647.425389998","2211128.1057400033","17032519.319649994","7589854.4639399992","5594006.4998999992","419.26425999999998","154106.62101","13338386.849109998","11338001.026840001","10800760.484559998","2.1098300000000001","890204.49790999992","23028968.119139999","8678816.0920599997","13301597.736310001","14.387400000000001","712794.15699000005","22693222.372760002"
2010-09-01,"19374366.541729998","2224020.5413799994","17150346.000349998","7645775.5275299996","5774809.5222700005","503.28425999999996","66821.216820000001","13487909.55088","11512972.163230002","10942005.988260003","2.1098300000000001","837777.74894999992","23292758.010270003","9439294.2757300008","13240430.802099999","14.38846","706194.85056000017","23385934.316849999","19374366.541729998","2224020.5413799994","17150346.000349998","7645775.5275299996","5774809.5222700005","503.28425999999996","66821.216820000001","13487909.55088","11512972.163230002","10942005.988260003","2.1098300000000001","837777.74894999992","23292758.010270003","9439294.2757300008","13240430.802099999","14.38846","706194.85056000017","23385934.316849999"
2010-10-01,"19720613.799109999","2130980.1734999977","17589633.625610001","7992730.3761599986","5775664.7392399982","326.11592000000002","74101.095310000004","13842822.326629998","11604591.770049999","11076583.870719997","2.1098300000000001","743607.11130999995","23424784.861909997","9660011.1743999999","13062266.239530001","14.389510000000001","689457.91065999994","23411749.714099996","19720613.799109999","2130980.1734999977","17589633.625610001","7992730.3761599986","5775664.7392399982","326.11592000000002","74101.095310000004","13842822.326629998","11604591.770049999","11076583.870719997","2.1098300000000001","743607.11130999995","23424784.861909997","9660011.1743999999","13062266.239530001","14.389510000000001","689457.91065999994","23411749.714099996"
2010-11-01,"20284401.278250001","2041240.832630001","18243160.44562","8239820.9417199995","5922992.1240800004","368.79874000000001","40354.335209999997","14203536.199749999","12423749.611339999","10618117.526439998","2.1068099999999998","663733.84562000004","23705603.090209994","10221621.286549998","12810441.470290001","14.36992","679356.68411999999","23711433.810879998","20284401.278250001","2041240.832630001","18243160.44562","8239820.9417199995","5922992.1240800004","368.79874000000001","40354.335209999997","14203536.199749999","12423749.611339999","10618117.526439998","2.1068099999999998","663733.84562000004","23705603.090209994","10221621.286549998","12810441.470290001","14.36992","679356.68411999999","23711433.810879998"
2010-12-01,"24585622.26757","2100838.2808500007","22484783.986719999","9336894.6708769985","5353928.4531899989","373.64108999999996","68269.096559999991","14759465.861716997","13394686.474486997","8585127.7388289999","2.1007500000000001","571445.29608","22551261.610145997","10558352.092959998","12347481.637356","14.32962","655899.73759999999","23561747.797535997","24585622.26757","2100838.2808500007","22484783.986719999","9336894.6708769985","5353928.4531899989","373.64108999999996","68269.096559999991","14759465.861716997","13394686.474486997","8585127.7388289999","2.1007500000000001","571445.29608","22551261.610145997","10558352.092959998","12347481.637356","14.32962","655899.73759999999","23561747.797535997"
2011-01-01,"23610754.460859999","2373362.7379099987","21237391.72295","9373029.8189204987","5481553.2044549994","443.95383999999996","15252.050329999998","14870279.027545499","13404910.9555705","8720568.9956835005","2.1007500000000001","454490.26176000002","22579972.313764002","10801604.372260001","11968877.436988998","14.33066","607925.40785000008","23378421.547759","23610754.460859999","2373362.7379099987","21237391.72295","9373029.8189204987","5481553.2044549994","443.95383999999996","15252.050329999998","14870279.027545499","13404910.9555705","8720568.9956835005","2.1007500000000001","454490.26176000002","22579972.313764002","10801604.372260001","11968877.436988998","14.33066","607925.40785000008","23378421.547759"
2011-02-01,"23358598.28613","2431785.4639200009","20926812.822209999","9677162.1325039994","5561455.0039399993","471.49984000000001","10237.906660000002","15249326.542943999","13819406.119853999","8851208.4755219985","2.0947","389064.35013999988","23059681.040216003","11023599.952149998","11744645.010145999","14.290400000000002","583500.45976000011","23351759.712455995","23358598.28613","2431785.4639200009","20926812.822209999","9677162.1325039994","5561455.0039399993","471.49984000000001","10237.906660000002","15249326.542943999","13819406.119853999","8851208.4755219985","2.0947","389064.35013999988","23059681.040216003","11023599.952149998","11744645.010145999","14.290400000000002","583500.45976000011","23351759.712455995"
2011-03-01,"23139315.299330004","2422386.3911200054","20716928.908209998","9853480.1237074975","5427487.1597450003","580.24580000000014","9411.4213999999993","15290958.950652497","14169172.070607506","9024951.6729124989","2.0886499999999999","339187.88854999997","23533313.720720004","11387950.83141","11519479.587772502","14.250140000000002","519981.24474999995","23427425.914072502","23139315.299330004","2422386.3911200054","20716928.908209998","9853480.1237074975","5427487.1597450003","580.24580000000014","9411.4213999999993","15290958.950652497","14169172.070607506","9024951.6729124989","2.0886499999999999","339187.88854999997","23533313.720720004","11387950.83141","11519479.587772502","14.250140000000002","519981.24474999995","23427425.914072502"
2011-04-01,"23402080.371929999","2229421.6699500009","21172658.701979998","8776061.3181810006","5750514.3115250012","269.75061000000005","6155.9159600000003","14533001.296276003","14057240.145261001","9080660.4317669999","2.0856300000000001","279396.35425000003","23417299.016907997","11484952.706980001","11327932.069750002","11.383649999999999","492715.83999999997","23305612.000380002","23402080.371929999","2229421.6699500009","21172658.701979998","8776061.3181810006","5750514.3115250012","269.75061000000005","6155.9159600000003","14533001.296276003","14057240.145261001","9080660.4317669999","2.0856300000000001","279396.35425000003","23417299.016907997","11484952.706980001","11327932.069750002","11.383649999999999","492715.83999999997","23305612.000380002"
2011-05-01,"23750031.313169997","2270655.3909800015","21479375.922189996","8704953.3143644966","5632646.7924975008","847.81789000000003","5265.3601900000003","14343713.284941997","14232886.055584501","9257747.4399564993","2.0856300000000001","210976.71313000002","23701612.294300999","11889217.67049","11189971.804140002","14.231570000000001","496097.50913999998","23575301.215340003","23750031.313169997","2270655.3909800015","21479375.922189996","8704953.3143644966","5632646.7924975008","847.81789000000003","5265.3601900000003","14343713.284941997","14232886.055584501","9257747.4399564993","2.0856300000000001","210976.71313000002","23701612.294300999","11889217.67049","11189971.804140002","14.231570000000001","496097.50913999998","23575301.215340003"
2011-06-01,"24643468.506499998","2403712.3678999953","22239756.138600003","9060749.2007214986","5802797.2744299993","168.36051999999998","4190.1145999999999","14867904.950271498","15210858.972641502","9314570.0397225022","2.0825900000000002","180004.12991000002","24705435.224864002","12351319.581329999","11062749.977509499","13.597630000000001","500843.88753999997","23914927.044009503","24643468.506499998","2403712.3678999953","22239756.138600003","9060749.2007214986","5802797.2744299993","168.36051999999998","4190.1145999999999","14867904.950271498","15210858.972641502","9314570.0397225022","2.0825900000000002","180004.12991000002","24705435.224864002","12351319.581329999","11062749.977509499","13.597630000000001","500843.88753999997","23914927.044009503"
2011-07-01,"25057120.629689999","2375746.3298599981","22681374.299830001","8738967.8489263002","6046975.5423655007","164.60287","3405.1031800000001","14789513.097341802","15133739.729802299","9359344.7004758995","2.0795599999999999","93647.684580000001","24586734.194418196","13137782.724810001","10885983.683821799","13.57882","502698.95383999991","24526478.941291802","25057120.629689999","2375746.3298599981","22681374.299830001","8738967.8489263002","6046975.5423655007","164.60287","3405.1031800000001","14789513.097341802","15133739.729802299","9359344.7004758995","2.0795599999999999","93647.684580000001","24586734.194418196","13137782.724810001","10885983.683821799","13.57882","502698.95383999991","24526478.941291802"
2011-08-01,"25377252.699349999","2462811.6409499981","22914441.058400001","9360059.9237684999","5912506.2000324996","173.92525999999998","3465.45894","15276205.508001","15993762.056258503","9154938.4151304998","2.0795599999999999","78671.06237","25227373.613319002","13774492.01475","10737441.639911","13.57977","500971.20538","25012918.439810999","25377252.699349999","2462811.6409499981","22914441.058400001","9360059.9237684999","5912506.2000324996","173.92525999999998","3465.45894","15276205.508001","15993762.056258503","9154938.4151304998","2.0795599999999999","78671.06237","25227373.613319002","13774492.01475","10737441.639911","13.57977","500971.20538","25012918.439810999"
