"MES","BCBP01","BCBP02","BCBP03","BCBP04","BCBP05","BCBP06","BCBP07","BCBP08","BCBP09","BCBP10","BCBP11","BCBP12","BCBP13","BCBP14","BCBP15","BCBP16","BCBP17","BCBP18","BCBP19","BCBP20","BCBP21","BCBP22","BCBP23","BCBP24","BCBP25","BCBP26","BCBP27","BCBP28","BCBP29","BCBP30","BCBP31","BCBP32"
2008-01-01,"21568370.192290001","12676511.905319998","8891858.2869700007","3658846.1714500003","4633484.0225299997","596.35675000000003","598931.73624","23371542.760424208","10836458.667510003","4330894.0598300006","5591699.4774700012","16.277619999999999","913848.85259000002","12279358.365890002","1192958.5453100004","9624004.1519800015","20206.295489999997","1442189.37311","255725.72702419999","81790.235990000016","172997.0787142","936.64296999999999","1.76935","15416058.340659276","12367382.362010002","884329.14211463532","2027641.9134568395","136704.92307779999","335256.77515319997","2435757.4511157","8670124.1627458856","14510756.586732036"
2008-02-01,"22081384.425379999","12792110.722960001","9289273.70242","3764044.3153300001","4751625.4710400002","416.24637000000001","773187.66967999993","23983256.080098595","11381993.20836","4604566.3748400006","5531192.5838399995","16.191300000000002","1246218.0583800001","12341303.289069995","1238533.5900600001","9501638.9059599973","19963.67986","1581167.1131899999","259959.58266859999","74325.565480000005","184700.8089686","931.66743999999994","1.54078","16267490.424386196","13282604.299449999","882767.50244662235","1965978.2342826771","136140.38820690001","332180.34449569997","2457000.2775097","8756319.2312243246","14545582.560878173"
2008-03-01,"22206717.261139996","12830553.209859999","9376164.0512799993","3888550.8251100001","4740136.5567299984","311.99110000000002","747164.6783400001","24176301.398435999","11612772.026589999","4589281.8220799994","5552814.7391500007","15.996889999999999","1470659.46847","12323084.12614","1263362.1755000001","9247474.3045000006","19561.137579999999","1792686.50856","240445.24570599999","72981.93376","166541.68764600001","920.47249999999997","1.1517999999999999","17450959.653526023","14439871.503930001","916778.77662343439","1958826.7355245859","135482.63744799999","333689.84971799998","2345246.848952","8684358.3365804572","13935650.638992956"
2008-04-01,"22955395.061410002","13537124.820529999","9418270.2408800013","3850679.2631999999","4680854.0788500002","257.91050999999999","886478.98831999989","24742346.336172","12020419.291719999","4808369.4167999998","5422403.0406400012","15.780860000000001","1789631.05342","12390853.632199999","1352278.31311","9172625.6709000003","19296.505529999999","1846653.1426599999","331073.41225200007","165551.46005999998","164612.103802","908.03370000000007","1.8146900000000001","18289057.093970887","14601833.922209999","969324.06390995765","2584241.6654139291","133657.44243699999","330495.02417999995","2320599.4854429998","8586579.6017374266","13016349.773346048"
2008-05-01,"24055238.717050001","14212413.382490002","9842825.3345600013","4005837.8726600003","5000493.6442100015","192.50979999999998","836301.30789000005","25382162.066069402","12818844.073070001","5212768.0445100013","5429765.3731300002","15.586450000000001","2176295.06898","12286287.708640002","1416593.44472","8996689.9562100004","19058.892019999999","1853945.4156900002","277030.28435939999","116326.70506000001","159804.06398940002","896.83878000000004","2.6765300000000001","18546250.851984512","14456880.153029997","638685.83722407417","3318585.5529680387","132099.3087624","329958.07263359998","2365737.8118081","8472644.164822707","12525773.492310358"
2008-06-01,"24010083.353550002","14685903.671","9324179.68255","4120318.6784600001","4338376.1061300002","226.83188999999999","865258.06607000006","25566557.500236802","13051972.733040001","5204328.4538600007","5313526.6566899996","15.39311","2534102.2293799999","12287994.092730001","1481003.7789200004","8853960.9484099988","18821.271430000001","1934208.0939699998","226590.67446680003","78150.650550000006","147550.89351680002","885.64379000000008","3.4866100000000002","19187443.47257106","14268961.662529999","739844.66018911556","4059164.0199855473","119473.12986640001","327785.61926559999","2358042.4096128","8466841.5136705004","12308283.93274384"
2008-07-01,"25048988.6481","15150187.90615","9898800.7419499997","4351880.0976400003","4554434.6988100009","212.12268000000003","992273.82282000012","26054865.374825601","13384184.714640001","5376476.093249999","5097194.3201900003","15.220270000000001","2910499.0809300002","12429462.143309999","1532327.5797800003","8824498.0421499982","18646.77146","2053989.7499199999","241218.51687559998","83016.9611","157321.53212559997","875.69275000000005","4.3309000000000006","21518800.730757847","15584006.308769999","775776.17477722722","5040887.5120618222","118130.7351488","326487.50999200001","2338196.2675212007","8443822.7075335756","11558758.699796317"
2008-08-01,"25133845.377899997","15553967.149529999","9579878.2283699997","4514946.4640899999","4097797.9792799987","282.84337000000005","966850.94163000002","26247380.560371395","13578041.34667","5677157.6418900006","4909818.4207499996","15.15438","2991050.12965","12355453.807469998","1545885.31956","8786451.8178999983","18521.596830000002","2004595.0731799998","313885.40623139992","91970.070089999979","221038.42222139999","871.96110999999996","4.9528100000000004","22417684.506039798","15557571.54685","794178.02404427272","5948265.5380158247","117669.3971297","326230.05238070001","2332067.7952373005","8576506.8695498947","10884081.626771014"
2008-09-01,"25638547.157559998","15699081.957490001","9939465.2000699993","4955191.4975999994","4056728.7686600001","358.50693000000001","927186.42688000016","26578787.468008596","13515524.355359999","5662034.0699499995","4908946.686830001","15.111270000000001","2944528.4873099998","12726591.69503","1771293.3645300004","8912727.9118999988","18469.18837","2024101.2302300001","336671.41761859995","119908.94714999999","215885.47096859998","869.47334999999998","7.5261500000000003","22395989.83735314","15448860.93981","822081.71885054617","6006811.5778860934","118235.60080650002","330449.11118250003","2334937.9954193002","8618281.0720020235","11124227.095527338"
2008-10-01,"24636394.642259996","15143345.647189999","9493048.9950699974","4605717.3819299983","3927901.9938499993","181.80458999999999","959247.81469999987","26782006.963945799","13514943.46869","5604041.5150800003","5210991.4650100004","15.06817","2699895.4204299999","12869792.647969998","1723957.3378300001","9146865.5226299986","18416.903200000001","1980552.8843100001","397270.84728580003","89765.178500000024","306628.64245580003","866.98557999999991","10.040749999999999","22499238.697335694","16335270.10369","892788.33094579668","5153271.8312055999","117908.43149429999","330742.41848719999","2389976.9330679001","8803298.4456101917","10422793.063600708"
2008-11-01,"24272671.935839999","14938567.125729999","9334104.8101100009","4464036.5668400005","3838402.50269","172.15900999999999","1031493.5815699999","27212537.892295796","13500312.269449998","5436606.3728999989","5622553.7344599999","15.06831","2441137.0937799998","13329350.245519999","1852849.5678400004","9528636.8752800003","18417.337720000003","1929446.4646800002","382875.37732580007","92245.070690000008","289751.74235580006","866.98557999999991","11.578700000000001","22795575.643879771","16129936.077450002","904075.70528967294","5643558.8717963006","118004.9893438","334079.08260019997","2381249.0725952005","8742816.1190324947","11076258.956042508"
2008-12-01,"25813816.192379996","15991457.450919999","9822358.7414599992","4765522.67246","3925958.9099299996","182.62724999999998","1130694.5318200001","28346087.004035801","14387859.914799999","5805925.4899000004","6133991.1631900007","15.068449999999999","2447928.1932600001","13492330.846659999","1834723.08928","9751539.4776099995","18391.287400000001","1887676.9923700001","465896.24257580005","127855.07364","337142.23623580002","884.68044999999995","14.25225","21131153.96748998","13973299.665139999","969557.53268268425","6072861.2266336996","115435.54303359998","333320.62556719995","2555094.2338792998","8705547.945221303","11477775.221937908"
2009-01-01,"24787919.353419997","14824331.664010001","9963587.6894099973","5151498.9226699993","3855677.3351800004","186.25826999999998","956225.17329000006","28614026.051925797","14294903.753859999","5572890.8826599997","6297108.6693699993","15.06859","2424889.1332399999","13904361.347759999","1929624.2746300001","10062232.50453","18391.08611","1894113.4824899998","414760.95030580001","119651.39495999999","294208.96249580005","884.68044999999995","15.9124","21973744.053156234","14128448.55909","1008926.8406582349","6720933.1103744004","115435.54303359998","335502.64021619991","2575315.4910988999","8714109.7705282252","11554659.310816307"
2009-02-01,"24437330.826499999","14384793.760489998","10052537.066010002","5094980.1946200002","4060659.2438000003","145.41030000000001","896752.21729000006","29172798.005445797","14454731.51936","5726470.3280100003","6359108.9741099998","15.069850000000001","2369137.1473900001","14289770.52826","2238152.1039300002","10304696.62366","18391.228710000003","1728530.5719599999","428295.95782580005","112230.15435000001","315163.68653580005","884.68044999999995","17.436490000000003","22678746.858780511","14812219.656109998","1012528.1386648121","6738516.5060220007","115482.5579837","336407.35689589992","2418541.8673733003","8598738.6955649629","11560154.113181191"
2009-03-01,"23996791.567100003","13892777.932670001","10104013.634430002","5074877.6447500009","4262766.3424500003","174.90866","766194.73857000005","29614088.256395802","14255478.495069999","5405233.2993199993","6558731.2894700002","15.06887","2291498.8374099997","14970323.057950003","2591530.6707100002","10688708.396430001","18391.16675","1671692.82406","388286.70337580005","86016.852329999994","301392.8339958","858.19458999999995","18.82246","23403506.946341","15436871.351980003","1075685.5850502965","6774614.4338015011","116335.57550919997","341016.2742094","2342605.7329652999","8863844.5583742633","11375462.388234595"
2009-04-01,"23837209.612839997","13890524.400209999","9946685.21263","4864761.6243599998","4335037.3449400002","175.41252999999998","746710.83080000011","29986106.320025798","14356472.908679998","5627877.4505599998","6693509.6383899981","15.06901","2035070.7507199999","15256530.087220002","2682852.6835700003","10941320.50866","18391.360990000001","1613965.534","373103.32412579999","93382.357140000007","278842.44563580002","858.19459999999992","20.326750000000001","24787802.677109659","16340642.497419998","1163080.2479536652","7167735.8770823972","116344.05465359999","340506.3529848","2264333.378","8711449.4577742647","11258624.517574189"
2009-05-01,"24008090.413579997","14029701.24841","9978389.1651699971","4859776.9728599982","4458915.9625299992","194.81547999999998","659501.41430000006","30025990.532755807","14162252.203100001","5377277.8432000009","6867177.1449600002","15.069150000000002","1917782.1457900002","15449475.502690002","2736329.3048300007","11139549.269660002","18391.554620000003","1555205.3735799999","414262.82696580002","94081.460959999997","319301.26349580003","858.19459999999992","21.907910000000001","25585041.253964555","16737727.30418","1167269.7385409782","7563614.690659076","116429.52058449999","344512.03221170005","2191879.9052896048","9036975.4156693462","11873207.721261393"
2009-06-01,"24893442.737619996","14233197.733130001","10660245.004489997","5497217.7835499998","4625548.5428699991","203.19557999999998","537275.48248999997","31380463.933705796","15009967.070169998","6234632.5266999993","7098254.3817600003","15.069290000000001","1677065.0924200001","15897635.597100001","3048851.5912500001","11341156.924929999","18391.75403","1489235.3268900001","472861.26643580006","161563.2071","310416.32876580005","858.19459999999992","23.535970000000002","25014612.380685728","16018864.402369998","1281311.9732943769","7597949.1206398541","116486.88438149999","345287.40958290006","2063455.6677142794","8810920.2251984254","11833038.152889391"
2009-07-01,"24880443.206349999","14317629.493099999","10562813.71325","5598883.6857699994","4477042.8066799995","219.31168","486667.90911999997","31284105.978595793","15043317.517399997","6359040.9683499997","7153792.8037199983","15.069430000000001","1530468.6758999999","15759473.34151","3020589.36362","11348700.5715","18392.010310000001","1371791.3960800001","481315.11968580005","155068.80069999999","325363.21641580004","858.19459999999992","24.907970000000002","25938188.229920272","17625234.294469997","1345116.7696570517","6851344.7103604209","116492.45543279999","346330.24142760009","2001084.0108820472","8817979.459202338","11852968.591310462"
2009-08-01,"25328751.807320002","14410638.569660001","10918113.237660002","5592301.5021799998","4797190.63827","248.30305000000001","528372.79416000005","31633295.052885801","15409181.688039999","6567813.7705199998","7422529.8819799991","15.069570000000001","1418822.9659699998","15754437.256950002","3185510.4643599996","11292067.517750002","18392.205250000003","1258467.06959","469676.10789580003","111347.72585999998","357443.79921580001","858.19459999999992","26.38822","25859764.35926066","17357505.671349999","1353968.2997638518","7031764.4767140113","116525.9114328","346897.58230630006","1954844.7696781103","8849545.4210559502","13587889.618626207"
2009-09-01,"26614533.409589998","14551781.376049999","12062752.033539999","6179197.1171799991","5429321.9891299997","296.28710999999998","453936.64012","32887742.8165658","16415448.83781","7364971.7934299996","7717446.8462900007","15.069710000000001","1333015.1283799999","15923308.609999999","3490372.50752","11201673.553580001","18342.142910000002","1212920.4059899999","548985.36875580007","189367.25157999998","358732.07977580006","858.19459999999992","27.8428","25455641.840491585","18314510.418090001","1397637.4632297212","5626157.3898309646","117336.56934089999","351951.26158080006","1912896.2354339089","8844747.3856161609","14280920.658321917"
2009-10-01,"27504858.669199996","15163088.15357","12341770.515629997","6657501.757509999","5320333.099489999","317.06350000000003","363618.59513000003","33137651.9503658","16390436.162460001","7214137.3417800004","7908243.1288799997","15.070959999999999","1268040.6208400002","16265932.442389999","4050780.9953600001","11009109.836519999","18342.219980000002","1187699.39053","481283.34551579994","140071.18234","340324.68730579998","858.19459999999992","29.281269999999999","24494802.516727235","17383643.565709997","1477064.2425750257","5516678.1267075129","117416.5817347","353156.89614840003","1827375.3559008173","8873447.9313398022","14845505.936367575"
2009-11-01,"28356574.036820002","15415596.74798","12940977.28884","7205941.0465900004","5349220.8094200017","253.44099","385561.99183999997","32499017.057375796","16006841.241399998","6849847.8175499989","7957625.6468100008","2.1098300000000001","1199365.6672099999","15934969.412259998","4247426.6658800002","10520768.379399998","18342.356730000003","1148432.0102500001","557206.40371580003","193737.02158999999","362580.46275580005","858.19459999999992","30.724769999999999","24435146.10939265","18201576.461769998","1503837.2190179506","4620433.3152517043","109299.11335299998","357084.56679200003","1801653.5245546398","9192923.5425657295","15916092.972630957"
2009-12-01,"30488026.083769999","17307483.512400001","13180542.57137","7447356.4162200009","5369143.6497200001","447.70472000000001","363594.80070999998","33436513.039455794","16455192.671199996","7183287.1534699993","8032015.1620699978","2.1098300000000001","1239888.2458300001","16405790.33855","5033011.6236300003","10294166.05098","18342.426380000001","1060270.23756","575530.02970580012","179895.97873","394743.27369580005","858.19459999999992","32.582680000000003","21664285.580886874","15563371.257009996","1402401.0052364699","4589233.2453061091","109280.07333429999","358389.99468060001","1810712.6227386792","9041012.0854223706","15021353.960798951"
2010-01-01,"30077102.268360004","16639299.16618","13437803.102180002","7743254.3680200009","5384456.3295800006","864.49818000000005","309227.90639999998","34065882.6613058","16989340.67058","7584681.6461199997","8124850.821010001","2.1098300000000001","1279806.0936199999","16507974.598660002","5165379.3971700007","10279301.777200002","18342.48445","1044950.93984","568567.39206580003","223692.05564000001","343983.9617858","858.19459999999992","33.180039999999991","21714366.029993095","15199390.150490001","1446662.131531605","4959025.9172362871","109287.83073519998","359883.3944779","1774221.6208936973","9041146.8411419876","14506014.746723354"
2010-02-01,"30004690.167839997","16395158.217359997","13609531.950479997","7934677.3779299986","5456101.5574700003","174.97258999999997","218578.04248999999","34463828.203535803","17487009.154599998","7862812.9744599992","8447288.8157100007","2.1098300000000001","1176905.2545999996","16442419.7138","5279250.7937899996","10122159.89804","18342.52331","1022666.49866","534399.33513580007","176278.55541","357228.26911580004","858.19459999999992","34.316009999999991","21822936.68749772","15691202.645449998","1438956.9641873955","4583442.9342631241","109334.14359719999","360704.48288259999","1749359.2715977523","8961247.6022976581","14019950.019073244"
2010-03-01,"29952585.514080003","16348393.266539998","13604192.247540003","7555198.3311500009","5779058.1529800007","168.82749000000001","269766.93592000002","34503429.999335803","17647933.889789999","8051175.3806899991","8585499.140660001","2.1098300000000001","1011257.2586099999","16298138.516800001","5372704.2064199997","9918653.8937299997","18340.771500000003","988439.64515000011","557357.59274580015","182967.86807999999","373496.12628580007","858.19459999999992","35.403779999999998","22312725.601290401","16196369.287120001","1480710.2413599687","4525533.9046360301","110112.16817439999","364021.45049119997","1656071.2790231947","9025247.3658253644","13911929.616633095"
2010-04-01,"29462064.695619997","16642429.766419997","12819634.929199999","6792009.2195999995","5893898.8481799997","156.77384999999998","133570.08757","34502656.330605797","17535497.074730001","7982212.4587500002","8581198.7836700007","2.1098300000000001","972083.72248","16396634.172","5513330.2005199995","9900067.8212199993","18340.8295","964895.32076000003","570525.08387580002","195400.53759000002","374229.89076580002","858.19459999999992","36.460920000000002","24518992.975049715","18370785.24526","1543060.1847218762","4494948.3851598399","110199.15990799999","365439.20613559993","1622587.2258049354","8762726.0571061056","14296391.327955358"
2010-05-01,"30313438.561039999","16875137.003879998","13438301.557159999","7668057.2876599999","5632984.9741399996","188.28953999999999","137071.00582000002","36171099.0179158","18357577.694909997","8683366.1685499977","8720386.7396800015","2.1098300000000001","953822.67684999993","17251468.444020003","5986133.2482099999","10319876.000930002","17951.484120000001","927507.71076000016","562052.87898580008","215496.68417000002","345660.53375580005","858.19459999999992","37.466459999999998","24697798.001341421","17889877.106040005","1547963.3195360242","5150551.3328153938","109406.24294999999","370801.84945520002","2040932.2710019751","9388179.1588084754","14137378.005410394"
2010-06-01,"30433212.137369998","17073883.126219999","13359329.011149999","7489051.8928499985","5691047.8038299996","420.84478000000001","178808.46969","35865816.2952758","17883998.338300001","8474649.2492199987","8516835.8038000017","2.1098300000000001","892511.17544999986","17368486.707119998","6208351.531059999","10279630.233569998","17927.281270000003","862577.66121999989","613331.24985580007","215064.76501","397369.71143580001","858.19459999999992","38.578809999999997","25853584.605712358","19464803.382569999","1629962.5313031813","4649426.6488701766","109392.04296899999","372139.13550749992","1897336.6875728185","8953014.6075258683","14291812.634471066"
2010-07-01,"30701714.206","17362259.743250001","13339454.462749999","7493943.0370000005","5684921.8046099981","148.17274","160441.44839999999","35671751.6751917","17609028.297510002","8399410.5461900011","8417809.6762699988","2.1098300000000001","791805.96522000001","17460556.60788","6505904.0281499997","10164899.178370001","17927.286350000002","771826.11500999995","602166.76980170014","208876.04086000001","392392.38455169997","858.19459999999992","40.149789999999996","27239565.439112738","21029622.348520003","1671121.6421085517","4429492.1054744842","109329.34300969999","373710.04595649999","1862345.2287233409","9140903.2448283099","14468381.568391962"
2010-08-01,"30550092.418879993","17280472.400919996","13269620.017959997","7542623.4549199995","5572470.677769999","419.26425999999998","154106.62101","36042814.595741697","17833220.771159999","8553393.0604000017","8499566.5151399989","2.1098300000000001","780259.08578999992","17594277.557939999","6815912.8577699987","10073917.668580001","14.387400000000001","704432.64419000002","615316.26664170006","253610.71426000001","360806.04508169997","858.19459999999992","41.3127","28589475.180621084","22967400.206959996","1671703.364921568","3840915.0860217218","109456.52271779999","374267.85938630003","1831251.996175735","9204305.8986995071","14631087.751827262"
2010-09-01,"30840889.597209997","17428003.762119997","13412885.83509","7592322.1341399997","5753239.1998700006","503.28425999999996","66821.216820000001","36751466.934121698","17989193.897070002","8654495.3948800005","8604182.9214900024","2.1098300000000001","730513.47086999996","18199696.665209997","7483094.001720001","10018253.271979999","14.38846","698335.00305000017","562576.37184169993","222745.10693000001","338930.78125169995","858.19459999999992","42.289059999999999","29463650.128204755","23597489.212699998","1705463.8765632301","4050477.5444070278","110219.49453449999","379279.86260669999","1807999.6387330396","9262566.0108703468","15967500.16448142"
2010-10-01,"31624710.46621","17850163.20169","13774547.264519999","7945806.2645199988","5754313.7887699986","326.11592000000002","74101.095310000004","37043372.112421691","18102810.734499991","8727658.7449799981","8734798.006029997","2.1098300000000001","640351.87365999992","18208923.4366","7672696.1291899998","9854361.7813900001","14.389510000000001","681851.13650999998","731637.9413217","239888.03756","490848.72772169998","858.19459999999992","42.981439999999992","30098701.901191659","23614031.214010004","1769147.0687107462","4606822.8502742089","108700.7681967","380941.30771170004","1832842.0872690233","9311601.6180958636","16537811.319378765"
2010-11-01,"32623436.863619998","18498758.281580001","14124678.582039999","8183323.8248499995","5900631.6232400006","368.79874000000001","40354.335209999997","37476559.2931256","18269114.677529998","9347943.3991899993","8359988.9237499982","2.1068099999999998","561180.24778000009","18459710.868919998","8150005.6066099992","9637784.1304800007","14.36992","671906.76191","747733.74667560006","269512.15698000003","477321.3585956","856.96334000000002","43.267759999999996","30399739.316196732","23704284.800420001","1783010.3917027228","4805881.6977316067","106562.42634240001","385682.7988316","1781652.3261974601","9393378.4921295624","15992117.773190251"
2010-12-01,"37437663.477946997","22741629.22854","14696034.249406997","9293596.0169269983","5333795.4948299993","373.64108999999996","68269.096559999991","36403879.265168399","17246456.467045996","10094357.600786997","6682792.449209","2.1007500000000001","469304.31630000001","18187629.950886","8340354.5208299989","9198332.6070659999","14.32962","648928.49337000004","969792.8472364","347447.838223","621446.94156339997","854.50081999999998","43.566629999999996","29386276.514787834","21629151.919149999","1794491.0970312085","5859397.6427696282","103235.85583700001","385847.57041759999","1712240.9288702609","9595952.9189972226","16291495.048927084"
2011-01-01,"36351349.429975495","21558671.145610001","14792678.284365498","9315283.4955204986","5461698.7846749993","443.95383999999996","15252.050329999998","36094686.604680896","17308239.300143998","10099901.5674305","6858294.8293035002","2.1007500000000001","350040.80266000004","18019168.144829001","8550047.7835499998","8867887.289898999","14.33066","601218.74072","767279.1597078999","265135.3777445","501245.48087339994","854.50081999999998","43.800269999999998","30711229.25940508","22376400.61699","1861394.431434846","6370192.046822032","103242.16415820002","387854.13951040007","1684403.1643583018","9738301.2487253994","16033258.37062127"
2011-02-01,"36454212.405944005","21264206.954410002","15190005.451533999","9638438.6297340002","5540857.4152999995","471.49984000000001","10237.906660000002","36577415.468837194","17799151.517395999","10524060.597204","6990866.4638519986","2.0947","284222.3616399999","17996397.596135996","8738497.7191699985","8681098.3190259989","14.290400000000002","576787.26754000003","781866.35530519998","275690.72519600001","505364.71467919997","766.83447000000012","44.080959999999997","31917824.193419129","26625189.400189996","1865917.6480393386","3323931.0345257972","102786.11066400001","383149.79826840007","1557135.6537932567","9954275.0126117356","16428363.202756699"
2011-03-01,"36284764.538902499","21052196.294460002","15232568.244442496","9815474.0439474974","5407102.533295","580.24580000000014","9411.4213999999993","36931063.904975504","18155074.73649","10744600.014267504","7163158.3566024983","2.0886499999999999","247314.27696999998","18009526.384612504","9025004.7747600004","8471280.6121425014","14.250140000000002","513226.74757000001","766462.78387300018","269978.51619749999","495675.23409150005","764.61818400000004","44.415399999999991","31853240.125415802","26954441.745110001","1899594.9385728952","2895965.7050749082","103237.73665800001","387183.66103000008","1596696.6619057884","10038398.613447756","16732462.098628331"
2011-04-01,"36008172.172396004","21516737.888259999","14491434.284136003","8754035.1806810014","5730973.4368850011","269.75061000000005","6155.9159600000003","36663317.911640897","17940222.960887998","10526594.496030999","7217437.3874070002","2.0856300000000001","196188.99182000002","17867011.932210002","9089616.5624700002","8290992.9638300017","11.383649999999999","486391.02225999994","856083.01854289998","369155.20077900001","486119.52665389999","763.51005000000009","44.781059999999997","33975407.237612851","28780163.431400001","1971261.9395099317","3127424.3508104226","96557.5158925","384343.27089810005","1578834.1331096699","9897990.1250051782","18182335.462486193"
2011-05-01,"36095107.708641991","21814117.512039997","14280990.196601998","8665260.7502244972","5609616.2682975009","847.81789000000003","5265.3601900000003","36937514.361288399","18151526.932390999","10643223.897114502","7377874.1672364995","2.0856300000000001","130426.78241000001","18003155.310820002","9350146.4207000006","8162955.8923900006","14.231570000000001","490038.76615999994","782832.11807739991","289890.83722049999","492174.99957189994","721.09282499999995","45.188459999999999","34869039.427197509","29935227.1888","1997436.9476034474","2846817.7748539583","89557.515940099998","387810.81430209993","1536969.0042927396","10315807.755756585","17828765.105577268"
2011-06-01,"37407090.279111497","22596853.515149999","14810236.763961498","9023184.2904814985","5782693.9983599996","168.36051999999998","4190.1145999999999","38063191.773305304","18995634.976224001","11479125.763341501","7417516.444592502","2.0825900000000002","98990.685700000002","18251756.058559503","9692120.3534399997","8064843.4181394996","13.597630000000001","494778.68935","815800.73852180003","346029.54250349995","469047.91735629999","677.69059200000004","45.588070000000002","34201058.354134239","28899354.198060002","2109353.255836857","3103478.9706229754","88871.929614399996","388495.9626728","1521395.5990536336","10335975.210386176","17702279.976343166"
2011-07-01,"37739529.835331798","22983224.947529998","14756304.887801802","8719053.3091463","6033681.8726055007","164.60287","3405.1031800000001","38337241.618645199","18807077.4105682","11243834.2732323","7472582.2329858998","2.0795599999999999","90658.824789999999","18802381.7137818","10408726.722700002","7895344.3276417991","13.57882","498297.08461999998","727782.49429519998","274955.26194270002","452349.86492269998","431.39980980000001","45.967619999999997","36401519.542981796","30946655.666460004","2167619.1601243522","3201243.6374017484","86001.078995699994","389406.13808310003","1519086.4703798685","10339909.925670449","18421982.992236886"
2011-08-01,"38443141.692270994","23223177.651310001","15219964.040960997","9316889.5476984996","5899435.1090624994","173.92525999999998","3465.45894","39420560.436382197","19382756.094649006","11978712.233428504","7328270.6769905007","2.0795599999999999","75771.104670000001","19258223.516810998","10977909.41436","7781618.2357909996","13.57977","498682.28688999999","779580.82492219994","306644.06100650004","472509.71611469996","380.64689099999998","46.400909999999996","37297696.651185989","31793440.663639992","2203542.9914936526","3215857.6903667473","84855.305685599989","389947.18819090002","1530654.3812416831","10783483.821509214","20496396.308069747"
2011-09-01,"38605155.030291997","23543308.205449998","15061846.824841997","9313070.5075919982","5745199.0895100003","210.55326999999997","3366.6744699999999","40616342.968039699","19956403.281348001","12604021.293831998","7305083.4827359999","2.0795599999999999","47296.425219999997","19888398.618211996","11779041.680689998","7607589.8293719999","13.580729999999999","501753.52742","771541.06847970001","315765.45953800005","455390.46259969997","338.35279200000002","46.793549999999996","37738174.658046514","32206631.042799998","2203958.3171403422","3242432.3942568651","85152.903849299997","394753.37776420004","1502442.5191749407","10438978.9260344","17456704.165307183"
2011-10-01,"39311234.895553","23744193.323890001","15567041.571662998","9795498.4298854992","5767872.2942575002","247.38326999999998","3423.46425","40761873.768897191","19699102.505286999","12365994.615585502","7297879.2251514988","2.0795599999999999","35226.584989999996","20156204.996582996","12174516.000429997","7494589.5231929999","13.581689999999998","487085.89126999996","906566.26702720008","458249.70348949998","447973.33452470007","296.05869299999995","47.170319999999997","38551492.637992851","31798754.202090006","2249979.7539530355","4408983.3611194156","93775.3208304","395902.34919670003","1500828.2750745094","10685348.278938603","19692261.789412815"
2011-11-01,"40383863.013378993","23830475.253679998","16553387.759698996","10720042.301718997","5830091.88564","336.90657999999996","2916.6657600000003","42205307.147121593","20304665.998927999","12885882.689058999","7388304.2350290008","2.0765500000000001","30476.99829","20807474.843760997","12891220.566169998","7457579.2633210002","10.72841","458664.28586","1093166.3044326","546404.59066099999","546460.79457560007","253.39521599999998","47.523979999999995","39174442.555319905","34273009.682250001","408598.38376723439","4399498.8250570772","93335.664245599997","398900.66740600002","1549362.5628207182","11111223.33571299","18529051.012480911"
2011-12-01,"43017282.063507497","26156721.036219999","16860561.027287494","11145822.478842497","5711529.4719449999","306.21055000000001","2902.8659500000003","44000830.704214096","21507281.129049998","13910788.4066025","7565299.9613575004","2.0765500000000001","31190.684540000002","21222748.304147497","13385582.496799998","7430663.1772274999","10.72939","406491.90072999999","1270801.2710166001","749996.67697250005","520545.58993410005","211.16267999999999","47.841430000000003","37025270.054396547","29086942.55494","2346826.3988237726","5498165.4363871748","93335.664245599997","400137.36597959994","1501349.2751585203","11062796.238450922","16778276.273641169"
2012-01-01,"42017717.814556003","25265119.435660001","16752598.378896004","11243206.421216002","5508361.5743700014","235.00534999999999","795.37796000000003","43990328.954936594","20734554.400031999","13111122.654075999","7601696.0483959997","2.0765400000000001","21733.621019999999","21964702.895303998","14420740.122649999","7257222.5493139997","10.73033","286729.49301000003","1291071.6596006001","758784.26905400003","532070.32435259991","168.93014400000001","48.136049999999997","40342677.251702048","34477152.359810002","55317.511933356","5716865.2358942898","93342.144064399996","400178.38176120003","1467230.5230880426","11007613.551089499","18817422.755265128"
2012-02-01,"42078833.239844501","25008909.154459998","17069924.085384499","11430063.505399499","5639350.3418650003","145.25601","364.98210999999998","44547763.951659106","20700785.335004002","13088580.060369499","7594228.816164501","2.0765400000000001","17974.38193","22610262.072400503","15289049.873040002","7068796.5165104987","10.731290000000001","252404.95156000002","1236716.5442545998","730554.02316550002","505987.4473911","126.69760799999999","48.376089999999998","41276899.064970776","34351528.352240004","2062092.0096946273","4769924.2109717466","93354.492064399994","400710.4968662","1449678.1077767659","11227898.785645237","19496436.660763852"
2012-03-01,"42456512.765742995","24883631.756929997","17572881.008812997","11615634.357742999","5956660.773120001","248.01324","337.86470999999995","45831913.503041603","21343362.156896003","13633697.649403","7692783.7142930012","2.0765500000000001","16878.716649999998","23166243.041276999","16153687.827110002","6776893.4718569992","10.73227","235651.01004000002","1322308.3048686001","776795.23081700003","545380.04074960004","84.465072000000006","48.568229999999993","41707314.275717117","34848543.575199999","2070282.3568394291","4695119.9588784948","93368.384799199994","409037.48461020004","1388340.2306445714","11433247.307216922","18152259.634786516"
