"MES","BCBP01","BCBP02","BCBP03","BCBP04","BCBP05","BCBP06","BCBP07","BCBP08","BCBP09","BCBP10","BCBP11","BCBP12","BCBP13","BCBP14","BCBP15","BCBP16","BCBP17","BCBP18","BCBP19","BCBP20","BCBP21","BCBP22","BCBP23","BCBP24","BCBP25","BCBP26","BCBP27","BCBP28","BCBP29","BCBP30","BCBP31","BCBP32"
2003-06-01,"7919297.7369999997","2415560.878","5503736.8590000002","1138279.7290000001","4365457.13","0",,"15003084.396916403","5347181.8290000008","324042.78100000002","5023139.0480000004","0",,"9454229.0200000014","138357.57199999999","8979323.2100000009","230087.78400000001","106460.454","201673.54791640001","41237.25","159416.46691640001","1019.831",,"5261685.3035600008","2438769.7480000001",,"2578495.46856","244420.087","221395.541","3231441.8832399999","9172420.590083601","8063388"
2003-07-01,"8343884.9570000004","2477670.9550000001","5866214.0020000003","1158507.5959999999","4707706.4060000004","0",,"15045090.425596701","5556921.0219999999","369593.32699999999","5187327.6950000003","0",,"9279889.7020000014","147569.04800000001","8862726.3930000011","207102.92800000001","62491.332999999999","208279.7015967","38709.622000000003","168562.07759669999","1008.002",,"4952025.8906800002","2559152.2519999999",,"2147316.1326800003","245557.50600000002","224947.60800000001","3234948.1840500003","9030687.9804033004","8234660.165"
2003-08-01,"8407906.5480000004","2493150.15","5914756.398","1136367.1810000001","4778389.2170000002","0",,"15072153.093141302","5616787.6940000001","384770.8","5232016.8940000003","0",,"9259366.7150000017","110198.8","8891375.4940000009","202470.84899999999","55321.572","195998.68414129998","36226.974000000002","158758.9811413","1012.729",,"4872780.7478400003","2566578.6750000003",,"2060212.91784","245989.155","228776.91899999999","3197074.8521811003","9243976.9808587003","8474929.3550000004"
2003-09-01,"8570001.4220000003","2481543.3939999999","6088458.0279999999","1207161.7860000001","4881296.2419999996","0",,"15128437.141561901","5756354.5800000001","354753.571","5401601.0089999996","0",,"9096948.5930000003","85823.438999999998","8799156.7139999997","141422.016","70546.423999999999","275133.96856190002","53583.803","220539.40956190001","1010.756",,"5104479.0129199987","2289047.8939999999",,"2569771.0249199998","245660.09399999998","229935.723","3212561.7916910998","9236628.6454380993","8569811.0749999993"
2003-10-01,"8128558.631000001","2656986.6970000002","5471571.9340000004","1182678.723","4288893.2110000001","0",,"14261654.708982501","5414707.6349999998","384291.33600000001","5030416.2989999996","0",,"8633818.904000001","73750.385999999999","8357116.6619999995","132202.38","70749.475999999995","213128.1699825","42803.245999999999","169310.52898249999","1014.395",,"4821071.4440000001","2417378.2370000002",,"2154907.156","248786.05100000001","232598.745","3225179.5639775004","9491691.2860174999","8639607.6319999993"
2003-11-01,"8459015.9129999988","2677611.0980000002","5781404.8149999995","1247795.1850000001","4533609.63","0",,"14171389.5349987","5506335.0559999999","356848.967","5149486.0889999997","0",,"8436374.9739999995","65558.097999999998","8179697.466","127931.857","63187.553","228679.50499869997","49523.057000000001","178135.33299869997","1021.115",,"5000494.6890799999","2462496.5349999997",,"2304737.7110800003","233260.443","231985.47899999999","3213430.8105894998","9371199.9630013015","8799683.7899999991"
2003-12-01,"9238473.1229999997","3231103.1239999998","6007369.9990000008","1334947.6780000001","4672422.3210000005","0",,"14565787.041575801","6032206.148","439296.62599999999","5592909.5219999999","0",,"8344039.574000001","59220.192000000003","8120985.0310000004","116528.94","47305.411","189541.31957580001","50147.817000000003","138367.66857579999","1025.8340000000001",,"5218532.8732799999","2164516.1829999997",,"2846450.5232799998","207566.16699999999","228134.236","3220417.6481502","9440641.5084242001","9045205.7290000003"
2004-01-01,"8906672.091","2721842.125","6184829.966","1187580.051","4997249.915","0",,"14244547.911569603","5993199.1500000004","365846.77399999998","5627352.3760000002","0",,"8039891.9540000008","38705.101999999999","7885139.5010000002","99822.024999999994","16225.325999999999","211456.80756960003","34725.879000000001","175713.01756960002","1017.9109999999999",,"5073232.6683599995","2584572.79",,"2285431.7663599998","203228.11200000002","229329.58600000001","3232445.9322656002","9478721.5274713207","8969568.2379999999"
2004-02-01,"8657258.4919999987","2736606.8119999999","5920651.6799999997","1266062.0630000001","4654589.6169999996","0",,"13816604.18331","5719790.8250000002","362951.94","5356838.8849999998","0",,"7891461.4879999999","41692.675000000003","7739904.3470000001","92951.326000000001","16913.14","205351.87031","37362.788999999997","166970.04431","1019.037",,"5164208.7313999999","2579091.6869999999",,"2382062.3534000004","203054.69099999999","233370.356","3215960.6132970001","9333741.9937513806","8929673.3910000008"
2004-03-01,"8692665.0989999995","2528015.9369999999","6164649.1620000005","1191028.9750000001","4973620.1869999999","0",,"13413933.788608","5466948.2590000005","357098.19","5109850.0690000001","0",,"7751436.1979999999","32800.012999999999","7634955.5609999998","82974.168000000005","706.45600000000002","195549.33160799998","34941.892","159586.21660799999","1021.223",,"5601807.2235199995","2844199.9360000002",,"2556337.3175199996","201269.97","240457.60500000001","3280483.5211148001","9396686.8595147636","9072780.7789999992"
2004-04-01,"8524852.3629999999","2707185.8020000001","5817666.5609999998","1127609.7150000001","4690056.8459999999","0",,"13008561.305374","5179199.2760000005","364906.43099999998","4811820.6560000004","0","2472.1889999999999","7630163.0750000002","32293.083999999999","7516883.6140000001","72943.297999999995","8043.0789999999997","199198.95437399996","31470.194","166705.22237399998","1023.538",,"5687886.9375600005","3031125.7940000002",,"2459197.1145600001","197564.02899999998","242823.94","3271542.7646717001","9290201.7757692225","8860962.6267461926"
2004-05-01,"8848224.5720000006","2645036.693","6203187.8789999997","1243209.817","4959978.0619999999","0",,"13162369.29414","5161068.0940000005","352660.23499999999","4798690.2439999999","0","9717.6149999999998","7806804.0439999998","53751.423999999999","7620846.2800000003","71076.262000000002","61130.078000000001","194497.15614000001","51399.578000000001","142067.89814","1029.68",,"5608866.3245999999","2965673.15",,"2443291.0036000004","199902.171","247427.557","3285334.1454130001","9320793.4700236823","8902357.4334923867"
2004-06-01,"8251063.5510000009","2815068.094","5435995.4570000004","1301311.3810000001","4134684.0759999999","0",,"13019351.664672","4280491.6620000005","448764.28600000002","3797300.2880000002","0","34427.088000000003","8535761.3719999995","99335.45","8345877.5329999998","58132.146999999997","32416.241999999998","203098.63067199997","34785.824999999997","167281.80867199998","1030.9970000000001",,"6030110.6106799999","3240143.301",,"2581404.0866800002","208563.223","245595.07699999999","2487399.9376960001","9253225.5485326033","8813979.4869847707"
2004-07-01,"8234939.3160000015","3005528.8840000001","5229410.432000001","1253873.6299999999","3942598.4530000002","32938.349000000002",,"13338173.792438","4279113.6349999998","572270.94299999997","3634653.2579999999","0","72189.433999999994","8871300.0940000005","119324.024","8660787.5059999991","55879.116000000002","35309.447999999997","187760.06343800001","35552.504999999997","151178.469438","1029.0889999999999",,"5762476.6673765657","3149490.4419999998",,"2407348.6163765658","205637.609","247390.821","2511017.5877747","9378080.5795619991","8844059.7287309654"
2004-08-01,"8377514.8369999994","2995254.1949999998","5382260.642","1244880.1040000001","4098894.3259999999","38486.212",,"13663060.558735998","4291680.2790000001","617276.65500000003","3568819.44","0","105584.18399999999","9152109.8779999986","127634.06200000001","8897668.5399999991","55343.644","71463.631999999998","219270.401736","39117.57","179120.70173599999","1032.1300000000001",,"5875768.4704662627","3318693.2560000001",,"2353615.5844662627","203459.63","250151.90700000001","2513137.0705008004","9437074.465264","9027101.727969544"
2004-09-01,"8409535.5659999996","3038298.7280000001","5371236.8380000005","1278564.5490000001","4042006.091","50666.197999999997",,"13945322.463268001","4422164.9750000006","657819.74300000002","3632018.7340000002","8747.491","123579.007","9309892.9570000004","138806.889","8995867.5419999994","69360.989000000001","105857.537","213264.53126799999","40721.252","171508.66826799998","1034.6110000000001",,"6219815.746859394","3327502.3619999997",,"2690123.9858593941","202189.39899999998","256166.39799999999","2514405.6468280004","9457850.6237319987","9143236.7674619276"
2004-10-01,"8501802.0289999992","3153531.7829999998","5348270.2460000003","1241265.1569999999","3970853.7170000002","136151.372",,"14005875.402566001","4503190.3459999999","693929.08499999996","3686115.443","11110.764999999999","112035.053","9298433.4849999994","160053.77799999999","8960159.5399999991","79472.501000000004","98747.665999999997","204251.571566","46148.35","157069.150566","1034.0709999999999",,"6268801.0119490921","3553100.111",,"2510114.0689490912","205586.83199999999","259210.27100000001","2502518.2784703998","9315122.1894339994","9283933.8757005073"
2004-11-01,"8566188.4729999993","3153099.392","5413089.0809999993","1308965.977","4048083.9750000001","56039.129000000001",,"14086259.013332","4588373.9969999995","672806.30299999996","3795007.7769999998","11760.044","108799.87300000001","9281161.4850000013","169389.26","8847184.8530000001","158898.99299999999","105688.379","216723.53133199998","59833.298999999999","155849.910332","1040.3219999999999",,"6592528.2346456572","3418842.821",,"2970719.7876456566","202965.62600000002","263541.69","2456123.0494168955","9277344.2256680001","9526052.0224467013"
2004-12-01,"9421576.6799999997","3917352.4359999998","5504224.2440000009","1392040.084","3993191.3450000002","118992.815",,"14504907.007864002","4892819.0190000003","836474.39099999995","3912529.3429999999","11202.504999999999","132612.78","9413356.932","187835.277","9001301.2339999992","105789.14599999999","118431.27499999999","198731.05686399998","35307.839999999997","162381.08586399999","1042.1310000000001",,"6226660.8130387878","3102219.057",,"2921381.6880387878","203060.068","269765.46399999998","2412964.0276939999","9207219.5531360004","9391725.454939086"
2005-01-01,"8811124.4809999987","3361741.8810000001","5449382.5999999996","1353788.69","3972137.01","123456.9",,"15150199.736629998","4996752.26","785963.07","4060814.49","9577.8700000000008","140396.82999999999","9940871.1199999992","165771.57","9507303.5800000001","106767.45","161028.51999999999","212576.35662999999","39900.17","171635.69662999999","1040.49",,"5853750.8907353543","3472475.7810000004"," -","2178581.2907353537","202693.81900000002","270249.67599999998","2611323.0082","9336724.6823699996","9494736.2656852789"
2005-02-01,"8636074.5712100007","3319537.0248700008","5316537.5463400008","1335991.39331","3845215.4081400009","135330.74489",,"15349740.639215996","4919811.5525899995","803321.88370999985","3979797.9687699997","8543.9879299999993","128147.71218","10190449.764389997","205869.52424000003","9702614.9772099983","110884.27677000001","171080.98616999999","239479.32223599998","43117.964350000002","195282.34893599999","1041.9939000000002","37.015050000000002","5975777.9031513194","3596776.6986700003"," -","2175265.7620305195","203735.44245080004","272364.68584420002","2608878.4137596879","9402807.9899087772","9550585.7448741496"
2005-03-01,"8512569.1433099993","3257206.2134400001","5255362.9298700001","1285516.0973000003","3827066.6020000004","142780.23056999999",,"15199039.306038","4872671.4970999993","776400.92433999991","3951573.73765","8102.5458200000003","136594.28929000002","10088773.48332","200651.93469000002","9614838.422869999","101770.92509","171512.20066999999","237594.325618","58688.697030000003","177824.13479799998","1040.6470399999998","40.84675","6107021.8251310503","3577895.9987900001"," -","2325022.8719706503","204102.95437039997","279256.73530080001","2550935.6149692843","9558913.5506390091","9459999.3494035322"
2005-04-01,"8901874","3602858","5299017","1294134","3916030","148851",,"15857081","5200527","815969","4236392","7513","140653","10429094","232717","9892121","106079","198178","227460","65202","161175","1039","44","6581206","4085147"," -","2289239","206820","277782","2526572","9491969","9550832"
2005-05-01,"8954474","3601057","5353416","1319733","3922553","111131",,"15920752","5238700","781800","4294456","7397","155047","10468981","201536","9873839","88340","305266","213072","45373","166588","1057","53","6437474","4047777"," -","2182341","207356","281663","2505696","9437502","9526983"
2005-06-01,"8945650","3725388","5220262","1310868","3820573","88821",,"15732331","5064922","828944","4073780","4236","157962","10470930","200466","9865715","80781","323968","196479","40195","155171","1054","59","6873048","3797417","334683","2523352","217597","287989","2489679","9778430","9656008"
2005-07-01,"9221722.1003100015","3892700.0873800004","5329022.0129300002","1453187.6465700001","3807870.8303999999","67963.535960000008",,"15894299.739116998","5119821.1804599995","817496.56730999995","4132556.3002099996","3663.6625899999999","166104.65034999998","10570000.61538","248801.38584999999","9927478.9601600002","72709.020229999995","321011.24913999997","204477.94327700004","48656.794970000003","154720.71225700001","1045.6616900000001","54.774360000000001","7214979.6781290164","4659490.5180999991","245896.18941366364","2095342.3103728537","214250.66024249999","289544.58464650006","2605884.5096064899","9611029.9237342384","9637952.9354653619"
2005-08-01,"9796239.3803700004","4080532.6340299998","5715706.7463400001","1535668.8191199999","4053260.00612","126777.92110000001",,"16220986.471834201","5274142.0457100002","923663.94678999984","4165442.9854600006","3090.2615099999998","181944.85194999998","10727024.896120001","233687.20457","10097308.256280001","65630.308919999996","330399.12635000004","219819.53000420003","44349.882969999999","174358.72175420003","1042.3873799999999","68.537899999999993","6999759.9338435521","4479434.3309499994","214103.31623493001","2091805.1041208224","214417.18253779996","289506.51766240003","2611464.0593438931","9599489.1762849502","9717142.3247591779"
2005-09-01,"9985669.0946900006","4307609.0129399998","5678060.0817500008","1544689.2070300002","4025612.9448000006","107749.78345999999","8.1464599999999994","16392684.159262802","5424434.9692300009","1027012.7076000001","4211206.3151600007","3048.3060900000005","183167.64037999997","10764730.91605","272857.61064999999","10110472.84323","59587.730100000001","321812.73207000003","203518.27398279996","43308.033370000005","159116.54669279998","1036.2941900000001","57.399730000000005","7055144.0147933112","4590557.2873999998","221708.6405094552","2029979.5391722564","212898.54771160003","293301.08898340003","2653571.9858308001","9609661.0072171707","10127690.325517386"
2005-10-01,"10776368.44132","4471443.6326200003","6304924.8086999999","1954147.5503699998","4237985.95041","112540.79700000001","250.51092","16352150.082869999","5568062.2992400005","1061901.92142","4313662.8315399997","2468.4161200000003","190029.13016","10544957.147629999","267048.25916999998","9897757.4932999983","54643.659350000002","325507.73581000004","239130.63600000006","56598.564460000009","181429.18456000002","1047.26125","55.625730000000004","7514308.423129078","5015791.4823900005","246454.46009655326","2088116.3783225252","163946.10232000001","292642.33885","2759547.5083499998","9654690.910142038","10178760.106716406"
2005-11-01,"11731915.96728","4576819.9034900004","7155096.0637899991","2369782.7971599991","4672713.8717599995","111339.29754","1260.0973300000001","16184623.634389998","5635972.7339399997","1071969.24587","4356074.8414000003","2305.9726499999997","205622.67402000001","10314382.488089999","264930.74677999999","9648293.8803599998","48656.621960000004","352501.23899000004","234268.41236000002","53186.967070000006","179977.1832","1045.6253299999998","58.636760000000002","7522631.0338630322","5039947.5472099995","200157.74265050722","2115872.0137625253","166653.73024","296044.86721999996","2872442.7237400003","9217759.3613557108","10548267.315560536"
2005-12-01,"11558226.19514","5670034.2324100006","5888191.9627299998","1795417.7379000001","3960576.43352","91457.964000000007","40739.827310000001","16366162.000220001","5854449.2147600008","1322117.8844000003","4295066.4370900001","2413.35178","234851.54149","10278625.775300002","233986.26748000004","9535548.5200600009","46351.949369999995","462739.03839","233087.01015999998","53473.19846","178519.98699","1041.0661299999999","52.758580000000002","7622492.753089658","4957451.1064999998","221574.44670713219","2282366.5155625255","161100.68432","297604.87977999996","2889351.2919000005","8851471.4767213278","10804804.464410534"
2006-01-01,"11029910.981040001","5172752.4929299997","5857158.4881100003","1824181.5990099998","3891771.9535699999","96795.434500000003","44409.501029999999","16127011.241839999","5683602.5641799998","1285043.0704599996","4170443.7260399996","2344.5075700000002","225771.26010999997","10216440.212819999","265107.85240999999","9468440.7551399991","31324.464069999998","451567.14120000007","226968.46484000006","54590.142420000004","171289.72945000001","1037.98693","50.60604","8189690.6888846559","5754735.9872199995","131925.9167621315","2159901.7439425248","143127.04096000001","299912.51386000001","2868703.5618000003","8888664.1897806171","11205588.914810535"
2006-02-01,"11136411.852409998","5196024.4718399998","5940387.3805699982","1771276.1514299996","4043557.9838099992","79461.324800000017","46091.920530000003","16182116.458928598","5629877.5137899993","1185096.7348800001","4217487.4890199993","1576.61248","225716.67740999997","10313303.61083","276475.33526000002","9463031.5647","21094.823969999998","552701.88690000004","238935.33430860002","61567.789749999996","176283.43121860002","1035.5689299999999","48.544410000000006","8597697.1175460331","6132305.7948899996","179358.84168757443","2142983.9586144597","143048.52235400002","298717.35310500005","2856130.0358874006","8985465.5790360421","10929946.008339843"
2006-03-01,"10861626.529490001","5085349.6956099998","5776276.8338800007","1605787.9953100001","3930476.8270700001","112183.70339","127828.30811000001","16372152.972245796","5729835.9976199996","1324310.9687699999","4164645.1106199995","1564.0890400000001","239315.82918999999","10443438.843559995","266698.99748000002","9531039.7109999973","21750.73156","623949.40351999993","198878.1310658","42996.313320000001","154796.0587958","1028.9344700000001","56.824479999999994","9372220.9791949932","6739882.2525700005","239647.18963246557","2249005.0034509278","143686.53354159999","300985.6443704","2808272.5987038002","8995796.3996809032","11051712.067116659"
2006-04-01,"11123457.692949999","5362204.2759999996","5761253.4169499995","1606284.8255800004","3901298.2769899992","96683.05575","156987.25863","16384538.267094398","5711183.3641000008","1325429.60696","4153845.9759400003","1588.0139300000001","230319.76726999998","10435074.319859998","258645.32414000001","9460065.7267199978","21731.11246","694632.15654000011","238280.58313440002","68104.07295999999","169115.06868440003","1022.8283200000001","38.613169999999997","10267086.898910992","7663165.7928099995","318571.31087952928","2140497.3388522626","144852.45636919999","301914.45728160004","2784469.7685611998","8884373.3878267556","11531788.45557964"
2006-05-01,"11199873.266570002","5534713.74548","5665159.5210900009","1797710.4819799999","3570646.8960000002","63211.237200000003","233590.90591","16246120.598084401","5643111.8493499998","1331726.1340500002","4046511.3959799996","1512.1135499999998","263362.20577","10366941.946180001","273632.86092000001","9315506.54892","21078.07761","756724.45873000007","236066.80255440006","54378.278710000006","180612.37625440003","1039.1747","36.97289","11129609.141243985","8376462.1915100003","315307.39741092193","2292863.5951210624","144975.95720200002","306445.32283359999","2761665.5589528","8862664.7914492972","11831428.927238444"
2006-06-01,"11514200.18609","5908010.3383299997","5606189.8477599993","1824934.4831699999","3399658.8988499995","191538.09189000001","190058.37385","16231770.5837544","5679720.0611799993","1505012.0914600003","3930670.8563999995","1416.79591","242620.31740999999","10310496.865940001","302887.48879999999","9171733.8136500008","21076.68331","814798.88018000009","241553.65663439999","64330.576169999993","176153.29171440002","1035.0390500000001","34.749699999999997","11562222.387347607","8842808.051549999","412127.639159346","2162235.9663006626","145050.73033760002","307975.97360119998","2768395.1918596001","8760104.338208206","11531029.019632444"
2006-07-01,"12057044.959650002","6171981.9289500006","5885063.0307000009","2065144.3305300004","3698163.60702","46081.172810000004","75673.920339999997","16117044.1612444","5693731.8717300007","1566090.0194400002","3885939.6677000001","786.74797999999998","240915.43661","10195584.228559999","317244.87948","9054621.8392599989","21077.373210000002","802640.13661000016","227728.06095439999","66013.258650000003","160650.60451439998","1031.1828","33.014989999999997","12475588.061637089","9810770.4249300007","435693.27113842499","2084045.7320082628","145078.63356039999","311259.8353036","2751384.3091252004","8789668.6187505927","11922304.17954364"
2006-08-01,"12333564.10472","6242425.2690900005","6091138.8356300006","2017977.2240800001","3929478.8155599996","28435.441750000002","115247.35424","16590427.943093","6060996.5508399997","1677522.18716","4135003.6626200001","637.17009000000007","247833.53096999999","10293607.1447","331621.75488999998","9094757.1388799995","21051.643339999999","846176.60758999991","235824.24755299996","68730.97984","166039.09324299998","1027.0744999999999","27.099970000000003","13023143.244630143","10306660.276099999","404084.08324344899","2167708.6491716965","144690.23611500001","311964.9170565001","2739756.5779539999","8857267.6858465876","11899765.707417954"
2006-09-01,"12675498.1043","6439041.9543000003","6236456.1500000004","2139959.86876","3969269.3066000002","34861.063569999998","92365.911069999987","16915339.177362997","6230959.5013700007","1743173.33201","4246954.3727900013","637.72676999999999","240194.0698","10449594.692389997","338185.72923","9234390.3860499971","20763.819329999998","856254.75777999999","234784.98360299997","64561.458140000002","169174.64269299997","1022.53264","26.35013","13884887.433087213","10734786.35165","436184.68877301767","2567951.180228197","145965.21243600003","318771.71804050001","2724184.5187725001","8874259.1169540957","11921709.510991951"
2006-10-01,"12928342.460460002","6550042.7464500004","6378299.7140100012","2163165.0215700003","4086706.1276600007","21515.655529999996","106912.90925","17115130.461603001","6388926.8702399991","1669224.6452999997","4473416.8887699991","637.83103000000006","245647.50514000002","10455203.578740001","349306.45300999994","9204980.9410800003","16652.730680000001","884263.45396999991","271000.01262300002","93438.320390000008","176505.42712299997","1031.89202","24.373090000000001","14239669.367789801","10678275.614099998","453906.15671510552","2962774.7533651968","144712.84360950001","318609.16853249999","2731432.4029025002","8994870.5702350289","11740117.302977454"
2006-11-01,"13688041.434330001","6851789.6259099999","6836251.8084200006","2403320.0521500008","4172309.2887599994","23655.769339999999","236966.69817000002","17731912.865043003","6749895.7025000015","1816319.9543200005","4681234.3383100014","586.73800000000006","251754.67186999996","10703267.204880001","363811.61261000001","9391344.4584600013","16763.630809999999","931347.50300000003","278749.95766299998","81130.140849999996","196569.46078299999","1031.06673","19.289300000000001","14079102.028376656","10531198.787860001","443689.05579745967","2959208.1404191973","145006.04430000001","321784.19970799994","2702569.5536130001","8994097.5767169446","12137616.847070454"
2006-12-01,"15001814.670369998","8130184.5064899987","6871630.1638799999","2544155.3469100003","4113465.2583199996","24841.368690000003","189168.18995999999","18519650.745060198","7459285.0078299986","2298560.2200199999","4881579.0528499996","585.37109000000009","278560.36386999994","10832012.16199","404283.95093999995","9571499.1973999999","16723.196449999999","839505.81719999993","228353.57524020001","65538.792929999996","161767.69643020001","1026.5573999999999","20.528480000000002","12622470.417048911","8733644.2965500001","465395.14982374344","3279789.795007566","143641.17566759998","322868.03340939997","2837721.5796931996","8840401.7239321601","12243110.048805868"
2007-01-01,"14805254.933540002","7573271.4641500004","7231983.4693900002","2673757.6513299998","4332555.53687","30882.658629999998","194787.62255999999","18797509.629977401","7393396.6940699993","2168665.5580999991","4932133.9206000008","771.68709999999999","291825.52827000007","11186214.359360002","450377.82130999997","9760399.3567900006","21168.255639999999","954268.92561999999","217898.57654740001","59370.004629999996","157516.59084740002","994.67859999999996","17.30247","13575686.581568077","9376154.5554499999","508483.90342174243","3547750.3149551339","143297.8077412","324133.98705900001","2880960.6143084001","8829687.0374879222","12412133.671535587"
2007-02-01,"15065699.57911","7642297.7509000003","7423401.8282099999","2582597.5516100004","4475149.6737899994","17439.944529999997","348214.65827999997","19198751.543624602","7588546.1135100005","2246185.3111400004","5062718.1576899998","498.16048999999998","279144.48418999993","11388822.565610001","480183.65654","9918736.8826599997","21015.638749999998","968886.38766000001","221382.8645046","74622.111489999996","145751.43742460001","992.16367000000002","17.151919999999997","14061510.192423483","9829976.5371000003","536685.4890586813","3551781.5088468026","143066.65741799999","323892.61348840001","2856235.2831121003","8937358.7359002214","12449182.335366111"
2007-03-01,"15464963.942929998","7845597.096069999","7619366.846859999","2507521.23049","4683768.5098499991","12639.019410000001","415438.08710999996","19688378.856374603","7770041.9967","2291736.4092999995","5178938.7332000006","498.16451000000001","298868.68968999997","11696217.856790001","545851.99802000006","10154412.69884","20946.490869999998","975006.66905999999","222119.00288460002","50462.141659999994","170647.09962460003","992.16367000000002","17.597930000000002","14672647.742516901","10189306.25374","590717.66481509758","3748491.5320978034","144132.291864","329036.61970440001","2838871.9602883002","9043947.6418472696","12164109.989275306"
2007-04-01,"15676041.308149999","8220948.0921099996","7455093.2160399994","2402019.9405899998","4556009.8691999996","6316.9576799999995","490746.44857000001","19630905.862564597","7749271.2847299995","2220894.9736899999","5251351.9193099998","70.423389999999998","276953.96833999996","11612114.803399997","498113.36752999993","10127254.288599998","20946.613880000001","965800.53339","269519.77443459997","66818.342290000001","201691.6102846","992.16367000000002","17.658189999999998","16076699.452867368","11252522.652880002","646864.32312166388","4031163.9389756033","146148.53789009998","328444.24166290002","2806942.6367806001","8926187.6971297115","12471947.128103906"
2007-05-01,"16314224.872839998","8393462.8771199994","7920761.9957199991","2673506.2316000001","4851076.4093999984","2852.1000600000002","393327.25466000004","20263485.158591796","8139597.4322499977","2461562.88423","5360889.7007099986","70.245660000000001","317074.60165000003","11903370.454939999","572583.93238000001","10335372.057639999","20892.846280000002","974521.61864","220517.27140180001","62284.661770000006","157225.2412818","989.64867000000004","17.71968","16398160.74608607","11566484.122439999","672622.65113109967","4017734.4144702717","141319.55804469998","331712.60067919991","2820691.7136050002","8521012.162829781","12389429.688561426"
2007-06-01,"17226408.370859999","8849490.4459899999","8376917.9248700002","2907843.5161900008","5085016.9719299991","3128.29241","380929.14434","20583899.032889001","8239187.6993800011","2499105.5405999999","5463437.5525100008","70.067930000000004","276574.53833999997","12111895.735860001","730226.88806999999","10394386.948419999","20893.691330000001","966388.20803999994","232815.59764900003","61670.041769999996","170140.33441900002","987.13367000000005","18.087790000000002","15607929.623736933","11566028.418400001","746993.62780739309","3153935.3793210397","140972.19820849996","332362.15867000003","2693144.4317005002","8505550.2267081067","12445633.991579544"
2007-07-01,"17473580.899669997","9371444.1994399987","8102136.7002299996","2842977.8694500006","4940796.4972599996","1451.55908","316910.77444000001","20860537.162567798","8387867.39542","2706229.6498699998","5363768.3725800002","69.35466000000001","317800.01830999996","12178065.130699998","846980.96083","10350638.727669999","20679.341480000003","959766.10071999999","294604.63644779997","124329.05700999999","169280.26232779998","977.0740199999999","18.243089999999999","16360173.48061684","12595216.285710001","779277.97076942341","2846143.6852737148","139535.5388637","330547.2864029","2642788.2428322998","8455443.5840838514","12451100.209744615"
2007-08-01,"18212032.44221","10102979.87555","8109052.56666","3067316.0758000007","4686197.04892","1712.09094","353827.35100000002","21237829.312999401","8932308.2884900011","3300212.88424","5267603.7678700015","68.819860000000006","364422.81652000005","12067520.476220001","928122.29138000018","10153629.571380001","20519.95161","965248.66184999992","238000.5482894","64858.560890000001","172170.6076894","969.52904999999998","1.85066","16032837.049670534","12993474.878830001","764099.87694351235","2136679.1389864213","138583.15491059996","329991.67242229998","2607939.6185911","8461962.2552935611","12429971.861042973"
2007-09-01,"18806449.081150003","10591590.68747","8214858.3936800007","3276829.2765699998","4646443.5849900004","1157.1702500000001","290428.36186999996","21596826.764369398","9220471.9139900021","3376785.6727799992","5394358.470350001","68.820630000000008","449258.95023000002","12153224.115469998","954538.62419999996","10172893.788449999","20539.675640000001","1005252.0271799999","223130.73490940002","66936.969839999991","155222.08429940001","969.52904999999998","2.1517200000000001","16406516.55117514","13627813.537060002","775105.83150391642","1863992.9113685214","139604.27124269999","335709.06258590001","2594007.6453480003","8504703.497888511","13143413.50679547"
2007-10-01,"19126025.533089999","10800779.00343","8325246.5296599995","3425616.6651699999","4505953.2931399997","780.0311999999999","392896.5401499999","21942371.0285738","9504423.8916999996","3438391.2398999999","5557974.6103399992","68.464370000000002","507989.57708999998","12215628.927820001","974511.96882000007","10112217.65092","20383.090180000003","1108516.2179","222318.2090538","68945.007260000013","152406.71597379999","964.49905999999999","1.9867600000000001","16581032.742248215","13559259.27925","823273.12693435664","2059598.292707158","138902.04335669999","335020.12251909997","2545997.5144113","8449134.652504012","13497449.590920109"
2007-11-01,"19710127.62576","11474704.751089999","8235422.8746699998","3429928.3106199997","4337645.3918099999","751.07956999999999","467098.09267000004","22058434.4131882","9662795.8144700006","3574760.9328000005","5495894.6961199995","16.493470000000002","592123.69207999995","12113061.101019999","1009105.11853","9881631.7166299988","20580.79869","1201743.4671700001","282577.49769820005","74892.272880000004","206734.5633982","949.08178999999996","1.5796299999999999","16588244.383723516","13644706.31577","828652.82620922104","1976565.5682088961","138319.67353540001","337603.72318630002","2480872.4454298001","8587538.754344644","13608869.965475544"
2007-12-01,"21479603.783579998","13275785.220349999","8203818.5632300004","3583584.1100100004","4226623.3312800005","707.50311999999997","392903.61881999997","22794289.9976498","10434089.89026","4353241.3410399994","5339730.6098300004","16.36392","741101.57547000004","12056758.13658","1082470.8336499999","9658088.2430199999","20391.383100000003","1295807.6768100001","303441.97080980003","111187.75099000002","191310.67152980002","941.61850000000004","1.9297899999999999","14828073.285541687","11673003.61826","867291.48276088503","2150437.4231908023","137340.76133000001","336389.53767370002","2397889.2665215004","8465324.2476074323","13956004.1092203"
