"MES","SEHV01","SEHV02","SEHV03","SEHV04","SEHV05","SEHV06","SEHV07","SEHV08","SEHV09","SEHV10","SEHV11","SEHV12","SEHV13"
2013-03-01,"503.27964366564373","59545.058769999996","0.14322014322014323","16.147400000000001","1470.0115016435273","540437.05578000005","282.55370960999994","282.55370960999994",,,,,"599998.26195000007"
2013-04-01,"436.60339900339909","49540.031989999996","1.0464970464970467","145.19681","1292.6669582822781","469612.87332999997",,,,,,,"519298.10212999996"
2013-05-01,"268.95967580767586","32030.693020000002","0.84803484803484808","99.598960000000005","1425.1183740325869","522391.09267000004",,,,,,,"554521.38465000002"
2013-06-01,"402.62580701580703","46841.132640000003","1.3831633831633832","166.79026000000002","1433.0805858654874","525456.65229000011",,,,,,,"572464.57519000012"
2013-07-01,"373.61713817113821","45865.084929999997",,,"1478.0887915318249","530124.70764999988",,,,,,,"575989.79257999989"
2013-08-01,"433.64668732468738","56314.614350000003",,,"1482.9703648817479","529442.75222000014",,,,,,,"585757.36657000019"
2013-09-01,"272.68887720687724","36980.962530000004","1.0272910272910274","103.06986999999999","1409.9185937256195","502507.17232000001",,,,,,,"539591.20472000004"
2013-10-01,"460.25131135531137","58095.415000000001","0.52615252615252617","64.908029999999997","1497.7658890041116","531057.59324999992",,,,,,,"589217.91628"
2013-11-01,"418.01184608784615","50978.092720000001","1.028875028875029","127.29051","1347.8473108453486","474649.79603000003",,,,,,,"525755.17926"
2013-12-01,"170.95962987162989","20559.84144","0.85885885885885893","84.679490000000001","1432.5331136019415","506751.86163",,,,,,,"527396.38256000006"
2014-01-01,"218.90332508332511","26811.3148","0.35527835527835533","38.275280000000002","1525.4880733591938","541487.92960000003","229.52056356","229.52056356",,,,,"568337.51968000003"
2014-02-01,"428.54527010527011","46802.692860000003","0.52404052404052404","57.553570000000001","1409.5155965116221","500630.49154000002","265.26461169000004","265.26461169000004",,,,,"547490.73797000002"
2014-03-01,"465.35067815067822","58123.251810000002","0.35501435501435502","38.355040000000002","1485.9085102861311","524624.04625000001","282.55370960999994","282.55370960999994",,,,,"582785.65310000011"
2014-04-01,"319.11322430122431","39264.203180000004","0.70540870540870548","74.036880000000011","1445.9186200455422","509740.14809000003",,,,,,,"549078.38815000001"
2014-05-01,"501.630406956407","65897.299769999998","1.1940731940731941","115.76591000000001","1543.0908438329279","546348.67331999994",,,,,,,"612361.73899999994"
2014-06-01,"671.05553905553916","87120.160210000016","0.68732468732468743","86.840260000000001","1492.0352422454562","528430.57605999988",,,,,,,"615637.57652999985"
2014-07-01,"322.10265782265787","41347.638500000001",,,"1542.4821295299012","547520.26047999994",,,,,,,"588867.89897999994"
2014-08-01,"333.07297528297534","43143.912490000002","0.85239085239085244","104.19306","1501.5294808158533","531623.90178000007",,,,,,,"574872.00733000005"
2014-09-01,"596.84780688380692","71777.138930000016",,,"1438.2635893605145","457151.39242000011",,,,,,,"528928.53135000006"
2014-10-01,"137.01171058971059","17758.59",,,"1466.4084459090654","455611.15928000002",,,,,,,"473369.74928000005"
2014-11-01,"317.86722872322878","59602.414989999997","0.35382635382635386","38.863019999999999","1339.6823869048656","417723.00445999997",,,,,,,"477364.28246999998"
2014-12-01,"295.96885555885558","26480.773069999999",,,"1438.2451133516206","451347.13114000001",,,,,,,"477827.90421000001"
2015-01-01,"45.960095832095838","4966.26",,,"1481.7367873079202","385099.22152000002",,,,,,,"390065.48151999997"
2015-02-01,"342.18903514503518","19171.426030000002","0.48331848331848337","65.316769999999991","1378.7732907226946","362425.77798999997",,,,,,,"381662.52078999998"
2015-03-01,"477.44388344388346","22871.581000000002","0.52687852687852688","71.203570000000013","1539.2091099343143","404938.73817000008",,,,,,,"427881.5227400001"
2015-04-01,"224.91383691383695","10215.868179999999","0.87575487575487587","118.35150999999999","1459.8016047286219","315079.73458000005",,,,,,,"325413.95427000005"
