"MES","SEMU01","SEMU02","SEMU03","SEMU04","SEMU05","SEMU06","SEMU07","SEMU08","SEMU09","SEMU10","SEMU11"
2008-11-01,"14357.544351138566","14380.196302665339","14368.870326901953","15747.259028174694","6345.0720247860127","1378.8374312335011","1210.3435832342898","5118.8364736383073","321390.45289588859","24041606.338383839",
2008-12-01,"12051.58479692356","12992.188355057828","12521.886575990695","15753.072477635069","5564.8288902232052","1108.1163615214114","1151.2399825574869","3694.6539035783867","315592.7257877473","25257236.09887547","12522.252693597213"
2009-01-01,"12153.386530594595","11133.567121783695","11643.476826189144","13928.694986270708","4199.4190547141743","1046.4318303921834","1158.3840637181029","3295.3326223204667","345019.6911940081","27295913.503145978","10471.949494742452"
2009-02-01,"11211.368963197194","11233.752401747261","11222.560682472227","13991.833784298595","4304.7555373121622","1131.5650641288387","1160.5359804913749","3218.7324680581578","380860.3136424906","28674462.120302562",
2009-03-01,"11022.864385349776","11002.671784355041","11012.768084852409","13962.152815960844","4483.5348144751988","1116.8794152018309","1130.0275597081522","3257.5628527813005","425681.9184184036","29731755.046869028","2164.118622447364"
2009-04-01,"10994.742633636261","10766.860886053768","10880.801759845013","13422.271641296778","5261.8495050961092","1299.7721985309099","1277.8187103145383","3512.8500960942247","416755.79657574481","28945280.824811973",
2009-05-01,"12567.656392780251","12637.425823003798","12602.541107892024","14083.317350200256","4386.5175378834565","1414.8047445229581","1434.3487793749459","4497.3869170520529","418581.54356839921","29110236.386315044",
2009-06-01,"13781.615756193678","14530.274190492277","14155.944973342977","11816.905072644156","4521.7149605185959","1531.1327856024736","1508.9596116726304","4713.9375062788349","468514.67840451031","30350057.145629179","7031.2876052948259"
2009-07-01,"14427.890601720977","14418.849515831946","14423.370058776462","13999.846035124276","5213.8501160928345","1650.2835706498399","1534.1412401453722","4915.1404826811677","442522.89450528321","29759983.452638596",
2009-08-01,"14655.352070897719","14694.90886053382","14675.130465715771","13808.320139723903","5431.6827489511297","1784.8468997875652","1687.5775963854362","5584.3643493440904","448473.44969075156","30490512.987012994","12079.464304928919"
2009-09-01,"14634.43368259536","14564.853202899749","14599.643442747554","13785.032095315833","5966.6638105304337","2017.6343170646783","1825.4869980110482","6180.0152029101091","477843.60184455477","30765425.847142473","14686.374744401772"
2009-10-01,"14974.724985684876","14969.369268871147","14972.047127278012","13941.646015611846","6260.0786495689881","2190.706991631323","1906.8622695174286","6153.925082258027","539804.12461476226","29525964.866216548","14237.63465500633"
2009-11-01,"14946.530785380372","14971.491172952541","14959.010979166456","13771.74607205648","6011.96933095027","2272.9180415674746","2121.4703909272894","6307.5464352394929","553239.78230676567","32338404.364374526","11467.316970242673"
2009-12-01,"14965.009597640917","15003.937215395617","14984.473406518267","13999.955463246624","6472.7564559241118","2321.486102852492","2233.7034033053756","6784.6400371780428","581270.80302933604","34988410.830387928","3855.964130754106"
2010-01-01,"16152.168967412055","16600.924490597961","16376.546729005007","13754.897616951112","6121.1410003217516","2431.741988963061","2447.5544491466035","7105.6653310690217","570662.00022549939","35739926.925025336","17411.228581658226"
