"MES","BCPA01","BCPA02","BCPA03","BCPA04","BCPA05","BCPA06","BCPA07","BCPA08","BCPA09","BCPA10","BCPA11","BCPA12","BCPA13","BCPA14","BCPA15"
2010-03-01,"19958187.339135911","1536559.6794899998","15340474.251480002","3081153.4081659089","9014860.1960196551","30956701.533402387","30745819.592702389","27813689.807708114","0","644118.34592148266","2288011.439072792","210881.94070000004","1519161.5602599999","3169901.3369768099","64618811.965794757"
2010-04-01,"18201570.175695911","1460324.5296799999","13439578.513990002","3301667.1320259091","9280225.2100396529","31729510.036361948","31519481.511001948","28601050.750158109","0","559526.89511578274","2358903.8657280575","210028.52536","1512274.94597","3139790.061630656","63863370.429698169"
2010-05-01,"18538200.212835908","1723225.3483800001","13363300.909530001","3451673.9549259087","9432603.9445904195","34704632.99590642","34484175.361716419","31533075.852060236","0","597105.00373517652","2353994.5059210057","220457.63419000004","1475471.6346700001","3398941.0269376724","67549849.814940423"
2010-06-01,"17698882.417205907","2037848.7338700001","12481761.118199999","3179272.5651359088","8698953.2227762509","35131882.312104933","34912710.277174935","32087278.459230237","0","555396.44138032815","2270035.3765643686","219172.03493000002","1451551.35109","3338368.9411766175","66319638.244353704"
2010-07-01,"16508946.894620003","1911271.99077","11263462.416440003","3334212.4874099996","9098972.3793258332","35873421.244161561","35654911.280091561","32847959.587980237","0","528168.80670116004","2278782.8854101645","218509.96407000002","1401327.5478599998","3094877.7850714079","65977545.851038806"
2010-08-01,"16466707.201760001","1963175.0244699996","11154894.858900003","3348637.3183899997","8985261.3114451729","36418073.751869902","36200218.030019902","33422907.287662055","0","497930.36658115993","2279380.3757766914","217855.72185","1362810.1926799996","3054855.342489006","66287707.800244078"
2010-09-01,"16761794.537020002","1946362.7796099999","11332368.52562","3483063.2317900001","9042132.7987637818","36943217.528669916","36727306.526919916","33990083.980992064","0","523515.00779115997","2213707.5381366909","215911.00175000002","1515351.1958600003","3134773.3473703219","67397269.407684028"
2010-10-01,"16397933.190710001","1870450.59742","11118551.624310002","3408930.9689799994","9557548.3297216985","37672823.522380069","37459840.652500071","34725554.31150569","0","526992.93574115995","2207293.4052532176","212982.86988000001","1420928.8058399996","3080983.9029631512","68130217.751614913"
2010-11-01,"16416402.16464","1785642.9966700003","11293289.55187","3337469.6161000002","9711589.1220562886","38326253.186327629","38115634.942347631","35393270.508605696","0","493546.23053256009","2228818.2032093788","210618.24397999997","1362294.66411","3068286.604177861","68884825.741311774"
2010-12-01,"16186368.162900001","1843993.0390299999","11398517.74793","2943857.3759399997","9038930.194635449","39100531.25078702","38894395.084477022","36254401.513792329","0","447710.61165216001","2192282.9590325411","206136.16631","1413526.5428500003","2996746.5956053482","68736102.746777818"
2011-01-01,"17954667.761879999","2052083.3152499998","13104329.703439999","2798254.7431900003","7203445.1159980437","39012054.816428937","38806464.554038934","36108321.27187293","0","501894.20968215994","2196249.0724838385","205590.26239000002","1355196.2711400001","3092955.4314502277","68618319.396897212"
2011-02-01,"18809521.19768","2094391.3317199999","13930934.749919999","2784195.1160400002","7008015.3800420845","39377216.196134515","39173614.712104514","36517004.895511597","0","540643.00396055984","2115966.8126323586","203601.48402999996","1207513.0736700001","3067430.8315957752","69469696.679122373"
2011-03-01,"20000157.19805","2087119.0048699998","14948984.973409999","2964053.2197700003","6658559.0600505499","40033988.34562479","39832198.860154793","37183002.826780871","0","542392.55520695983","2106803.4781669648","201789.48546999999","903545.44260999991","2927110.5646669525","70523360.611002296"
2011-04-01,"17741377.597099997","1885342.4836700002","12438413.944359997","3417621.1690699998","7363976.3700870927","41016095.563687481","40812813.67825748","38186704.263885699","0","491006.62600695994","2135102.7883648244","203281.88542999999","489730.22729999997","3143549.6112105674","69754729.369385138"
2011-05-01,"16216862.936520001","1935913.8011300003","10787795.73992","3493153.3954700008","7384024.7053964706","42512063.299829602","42306930.3487496","39708685.954108439","0","482152.48743695993","2116091.9072042028","205132.95108","445853.10438999999","2946036.4898160193","69504840.535952091"
2011-06-01,"16506752.68613","2046614.9913499998","11131720.58014","3328417.1146399998","7730735.5597729972","43476974.327600837","43272254.605940834","40720445.665035158","0","482830.89301695989","2068978.0478887188","204719.72165999998","353988.85187000007","2911884.2512656339","70980335.676639467"
2011-07-01,"15969154.308689997","2073895.6821599996","10617574.401189998","3277684.2253400004","8541060.8064976595","44361704.882469468","44157400.144789465","41577165.299313106","0","511838.20275695994","2068396.6427193964","204304.73767999999","378546.01863000001","3019162.8041471499","72269628.820434272"
2011-08-01,"16741284.457509998","2154075.0480399998","11339270.059649998","3247939.3498200001","8217160.1892777504","45008404.57515993","44803466.305659927","42269887.779883109","0","484386.16424696002","2049192.3615298532","204938.26950000002","484829.41950000002","3041020.8733417406","73492699.514789402"
2011-09-01,"17564401.736930002","2161537.4354400001","12405627.294670001","2997237.0068199998","7505175.9414878422","45723438.506934039","45500345.965434037","42966073.638592213","0","485635.38840695989","2048636.9384348625","223092.54149999999","414449.07266000001","3044597.4895417783","74252062.747553661"
2011-10-01,"18001439.183339998","2326014.8839500002","12768227.691109996","2907196.6082799998","7500902.2184479339","46148369.925798751","45972365.262608752","43418615.690246753","0","508179.55597695993","2045570.0163850456","176004.66319000002","374807.28857999999","3101158.0583980256","75126676.674564704"
2011-11-01,"20163659.046569999","2524991.7802800001","14333514.810789999","3305152.4555000002","7318724.0147763258","46844362.86685653","46668561.055526532","44141877.865900159","0","483356.46716275986","2043326.7224636197","175801.81132999997","455178.24684000004","3082715.1227948028","77864639.29783766"
2011-12-01,"21610539.368739996","2428366.1254199999","15855438.614539998","3326734.6287800008","7391260.0261126691","47856596.754972622","47680574.732792623","45203761.034160152","0","447965.54122795991","2028848.1574045157","176022.02217999997","565605.30792999989","3079725.4010187658","80503726.858774051"
2012-01-01,"21364088.456690002","2639142.2078400003","15310288.513290001","3414657.7355599999","7073847.523311737","47919617.516334318","47743256.21741432","45249354.307084396","0","462677.90032995987","2031224.0099999635","176361.29891999997","578112.72771000001","3225544.6009996971","80161210.82504575"
2012-02-01,"22166987.600110002","2643013.3881100002","15732026.302480001","3791947.9095200002","7187869.6030146256","48063142.968319468","47888694.291549467","45363208.7165244","0","489497.35539695993","2035988.2196280989","174448.67676999999","470835.19543000008","3179146.5409787926","81067981.907852873"
2012-03-01,"23696010.768720001","2334631.2810499994","17364695.452429999","3996684.0352400001","6926612.1816855194","48667432.405869693","48495184.202569693","45991034.522371054","0","469996.16816695989","2034153.5120316818","172248.20329999999","463667.44940999994","3246745.7152906321","83000468.520975858"
2012-04-01,"22398713.929389998","2336948.2727000006","15843540.710660001","4218224.9460300002","8241316.1842320645","49916877.766150601","49730351.458730601","47210836.82969106","0","469223.36937695986","2050291.2596625779","186526.30742","477941.53471000004","3391472.497348818","84426321.911831483"
2012-05-01,"21576681.365740001","2497456.8941599997","14796746.335220002","4282478.1363599999","7886567.1054586098","50960544.885451168","50747709.577041171","48234418.150979847","0","456948.82893695991","2056342.5971243693","212835.30840999994","495137.57779000007","3335800.2365442556","84254731.170984045"
2012-06-01,"21947099.19427","2760164.0458099996","15027805.175250001","4159129.97321","8115939.2050740579","51793765.689908974","51581105.656278975","49066355.47691986","0","450087.34363295994","2064662.8357261608","212660.03362999996","425398.8996","3308611.0922288038","85590814.081081837"
2012-07-01,"21115596.417969998","2759795.53657","13761579.599019999","4594221.2823799998","7956141.6839495068","52733870.187229872","52523428.683259875","50000700.638669856","0","452633.82465295994","2070094.2199370568","210441.50396999999","393881.62428999995","3332257.7831778927","85531747.696617275"
2012-08-01,"21091103.263790004","2757854.1335700005","14253703.76685","4079545.3633700004","8044724.9865449537","53586532.888330758","53472060.884290755","51023183.753089845","0","466555.24504295987","1982321.8861579522","114472.00404","389498.77535000001","3312950.1736324364","86424810.087648153"
2012-09-01,"22482410.089110002","2736245.5074499999","15950642.363190001","3795522.2184700002","8187503.2801558506","53966262.36107529","53852054.645445287","51382784.222118028","0","484381.34399295988","1984889.0793342958","114207.71562999999","379595.25591000007","3367488.1722879726","88383259.158539101"
2012-10-01,"21878459.11228","2789620.7247600001","15204470.443939999","3884367.9435800002","7857211.3113112971","54826313.004644051","54706160.538914055","52266448.865455903","0","462394.14152295986","1977317.5319351915","120152.46573","737587.37716999999","3342342.7514579687","88641913.556863323"
2012-11-01,"23524639.543690003","3171138.1910899999","16725774.204200001","3627727.1484000003","7479467.7627067463","55590977.227303103","55476232.862033099","53032114.114991359","0","471104.20224295999","1973014.5447987746","114744.36526999999","758770.79362999997","3314467.9765389096","90668323.303868771"
2012-12-01,"26712210.609979998","2946199.4729500003","20535384.873219997","3230626.2638099999","8569552.940182196","56205429.136028208","56099849.794818208","53744618.967641987","0","450867.67787295993","1904363.1493032537","105579.34121","701372.94031999994","3380128.8986671017","95568694.525177494"
2013-01-01,"25220078.941699997","3329691.5649100002","18365213.053389996","3525174.3234000001","9114806.3186576422","57378620.803768121","57272798.909578122","54864148.51014743","0","475567.79020295996","1933082.6092277328","105821.89418999999","774441.81743000005","3484686.446058318","95972634.327614084"
2013-02-01,"25898224.831329994","3276511.5290199998","18900622.430349994","3721090.8719600001","9024199.4707330912","57923905.792684488","57793402.519274488","55331158.452392898","0","515652.90498295997","1946591.1618986288","130503.27340999999","678184.52324999985","3556114.816128314","97080629.434125885"
2013-03-01,"25579045.583249997","3098474.0617499999","18389602.0724","4090969.4491000003","9389544.8079561815","58371026.398086563","58242420.880616561","55785583.619253181","0","507515.46080295992","1949321.8005604204","128605.51747000001","702964.41151000012","3602695.6215919619","97645276.822394699"
2013-04-01,"23989392.267389998","3020716.6510199998","17032486.439470001","3936189.1769000008","9886510.5820258148","60128292.327552587","60000250.762702584","57527361.726072863","0","501992.93004295992","1970896.1065867639","128041.56485","635968.26827","3551515.4514256082","98191678.896664008"
2013-05-01,"23576982.27031","3157494.7926400001","15668035.251840001","4751452.2258299999","9855752.9384776056","61578322.208817691","61452443.202837691","58960780.965948038","0","510550.42856295995","1981111.8083266909","125879.00598","569292.74496000004","3613641.7565419464","99193991.919107243"
2013-06-01,"24325740.501819998","3100443.5515100001","16669765.864599999","4555531.0857100002","9270989.2965506967","62568818.532079451","62383595.539479449","59870765.983696222","0","527815.91550295986","1985013.640280274","185222.99259999997","694208.82430999994","3591780.9977173889","100451538.15247755"
2013-07-01,"23065947.063780002","3253690.9527000007","15029704.41375","4782551.6973300008","10451479.185728868","63722045.001955763","63538358.965035759","61001087.629838943","0","544544.89513295994","1992726.4400638572","183686.03691999995","592586.51286000002","3589319.176090132","101421376.94041477"
2013-08-01,"23483277.707690001","3240290.99505","15617256.373350002","4625730.3392899996","9690508.6663743146","64547227.210430592","64368349.641160592","61809161.177661985","0","550803.10041295993","2008385.3630856487","178877.56926999998","539494.40105999995","3625444.0503083216","101885952.03586322"
2013-09-01,"24296810.52194","3377806.1812000005","16207609.870760003","4711394.4699799996","9617823.2406452112","65282167.863806732","65090497.364856735","62522562.225644693","0","547933.16765295982","2020001.9715590861","191670.49894999998","572756.24771000003","3669394.111672869","103438951.98577482"
2013-10-01,"25525659.888330001","3304880.0116300001","17350404.561740004","4870375.3149599992","9839930.4283814635","66248925.256489418","66058325.640299417","63537881.987397738","0","505672.49241295998","2014771.1604887203","190599.61618999997","509812.07601999998","3650336.4210010585","105774664.07022195"
2013-11-01,"25811991.651869997","3534177.8041600008","17048525.634929996","5229288.2127800006","9746221.3737476449","67806993.618394494","67616615.146284491","64995633.855555318","0","594827.73308955994","2026153.5576396163","190378.47210999997","451010.08353","3740175.1466820035","107556391.87422414"
2013-12-01,"30083162.590269998","3657868.0872999998","21375072.814509999","5050221.6884599999","10192947.609680001","68408053.899520621","68215022.380390614","65685422.59204562","0","524911.42087295977","2004688.3674720477","193031.51912999997","713965.58617999987","3697325.1568003716","113095454.84245099"
2014-01-01,"30115277.86634","4082159.0416299994","20086107.21607","5947011.6086400002","10055682.811930001","67796394.327952951","67588843.350232944","65072103.428443454","0","527547.42888295988","1989192.4929065267","207550.97771999997","691830.86144000001","3880532.5270377137","112539718.39470066"
2014-02-01,"29342133.44754","3762588.6764799999","19705875.772","5873668.9990599994","10304525.927960001","68235007.306105644","68015884.834385648","65427371.229563467","0","573626.71760295995","2014886.8872192141","219122.47171999997","619260.96747000003","3862997.7419459079","112363925.39102155"
2014-03-01,"28127063.685700003","3708865.6328400001","18915941.087890003","5502256.9649699992","11870441.16409","69230750.548129275","69022088.537869275","66407963.446666196","0","587409.34501296002","2026715.7461901098","208662.01025999998","675212.38936000003","3927638.1242559487","113831105.91153523"
2014-04-01,"27097225.265729997","3715881.5498599997","18234128.611639995","5147215.1042300006","12399163.96273","71282964.299788028","71067189.512878031","68455156.539286822","0","564948.45748296008","2047084.5161082449","215774.78690999997","555261.07430000009","3900900.9150923891","115235515.51764043"
2014-05-01,"25321877.411900003","3606457.9412399996","16937741.28895","4777678.1817100001","12855254.61592","72841873.205892831","72602805.827032834","69957484.237884387","0","588960.58956295985","2056360.9995854844","239067.37886","557709.00035999995","4035389.0146918721","115612103.24876471"
2014-06-01,"25981300.748880003","3760897.6700100009","17787004.525340002","4433398.5535300002","13042139.427829999","73675304.453438669","73428700.388478667","70840407.913287133","0","546864.48885295994","2041427.986338574","246604.06495999996","564097.58815000008","4020668.7811735477","117283510.99947222"
2014-07-01,"28209637.116939995","4143268.2912700004","17941591.408569995","6124777.4171000002","14431915.865080003","85013602.416887432","84767303.806537434","81988507.464534998","0","656126.41180295986","2122669.9301994699","246298.61034999994","982969.53437000001","4641663.6772886803","133279788.61056611"
2014-08-01,"28224071.456419997","4173170.5405799998","18558444.653369997","5492456.2624700004","14214286.85792","85438369.015259221","85198456.62345922","82383633.330935001","0","680395.58789295994","2134427.7046312615","239912.39179999998","860557.12754000002","4917263.9412259692","133654548.3983652"
2014-09-01,"30162528.359459996","4447991.4168700008","20054243.682009995","5660293.2605800005","14610597.48373","86363551.010931611","86137921.180321604","83818575.4078729","0","690269.4096829599","1629076.3627657404","225629.83061","866954.16852000006","4711467.117255101","136715098.13989672"
2014-10-01,"33005367.230409998","4504325.1350100003","21797105.883609999","6703936.2117899992","14230453.113269998","87455487.644487664","87232050.789907664","84903518.112393513","0","679193.76652295981","1649338.9109911879","223436.85457999998","937758.88183000009","4682073.1609088788","140311140.03090653"
2014-11-01,"34458509.731079996","5173883.369909999","22157167.301490001","7127459.0596799999","13833585.7498","89070676.624360934","88838017.12281093","86461689.246151343","0","693333.99172295991","1682993.8849366363","232659.50154999996","956841.01183999993","4733445.7511745896","143053058.86825553"
2014-12-01,"38611743.888279989","4471927.1694299998","26987127.532149993","7152689.1867000014","14178979.397169998","90623459.159238175","90395320.119808167","88160173.700654119","0","605526.05583296006","1629620.3633210787","228139.03942999998","1039840.4835700002","4723947.466418419","149177970.3946766"
2015-01-01,"38078922.314110003","5384280.7756600007","25485222.635740004","7209418.902710001","13272567.69369","90431339.613558143","90206118.422348142","87924808.669584095","0","633057.2329729601","1648252.519791079","225221.19120999999","1325251.8854700001","4756415.3252039123","147864496.83203208"
2015-02-01,"39029084.964330003","5203377.0208300008","26250643.930080004","7575064.0134200007","13340740.567369999","91093540.835440785","90848143.041780785","88415618.267774105","0","732476.84327296005","1700047.9307337294","245397.79365999997","905299.3685000001","4733537.1852066489","149102202.92084742"
2015-03-01,"38533716.897289999","4934739.8059400003","25845996.999109998","7752980.0922399992","13651494.05583","92325857.388661399","92077327.0693914","89604777.653834701","0","763472.78680295986","1709076.6287537292","248530.31926999995","1048064.8903000001","4765352.7284893962","150324485.96057081"
2015-04-01,"35855118.585730001","4710032.6369900005","23386858.451220006","7758227.4975199997","14767288.867530003","94470650.674368039","94211329.832238033","91718615.095102265","0","771417.33557295997","1721297.4015628158","259320.84213","997364.62398999988","4728242.7436593901","150818665.4952774"
2015-05-01,"35196258.076109998","4512728.1900800001","23399250.192819998","7284279.6932100002","15380489.190710003","96243075.401473179","95983601.781763181","93489589.612777412","0","735846.66613296012","1758165.5028528157","259473.61971","1042833.90098","4862003.1588830231","152724659.72815621"
2015-06-01,"38205168.26737","4744343.6308000004","25507356.90552","7953467.7310500005","15068523.12652","97606386.491603166","97325175.760173172","94881543.779907405","0","692060.09823295986","1751571.8820328158","281210.73142999999","1090977.4384000001","4846154.3483330235","156817209.67222619"
2015-07-01,"36684094.129720002","4934330.5132899992","23381322.288270004","8368441.3281599991","15298748.545430001","99114859.749973223","98797250.203993216","96275684.008727446","0","726610.94882295991","1794955.2464428153","317609.54597999994","990761.58990000002","4933029.9468857581","157021493.96190897"
2015-08-01,"36539497.948449999","4921769.0523799993","22741922.028299998","8875806.8677699976","16046698.522020001","100514655.1720932","100241721.2656232","97676906.724357426","0","754470.82212295989","1810343.7191428158","272933.90646999999","1013619.78029","4967948.6206357507","159082420.04348895"
2015-09-01,"38067131.625179999","4984405.0203399993","24593663.663290001","8489062.9415499996","15957300.6456","101765589.70329319","101466122.92039318","98903291.692517415","0","745911.22323295986","1816920.0046428158","299466.78289999999","997684.74309999996","5011407.5765348868","161799114.29370806"
2015-10-01,"38570774.599720001","4708877.4736800008","25365609.257479999","8496287.8685599975","15748377.817829998","103507224.25490631","103196235.64784631","100588336.93192746","0","779161.80988295993","1828736.906035905","310988.60706000001","1071067.8198299999","4999183.0140493931","163896627.50633571"
2015-11-01,"39627128.167299993","5355874.283569999","26113584.624149993","8157669.2595800012","15792291.655340003","105427410.17166629","105092741.52071629","102437309.13166744","0","799617.21996295999","1855815.1690859054","334668.65095000004","1028751.01752","4970812.5725193899","166846393.5843457"
2015-12-01,"45793481.085899994","5487434.0701000011","31281899.375419997","9024147.640379997","17291263.548740003","107309335.02289338","106924837.25028339","104435898.57338743","0","673013.93892695988","1815924.7379689948","384497.77261000004","1556915.7200100003","4999796.2986475816","176950791.67619097"
