"MES","BZCD01","BZCD02","BZCD03","BZCD04","BZCD05","BZCD06","BZCD07","BZCD08","BZCD09","BZCD10","BZCD11","BZCD12","BZCD13","BZCD14","BZCD15","BZCD16","BZCD17","BZCD18","BZCD19","BZCD20","BZCD21","BZCD22","BZCD23","BZCD24","BZCD25","BZCD26","BZCD27","BZCD28","BZCD29","BZCD30","BZCD31","BZCD32","BZCD33","BZCD34","BZCD35","BZCD36","BZCD37","BZCD38","BZCD39","BZCD40","BZCD41","BZCD42","BZCD43","BZCD44","BZCD45","BZCD46","BZCD47","BZCD48","BZCD49","BZCD50","BZCD51","BZCD52","BZCD53","BZCD54","BZCD55","BZCD56","BZCD57","BZCD58","BZCD59","BZCD60","BZCD61","BZCD62","BZCD63","BZCD64","BZCD65","BZCD66","BZCD67","BZCD68","BZCD69","BZCD70","BZCD71","BZCD72"
2000-05-01,"132.98095375999998","10.59168","8.354610000000001","6.1608400000000003",,"6.1608400000000003",,"1.4027700000000001","1.10185",,"0.30092000000000002","0.79100000000000004","2.2370700000000001",,"2.2370700000000001",,"3.0213899999999998","107.99518999999998","57.43701999999999","50.558169999999997","9.0707537599999988","9.0707537599999988","8.9623437599999995","0.10841000000000001",,,,,,,"2.3019400000000001",,"2.3019400000000001","110.00205000000001","17.472850000000001","13.99835","0.34523999999999999",,,"0.34523999999999999","8.83","4.8231099999999998","3.4744999999999999",,,,,"0.77778000000000003","2.69672","20.24344","12.9739","12.9739",,,"7.2695400000000001","7.2695400000000001",,,"58.119060000000005","27.49746","30.621600000000001","4.6740000000000004","7.1",,"2.3927",,"2.3927",,,,,"22.978903759999966"
2000-06-01,"120.59847000000001","10.747350000000001","8.4525900000000007","6.5921900000000004",,"6.5921900000000004",,"0.55640000000000001","0.55640000000000001",,,"1.304","2.2947600000000001",,"2.2947600000000001",,"3.8814519199999995","84.846820000000008","31.638810000000003","53.208010000000002","19.051578079999999","19.051578079999999","19.051578079999999",,,,,,,,"2.0712700000000002",,"2.0712700000000002","124.68848000000001","16.573650000000001","14.726419999999999","0.34272000000000002",,,"0.34272000000000002","10.42","3.9636999999999998","1.8472300000000001",,,,,"0.77778000000000003","1.06945","15.111820229999999","10.0817","10.0817",,,"5.0301202299999996","5.0301202299999996",,,"70.389539999999997","27.415800000000001","42.973739999999999","4.5609999999999999","13",,"4.4428599999999996",,"4.4428599999999996",,"0.60960977000000005",,,"-4.0900100000000066"
2000-07-01,"99.9667855","11.861259999999998","8.7836799999999986","7.3036899999999996",,"7.3036899999999996",,"0.98499000000000003","0.98499000000000003",,,"0.495","3.0775800000000002",,"3.0775800000000002",,"0.85696550000000005","65.460539999999995","48.438279999999999","17.022259999999999","20.287130000000001","20.287130000000001","20.287130000000001",,,,,,,,"1.5008900000000001",,"1.5008900000000001","140.41472999999999","38.114929999999994","34.586799999999997",,,,,"31.88","2.7067999999999999","3.52813",,,,,"0.77778000000000003","2.7503500000000001","12.86476964","9.7762196400000008","9.7762196400000008",,,"3.0885500000000001","3.0885500000000001",,,"66.486790000000013","33.336149999999996","33.150640000000017","2.8109999999999999","17.475000000000001",,"0.56730000000000003",,"0.56730000000000003",,"2.0949403599999998",,,"-40.447944499999991"
2000-08-01,"134.60750000000002","13.353800000000001","8.7014000000000014","7.5349000000000004","2.2000000000000001E-3","7.5327000000000002",,"1.0165","1.0165",,,"0.15","4.6524000000000001","4.9000000000000002E-2","4.6033999999999997",,"0.66649999999999998","80.992699999999999","53.217500000000001","27.775199999999998","27.055900000000001","27.055900000000001","27.055900000000001",,,,,"11.6",,,"0.93859999999999999",,"0.93859999999999999","137.8777","30.003899999999998","26.888299999999997","3.8300000000000001E-2",,,"3.8300000000000001E-2","21.65","5.2","3.1156000000000001",,,,,"0.77780000000000005","2.3378000000000001","17.1571","11.1556","11.1556",,,"6.0015000000000001","6.0015000000000001",,,"53.730600000000003","41.494399999999999","12.236200000000004",,"35.5",,"1.4861",,"1.4861",,,,,"-3.2701999999999884"
2000-09-01,"123.174746","14.733323","11.716895000000001","9.963654","0.21810399999999999","9.7455499999999997",,"0.96524100000000002","0.96524100000000002",,,"0.78800000000000003","3.0164279999999999",,"3.0164279999999999",,"0.90461599999999998","87.837067999999988","34.599148","53.237919999999995","9.091704","9.091704","9.091704",,,,,"7.8559999999999999",,,"2.7520349999999998",,"2.7520349999999998","135.17174700000001","30.076755000000002","27.819649000000002",,,,,"21.245000000000001","6.574649","2.2571059999999998",,,,,,"2.2571059999999998","29.537977999999999","21.181833999999998","21.181833999999998",,,"8.3561440000000005","8.3561440000000005",,,"66.026150000000001","44.206468999999998","21.819680999999999",,"8.7799999999999994",,"0.75086399999999998",,"0.75086399999999998",,,,,"-11.997001000000012"
2000-10-01,"126.55222379000001","17.769873990000001","14.6121286","13.365247500000001",,"13.365247500000001",,"1.0898810999999999","1.0898810999999999",,,"0.157","3.1577453900000001",,"3.1577453900000001",,"10.836339600000001","68.079130300000003","44.800024999999998","23.279105299999998","7.7620233000000001","7.7620233000000001","7.7620233000000001",,,,,"7.0270000000000001","5.2409999999999997",,"9.8368566000000008",,"9.8368566000000008","121.46193219999999","46.104994999999995","41.986599999999996",,,,,"37.22","4.7666000000000004","4.1183949999999996",,,,,,"4.1183949999999996","17.421351399999999","12.6547842","12.6547842",,,"4.7665671999999999","4.7665671999999999",,,"55.353178800000002","33.433999999999997","21.919178800000005",,,,"0.56271329999999997",,"0.56271329999999997",,"2.0196936999999999",,,"5.090291590000021"
2000-11-01,"95.059699999999992","15.0458","11.845369999999999","10.48569",,"10.48569",,"0.77168000000000003","0.77168000000000003",,,"0.58799999999999997","3.2004299999999999",,"3.2004299999999999",,"1.1281000000000001","65.223759999999999","21.838979999999999","43.384779999999999","11.1065","11.1065","11.1065",,,,,,,,"2.5555400000000001",,"2.5555400000000001","109.57768999999999","34.67474","31.099899999999998",,,,,"27.254999999999999","3.8449","3.57484",,,,,,"3.57484","25.329870679999999","12.769620679999999","12.769620679999999",,,"12.56025","12.40768231","0.15256769000000001",,"42.182159999999996","24.86777","17.31439",,"5.72",,"0.45",,"0.45",,"1.2209193199999999",,,"-14.517989999999998"
2000-12-01,"219.64261999999999","14.955249999999999","12.384869999999999","10.907859999999999",,"10.907859999999999",,"0.79400999999999999","0.79400999999999999",,,"0.68300000000000005","2.5703800000000001",,"2.5703800000000001",,"46.52505","83.70492999999999","28.565289999999997","55.13964","72.263909999999996","72.263909999999996","72.263909999999996",,,,,,,,"2.1934800000000001",,"2.1934800000000001","125.74213","55.407759999999996","51.84207",,,,,"46.8","5.0420699999999998","3.56569",,,,,,"3.56569","13.634740000000001","6.9927200000000003","6.9927200000000003",,,"6.6420199999999996","6.6420199999999996",,,"44.729070000000007","28.221970000000002","16.507100000000008",,"7",,"0.80218",,"0.80218",,"4.16838",,,"93.900489999999991"
2001-01-01,"118.89999999999999","19.5","15.9","14.5",,"14.5",,"0.6","0.6",,,"0.8","3.6",,"3.6",,"1.9","62.1","45.5","16.600000000000001","5.6","5.6","5.6",,,,,,"9.5","11.1","9.1999999999999993",,"9.1999999999999993","237.30000000000007","136.80000000000001","130.5",,,,,"128","2.5","6.3000000000000007","1.1000000000000001",,,,"0.8","4.4000000000000004","23.8","10.5","8.1",,"2.4","13.3","13.3",,,"76.01100000000001","39.1","36.911000000000008","0.38900000000000001",,,"0.3",,"0.3",,,,,"-118.40000000000008"
2001-02-01,"104.7","17.2","14","13.6",,"13.6",,"0.4","0.4",,,,"3.2",,"3.2",,"0.5","28.802","28.8","1.9999999999971152E-3","4.0999999999999996","4.0999999999999996","4.0999999999999996",,,,,,"29.2","19.198","5.7",,"5.7","93.800000000000011","25.200000000000003","20.3",,,,,"17.600000000000001","2.7","4.9000000000000004","1.1000000000000001",,,,,"3.8","18.100000000000001","11.5","11.5",,,"6.6","6.6",,,"50.099999999999994","41.699999999999996","8.3999999999999968",,,,"0.4",,"0.4",,,,,"10.899999999999991"
2001-03-01,"135.39999999999998","15.200000000000001","14.600000000000001","13.3",,"13.3",,"0.5","0.5",,,"0.8","0.6",,"0.6",,"0.8","62.403999999999996","62.4","3.9999999999977831E-3","5.8","5.8","5.8",,,,,,"15.6","33.496000000000002","2.1",,"2.1","154.40000000000003","67.100000000000009","62.800000000000004",,,,,"56.7","6.1","4.3","1.7",,,,,"2.6","32.4","24","22.384354330000001",,"1.6156456700000001","8.4","8.4",,,"53.600000000000009","42.600000000000009","10.999999999999996",,,,"1.3",,"1.3",,,,,"-19.000000000000057"
2001-04-01,"146.13999999999999","14.489999999999998","13.989999999999998","13.7",,"13.7",,"0.28999999999999998","0.28999999999999998",,,,"0.5",,"0.5",,"15.6","74.251999999999995","49","25.251999999999999","14.1","14.1","14.1",,,,,,"9.5","14.148","4.05",,"4.05","134.33000000000001","33.25","29.549999999999997",,,,,"25.9","3.65","3.7","1.2",,,,"2.2000000000000002","0.3","17.3","12.8","12.8",,,"4.5","4.5",,,"75.640000000000015","41.2","34.440000000000005",,,,"8.14",,"8.14",,,,,"11.809999999999974"
2001-05-01,"132.9","17.600000000000001","16.900000000000002","15.8",,"15.8",,"0.6","0.6",,,"0.5","0.7",,"0.7",,"1","79.801000000000002","46.9","32.901000000000003","10.1","10.1","10.1",,,,,,,"19.298999999999999","5.0999999999999996",,"5.0999999999999996","125.75999999999999","25.6","20.2",,,,,"14.6","5.6","5.4","1.5",,,,"1.1000000000000001","2.8","20.5","14","12.4",,"1.6","6.5","6.5",,,"50.799000000000007","39.1","11.699000000000003",,"27.901",,"0.96",,"0.96",,,,,"7.1400000000000148"
2001-06-01,"183.51","1.3","0.60000000000000009",,,,,"0.4","0.4",,,"0.2","0.7",,"0.7",,"9.6","30.001000000000001","30","1.0000000000012221E-3","95.8","72","72",,"23.8",,,,,"32.009","14.8",,"14.8","115.00999999999999","63.800000000000004","57.7",,,,,"54.2","3.5","6.1","1.1000000000000001","0.2",,,"1","3.8","21.799999999999997","13.899999999999999","7.3",,"6.6","7.9","7.4",,"0.5","25.651999999999997","21.741999999999997","3.91",,"3.758",,,,,,,,,"68.5"
2001-07-01,"110.3","2.5","0.5",,,,,"0.3","0.3",,,"0.2","2","1.4","0.6",,"1.3","69.596000000000004","40.5","29.096","11","11","11",,,,,,,"12.904","13",,"13","99.7","55.500000000000007","45.400000000000006",,,,,"42.7","2.7","10.1","1.1000000000000001","0.1",,,"0.8","8.1","14.2","8.6999999999999993","7.2",,"1.5","5.5","5.5",,,"18.498999999999999","18.498999999999999",,,"1.5009999999999999",,"10",,"10",,,,,"10.599999999999994"
2001-08-01,"71.742999999999995","1.98","0.73",,,,,"0.43","0.43",,,"0.3","1.25",,"1.25",,"2.2999999999999998","6.0000000000037801E-3","3.0000000000036664E-3","3.0000000000001137E-3","18","18","18",,,,,,,"49.296999999999997","0.15999999999999992",,"0.15999999999999992","88.48599999999999","57.620000000000005","53.900000000000006",,,,,"50.2","3.7","3.7199999999999998","1.5","0.16",,,"0.9","1.1599999999999999","16.487000000000002","11.547000000000001","11.547000000000001",,,"4.9400000000000004","4.9400000000000004",,,"0.14000000000000057","0.14000000000000057",,,"7.1989999999999998",,"7.0399999999999991",,"7.0399999999999991",,,,,"-16.742999999999995"
2001-09-01,"79.300000000000011","2.6199999999999997","0.27999999999999997",,,,,"0.24","0.24",,,"0.04","2.34",,"2.34",,"0.8","40.480000000000004","25.64","14.84","5.2","5.2","5.2",,,,,,,"17","13.2",,"13.2","115.71000000000001","55.1","51.6",,,,,"48.1","3.5","3.5","0.2",,,,"0.7","2.6","25.799999999999997","20.599999999999998","19.7",,"0.9","5.2","5.2",,,"10.199999999999998","10.199999999999998",,,"11.4",,"13.21",,"13.21",,,,,"-36.409999999999997"
2001-10-01,"101.627","3.4470000000000001","0.4",,,,,"0.37","0.37",,,"0.03","3.0470000000000002",,"3.0470000000000002",,"10.06","49.401999999999994","16.399999999999999","33.001999999999995","7.22","7.22","7.22",,,,,,,"23.998000000000001","7.5",,"7.5","104.37","29","25.84",,,,,"22.2","3.64","3.16","1.44","0.14000000000000001",,,"0.17","1.41","13.68","10.72","9.56",,"1.1599999999999999","2.96","2.96",,,"49.938999999999993","24.22","25.718999999999998",,"3.2410000000000001",,"8.51",,"8.51",,,,,"-2.7430000000000092"
2001-11-01,"193.29999999999998","2.5999999999999996","0.8",,,,,"0.3","0.3",,,"0.5","1.7999999999999998","0.15","1.65",,"2.5","52.201999999999998","6.5","45.701999999999998","98.6","98.6","98.6",,,,,,,"29.998000000000001","7.4",,"7.4","116.13","68.53","65.8",,,,,"62.3","3.5","2.7300000000000004","1.25","0.12",,,"0.01","1.35","16.36","11.139999999999999","10.199999999999999",,"0.94","5.22","5.22",,,"14.399000000000004","4.8","9.5990000000000038",,"5.3010000000000002",,"11.54",,"11.54",,,,,"77.169999999999987"
2001-12-01,"102.60000000000001","2.2000000000000002","0.7",,,,,"0.5","0.5",,,"0.2","1.5","0.1","1.4",,"17.600000000000001","27.099000000000004","3.6","23.499000000000002","34.700000000000003","34.700000000000003","26.7","8",,,,,,"14.500999999999999","6.5",,"6.5","139.39999999999998","54.96","52.5",,,,,"47.6","4.9000000000000004","2.46","1.43","0.08",,,"7.0000000000000007E-2","0.88","14.2","10.5","6.2",,"4.3","3.7","3.7",,,"27.699999999999992","4.2","23.499999999999993",,"31",,"11.54",,"11.54",,,,,"-36.799999999999969"
2002-01-01,"198","3.7","0.8",,,,,"0.6","0.6",,,"0.2","2.9",,"2.9",,"11.2","52.749000000000002","8.9","43.849000000000004","100.6","100.6","100.6",,,,,,,"13.750999999999999","16",,"16","184.64","130.9","127.1",,,,,"123.8","3.3","3.8","1.6","0.2",,,"1.5","0.5","8.6","6.6","6.6",,,"2","2",,,"4.1970000000000081","4.0999999999999996","9.7000000000008413E-2",,"29.003",,"11.94",,"11.94",,,,,"13.360000000000014"
2002-02-01,"50.9","3.4000000000000004","0.7",,,,,"0.4","0.4",,,"0.3","2.7",,"2.7",,"1.1000000000000001","18.402000000000001","17.899999999999999","0.50200000000000067","9.4","9.4","9.4",,,,,,,"11.997999999999999","6.6",,"6.6","118.32","23.299999999999997","20.399999999999999",,,,,"17.2","3.2","2.9","1.5","0.1",,,"0.9","0.4","16","11.7","11.7",,,"4.3","4.3",,,"37.247","11.6","25.646999999999998",,"34.993000000000002",,"6.78",,"6.78",,,,,"-67.419999999999987"
2002-03-01,"61.7","3.2","0.5",,,,,"0.5","0.5",,,,"2.7",,"2.7",,"1.3","37.597999999999999","8.9","28.698","4","4","4",,,,,,,"1.302","14.3",,"14.3","136.34","51.7","46",,,,,"42.7","3.3","5.6999999999999993","1.1000000000000001","0.2",,,"1","3.4","21.98","16.14","16.14",,,"5.84","5.84",,,"41.893999999999998","1.6","40.293999999999997",,"8.7059999999999995",,"12.06",,"12.06",,,,,"-74.64"
2002-04-01,"54.4","3.1","0.5",,,,,"0.5","0.5",,,,"2.6","0.1","2.5",,"4.5","19.344999999999999","5","14.345000000000001","6.4","6.4","6.4",,,,,,"9.1549999999999994",,"11.9",,"11.9","93.6","37.799999999999997","33.9",,,,,"31.2","2.7","3.8999999999999995","1.2","0.6",,,"0.9","1.2","14.9","11.8","11.3",,"0.5","3.1","3.1",,,"25.5","6.6","18.900000000000002",,,"11","4.4000000000000004",,"4.4000000000000004",,,,,"-39.199999999999996"
2002-05-01,"110.74","3.5","1",,,,,"0.6","0.6",,,"0.4","2.5","0.3","2.2000000000000002",,"1.8","75.037999999999997","10.5","64.537999999999997","13.5","13.5","13.5",,,,,,"6.0620000000000003",,"10.84",,"10.84","81.050000000000011","18.700000000000003","15.100000000000001",,,,,"10.9","4.2","3.5999999999999996","1.9","0.4",,,"1","0.3","17.100000000000001","11.5","10.3",,"1.2","5.6","5.6",,,"30.000000000000004","3.3","26.700000000000003",,,"8.6","6.65",,"6.65",,,,,"29.689999999999984"
2002-06-01,"119.40000000000002","3.1999999999999997","0.79999999999999993",,,,,"0.7","0.7",,,"0.1","2.4","0.3","2.1",,"3.2","86.2","9.9","76.3","10.9","10.9","10.9",,,,,,,,"15.9",,"15.9","191.84999999999997","64.899999999999991","60.9",,,,,"57.9","3","3.9999999999999996","1.4","0.7",,,"1","0.9","14.099999999999998","10.899999999999999","4.0999999999999996",,"6.8","3.2","2.7",,"0.5","97.647999999999996",,"97.647999999999996",,"9.3520000000000003","2.4","3.45",,"3.45",,,,,"-72.449999999999946"
2002-07-01,"515.81999999999994","1.9000000000000001","0.3",,,,,"0.3","0.3",,,,"1.6","0.7","0.9",,"1.8","386.32","217.6","168.72","101.8","101.8","101.8",,,,,,,,"24",,"24","588.65","91.6","87.8",,,,,"83.6","4.2","3.8","1.4","0.2",,,"0.8","1.4","9.6999999999999993","7.6","7.6",,,"2.1","2.1",,,"447.87099999999998","3.5","444.37099999999998",,"27.748999999999999","7","4.7300000000000004",,"4.7300000000000004",,,,,"-72.830000000000041"
2002-08-01,"258","2.1","0.30000000000000004",,,,,"0.1","0.1",,,"0.2","1.8","0.9","0.9",,"1.5","183.1","6.9","176.2","65.099999999999994","40.1","40.1",,,"25",,,,,"6.1999999999999993",,"6.1999999999999993","142.80000000000001","76.999999999999986","73.199999999999989",,,,,"70.599999999999994","2.6","3.8000000000000003","1.2","0.7",,,"0.8","1.1000000000000001","17.380000000000003","13.64","13.64",,,"3.74","3.74",,,"5.5390000000000068","3.9","1.6390000000000065",,"25.760999999999999","13.5","3.62",,"3.62",,,,,"115.19999999999999"
2002-09-01,"160","2.5","0.7",,,,,"0.4","0.4",,,"0.3","1.8","0.7","1.1000000000000001",,"2.1","121.84899999999999",,"121.84899999999999","17.899999999999999","17.899999999999999","17.899999999999999",,,,,,"11.750999999999999",,"3.9",,"3.9","186.9","60.1","53.2",,,,,"50.6","2.6","6.9","1.5","0.8",,,"0.9","3.7","25","18.900000000000002","17.600000000000001",,"1.3","6.1","6.1",,,"92.4","88.9","3.5",,,"6","3.4",,"3.4",,,,,"-26.900000000000006"
2002-10-01,"127.60000000000001","2.5","0.7",,,,,"0.4","0.4",,,"0.3","1.8","0.5","1.3",,"9.5","63.997",,"63.997","34.6","9.6","6.1","3.5",,"25",,,"14.003",,"3",,"3","158.6","54","50.5",,,,,"47.5","3","3.4999999999999996","1.6","0.7",,,"0.8","0.4","41.4","37.5","10.9","25","1.6","3.9","3.8","0.1",,"57.069000000000003","51.5","5.5689999999999991",,,"1.831","4.3",,"4.3",,,,,"-30.999999999999986"
2002-11-01,"109","2.3000000000000003","0.9",,,,,"0.4","0.4",,,"0.5","1.4000000000000001","0.3","1.1000000000000001",,"12.2","79",,"79","14.5","14.5","14.5",,,,,,,,"1",,"1","140.30000000000001","42.5","41.2",,,,,"38.200000000000003","3","1.3","0.2","0.4",,,"0.1","0.6","36.9","29.5","28.2",,"1.3","7.4","7.4",,,"36.863999999999997","6.7","30.163999999999994",,"1.4","3.5999999999999997E-2","22.6",,"22.6",,,,,"-31.300000000000011"
2002-12-01,"144.6","2.2999999999999998","0.60000000000000009",,,,,"0.4","0.4",,,"0.2","1.7","0.5","1.2",,"7.9","31.799999999999997","0.1","31.699999999999996","95.7","95.7","94.2","1.5",,,,,"3.6",,"3.3",,"3.3","191.2","84","80.8",,,,,"77.5","3.3","3.2","1.8","0.7",,,"0.1","0.6","15.3","11","6.2",,"4.8","4.3","3.8",,"0.5","89.399999999999991","52.8","36.599999999999994",,,"0.5","2",,"2",,,,,"-46.599999999999994"
2003-01-01,"177.2","2","0.8",,,,,"0.3","0.3",,,"0.5","1.2","0.3","0.9",,"1.3","117.902","1.1000000000000001","116.80200000000001","35.200000000000003","4.2000000000000028","4.2000000000000028",,,"31",,,"18.498000000000001",,"2.2999999999999998",,"2.2999999999999998","164","117.19999999999999","113.6",,,,,"111.5","2.1","3.5999999999999996","0.7","0.6",,,"2","0.3","35.799999999999997","32.799999999999997","7.8","25",,"3","2.8","0.2",,"6.7999999999999972","4.2","2.599999999999997",,,"0.7","3.5",,"3.5",,,,,"13.199999999999989"
2003-02-01,"116.9","2.9000000000000004","0.8",,,,,"0.4","0.4",,,"0.4","2.1","0.3","1.8",,"6.7","67.7","13.7","54","25.3","25.3","25.3",,,,,,"13.5",,"0.8",,"0.8","260.60000000000002","41.099999999999994","39.199999999999996",,,,,"35.9","3.3","1.9000000000000001","0.1","0.1","0.1",,"0.9","0.7","16.899999999999999","13.4","13.4",,,"3.5","3.5",,,"190.80200000000002","2.4","188.40200000000002",,,"8.9979999999999993","2.8",,"2.8",,,,,"-143.70000000000002"
2003-03-01,"103.69999999999999","1.3","0.3",,,,,"0.3","0.3",,,,"1","0.2","0.8",,"15.2","74.09899999999999","9.1","64.998999999999995","3.7","3.7","3.7",,,,,,"5.4009999999999998",,"3.9999999999999996",,"3.9999999999999996","84.399999999999991","45.7","41.5",,,,,"39.700000000000003","1.8","4.2","1.9","0.2",,,"1.1000000000000001","1","20.8","15.1","15.1",,,"5.7","5.7",,,"4.8","3.3","1.5",,,"11","2.1",,"2.1",,,,,"19.299999999999997"
2003-04-01,"191","1.6","0.5",,,,,"0.3","0.3",,,"0.2","1.1000000000000001","0.4","0.7",,"2.2999999999999998","31.877000000000002","0.1","31.777000000000001","138.80000000000001","55","55",,"58.8","25",,,"15.122999999999999",,"1.3000000000000043",,"1.3000000000000043","102.7","28","22.5",,,,,"20.5","2","5.5","0.8","0.2",,,"3.2","1.3","48.3","43.699999999999996","11.4","31","1.3","4.5999999999999996","4.3","0.3",,"17.600000000000001","10.5","7.1000000000000014",,,"7","1.8",,"1.8",,,,,"88.3"
2003-05-01,"83","1.3","0.1",,,,,"0.1","0.1",,,,"1.2","0.5","0.7",,"4.8","21.451000000000001","4.2","17.251000000000001","32.200000000000003","32.200000000000003","32.200000000000003",,,,,,"20.248999999999999",,"3",,"3","121.1","9.2000000000000011","5.8000000000000007",,,,,"2.6","3.2","3.4000000000000004","0.7",,,,"1.3","1.4000000000000001","60.5","52.9","26.5","25","1.4","7.6","7.5","0.1",,"39.549999999999997","8.9","30.65",,,"7.75","4.0999999999999996",,"4.0999999999999996",,,,,"-38.099999999999994"
2003-06-01,"196.90000000000003","1.4000000000000001","0.2",,,,,,,,,"0.2","1.2000000000000002","0.4","0.8",,"1.7","50.350000000000009","7.2","43.150000000000006","123.9","98.9","98.9",,,"25",,,"17.55",,"2",,"2","64.3","21.2","19",,,,,"17.399999999999999","1.6","2.2000000000000002","1",,,,"0.1","1.1000000000000001","19.7","15.899999999999999","10.6",,"5.3","3.8","3.8",,,"12.099000000000004","7.9","4.1990000000000034",,,"9.5009999999999994","1.8",,"1.8",,,,,"132.60000000000002"
2003-07-01,"126.19999999999999","2.3000000000000003","0.1",,,,,,,,,"0.1","2.2000000000000002","1.2","1",,"13.1","6.1520000000000001","0.8","5.3520000000000003","82.6","67.599999999999994","67.599999999999994",,"15",,,,"19.748000000000001",,"2.2999999999999998",,"2.2999999999999998","118","62.599999999999994","42.699999999999996",,,,,"40.9","1.8","19.899999999999999","0.7",,,,"3.8","15.4","35","33","8","25",,"2","1.9","0.1",,"9.3010000000000055","8.9","0.40100000000000513",,,"8.3989999999999991","2.6999999999999997",,"2.6999999999999997",,,,,"8.1999999999999886"
2003-08-01,"58.300000000000004","1.9000000000000001","0.3",,,,,,,,,"0.3","1.6","0.5","1.1000000000000001",,"11.8","2.6950000000000021","2.5","0.19500000000000206","3.5","3.5","3.5",,,,,,"26.83","5.9749999999999996","5.6000000000000005",,"5.6000000000000005","84.100000000000009","46.5","43.5",,,,,"41.5","2","3","1.1000000000000001",,,,"1","0.9","15","10.7","10.7",,,"4.3","4.3",,,"11.7","4.2","7.5",,,,"10.9",,"10.9",,,,,"-25.800000000000004"
2003-09-01,"111.2","2.4","0.4",,,,,,,,,"0.4","2","0.7","1.3",,"1.2","18.464000000000002","5.2","13.264000000000001","76.400000000000006","51.4","51.4",,,"25",,,"4.2759999999999998","6.76","1.7",,"1.7","79.800000000000011","44.900000000000006","42.300000000000004",,,,,"41.1","1.2","2.5999999999999996","0.8",,,,"1.5","0.3","22.2","16.399999999999999","12.9",,"3.5","5.8","5.8",,,"10.900000000000002","4.3","6.6000000000000014",,,,"1.8",,"1.8",,,,,"31.399999999999991"
2003-10-01,"388.5","4.8","3.3",,,,,,,,,"3.3","1.5","0.4","1.1000000000000001",,"25.5","337.8","220.1","117.7","19.2","3.9","3.9",,"15.3",,,,,,"1.1999999999999993",,"1.1999999999999993","267.40000000000003","54.2","50",,,,,"47.4","2.6","4.1999999999999993","0.8",,,,"2.2999999999999998","1.1000000000000001","16.900000000000002","10.600000000000001","8.8000000000000007",,"1.8","6.3","6.3",,,"158.00700000000001","45.8","112.20699999999999",,"22.22","13.273","2.8000000000000003",,"2.8000000000000003",,,,,"121.09999999999997"
2003-11-01,"85.7","2.2000000000000002","0.7",,,,,,,,,"0.7","1.5","0.6","0.9",,"5.5","24",,"24","47.5","47.5","47.5",,,,,,,,"6.5",,"6.5","215.29999999999998","25","22.1",,,,,"18.100000000000001","4","2.9","2.5",,,,,"0.4","48.8","39","12.6","25","1.4","9.7999999999999989","9.6","0.2",,"118.801","105.8","13.000999999999999",,"18.600000000000001","1.9990000000000001","2.1",,"2.1",,,,,"-129.59999999999997"
2003-12-01,"280.10000000000002","6.5","5.2",,,,,,,,,"5.2","1.2999999999999998","0.7","0.6",,"38.799999999999997","52.6","0.5","52.1","176.4","151.4","151.4",,,"25",,,,,"5.8",,"5.8","214.9","72","69.400000000000006",,,,,"66.7","2.7","2.5999999999999996","1.7","0.2",,,"0.7",,"37.799999999999997","32.5","26.9",,"5.6","5.3000000000000007","4.9000000000000004",,"0.4","76.449999999999989","56.3","20.149999999999991",,"24.05","0.7","3.9",,"3.9",,,,,"65.200000000000017"
2004-01-01,"115.80000000000001","3","2",,,,,,,,,"2","1","0.3","0.7",,"1","62.4","1.7","60.699999999999996","16.7","16.7","16.7",,,,,,"22.5",,"10.199999999999999",,"10.199999999999999","188.3","133.19999999999999","129.5",,,,,"125.8","3.7","3.7","0.9",,,,"2.6","0.2","37.300000000000004","34.1","9.1","25",,"3.2","3.1","0.1",,"5.400000000000003","5.4","2.6645352591003757E-15",,,"1.6","10.8",,"10.8",,,,,"-72.5"
2004-02-01,"78.500000000000014","1.9","0.4",,,,,,,,,"0.4","1.5","0.5","1",,"8.1","14.449000000000003","13.3","1.1490000000000022","16.600000000000001","16.600000000000001","16.600000000000001",,,,,,"26.65","3.0009999999999999","7.8",,"7.8","98.799999999999983","38.499999999999993","35.199999999999996",,,,,"31.9","3.3","3.3000000000000003","1.2",,,,"1.5","0.6","16.3","12.4","12.4",,,"3.9","3.9",,,"37.9",,"37.9",,,,"6.1",,"6.1",,,,,"-20.299999999999969"
2004-03-01,"109.89999999999999","7.4","6.2",,,,,,,,,"6.2","1.2000000000000002","0.4","0.8",,"11.2","28.478999999999999","9","19.478999999999999","48.3","23.299999999999997","23.299999999999997",,,"25",,,"5.3209999999999997",,"9.1999999999999993",,"9.1999999999999993","113.3","49.800000000000004","48.1",,,,,"45","3.1","1.7000000000000002","0.1",,,,"1","0.6","16.299999999999997","12.299999999999999","11.7",,"0.6","4","4",,,"37.950000000000003","5.2","32.75",,,"0.25","9",,"9",,,,,"-3.4000000000000057"
2004-04-01,"103.3","2.2000000000000002","0.5",,,,,,,,,"0.5","1.7000000000000002","1.1000000000000001","0.6",,"2.4","73.599999999999994","5.0999999999999996","68.5","16.7","16.7","16.7",,,,,,,,"8.4",,"8.4","179.6","9.9","1.9",,,,,,"1.9","8","1.2",,,,"5.2","1.6","49.3","40.699999999999996","12.8","25","2.9","8.6","8.5","0.1",,"77.878","3.1","74.778000000000006",,"27.922000000000001","4.0999999999999996","10.5",,"10.5",,,,,"-76.3"
