"MES","SIID01","SIID02","SIID03","SIID04","SIID05","SIID06","SIID07","SIID08","SIID09","SIID10","SIID11","SIID12","SIID13","SIID14","SIID15","SIID16","SIID17","SIID18","SIID19","SIID20","SIID21","SIID22","SIID23"
2009-02-01,"1.16996250071736",,,,"15.793443090387358","16.963405591104717","192.07868380057374","4.1583610502152091","4.73496001004305","200.97200486083199","217.93541045193672","6.4021245480703257",,"6.4021245480703257",,"4.5315808088991387",,"4.5315808088991387",,"3.6843091878315954","10.96208712769012","106.57","350.08551212442785"
2009-03-01,,,,,"16.36592360114777","16.36592360114777","202.81688712094689","6.8476778001456227","8.7773918995695794","218.44195682066209","234.80788042180984","3.4860168536449283",,"3.4860168536449283",,"9.121904050003014",,"9.121904050003014",,"13.760617213940179","9.4475633242468575","82.247","352.87098186364483"
2009-04-01,"0.97942958999999996",,,,"15.487049871477801","16.4664794614778","106.24480430984221","8.9396451791147804","14.183996550932601","129.36844603988959","145.83492550136739","3.7825489050953292",,"3.7825489050953292",,"52.840148414156815",,"52.840148414156815",,"1.9714435031133428","11.824530054074582","82","298.25359637780741"
2009-05-01,"2.3116771893830701",,,"2.7653000300000001","16.79752080476328","21.874498024146348","118.43949458978479","7.6883053400717412","0.39835384935437601","126.5261537792109","148.40065180335725","3.196574420533806",,"3.196574420533806",,"10.992329002786084",,"10.992329002786084",,"5.0984986360643187","5.3516519639042386","79.900000000000006","252.93970582664568"
2009-06-01,,,,"3.0547","15.514284553802007","18.568984553802007","110.55843522955522","13.667053020302582","0.914892199426112","125.1403804492839","143.70936500308591","2.2138998623352921",,"2.2138998623352921",,"38.404404649531706",,"38.404404649531706",,"3.7622588436232465","5.3295581133429115","100.545","293.96448647191909"
2009-07-01,,,,,"18.400590083543754","18.400590083543754","105.50490141954086","10.242493299629126","1.46426229985653","117.21165701902652","135.61224710257028","1.0921506613833523",,"1.0921506613833523",,"17.732245239887373",,"17.732245239887373",,"10.473654187792683","6.0206134038020158","93.210210000000004","264.14112059543572"
2009-08-01,,,,,"20.901351769010056","20.901351769010056","100.90453407030122","13.739362219442182","11.236340859014341","125.88023714875774","146.78158891776781","2.1814562853341428",,"2.1814562853341428",,"20.937903539310469",,"20.937903539310469",,"2.0121718913997131","4.4650350774748997","117.97499999999999","294.35315571128706"
2009-09-01,,,,,"24.312955470588246","24.312955470588246","135.67988205098999","17.442006901356532","4.6518507302726002","157.77373968261912","182.08669515320736","1.2850513275302993",,"1.2850513275302993",,"27.067066207053514",,"27.067066207053514",,"3.4487413904730273","7.7599093328551021","95.102599999999995","316.7500634111193"
2009-10-01,,,,,"25.044879487753626","25.044879487753626","140.74910313145125","14.627200691953838","3.1907340208321426","158.56703784423723","183.61191733199087","1.7903027922175032",,"1.7903027922175032",,"42.401360167166487",,"42.401360167166487",,"2.40665106849","6.1912498041188533","101.4","337.80148116398374"
2009-11-01,,,,,"23.222222596771875","23.222222596771875","124.75459916992823","15.01545063958393","2.3481703994117598","142.11822020892393","165.3404428056958","1.4844916321948864",,"1.4844916321948864",,"21.506104727610474",,"21.506104727610474",,"17.270638639713344","4.617900676327122","115.7","325.91957848154158"
2009-12-01,,,,,"26.82582021","26.82582021","102.73833524035868","12.076524840000001","2.3576976699999999","117.17255775035868","143.99837796035868","5.0295681400000003",,"5.0295681400000003",,"78.830359829368732",,"78.830359829368732",,"16.248531019999998","6.1695369099999997","80.2","330.4763738597274"
2010-01-01,,,,,"15.387970870746054","15.387970870746054","106.42517721978479","12.783431780559541","8.3992730000000002E-2","119.29260173034433","134.68057260109038","13.006704262065997",,"13.006704262065997",,"4.661581100057389",,"4.661581100057389",,"1.2559323600000001","4.7814957300430416","116.71891783977044","275.10520389302724"
2010-02-01,,,,,"12.265194377058823","12.265194377058823","192.56322614921089","9.2270336205164973","7.9792599713055953E-2","201.87005236944043","214.13524674649926","2.8876962492395979",,"2.8876962492395979",,"15.10703299205165",,"15.10703299205165",,"3.697465687288378","3.9129152387805348","141.97113236225252","381.71148927611193"
2010-03-01,,,,,"18.913566190000001","18.913566190000001","94.559939110000002","21.671173320000001","2.5054863799999998","118.73659880999999","137.65016499999999","3.37112928113",,"3.37112928113",,"28.310746299999998",,"28.310746299999998",,"2.7949267099999999","3.6732314799999997","156.72309459000002","332.52329336113007"
2010-04-01,,,,,"12.042002040129123","12.042002040129123","109.11992466","11.795282980000001","0.99782491000000006","121.91303255","133.95503459012912","7.8745692843758954",,"7.8745692843758954",,"6.7077289512051657",,"6.7077289512051657",,"5.8227972503012912","2.3692907508464849","92.886092707130558","249.61551353398852"
2010-05-01,,,,,"9.32804364215208","9.32804364215208","127.52574380999999","16.361772960860833","1.2500884002869439","145.13760517114778","154.46564881329985","3.6780223044476332",,"3.6780223044476332",,"19.895767408723099",,"19.895767408723099",,"1.333980909225251","3.0301602564131995","124.31175734179341","306.71533703390241"
2010-06-01,"4.8625080344332897E-2",,,,"8.9564318977809751","9.0050569781253085","136.1475213902726","13.670988461133428","1.65589641","151.47440626140602","160.47946323953133","1.7359240607173601",,"1.7359240607173601",,"38.99310430926829",,"38.99310430926829",,"6.3020062301578186","1.0136433434290026","124.25106573958392","332.77520692268774"
2010-07-01,,,,,"8.9569536108321373","8.9569536108321373","129.06725109094691","18.338890829383068","2.07853054071736","149.48467246104735","158.44162607187948","4.1721392775179336",,"4.1721392775179336",,"20.856427935667142",,"20.856427935667142",,"5.6289048099999999","3.8940775158536889","159.77814785309897","352.7713234640172"
2010-08-01,,,,,"9.1197083579770464","9.1197083579770464","177.72773411928264","19.075420749698708","0.14728775055954085","196.95044261954089","206.07015097751793","2.347592231433429",,"2.347592231433429",,"20.157498990000001",,"20.157498990000001",,"0.24978317449067433","5.3987192247202351","87.042409467058832","321.26615406522114"
2010-09-01,,,,,"14.956671191104736","14.956671191104736","169.89963541057389","21.165564880344334","2.1612039500000004","193.22640424091821","208.18307543202295","2.9958025904591103",,"2.9958025904591103",,"29.478590502180776",,"29.478590502180776",,"9.3260351300000011","4.598425353687233","175.12367526291249","429.70560427126253"
2010-10-01,,,,,"14.225351059999999","14.225351059999999","164.93843702000001","17.869031960000001","2.1729373000000001","184.98040628000001","199.20575734000002","7.5818324100000005",,"7.5818324100000005",,"44.039675350000003",,"44.039675350000003",,"4.0285883","4.1947929799999999","143.84333851","402.89398489000001"
2010-11-01,"1.2",,,,"11.312171680000001","12.51217168","169.10058258999999","23.757157240000002","3.8789082799999997","196.73664810999998","209.24881978999997","4.0121196107309993",,"4.0121196107309993",,"27.388233360000001",,"27.388233360000001",,"30.438170070000002","9.2216946499999999","120.01170027000001","400.32073775073104"
2010-12-01,,,,"182.31031076143887","23.730560985734044","206.0408717471729","165.85355177","25.670010180000002","1.2217318499999998","192.74529379999998","398.78616554717291","3.566257410650127",,"3.566257410650127",,"165.20040661067671",,"165.20040661067671",,"14.72428318","6.1318764906192857","373.22074348210356","961.62973272122258"
2011-01-01,,,,,"10.158551320000001","10.158551320000001","163.44178184","16.583945960000001","7.19182524","187.21755303999998","197.37610436","2.9936002899999998",,"2.9936002899999998",,"4.1649505600000003",,"4.1649505600000003",,"1.1749748499999999","6.3031578999999995","383.81385253000002","595.82664049000005"
2011-02-01,,,,,"13.773637389999998","13.773637389999998","191.40995089","32.327678799999994","0.51135646999999995","224.24898616000002","238.02262355000002","1.9856892900000001",,"1.9856892900000001",,"16.729176379999998",,"16.729176379999998",,"2.0531783300000002","5.2910031800000006","241.42028980999999","505.50196053999997"
2011-03-01,,,,,"9.5038867099999997","9.5038867099999997","172.28493834999998","18.83017152","0.429865","191.54497486999998","201.04886157999996","5.3179266300000005",,"5.3179266300000005",,"18.986601060000002",,"18.986601060000002",,"4.3564512299999993","5.6608667600000002","159.30582628999997","394.67653354999993"
2011-04-01,,,,,"9.5985393600000002","9.5985393600000002","120.68444112999998","25.058111010000001","2.8155753899999998","148.55812752999998","158.15666688999997","2.5347652205805513",,"2.5347652205805513",,"34.201687450000001",,"34.201687450000001",,"2.7530313200000003","5.67936657","149.59154203","352.91705948058052"
2011-05-01,,,,"4.8407929000000003","13.398141290000002","18.238934190000002","160.20241479050799","30.760713309999996","0.19831467999999999","191.161442780508","209.40037697050801","3.1521653078519591",,"3.1521653078519591",,"19.183476630232221",,"19.183476630232221",,"1.1140757000000001","6.1938299204208995","113.73372928005806","352.77765380907118"
2011-06-01,,,,"4.5404694900000004","9.5479799500000002","14.088449440000002","199.71442023","18.891410780000001","0.91442789999999996","219.52025891","233.60870835","3.6220298800000004",,"3.6220298800000004",,"30.65991391",,"30.65991391",,"17.308368570000003","5.5813625799999995","211.06833632000001","501.8487196100001"
2011-07-01,,,,"8.3721921899999998","12.57821755","20.950409739999998","202.74306524999997","23.553976510000002","1.4773797499999999","227.77442151","248.72483124999999","3.30711617",,"3.30711617",,"26.44321523",,"26.44321523",,"4.2233559099999995","5.8600240499999998","225.01302586","513.57156846999999"
2011-08-01,,,,"10.126585760000001","13.777666549999999","23.90425231","181.21771623000004","35.397326469999996","0.49756288000000004","217.11260558000004","241.01685789000004","3.7445182799999999",,"3.7445182799999999",,"36.216895009999995",,"36.216895009999995",,"0.6486163800000001","7.3375277499999996","250.69725489000001","539.66167020000012"
2011-09-01,,,,"28.130881719999998","26.869916150698693","55.00079787069869","186.08703573","14.176426620000001","0.16154664046579328","200.42500899046578","255.42580686116446","3.9606896518195045",,"3.9606896518195045",,"45.467513659999995",,"45.467513659999995",,"1.6591814","23.980136635298404","169.29945215950465","499.79278036778697"
2011-10-01,,,,"7.1630592304366809","16.380274321601163","23.543333552037844","217.31189146970885","22.834355979446869","2.8078484899563318","242.95409593911208","266.49742949114994","11.236774522285298",,"11.236774522285298",,"37.411523332998541",,"37.411523332998541",,"19.052449393042217","6.7443626005822663","279.68171432604078","620.62425366609898"
2011-11-01,,,,"3.8498347304081628","108.02607216088938","111.87590689129755","253.94189018991256","19.584275831457724","1.2572495400000001","274.78341556137025","386.65932245266777","3.103264455758123",,"3.103264455758123",,"45.23658289883501",,"45.23658289883501",,"4.6854620040524786","8.2963339832177727","176.15217216050792","624.13313795503905"
2011-12-01,,,,"5.8480132696792992","25.267146281020405","31.115159550699705","262.47711058023322","11.055483619533527","10.98049715","284.51309134976674","315.62825090046647","6.9432674097959168",,"6.9432674097959168",,"142.19380862122449",,"142.19380862122449",,"6.8559255805247705","13.782710723321792","196.19366124052479","681.5976244758582"
2012-01-01,,,,,"8.6598815598542256","8.6598815598542256","241.61837640000002","18.946722460000004","0.10800800000000001","260.67310686000002","269.33298841985425","2.2795210606122449",,"2.2795210606122449",,"18.853990710174926",,"18.853990710174926",,"0.45256622999999996","9.0090870256851314","197.41521124224491","497.34336468857146"
2012-02-01,,,,,"12.154891840000001","12.154891840000001","228.89370068999997","15.99005988","1.113588","245.99734856999996","258.15224040999993","3.7081179699999995",,"3.7081179699999995",,"20.398569630000001",,"20.398569630000001",,"7.1431171999999998","9.7996149100000007","167.57982009","466.78148020999993"
2012-03-01,,,,,"12.5303389","12.5303389","235.2354711898542","22.411147380000003","3.6910600000000002","261.33767856985418","273.86801746985418","3.3076355900000003",,"3.3076355900000003",,"33.519888510000001",,"33.519888510000001",,"2.1951893500000002","9.2357273600000003","174.77438103999998","496.90083931985413"
2012-04-01,,,,,"10.548436580000001","10.548436580000001","193.85573113997077","10.693028089999999","2.9779676500000001","207.52672687997077","218.07516345997078","4.1618532200000002",,"4.1618532200000002",,"18.324567909999999",,"18.324567909999999",,"8.9337727099999995","8.7211226699999997","99.210145409999996","357.4266253799708"
2012-05-01,,,,"2.8780057099125362","17.374860860000002","20.252866569912538","275.50592265","15.74177237","1.4640857999999999","292.71178082","312.96464738991256","2.6541129400000001",,"2.6541129400000001",,"38.01689666",,"38.01689666",,"33.1660471","31.730295599999998","100.33334030962099","518.8653399995336"
2012-06-01,,,,"8.2535752299999992","17.888635200000003","26.142210430000002","248.94854753999999","17.264027609999999","1.8532700799999999","268.06584523000004","294.20805566000001","2.4655672100000001",,"2.4655672100000001",,"31.13771234",,"31.13771234",,"6.5586577300000002","15.22841554","134.10826125","483.70666973000004"
2012-07-01,,,,"4.5643398199999998","41.636453119999999","46.200792939999999","257.11729471897957","16.603860860000001","3.7442933600000003","277.46544893897953","323.66624187897952","6.3444273399999993",,"6.3444273399999993",,"29.775253669999998",,"29.775253669999998",,"1.4770683200000001","20.203396000000001","220.98384837","602.45023557897946"
2012-08-01,,,,"13.559280640000001","59.994935670991254","73.554216310991251","338.12465380000003","19.15417287","1.95086688","359.22969355000004","432.78390986099129","5.0915647815743439",,"5.0915647815743439",,"41.227162629941688",,"41.227162629941688",,"3.3841997800000003","23.135788746501454","154.93697774096287","660.5596035399717"
2012-09-01,,,,"6.3467776100000002","64.838262119999996","71.18503973","263.00453214999999","14.17429125","1.12905838","278.30788178","349.49292150999997","11.97868317",,"11.97868317",,"22.60918736",,"22.60918736",,"5.3487034799999993","20.82896959","156.56854432000094","566.827009430001"
2012-10-01,,,,,"42.107552279912539","42.107552279912539","322.68802985999997","22.740721910000001","1.2838989600000004","346.71265072999995","388.82020300991246","2.8870769603498543",,"2.8870769603498543",,"539.94416769000009",,"539.94416769000009",,"10.916606460000001","16.406527115218658","272.65476899999999","1231.6293502354813"
2012-11-01,,,,,"7.2921136399999993","7.2921136399999993","271.73830535029151","21.735680220000003","5.3663780000000001E-2","293.52764935029154","300.81976299029157","4.452720861341108",,"4.452720861341108",,"42.429798990000002",,"42.429798990000002",,"7.8024627500000001","15.99508294","140.65305131","512.15287984163263"
2012-12-01,,,,,"10.38200865962099","10.38200865962099","319.26342690046647","13.2448482",,"332.50827510046645","342.89028376008741","5.817270509591836",,"5.817270509591836",,"214.83788060950437",,"214.83788060950437",,"25.45790873","13.54426286180758","96.831948553469374","699.37955502446061"
2013-01-01,,,,,"18.349345569999997","18.349345569999997","332.34089263999999","21.493562480000001","121.56749915","475.40195426999998","493.75129984","2.8214358000000002",,"2.8214358000000002",,"8.66557815",,"8.66557815",,"1.3200783300000001","11.20072407","182.29004383","700.04916001999993"
2013-02-01,,,,,"9.694319799708456","9.694319799708456","335.03566888","14.342232660000002","1.7953930600000001","351.17329459999996","360.86761439970843","2.1529146590087462",,"2.1529146590087462",,"7.8316070500000006",,"7.8316070500000006",,"15.173803490000001","14.151509580116603","166.78316843411076","566.96061761294447"
2013-03-01,,,,,"8.3623136200000001","8.3623136200000001","326.31328038000004","18.338985209999997","0.91991800000000001","345.57218359000001","353.93449721000002","4.0486661999999995",,"4.0486661999999995",,"13.690655070000002",,"13.690655070000002",,"11.23830813","15.827688940000002","156.49640127999999","555.23621682999999"
2013-04-01,,,,,"4.8385123399999994","4.8385123399999994","307.06187534999998","19.067308570000002","5.7096019999999997E-2","326.18627994000002","331.02479228000004","8.6477409499999993",,"8.6477409499999993",,"57.745588729999994",,"57.745588729999994",,"1.4943423899999999","22.841702340000001","142.95185502999999","564.70602172000008"
2013-05-01,,,,,"6.9510129900000006","6.9510129900000006","320.67752836008754","14.663210320000001",,"335.34073868008755","342.29175167008754","5.2930236800000001",,"5.2930236800000001",,"12.09468519",,"12.09468519",,"4.5973766500000002","15.05449584","99.897964130001895","479.22929716008946"
2013-06-01,,,,,"7.1200719699999997","7.1200719699999997","319.76883104000007","11.521873190000001","0.41675995999999998","331.70746419000005","338.82753616000008","7.2952035300000002",,"7.2952035300000002",,"42.951933170000004",,"42.951933170000004",,"5.4126086400000002","17.509473209999999","183.14375548000061","595.14051019000067"
2013-07-01,,,,,"4.5863880400000001","4.5863880400000001","378.08232202000011","19.059442449999999","14.929404259999998","412.07116873000012","416.6575567700001","5.7414281600000008",,"5.7414281600000008",,"31.501124739999998",,"31.501124739999998",,"7.9843093799999991","29.600660859999998","160.46228661999771","651.94736652999779"
2013-08-01,,,,,"5.6754681900000001","5.6754681900000001","334.83222698000003","9.1107191499999995","0.37609056000000002","344.31903669000008","349.99450488000008","3.8597229799999999",,"3.8597229799999999",,"501.72838382000003",,"501.72838382000003",,"11.549266149999999","24.492763319999998","181.10399096000128","1072.7286321100014"
2013-09-01,,,,,"7.6843924399999999","7.6843924399999999","375.32364048046645","18.977543749999999","3.2628944200000003","397.56407865046646","405.24847109046647","3.6935958099999997",,"3.6935958099999997",,"46.55863248",,"46.55863248",,"1.5986968699999999","28.10081336","139.05881119999998","624.25902081046638"
2013-10-01,,,,,"6.7692902499999992","6.7692902499999992","399.73702383","26.409323470001453","0.89955971999999995","427.04590702000149","433.81519727000148","9.1801932199999996",,"9.1801932199999996",,"48.039697689999997",,"48.039697689999997",,"7.8916981600000007","17.988621500000001","154.13887668999857","671.05428453000002"
2013-11-01,,,,,"5.8785710600000005","5.8785710600000005","362.13784905","18.863651009999998","7.6431439999999989E-2","381.07793150000003","386.95650256000005","4.3070881500000002",,"4.3070881500000002",,"36.868609120000002",,"36.868609120000002",,"14.508111209999999","19.62640974","157.56523766000001","619.83195843999999"
2013-12-01,,,,"5.4647050000000004","4.1412389999999997","9.6059440000000009","492.50856218000001","24.125391650000001","0.26188","516.89583383000002","526.50177783000004","3.737495549912536",,"3.737495549912536",,"233.52025545999999",,"233.52025545999999",,"15.918499800000001","15.913611784460649","232.46079520379197","1028.0524356281653"
2014-01-01,,,,,"6.5192264099999999","6.5192264099999999","305.78806933999999","28.77496335","17.276871359999998","351.83990404999997","358.35913045999996","2.9900335799999995",,"2.9900335799999995",,"4.7023072900000003",,"4.7023072900000003",,"0.60579366000000001","22.573918669999998","138.22100921999998","527.45219287999987"
2014-02-01,,,,,"3.4005447700000002","3.4005447700000002","295.98588388000002","23.695701270000001","0.35355599999999998","320.03514115000007","323.43568592000008","3.29864325",,"3.29864325",,"21.12635599",,"21.12635599",,"3.14193422","20.083488790000001","124.02473864999931","495.11084681999938"
2014-03-01,,,,,"2.44225878","2.44225878","352.58024318999998","20.898393689999999","0.85592080000000004","374.33455767999993","376.77681645999991","4.81045809",,"4.81045809",,"37.097104369999997",,"37.097104369999997",,"3.5732992600000002","14.148585049999999","139.94355968999892","576.3498229199987"
2014-04-01,,,,"2.8354910099999997","10.287207729999999","13.122698739999999","451.20074851000004","15.033986560000001","2.3698399999999999","468.60457507000007","481.72727381000004","3.1665545200000005",,"3.1665545200000005",,"31.34667108",,"31.34667108",,"5.1908211500000006","29.67073538","91.101878140000011","642.20393408000007"
2014-05-01,,,,,"3.1412927799999997","3.1412927799999997","472.25079518000001","19.18817554","2.3680760000000003","493.80704671999996","496.94833949999997","6.9916997700000003",,"6.9916997700000003",,"22.316139229999997",,"22.316139229999997",,"4.3115981800000007","29.809972039999998","82.082601330000003","642.46035004999999"
2014-06-01,,,,"10.332603200000001","4.4510081700000006","14.783611370000003","410.51930537999993","6.9116107299999996","0.48","417.91091610999996","432.69452747999998","8.7789211599999994",,"8.7789211599999994",,"36.171334700000003",,"36.171334700000003",,"16.968467030000003","21.406366260000002","85.906113499999989","601.92573013000003"
2014-07-01,,,,"11.200897399999999","0.46204056999999998","11.662937969999998","483.38674996000003","15.614300880000002","30.035034789999997","529.03608563000012","540.69902360000015","7.7668454899999979",,"7.7668454899999979",,"38.082165079999996",,"38.082165079999996",,"6.7344010700000005","19.221546530000001","76.073712240497485","688.57769401049757"
2014-08-01,,,,"32.164107829999999","1.0050730800000001","33.169180910000001","818.09241043999998","18.625556029999998",,"836.71796646999996","869.88714737999999","4.8892732199999998",,"4.8892732199999998",,"126.24737214",,"126.24737214",,"1.56792281","17.694250240000002","198.65812513","1218.94409092"
2014-09-01,,,,"20.74222614","3.2760200000000003E-2","20.774986339999998","333.68019610999994","31.457594380000003",,"365.13779048999993","385.91277682999993","7.4033061900000003",,"7.4033061900000003",,"52.359205440000004",,"52.359205440000004",,"1.4371958899999999","19.15237909","89.712727400000389","555.97759084000029"
2014-10-01,,,,"29.8","0.11560909","29.91560909","394.87749586000001","17.958748799999999",,"412.83624466000003","442.75185375000001","4.3201469800000005",,"4.3201469800000005",,"39.576682140000003",,"39.576682140000003",,"1.2056028399999998","23.821385329999984","160.43213832999999","672.10780937000004"
2014-11-01,,,,"9.4970030199999993",,"9.4970030199999993","365.03630401999999","24.394991749999999","7.5926617200000006","397.02395748999999","406.52096051000001","9.1760586100000001",,"9.1760586100000001",,"59.733720769999998",,"59.733720769999998",,"4.91236695","16.492494529999995","157.23913443999976","654.07473580999988"
2014-12-01,,,,"17.466683799999998",,"17.466683799999998","361.89320180999999","16.469923489999999","1.1439999999999999","379.50712529999998","396.97380909999998","10.666923120000002",,"10.666923120000002",,"126.38859259",,"126.38859259",,"18.268986309999999","19.080982860000002","287.47832987000004","858.85762384999998"
2015-01-01,,,,,,,"276.64974590000003","23.566817690000001","7.7541858699999997","307.97074946000004","307.97074946000004","3.5573596200000011",,"3.5573596200000011",,"23.36840437",,"23.36840437",,"0.37142316000000003","28.787533269999997","208.94146750000004","572.99693738000019"
2015-02-01,,,,,,,"321.60314260000001","17.92310883",,"339.52625143","339.52625143","2.6507302699999999",,"2.6507302699999999",,"21.621305420000002",,"21.621305420000002",,"0.79350692999999994","23.333240349999997","230.20896813999997","618.13400253999998"
2015-03-01,,,,,,,"225.07341595","11.1564526","10.01985","246.24971854999998","246.24971854999998","4.0941247000000009",,"4.0941247000000009",,"25.038978360000005",,"25.038978360000005",,"9.8490623500000005","30.792108980000009","280.62934740999998","596.65334034999989"
2015-04-01,,,,,,,"269.93459905999998","13.559646500000001",,"283.49424555999997","283.49424555999997","2.2042698299999994",,"2.2042698299999994",,"39.677432339999996",,"39.677432339999996",,"2.5533669200000002","44.172317220000004","246.76879963999994","618.87043150999989"
2015-05-01,,,,,,,"234.97953619","19.954834739999999",,"254.93437093","254.93437093","6.725220160000001",,"6.725220160000001",,"49.749570030000001",,"49.749570030000001",,"7.39356028","31.782739759999991","142.59513495000002","493.18059610999995"
2015-06-01,,,,,,,"271.64932754","9.3774246099999985",,"281.02675214999999","281.02675214999999","3.7782945899999998",,"3.7782945899999998",,"246.90405294000001",,"246.90405294000001",,"3.9137448999999997","28.75193360999997","245.36305264000001","809.73783082999989"
2015-07-01,,,,,,,"216.69249337000005","22.773105130000001","7.3016663800000003","246.76726488000006","246.76726488000006","3.9431271900000002",,"3.9431271900000002",,"34.582922850000003",,"34.582922850000003",,"0.70652548999999998","26.225795230000003","134.81325390000001","447.03888954000007"
2015-08-01,,,,,,,"219.68221712999997","6.0820726499999989","13.198292449999999","238.96258222999995","238.96258222999995","2.3962078300000003",,"2.3962078300000003",,"184.32189256999999",,"184.32189256999999",,"3.0931285900000001","23.96239078000001","142.58060101000001","595.31680300999994"
2015-09-01,,,,,,,"217.3951568","9.7977415300000015","0.14526578000000001","227.33816410999998","227.33816410999998","10.097902359999999",,"10.097902359999999",,"42.443954799999993",,"42.443954799999993",,"12.243230970000001","25.950327869999988","195.7","513.77358011000001"
2015-10-01,,,,,,,"205.98021825999999","19.526414340000002",,"225.50663259999999","225.50663259999999","4.1179602400000004",,"4.1179602400000004",,"70.358035610000002",,"70.358035610000002",,"12.475896030000001","31.821744239999994","137.80000000000001","482.08026871999999"
2015-11-01,,,,,,,"179.74190784000004","10.333891939999999",,"190.07579978000004","190.07579978000004","4.0400812699999999",,"4.0400812699999999",,"61.063963819999998",,"61.063963819999998",,"1.23330385","21.457475839999997","144.80000000000001","422.67062456000002"
2015-12-01,,,,,,,"231.22201914000004","5.5131389799999999","7.4065219999999998","244.14168012000005","244.14168012000005","9.3712769631999997",,"9.3712769631999997",,"125.60603811999999",,"125.60603811999999",,"24.334643660000001","25.439715899999971","193.8","622.69335476320009"
