"MES","BCCP01","BCCP02","BCCP03","BCCP04","BCCP05","BCCP06","BCCP07","BCCP08","BCCP09","BCCP10","BCCP11","BCCP12","BCCP13","BCCP14","BCCP15","BCCP16","BCCP17","BCCP18","BCCP19","BCCP20","BCCP21","BCCP22","BCCP23","BCCP24","BCCP25","BCCP26","BCCP27","BCCP28","BCCP29","BCCP30","BCCP31","BCCP32"
2010-05-01,"18598362.352259997","18809349.355716538","10629737.206413966","8179612.149302572","4091.8894005000006","0","4091.8894005000006","370801.84945520002","71580.064659599986","134888.44545458912","133.84588579999999","133.84588579999999","0","10701573.467314303","24589876.091884628","16778829.721063826","10763249.778190002","1547963.3195360242","4358553.8449809989","109062.77835679999","1592215.6373731999","1591872.1727799999","0","343.46459319999997","4843417.9250703994","4817916.4701899998","0","25501.454880400001","1375412.8083771998","619698.03188999987","0","755714.77648720006"
2010-06-01,"19111731.860089999","17675092.777076777","9638289.5139613524","8036803.2631154237","-5454.3231765999999","0","-5454.3231765999999","372139.13550749992","71692.386976299997","129405.23152944991","133.84588579999999","133.84588579999999","0","10785494.859231001","25734186.736481082","17280669.490672585","11592054.812249999","1629962.5313031813","3949603.5687436005","109048.57837579999","1638750.6242232001","1638407.1596300001","0","343.46459319999997","5493768.8754164996","5473294.6715299999","0","20474.203886499999","1320997.7461687999","650818.2919500001","0","670179.45421879983"
2010-07-01,"19273531.734020002","16330724.957782758","8656199.8985711355","7674525.0592116229","2989.2851662999997","0","2989.2851662999997","373710.04595649999","68628.349187300017","131174.17667275472","2.9107417","2.9107417","0","11079378.999140499","27145131.503899656","18115475.763317354","12603555.694530001","1671121.6421085517","3731812.5482623004","108985.8784165","1676713.4719932","1676370.0074","0","343.46459319999997","5997420.0217366014","5974554.770990001","0","22865.250746600002","1355522.2468525004","688527.56539000012","0","666994.68146250013"
2010-08-01,"19243647.425389998","15982205.594025549","8613874.2967549469","7368331.2972706025","9108.8959580999999","0","9108.8959580999999","374267.85938630003","68714.822771099993","132536.98060952849","2.9107417","2.9107417","0","11193019.7410322","28487272.160564471","19045164.54655087","14083278.001899999","1671703.364921568","3181070.1216047001","109113.05812459999","1697275.1470832","1696931.68249","0","343.46459319999997","6400325.6078650011","6374543.2816400006","0","25782.326225000001","1344506.8590654","717131.41006999998","0","627375.44899539987"
2010-09-01,"19374366.541729998","16102446.718818268","8448608.8148742355","7653837.9039440323","-314.71794340000019","0","-314.71794340000019","379279.86260669999","68901.361229599992","129348.2520188145","2.9107417","2.9107417","0","12477679.9704933","29375881.148060631","19361684.65712383","14246319.178129997","1705463.8765632301","3300025.5724892998","109876.02994129999","1786939.6034631999","1786596.1388699999","0","343.46459319999997","6800754.4583441","6772654.2862900002","0","28100.1720541","1426502.4291294999","709835.59589","0","716666.83323950006"
2010-10-01,"19720613.799109999","15741979.786637727","7722069.7982823281","8019909.9883553982","-1762.0300096999997","0","-1762.0300096999997","380941.30771170004","69042.157320600003","132552.72791184881","2.9107417","2.9107417","0","12970230.827144299","29998463.946319647","19552465.630331848","13699144.19397","1769147.0687107462","3975817.0640476001","108357.3036035","1848998.5270332","1848655.06244","0","343.46459319999997","7250689.639982501","7225482.1383700008","0","25207.501612499997","1346310.1489720996","745342.34246999992","0","600967.80650209985"
2010-11-01,"20284401.278250001","16054566.365653096","7681907.3627560819","8372659.0028970139","2748.5105423999998","0","2748.5105423999998","385682.7988316","68996.046556800007","137368.91190412341","2.9065656","2.9065656","0","12344260.903932","30316179.117059525","19693755.233530324","13593125.811630001","1783010.3917027228","4211399.5756727988","106219.45452480001","1805165.6787776002","1804822.7069600001","0","342.97181760000001","7456245.4097511992","7430522.4296799991","0","25722.9800712","1361012.7950003999","796422.80810999998","0","564589.98689039994"
2010-12-01,"24585622.26757","15997093.285035532","7291147.3384986743","8705945.9465368576","3813.7189761999998","0","3813.7189761999998","385847.57041759999","68928.084025200005","147210.46389761669","2.8982133999999999","2.8982133999999999","0","12523268.161528599","29248896.778725207","18906911.313368607","11635348.698689999","1794491.0970312085","5374177.6480768006","102893.86957060001","1791991.7112963998","1791649.7250299999","0","341.98626640000003","7149159.5045942003","7122951.4348200001","0","26208.069774200001","1400834.2494660001","945336.66016999993","0","455497.58929600008"
2011-01-01,"23610754.460859999","17713384.892072551","8566192.9167271405","9147191.9753454085","-2633.8574878000004","0","-2633.8574878000004","387854.13951040007","66438.746415999994","159580.72092791597","2.8982133999999999","2.8982133999999999","0","12266289.655055599","30615386.722050842","19982590.117012843","11948337.062480001","1861394.431434846","6069958.4452061998","102900.17789180002","1843930.8106063998","1843588.8243399998","0","341.98626640000003","7576371.4896981996","7542883.0642799996","0","33488.4254182","1212494.3047333998","948702.41250999982","0","263791.89222340001"
2011-02-01,"23358598.28613","18519810.16191408","8691839.109091213","9827971.0528228693","-5369.8031211999987","0","-5369.8031211999987","383149.79826840007","66256.591078800004","229174.06133495161","2.8898612000000004","2.8898612000000004","0","12747101.470467599","31776979.290234536","20387735.432257336","15607779.194809999","1865917.6480393386","2811593.4794591996","102445.1099488","1860737.6245052","1860396.6237899999","0","341.0007152","8111707.8789895996","8081631.0876499992","0","30076.7913396","1416798.3544824","937166.6291299999","0","479631.72535240004"
2011-03-01,"23139315.299330004","19928555.598231219","9534932.6350532919","10393622.963177925","-6625.2107430000005","0","-6625.2107430000005","387183.66103000008","66092.399133000014","261514.95013968766","2.8815090000000003","2.8815090000000003","0","12971112.910676999","31077830.236255899","19654768.558895901","15828205.333060002","1899594.9385728952","1824070.5657690002","102897.72149400001","1888493.321884","1888153.30672","0","340.01516399999997","8199667.6835459992","8161908.5779799996","0","37759.105565999998","1334900.6719300002","922184.64049000002","0","412716.03144000005"
2011-04-01,"23402080.371929999","17677144.092630576","5935545.5986357648","11741598.493994812","-11809.3949584","0","-11809.3949584","384343.27089810005","66046.098060799995","307882.55330053001","0.16749589999999998","0.16749589999999998","0","14344165.781497203","33313669.201440427","21307824.47490513","16302731.893209998","1971261.9395099317","2937612.6486811005","96217.993504099999","1967253.7692584","1966914.2468699999","0","339.52238840000001","9095544.7109166998","9058062.2150100004","0","37482.495906700002","943046.24636019999","792583.90647000005","0","150462.33989019995"
2011-05-01,"23750031.313169997","16097242.180453617","4849293.0233891103","11247949.157064507","-520.76611209999999","0","-520.76611209999999","387810.81430209993","66007.542378699989","325961.7939153075","0.16749589999999998","0.16749589999999998","0","13907935.575321602","34770338.99761495","22135877.145637546","17447496.248500001","1997436.9476034474","2601725.9559823996","89217.993551699998","2051446.6328984001","2051107.11051","0","339.52238840000001","9470394.1060515009","9432111.8305200003","0","38282.275531499996","1112621.1130275","907410.6018399999","0","205210.5111875"
2011-06-01,"24643468.506499998","16552981.568522003","5585127.7349284962","10967853.833593506","-1202.6759440000001","0","-1202.6759440000001","388495.9626728","65922.109691200007","336138.70854184101","0.16725279999999998","0.16725279999999998","0","13671529.449338799","34103300.28179206","21081905.187973261","16201392.977490002","2109353.255836857","2682626.0546448007","88532.900001599992","2012688.9365028003","2012349.9068900002","0","339.0296128","9742343.5965716001","9688250.5678899996","0","54093.028681599993","1266362.5607444001","901014.63364999997","0","365347.92709440005"
2011-07-01,"25057120.629689999","15947118.918540768","5550749.0118126264","10396369.906728141","-954.16646820000051","0","-954.16646820000051","389406.13808310003","63301.231041300009","341217.03408119868","0.16700969999999998","0.16700969999999998","0","14304318.155989397","35545502.946536452","21445116.594355352","16613235.704160001","2167619.1601243522","2578599.1879125","85662.5421585","2088717.7789371999","2088379.2420999999","0","338.53683720000004","10455434.0792883","10406680.92444","0","48753.154848299993","1556234.4939555998","984012.03132999991","0","572222.46262559993"
2011-08-01,"25377252.699349999","16601860.634370936","6353388.3082830869","10248472.326087849","22554.105782099999","0","22554.105782099999","389947.18819090002","63311.253203400003","363412.45302765933","0.16700969999999998","0.16700969999999998","0","16279540.483681398","37184188.872563444","22635617.64505855","17616959.759939995","2203542.9914936526","2730598.1247765007","84516.768848399995","2111471.2561071999","2111132.7192699998","0","338.53683720000004","11028428.073784299","10975355.435289999","0","53072.638494300001","1408671.8976134001","977546.07248000009","0","431125.82513340004"
2011-09-01,"25704845.640889999","17418584.076232344","7689842.8275904339","9728741.24864191","-1470.7841478","0","-1470.7841478","394753.37776420004","63252.278375399997","379261.93354610726","0.16700969999999998","0.16700969999999998","0","13136076.0407486","37612666.747614838","22745194.420992739","17611603.70146","2203958.3171403422","2844818.0353803006","84814.367012100003","2095704.5557972","2095366.01896","0","338.53683720000004","11253558.587669399","11208519.048899999","0","45039.538769400002","1518209.1831555001","1166492.41824","0","351716.76491550001"
2011-10-01,"26070208.207839999","18174944.86055686","8299493.3777982518","9875451.4827586077","1192.0540956000002","0","1192.0540956000002","395902.34919670003","63291.465885900005","425917.4209283528","0.16700969999999998","0.16700969999999998","0","15107461.406080037","38432809.476647936","23008424.887139738","16716441.251530003","2249979.7539530355","3948567.0976635003","93436.783993200006","2518216.4823272","2517877.9454899998","0","338.53683720000004","11620581.377543103","11565039.686880004","0","55541.690663100002","1285586.7296378999","881473.70774999994","0","404113.02188790002"
2011-11-01,"26355467.03396","20963074.04812102","10420456.469156172","10542617.578964848","-1243.7945576","0","-1243.7945576","398900.66740600002","63142.783495400006","365267.38030676258","0.16676660000000001","0.16676660000000001","0","13807119.693196541","39066835.677589238","22895613.478353035","18744257.301479999","408598.38376723439","3649760.1729218005","92997.620183999999","2955344.5290516","2955006.4849899998","0","338.04406160000002","11681798.2397804","11630367.55315","0","51430.6866304","1534079.4304042002","836491.20991000009","0","697588.22049420001"
2011-12-01,"28585087.16164","22773535.995132133","11907443.481692877","10866092.513439255","3238.5290308000003","0","3238.5290308000003","400137.36597959994","63063.204134000007","377519.40590340161","0.16676660000000001","0.16676660000000001","0","11889145.369877741","36647793.659707971","20711808.708880972","13810186.06287","2346826.3988237726","4461798.6270031994","92997.620183999999","2929277.0814016005","2928939.0373400003","0","338.04406160000002","10997659.748119799","10959703.44406","0","37956.304059800001","2009048.1213056003","1011235.1976400003","0","997812.92366560001"
2012-01-01,"27904261.6435","21306369.922956109","10335208.726018304","10971161.196937805","1321.0818558000005","0","1321.0818558000005","400178.38176120003","60153.1041922","388998.62956565403","0.16676660000000001","0.16676660000000001","0","13959433.199575003","40023069.61546576","23603113.176778156","18696993.081670001","55317.511933356","4757798.4831720004","93004.100002799998","3161048.5088016","3160710.4647399997","0","338.04406160000002","11313448.725441201","11275372.295990001","0","38076.429451199998","1945459.2044448","1024946.04209",,"920513.16235480004"
2012-02-01,"27651922.542569999","21637037.9289147","10147547.719441965","11489490.209472734","-2133.7661617999997","0","-2133.7661617999997","400710.4968662","60175.000008800002","350883.2367753032","0.16676660000000001","0.16676660000000001","0","14790539.29105554","40957785.894992441","23954590.151794035","18022530.541200005","2062092.0096946273","3776951.1528966008","93016.448002799996","3209309.2675716006","3208971.2235100004","0","338.04406160000002","11891346.9706118","11853840.51997","0","37506.450641800002","1902539.5050150002","947570.45554000023",,"954969.04947500001"
2012-03-01,"27218263.037979998","23378127.329050519","10884020.484603195","12494106.844447322","-7273.4859512000012","0","-7273.4859512000012","409037.48461020004","60447.611606800005","290996.30709646683","0.16676660000000001","0.16676660000000001","0","13452113.24587824","41390985.289008021","23576448.789121825","17814086.526899997","2070282.3568394291","3599049.5646448005","93030.340737599996","3401423.1917216","3401085.1476599998","0","338.04406160000002","12415535.169905001","12380234.719510002","0","35300.450394999993","1997578.1382596004","937188.59369000013",,"1060389.5445696001"
2012-04-01,"27420762.123630002","21494390.660036184","9441344.8046589233","12053045.855377262","212.8022764000001","0","212.8022764000001","408971.57402659999","60543.684603399997","254324.30364788641","0.16676660000000001","0.16676660000000001","0","13453233.548469122","42369038.066406742","24027212.448996741","19125340.315079998","2113632.7191559421","2695209.0740232007","93030.340737599996","3452643.5147516001","3452305.4706899999","0","338.04406160000002","12747108.637543999","12714164.434909999","0","32944.202634000001","2142073.4651144003","1370766.4973600002","0","771306.96775439999"
2012-05-01,"27520156.490939997","20904164.83526057","7940634.9121871404","12963529.92307343","1049.9194327999999","0","1049.9194327999999","337482.00153459999","60589.855010200001","247760.32205223577","0.16676660000000001","0.16676660000000001","0","11639551.27150494","43852448.754172139","24738117.780087739","17952457.113869995","2121436.1135447426","4571194.211935401","93030.340737599996","3585497.0112116002","3585158.9671499999","0","338.04406160000002","13447993.539242798","13421755.023789998","0","26238.515452800006","2080840.4236299996","982383.23575999995","0","1098457.1878699998"
2012-06-01,"28361012.891550001","20722169.555079367","7874635.0627592374","12847534.49232013","-9645.9886194000028","0","-9645.9886194000028","266467.13645360008","60694.66359940001","245959.41495987258","0.16676660000000001","0.16676660000000001","0","11725549.67022677","43576479.497883722","23854334.968488719","17480539.560809996","2234912.0874245251","4045852.9795166003","93030.340737599996","3641511.6425016001","3641173.5984399999","0","338.04406160000002","13863793.089910002","13839640.353890002","0","24152.736020000004","2216839.7969834004","1080248.4131800001","0","1136591.3838034"
2012-07-01,"28505503.54882","19938897.061056703","6983606.9840012221","12955290.077055482","-4683.4971357999993","0","-4683.4971357999993","267179.9200098","57680.068917599994","252521.92871595579","0.16676660000000001","0.16676660000000001","0","12441826.570442811","45586549.031068884","25130690.701593891","18257493.23942","2247851.919301291","4534287.5081126001","91058.03476000001","3757659.8971916004","3757321.8531300002","0","338.04406160000002","14308701.624099601","14290184.99987","0","18516.624229600002","2389496.8081837995","1007778.3090899999","0","1381718.4990937999"
2012-08-01,"28584619.92594","19999855.740084805","7830079.2010418214","12169776.539042983","-442.30446820000003","0","-442.30446820000003","269308.9050274","57794.900721399994","266702.46649255563","0.16676660000000001","0.16676660000000001","0","13023494.428689823","47327619.396354578","26102711.643469382","17566420.835239999","2261254.0300541837","6184003.3410428008","91033.437132400009","3825980.7867415999","3825642.7426799997","0","338.04406160000002","14701612.419065401","14684226.31577","0","17386.1032954","2697314.5470782002","992579.58100000012","0","1704734.9660782001"
2012-09-01,"29033313.723990001","21376409.724628899","9226708.2684115544","12149701.456217345","-1299.7698937999996","0","-1299.7698937999996","272504.69562019996","57916.170086400001","269989.93109022843","0.16676660000000001","0.16676660000000001","0","14692067.346085781","47126286.798614316","26004919.669736523","17116241.364139996","2268743.7351067266","6543305.4594488014","76629.111041000011","3929761.6537516001","3929423.6096899998","0","338.04406160000002","14574149.207517397","14559290.474339997","0","14858.733177400001","2617456.2676088","971685.37707999989","0","1645770.8905288002"
2012-10-01,"29535500.9989","20674866.298767973","8914686.3353328593","11760179.963435113","1178.1344792","0","1178.1344792","275834.39311459992","57952.208135999994","249801.92826713942","0.16676660000000001","0.16676660000000001","0","14107597.012708293","52179644.349670425","29995091.754560623","15865347.061999999","2321350.8295284235","11731417.406661399","76976.456370800006","3990290.6835316001","3989952.6394699998","0","338.04406160000002","15088605.822361602","15038513.275320001","0","50092.547041600003","3105656.0892166002","1091202.82858","0","2014453.2606366004"
2012-11-01,"30131992.33729","21674930.130669329","10639662.880611738","11035267.250057591","-2123.1412565999999","0","-2123.1412565999999","278055.89879540005","57986.246701399999","267747.99284646742","0.16676660000000001","0.16676660000000001","0","14384501.723810293","51663130.414935455","29387698.445713654","15095034.068939999","2333854.4345238516","11881833.485879002","76976.456370800006","4092845.4524016003","4092507.4083400001","0","338.04406160000002","15063996.548823001","15029821.307870001","0","34175.240953","3118589.9679971999","1079008.5773699998","0","2039581.3906272"
2012-12-01,"32665086.16045","24849158.644250736","14503258.531796467","10345900.112454271","-519.99335080000014","0","-519.99335080000014","278293.16972780006","58035.546434399992","269008.25933820818","0.16676660000000001","0.16676660000000001","0","13902043.065373661","47466505.313592143","25867339.882572148","10248628.424339999","2456302.4237917494","13090056.881225802","72352.153214599995","4127381.5343516003","4127043.4902900001","0","338.04406160000002","13879102.3209478","13863914.183329999","0","15188.137617800001","3592681.5757205999","1392057.0086999999","0","2200624.5670205997"
2013-01-01,"31825354.411959998","22976421.66219895","12223454.953605449","10752966.708593501","-2107.4965463999997","0","-2107.4965463999997","284679.66162300011","55066.062632399997","346830.89988532505","0.16676660000000001","0.16676660000000001","0","14395161.3806243","49704881.089445308","28327175.148129303","15964767.284950001","2476522.4783451003","9813533.2316196021","72352.153214599995","4153734.7178816004","4153396.6738200001","0","338.04406160000002","13720145.434208801","13704128.61648","0","16016.817728800001","3503825.7892256002","1070392.8825599998","0","2433432.9066656004"
2013-02-01,"31105858.64638","23695736.715867192","12231267.915892728","11464468.799974464","1331.6262246000001","0","1331.6262246000001","284393.11291959992","55124.716318400002","312202.72704803018","0.16676660000000001","0.16676660000000001","0","13187933.334578058","51569269.161623821","29097825.379431225","16593476.191540003","2491661.8368752236","9940331.0818013996","72356.26921459999","4200639.5621215999","4200301.5180599997","0","338.04406160000002","14530993.167846801","14515291.51018","0","15701.657666800002","3739811.0522242002","1086383.14194","0","2653427.9102842002"
2013-03-01,"30802190.48116","23459161.210374266","10516052.496307239","12943108.714067027","5920.2885251999996","0","5920.2885251999996","287328.95321879996","55198.215661799994","355664.98619742796","0.16676660000000001","0.16676660000000001","0","13141663.916042002","52519201.239343539","28909336.130126934","15480437.74924","2500751.9852071321","10855177.805815002","72968.5898648","4287788.7701716004","4287450.7261100002","0","338.04406160000002","15151441.283771997","15134808.962009998","0","16632.321762","4170635.0552730002","1356576.1661699999","0","2814058.8891030001"
2013-04-01,"30829345.512419999","22435070.638132177","9337813.5265311059","13097257.111601071","-1684.7940479999995","0","-1684.7940479999995","286643.52020200004","55309.507362600001","305196.23276612983","0.16676660000000001","0.16676660000000001","0","12237189.631853741","54964351.3947329","30465015.127913903","15883843.78978","2549467.6971195019","11960151.631820001","71552.009194400001","4377783.9775616005","4377445.9335000003","0","338.04406160000002","15833349.382541999","15819136.394129999","0","14212.988412000001","4288202.9067154005","1359328.8641300001","0","2928874.0425853999"
2013-05-01,"31213303.970259998","21481375.914676473","8806073.8836930953","12675302.030983375","-3439.9668940000006","0","-3439.9668940000006","288076.89797680004","55394.276862800005","309604.78421302343","0.16676660000000001","0.16676660000000001","0","11044793.232691618","55875866.607234433","30457216.770142235","15128859.369900001","2559836.0322566326","12696829.795795601","71691.572189999992","4484739.5674516009","4484401.5233900007","0","338.04406160000002","16146385.269730199","16132483.599299999","0","13901.670430200002","4787524.9999104002","1644950.9041499998","0","3142574.0957604004"
2013-06-01,"31641167.20555","22123940.215808943","10336609.40431324","11787330.811495705","-4444.4223628","0","-4444.4223628","289282.59206960001","55492.189780000001","2101167.8992849248","0.16676660000000001","0.16676660000000001","0","9088942.4245611597","55013391.468171328","28949150.549908735","11703529.442960002","2677567.8442613324","14496020.970830001","72032.291857400007","4575910.9750915999","4575572.9310299996","0","338.04406160000002","16442200.081082601","16428600.8177","0","13599.263382600002","5046129.8620884009","1809249.9379700001","0","3236879.9241184006"
2013-07-01,"31888061.63304","20626882.215499915","9499735.7342095338","11127146.481290383","-479.4762013999997","0","-479.4762013999997","221167.34907460003","52539.479844200003","2141760.3281984646","0","0","0","10537182.552731529","57821445.900493383","30462302.825182777","13896360.046319999","2688619.8116823761","13805827.6045046","71495.362675800017","4678512.3333316008","4678174.2892700005","0","338.04406160000002","16738864.000559","16724422.907200001","0","14441.093358999999","5941766.7414200008","2073132.1605600002","0","3868634.5808600006"
2013-08-01,"31958471.105610002","21102300.369054221","10595591.456796993","10506708.912257228","637.45754239999974","0","637.45754239999974","219956.50878960005","52628.831412799998","2300979.0528946924","0","0","0","7110839.3634556299","61464173.266427882","34046352.58820089","14152401.082449997","2704753.1282388959","17118448.1867266","70750.190785400002","4772329.5894416003","4771991.54538","0","338.04406160000002","17316814.849716198","17302548.933179997","0","14265.9165362","5328676.2390691992","1781289.5330899996","0","3547386.7059792001"
2013-09-01,"32333088.900520001","21764730.500979789","10969342.246513808","10795388.254465982","-7406.7981834000002","0","-7406.7981834000002","222797.27164160003","52732.126754599994","2171003.5767193148","0","0","0","6887961.2521703793","61718201.978483655","33990849.45627445","14769077.223919999","2717777.8085060543","16432614.083478602","71380.340369800004","4850109.0486316001","4849771.0045699999","0","338.04406160000002","17699340.589611001","17685372.622220002","0","13967.967391","5177902.8839666005","1724406.9702399999","0","3453495.9137266008"
2013-10-01,"32726848.775180001","23045198.193200398","11291062.301822934","11754135.891377464","-2618.3473694000004","0","-2618.3473694000004","223502.04505020002","52834.864652799995","2179420.4872350409","0","0","0","7209623.5849063303","62506010.123253979","33976685.808361582","14418223.12583","2777919.5138485814","16709162.8283132","71380.340369800004","4924918.5590316001","4924580.5149699999","0","338.04406160000002","17674606.327551201","17660038.840270001","0","14567.487281200001","5929799.4283095989","1887121.1604099995","0","4042678.2678995994"
2013-11-01,"33376522.949069999","22725946.55166747","10987265.992013466","11738680.559654005","-4586.4019306","0","-4586.4019306","227314.62434380001","52914.760534600005","3574981.0799873355","0","0","0","6036733.223159967","62425316.289595284","33919887.773239881","14803839.30965","2797562.0635642735","16248420.930330401","70065.469695199994","5009246.5047515994","5008908.4606899992","0","338.04406160000002","17385968.841037799","17371834.865899999","0","14133.9751378","6110213.170566","1873384.9920599998","0","4236828.178506"
2013-12-01,"37001012.189350002","27294711.7925287","15445161.692402778","11849550.100125922","207.67058480000077","0","207.67058480000077","228335.09923440003","53016.654858599999","4236558.9932040526","0","0","0","5916100.7110603098","56367989.045081615","29377627.498630214","13805222.728900004","2931570.8679082114","12572009.525765199","68824.376056800014","4798833.4388716007","4798495.3948100004","0","338.04406160000002","15040875.767203601","15027040.04408","0","13835.723123600001","7150652.3403761992","1757376.0321199999","0","5393276.3082561996"
2014-01-01,"35908594.242320001","27204572.584674492","11574485.528993398","15630087.055681096","-1073.7470254000002","0","-1073.7470254000002","228730.38132760001","50058.923196999996","4321975.9936263766","0","0","0","6052532.4897827944","57949476.53444165","31787031.799662843","15295357.625400001","2953693.5667632408","13469409.373949202","68571.233550400008","4865662.8968115998","4865324.8527499996","0","338.04406160000002","14124996.607954402","14111672.673210001","0","13323.9347444","7171785.2300128005","1761077.3646500004","0","5410707.8653628007"
2014-02-01,"35170474.726609997","26832093.975005616","10722068.511951242","16110025.463054374","-1468.6139762000005","0","-1468.6139762000005","232355.02633380005","50145.166156600004","4370913.8303324822","0","0","0","7045795.2745942352","58856290.165748388","32397005.848979186","16440220.049010005","2974351.2734573828","12914113.269577801","68321.256934000005","4928448.9497016007","4928110.9056400005","0","338.04406160000002","14475602.155653998","14462237.552359998","0","13364.603294000002","7055233.2114135996","1885341.5109800003","0","5169891.7004335998"
2014-03-01,"34508930.251169994","25854913.575379543","10091802.915097808","15763110.660281736","-3326.1391198000001","0","-3326.1391198000001","234827.82069120003","50233.945738399998","4479464.0473303525","0","0","0","6770209.9336362975","60479095.435759634","32985888.226479232","17236754.858999997","2989085.602382435","12696512.975887999","63534.789208800001","5124079.0275116004","5123740.9834500002","0","338.04406160000002","15102559.080212003","15089353.966430003","0","13205.113782000002","7266569.1015568003","1906724.2335399999","0","5359844.8680167999"
2014-04-01,"34555717.83557","24400198.007535372","9595505.0921113156","14804692.915424056","-15574.0993968","0","-15574.0993968","234402.67402860007","50320.309708399996","5349497.9123504413","0","0","0","6880806.8654100504","62158509.290728003","33341496.002282996","17699857.683630001","3042722.613391798","12537867.899292398","61047.805968800007","5179782.6791343996","5179714.4973200001","0","68.181814400000007","15716316.288592001","15703111.174810002","0","13205.113782000002","7920914.3207185995","1863320.0691300002","0","6057594.2515885988"
2014-05-01,"34634109.01833","22992483.949840479","9410525.173046099","13581958.776794381","-3119.1732627999995","0","-3119.1732627999995","237720.44442100002","50395.161912400006","6333149.5053087752","0","0","0","6415366.7843838148","63752634.328888059","33683782.161658056","18551781.11626","3057631.3813868584","12013321.8580424","61047.805968800007","5296535.2017844003","5296467.0199700007","0","68.181814400000007","15708998.2883802","15694859.84162","0","14138.4467602","9063318.6770654004","1704698.3944699999","0","7358620.2825953998"
2014-06-01,"35280659.298040003","24071558.367358573","10242304.058384033","13829254.308974542","-2200.7240149999998","0","-2200.7240149999998","236744.52081780008","50480.790559000001","6253315.1337711588","0","0","0","7125209.9689844605","63484235.952432409","32634425.775529012","17583558.713989999","3186917.6574000106","11803171.906385999","60777.497753000003","5455192.6865344001","5455124.5047200006","0","68.181814400000007","15875937.713415002","15861796.387650002","0","14141.325765000001","9518679.776953999","1579916.9774900002","0","7938762.7994639995"
2014-07-01,"35344692.92887","22267464.847598702","10363925.358037792","11903539.48956091","984.28576540000086","0","984.28576540000086","237095.70288880001","0","6602769.5540857278","0","0","0","6624298.1322131213","66502818.969400153","34995745.349312149","20362802.706519995","3314404.9186411574","11257937.8407846","60599.883366400005","5513623.7301543998","5513555.5483400002","0","68.181814400000007","16367784.290332003","16354579.176550003","0","13205.113782000002","9625665.5996016003","1508847.7637700001","0","8116817.8358316012"
2014-08-01,"35635031.122339994","22521871.853483573","11235310.818485549","11286561.034998024","7670.2302096000012","0","7670.2302096000012","237556.93296400001","0","6934854.0408954937","0","0","0","6352522.627742894","69172847.526042104","35055007.186579712","20520589.19875","3338691.5184309077","11135221.3677026","60505.101696199999","5638375.6256243996","5638307.4438100001","0","68.181814400000007","16153837.267352","16140975.15357","0","12862.113782000002","12325627.446486","1447613.7821500003","0","10878013.664336"
2014-09-01,"36020299.270550005","23720528.243104704","12016195.795434562","11704332.447670143","1098.7730600000002","0","1098.7730600000002","169848.70097180002","0","7172792.3369300058","0","0","0","4887125.4321736172","67555689.601233825","33550774.290753629","19462489.5997","3357838.9097382319","10670129.806389198","60315.974926200004","5745386.3535643993","5745318.1717499997","0","68.181814400000007","15854816.891612001","15841954.777830001","0","12862.113782000002","12404712.065303801","1604940.0779399995","0","10799771.9873638"
2014-10-01,"36636916.67154","26214592.544163313","14904588.74898714","11310003.795176173","-572.68096339999988","0","-572.68096339999988","170935.08217500002","0","7225018.6903000064","0","0","0","4648474.4663132727","66122117.030019611","32432278.011988219","18671093.744940002","3371373.5534176179","10329494.738704398","60315.974926200004","5791152.1471843999","5791083.9653700003","0","68.181814400000007","15206940.550042","15194078.43626","0","12862.113782000002","12691746.320804998","1674106.8050899999","0","11017639.515714999"
2014-11-01,"37663863.960780002","26427845.387936443","14788545.365059095","11639300.022877347","1061.5570797999999","0","1061.5570797999999","174361.19694020002","0","7009557.7851605378","0","0","0","4372490.9196101055","65717594.936791882","31966987.90342148","19264369.172340002","3381318.0612268797","9262216.7398152016","59083.930039400002","5888592.4031943996","5888524.22138","0","68.181814400000007","14815790.350741999","14802928.236959999","0","12862.113782000002","13046224.279434001","1796654.05886","0","11249570.220574001"
2014-12-01,"41371515.351379998","31373498.696965326","19591161.386064071","11782337.310901254","2140.8081576","0","2140.8081576","177336.45364900006","0","7249753.5967466785","0","0","0","3896335.6302966001","55683145.562524244","27138459.366947845","15552297.87916","3454940.9517534445","8071683.4758980004","59537.060136400003","5659961.5156343989","5659893.3338199994","0","68.181814400000007","11780132.019611999","11767612.90583","0","12519.113782000002","11104592.660330001","1711737.8831499999","0","9392854.7771800011"
2015-01-01,"40506033.192500003","29373563.440469991","17303068.638885029","12070494.801584963","1010.5248537999997","0","1010.5248537999997","177833.77318200006","0","8402766.0473230667","0","0","0","3160238.6505446006","57833852.019263193","29338306.517205596","17499034.55979","3566804.5284723975","8212930.3688067999","59537.060136400003","5716325.8671443993","5716257.6853299998","0","68.181814400000007","11578680.895782001","11566161.782000002","0","12519.113782000002","11200538.739131201","1705849.2690500002","0","9494689.4700812008"
2015-02-01,"39262991.807870001","29637158.886955209","17333292.187667765","12303866.699287442","1.6086700000001584","0","1.6086700000001584","176951.76742740005","0","9141138.7167264596","0","0","0","3141838.8263720004","58279852.434570767","28979881.574468568","17389902.246819999","3589114.3914599712","7941327.8760521989","59537.060136400003","5769103.2606643997","5769035.0788500002","0","68.181814400000007","11703213.0417498","11690309.95847","0","12903.083279800001","11827654.557688","1736426.7737499995","0","10091227.783938"
