"MES","SIRB01","SIRB02","SIRB03","SIRB04","SIRB05","SIRB06","SIRB07","SIRB08","SIRB09","SIRB10","SIRB11","SIRB12","SIRB13","SIRB14","SIRB15","SIRB16","SIRB17","SIRB18","SIRB19","SIRB20","SIRB21"
1997-01-01,"918.91200000000003","1064.3420000000001","145.43","-306.7211416490486","112.5","419.2211416490486",,,,,,,,,,,,,"612.19085835095143","1176.8420000000001","564.65114164904867"
1997-02-01,"892.15700000000004","1032.0550000000001","139.898","-291.02008032128515","119.5","410.52008032128515",,,,,,,,,,,,,"601.13691967871489","1151.5550000000001","550.41808032128517"
1997-03-01,"873.94899999999996","1004.903","130.95400000000001","-300.52","114","414.52",,,,,,,,,,,,,"573.42899999999997","1118.903","545.47399999999993"
1997-04-01,"935.05","1065.952","130.90199999999999","-307.02","127.9","434.91999999999996",,,,,,,,,,,,,"628.03","1193.8520000000001","565.82199999999989"
1997-05-01,"1040.405","1176.1610000000001","135.756","-344.91999999999996","110.8","455.71999999999997",,,,,,,,,,,,,"695.48500000000001","1286.961","591.476"
1997-06-01,"1042.3440000000001","1167.8440000000001","125.501","-348.41999999999996","109.6","458.02",,,,,,,,,,,,,"693.92400000000009","1277.444","583.52099999999996"
1997-07-01,"1177.1479999999999","1299.047","121.899","-335.91999999999996","116.3","452.21999999999997",,,,,,,,,,,,,"841.22799999999995","1415.347","574.11899999999991"
1997-08-01,"1159.164","1279.1859999999999","120.02200000000001","-338.12","119","457.12",,,,,,,,,,,,,"821.04399999999998","1398.1859999999999","577.14200000000005"
1997-09-01,"1142.6579999999999","1285.0129999999999","142.35499999999999","-366.72","120.6","487.32",,,,,,,,,,,,,"775.93799999999987","1405.6129999999998","629.67499999999995"
1997-10-01,"1130.616","1265.8900000000001","135.274","-359.13487758945388","123.03201506591337","482.16689265536723",,,,,,,,,,,,,"771.48112241054605","1388.9220150659135","617.44089265536718"
1997-11-01,"1090.0239999999999","1223.009","132.98500000000001","-363.0218761726079","139.02439024390245","502.04626641651032",,,,,,,,,,,,,"727.00212382739198","1362.0333902439024","635.03126641651033"
1997-12-01,"1066.047","1189.5650000000001","123.518","-378.17298507462681","128.69402985074626","506.86701492537304",,,,,,,,,,,,,"687.87401492537322","1318.2590298507464","630.38501492537307"
1998-01-01,"999.99400000000003","1122.1890000000001","122.19499999999999","-346.51249999999999","130.30000000000001","476.8125",,,,,,,,,,,,,"653.4815000000001","1252.489","599.00749999999994"
