"MES","AMFE01","AMFE02","AMFE03","AMFE04","AMFE05","AMFE06","AMFE07","AMFE08","AMFE09","AMFE10","AMFE11","AMFE12","AMFE13"
2007-04-01,"37613550.962793678","40883041.08277446","8276966.4595732968","32606074.623201165","78496592.045568138","16161352.79328737","3297482.9773806003","13757693.991773905","285616.33389794594","33502146.096339818","44994445.949228317","29456832.427808315","15537613.521420002"
2007-05-01,"38460146.404047787","41407240.742909595","8345341.657143034","33061899.085766561","79867387.146957383","16424552.603926072","3307778.8671550001","13688576.955991426","-190636.89043682953","33230271.536635667","46637115.610321715","30431175.878361717","16205939.731959999"
2007-06-01,"38626782.611299679","42042934.582026377","8534068.0854759794","33508866.496550396","80669717.193326056","15637249.177906934","3175890.1315105003","13733362.704549544","51050.205303959083","32597552.219270937","48072164.974055119","30954524.067565121","17117640.906489998"
2007-07-01,"39851665.319867924","42075473.445920013","8449708.5743034352","33625764.87161658","81927138.765787929","16389217.114276839","3114512.4322922998","13735079.133204617","-25203.434334548656","33213605.245439205","48713533.520348728","31342115.294098724","17371418.226250004"
2007-08-01,"40929748.15009366","42324494.629692517","8615013.9255002979","33709480.704192221","83254242.77978617","16065270.465200532","3076659.0318911001","13723361.521072973","522641.28198263794","33387932.300147243","49866310.479638927","31781912.998068929","18084397.481569998"
2007-09-01,"42988917.154587358","42484316.43501842","8250564.8058262002","34233751.629192218","85473233.589605778","16440943.80230514","3056300.7736480003","14462887.762265468","394362.13546825107","34354494.473686859","51118739.115918919","32451294.439688917","18667444.676230002"
2007-10-01,"44040709.158890828","42650414.947666995","8154463.2391491998","34495951.708517797","86691124.106557816","16620024.734258212","3007154.7462812997","14839203.611660108","207672.078204941","34674055.170404568","52017068.936153248","33032293.684743263","18984775.251409985"
2007-11-01,"44934763.300804943","42986114.170686796","8144590.1124226991","34841524.058264099","87920877.471491739","16628589.307653518","2975806.3111697999","14958333.155825544","608116.88912115945","35170845.66377002","52750031.807721719","33186572.122831717","19563459.684890002"
2007-12-01,"46071295.71236974","43212509.260075971","8235928.5997551996","34976580.660320774","89283804.972445711","14914432.501791688","2906288.1247215006","15317333.402370298","898259.83068032796","34036313.859563813","55247491.112881899","33921960.049791902","21325531.063089997"
2008-01-01,"48346032.628934771","43041005.211915225","8214579.8360588001","34826425.375856422","91387037.840849996","15492494.584029278","2940412.6098857","15973642.646722037","892502.57524787262","35299052.415884882","56087985.424965113","34673154.666885108","21414830.758080006"
2008-02-01,"51049279.985164687","43147977.688055389","8366118.9409210002","34781858.747134387","94197257.673220068","16342048.307686202","2957863.3251597001","16007304.526918175","1324155.7199097541","36631371.879673831","57565885.793546237","35625203.993836246","21940681.799709991"
2008-03-01,"52092560.971365914","42875660.664540604","8087752.9411360007","34787907.723404601","94968221.635906518","17523893.018466022","2868555.8603119999","15399031.467292957","1196562.1515774764","36988042.497648448","57980179.13825807","35913996.700328067","22066182.437930003"
2008-04-01,"53316149.364842877","43307972.484062403","8237996.3013960002","35069976.182666406","96624121.84890528","18345843.810430888","2844777.0212829998","14442378.303916046","1444146.5798812015","37077145.715511136","59546976.133394144","36718329.363204144","22828646.770190001"
2008-05-01,"54758791.814556912","43658347.769643292","8298670.7905041222","35359676.979139172","98417139.584200203","18601726.789454512","2936536.8888881002","13970322.114660358","1491881.014580451","37000466.807583421","61416672.776616782","37491286.965646781","23925385.810970001"
2008-06-01,"55573026.815098979","44040985.683264732","8324371.6302947365","35716614.052969992","99614012.498363703","19236222.375701062","2966771.8612528001","13737837.810883841","1551955.7869677409","37492787.834805444","62121224.66355826","38259788.553438261","23861436.110119998"
2008-07-01,"57522287.735355727","45457016.687773846","9393998.2983937636","36063018.389380082","102979304.42312957","21567545.544097852","2942927.4595512007","13012410.010136317","1479783.624380521","39002666.638165891","63976637.784963682","39060352.554933682","24916285.23003"
2008-08-01,"58456551.451428711","45650474.173989587","9429762.5929370448","36220711.581052542","104107025.62541831","22473123.156359799","2942918.6678973003","12379089.148061013","1955325.4140325268","39750456.386350639","64356569.239067666","39362849.189737663","24993720.049330004"
2008-09-01,"59285750.064506307","46082550.004150666","9359325.3097105045","36723224.694440164","105368300.06865698","22437051.83560314","2956712.6698293001","12718817.456907339","1835509.2415016084","39948091.203841388","65420208.864815593","39951664.533865586","25468544.330950007"
2008-10-01,"57778036.254660383","46699719.201541312","9690214.811649302","37009504.389892012","104477755.4562017","22550677.574055701","3013805.7867879001","12085318.095880708","2200946.1170880487","39850747.573812358","64627007.882389344","40155744.326419339","24471263.555970006"
2008-11-01,"58717909.023523197","47049779.452818327","9808256.4600878526","37241522.992730476","105767688.47634152","22844080.072059773","3016892.0763152004","12777229.829162508","2466276.0494382991","41104478.026975781","64663210.449365735","40552726.229995742","24110484.219369993"
2008-12-01,"60218106.216957927","47579186.104579814","10050224.114186766","37528961.99039305","107797292.32153773","21213072.861359984","3285850.5690492997","13204558.455977909","2455068.6493254742","40158550.535712667","67638741.785825074","41993169.499365076","25645572.286459997"
2009-01-01,"60257171.178160027","47453082.647132695","10228748.515639648","37224334.131493047","107710253.82529272","22050233.585506234","3318422.1763489","13305410.516466307","2072192.8158518565","40746259.094173297","66963994.731119424","42341478.980189428","24622515.750929996"
2009-02-01,"60771572.359171331","47398095.27004201","10263518.260052785","37134577.009989224","108169667.62921333","22744013.652250513","3158395.8859333005","13328336.524671191","1685393.4986987934","40916139.561553799","67253528.067659527","43004760.694119543","24248767.373539984"
2009-03-01,"61260890.617210612","47761970.510857575","10548460.628337925","37213509.882519647","109022861.12806818","23462168.692520998","3106075.1849052999","13159504.278594593","1749232.0610168539","41476980.217037737","67545880.911030442","43721156.33997044","23824724.571060002"
2009-04-01,"61629318.628174841","48537916.289034463","10813556.85186852","37724359.437165946","110167234.9172093","24868708.738179661","3028240.4848800004","13051260.94862419","1290702.8085492291","42238912.980233073","67928321.936976224","44280095.214936227","23648226.722039998"
2009-05-01,"63031441.013352484","49018354.397774912","10984659.838309499","38033694.559465416","112049795.41112739","25622652.997394554","2983085.2528996048","13665405.135631394","1952577.6518759588","44223721.037801512","67826074.373325884","43981633.21291589","23844441.160409994"
2009-06-01,"63841350.72766909","49509249.616618127","10962488.462460158","38546761.154157966","113350600.34428722","25051701.784685731","2865477.9906342793","13647120.575799391","1571343.4258181136","43135643.776937515","70214956.567349702","45510091.515459709","24704865.051889993"
2009-07-01,"64497835.552267224","49684761.903429449","10963205.96058356","38721555.942845888","114182597.45569667","25980277.799010273","2817241.8264820469","13682001.900780462","1241672.7972864727","43721194.323559254","70461403.132137418","45764134.02810742","24697269.104029998"
2009-08-01,"67113071.098992094","50262229.617387079","11260274.578912586","39001955.038474493","117375300.71637917","25894930.232270665","2768098.4185881102","15439730.796016207","1963396.3956439504","46066155.842518933","71309144.87386024","46187391.694250233","25121753.179610007"
2009-09-01,"69292145.86108461","50980666.895545915","11441730.250682253","39538936.644863658","120272812.75663052","25499681.321351584","2714089.7129539088","16150594.683541916","1897735.4039300508","46262101.12177746","74010711.634853065","47601661.945803061","26409049.689050004"
2009-10-01,"69891063.933035716","51513894.223315403","11372501.371682581","40141392.851632819","121404958.15635112","24540648.95551724","2618105.0726608173","16737776.674197575","2077985.0927519533","45974515.795127586","75430442.361223534","48111729.279713534","27318713.08151"
2009-11-01,"71125570.58178924","52011790.800589569","11485246.660591416","40526544.139998153","123137361.38237882","24486182.710772652","2587945.6747646397","17831929.65107096","2276864.6513136523","47182922.687921904","75954438.694456905","47829806.6503269","28124632.044130005"
2009-12-01,"70219745.046995446","52916923.365628764","11703323.46752565","41213599.89810311","123136668.41262421","21771570.865066878","2595810.1149486788","16958902.300598953","2619401.5156384557","43945684.796252966","79190983.616371244","48895501.046411231","30295482.569960013"
2010-01-01,"70056142.488977537","52493643.917906709","11437998.65588568","41055645.262021028","122549786.40688425","21801420.371313091","2528551.7758236974","16465776.444393354","2388518.7260999624","43184267.317630105","79365519.089254141","49486932.861254141","29878586.228"
2010-02-01,"69257566.838111758","52964790.992920361","11726078.392611198","41238712.600309163","122222357.83103213","21917685.589447722","2493419.2383777522","15982633.784163244","2266417.6356365359","42660156.247625262","79562201.583406866","49753534.520486861","29808667.062920004"
2010-03-01,"68998245.594261348","53191346.691222399","11507572.815764397","41683773.875458002","122189592.28548375","22385728.730090398","2390187.0958731947","15895159.795453094","1877996.7727201739","42549072.394136861","79640519.891346887","49900900.747036882","29739619.144310005"
2010-04-01,"69217918.828948066","54195814.422488183","11560777.785310781","42635036.6371774","123413733.25143625","24592592.297609717","2353204.3847749354","16305397.262685359","975262.61594054382","44226456.561010554","79187276.690425694","49936382.921965688","29250893.768460006"
2010-05-01,"69112867.125482306","54946842.096109159","11523163.281341694","43423678.814767465","124059709.22159147","24723627.126131415","2325670.2362519749","15895437.988300394","868448.5454557254","43813183.89613951","80246525.32545197","50077780.490621954","30168744.834830016"
2010-06-01,"69213987.533948347","55516362.107424244","11509435.445850778","44006926.661573462","124730349.64137259","25876259.113502353","2193077.4948928189","16083644.418811066","917527.80095960572","45070508.828165844","79659840.813206747","49376176.00350675","30283664.809699997"
2010-07-01,"70152085.46272704","56363420.774729073","11465807.954408344","44897612.820320725","126515506.23745611","27272078.47474274","2149728.1906133411","16280826.345271962","1037023.781643556","46739656.792271599","79775849.445184514","49243201.170484513","30532648.274700001"
2010-08-01,"70887396.63167046","57137892.020741493","11522773.583886627","45615118.436854869","128025288.65241195","28615590.146911085","2107783.9366057348","16469772.143587261","791776.21472396143","47984922.441828042","80040366.21058391","49669460.041823916","30370906.168759994"
2010-09-01,"73203705.997339174","57947496.252230771","11633913.375636943","46313582.876593828","131151202.24956995","29490804.606344756","2078209.2725430396","17814109.343651421","760606.89697902603","50143730.119518243","81007472.130051702","50369216.578821711","30638255.551229991"
2010-10-01,"74778418.954154983","58808327.429439209","11570022.274012176","47238305.155427031","133586746.38359419","30135124.13889166","2101041.3059590231","18409823.589418765","873869.20540505322","51519858.239674509","82066888.143919677","50634432.191679694","31432455.952239983"
2010-11-01,"75293532.127989084","59750340.995660037","11652074.127350654","48098266.868309386","135043873.12364912","30419730.243996728","2042519.02726746","17886326.83080025","1106691.2499922586","51455267.352056697","83588605.771592423","51141909.126222424","32446696.645369999"
2010-12-01,"77493250.143603444","61223250.768644661","12015305.397776317","49207945.37086834","138716500.9122481","29453698.306967832","1978998.0097802607","18247647.11249708","1690365.4280063668","51370708.85725154","87345792.054996565","50101542.206559569","37244249.848436996"
2011-01-01,"77475796.574679449","61138711.887061574","11957877.171800068","49180834.715261504","138614508.46174103","30763441.707535081","1943005.7452683016","18017050.231451269","1911150.3390850299","52634648.023339674","85979860.438401356","49872189.687905833","36107670.750495523"
2011-02-01,"79387179.138716102","61617123.702010095","11959170.642279789","49657953.059730306","141004302.8407262","31969665.366109136","1816529.9469032567","18415622.384336703","2366722.1808861997","54568539.878235295","86435762.962490901","50259623.597336903","36176139.365153998"
2011-03-01,"79861601.646388546","62280960.858929314","11805152.274855098","50475808.584074214","142142562.50531787","31890598.261255801","1783540.0308957885","18738054.114248332","2654520.3155144677","55066712.721914388","87075849.783403486","51067961.924540974","36007887.858862512"
2011-04-01,"82233320.954187796","62905227.810275763","11278731.782090709","51626496.028185055","145138548.76446354","34058743.332662843","1761363.0564996698","20208217.185886193","1953288.0964910476","57981611.671539746","87156937.09292379","51451277.094667807","35705659.998255983"
2011-05-01,"81770301.283305183","64667770.398097761","11351865.789533705","53315904.608564056","146438071.68140295","34896534.108717501","1729807.3953427395","19879146.12552727","2112398.5426230561","58617886.172210567","87820185.509192377","51997096.302060373","35823089.207132004"
2011-06-01,"82461675.704554588","65958844.264647692","11480059.611278536","54478784.653369159","148420519.96920228","34232568.56838423","1712785.8943236335","19783738.286413167","2035415.8490545698","57764508.598175593","90656011.371026695","53548350.282155178","37107661.088871516"
2011-07-01,"85119957.161458179","67045728.369909234","11504381.64254454","55541346.727364697","152165685.53136742","36435007.782301798","1702480.8659998686","20531050.642296888","2180906.4639972835","60849445.754595838","91316239.776771575","53845352.37959978","37470887.397171795"
2011-08-01,"88836453.764680251","68467635.923130229","12036035.796359779","56431600.126770452","157304089.68781048","37312428.765976697","1712341.6871816833","22639694.967019744","2686037.6923234668","64350503.112501591","92953586.575308889","54762940.008907884","38190646.566401005"
2011-09-01,"86648149.463423342","69423751.219635442","12004681.36567069","57419069.853964746","156071900.6830588","37751561.623337202","1681305.9872449406","19635140.446837183","2636418.8724999698","61704426.929919302","94367473.753139496","56057889.546697482","38309584.206442013"
2011-10-01,"89982800.244331315","70580833.514506102","12464078.808555987","58116754.705950111","160563633.7588374","38567236.841683552","1679656.1613345095","21907296.825572815","2934160.1090254872","65088349.937616356","95475283.821221054","56440750.670478053","39034533.150743"
2011-11-01,"91168829.678291321","72779857.28899163","13656589.995735455","59123267.293256171","163948686.96728295","39188811.970441304","1710763.0404007181","20781557.849190913","3963848.5335997147","65644981.39363265","98303705.573650301","58225337.830311313","40078367.743338987"
2011-12-01,"90522337.857641086","74595277.607719168","14173140.713755127","60422136.893964037","165117615.46536025","37196622.446217947","1651855.6153785205","19063824.639521167","3853680.311531947","61765983.012649581","103351632.45271067","60530212.59630318","42821419.856407493"
2012-01-01,"93441490.523525521","74821450.636194661","14189327.115552751","60632123.520641916","168262941.15972018","40404397.027653448","1617736.8633080428","21132735.40413513","2639686.6320946137","65794555.927191235","102468385.23252895","60637388.866002947","41830996.366526008"
2012-02-01,"95275783.746465206","75088898.241520062","14106257.202844864","60982641.038675196","170364681.98798525","41334256.516592175","1598479.843166766","21846778.859523851","2171242.7375832191","66950757.956866011","103413924.03111924","61520969.034894764","41892954.996224478"
2012-03-01,"95070788.213036522","76291393.739002839","14431144.059663011","61860249.679339826","171362181.95203936","41744339.28800872","1533633.6666245714","20540483.700156517","2087497.8266851723","65905954.481474981","105456227.47056438","63127085.251741379","42329142.218823001"
2012-04-01,"95606858.593355864","78145041.428336918","14795431.52844823","63349609.899888694","173751900.02169278","44018296.151520073","1533217.2193165058","20627944.028664872","1566378.7545657372","67745836.154067189","106006063.86762559","63348075.164654091","42657988.702971503"
2012-05-01,"94188103.3013888","79543654.756599352","14855584.516139174","64688070.24046018","173731758.05798817","44015947.272892706","1451912.1904803398","18909773.249373045","1672854.4887920101","66050487.201538093","107681270.85645008","64356910.357090846","43324360.499359235"
2012-06-01,"94552492.973792255","80752003.992293611","14979429.964066591","65772574.028227016","175304496.96608585","43747502.671229452","1515325.7035665186","19008362.018854864","1560481.334030549","65831671.727681383","109472825.23840447","65507998.360797592","43964826.877606876"
2012-07-01,"96452160.098012105","82005761.814364627","15011029.254210364","66994732.560154259","178457921.91237673","45745177.827408999","1489772.1251346506","19846591.045998178","1696152.7236259319","68777693.72216776","109680228.19020897","66716212.011114366","42964016.179094605"
2012-08-01,"98728721.638848349","83313472.378447384","15174193.659541352","68139278.71890603","182042194.01729572","47486108.616132416","1463176.4252018933","20696634.269693587","1432857.3979044291","71078776.708932325","110963417.30836339","67128720.171461105","43834697.136902288"
2012-09-01,"101339089.17885005","84782132.552847117","15987698.571347611","68794433.981499508","186121221.73169717","48367466.418819718","1489107.6036078194","22576967.371947356","1946360.3715115329","74379901.765886426","111741319.96581075","67260847.030599594","44480472.935211152"
2012-10-01,"103342436.17640671","88012324.847804278","17987974.80808875","70024350.039715528","191354761.02421099","52369872.470064238","1483140.1688132063","22140834.679391496","1790757.9004011303","77784605.21867007","113570155.80554092","68122377.599312007","45447778.206228912"
2012-11-01,"103948850.94710635","89199353.466658995","18031809.096630707","71167544.370028287","193148204.41376534","51832542.713033438","1492666.1076205254","22627379.880698383","1785837.770147261","77738426.471499607","115409777.94226573","69226442.470239043","46183335.472026691"
2012-12-01,"105292196.6051328","91067291.820303112","18977729.419883378","72089562.400419742","196359488.4254359","48211459.178555183","1477639.0973861564","22745868.206415407","1373735.7742420237","73808702.256598786","122550786.16883712","71552590.797742695","50998195.371094421"
2013-01-01,"106665427.38882683","91561499.435252517","19055641.194470182","72505858.240782335","198226926.82407933","50309894.068108626","1464576.4169288932","23239979.058869161","2579333.4522640798","77593782.996170774","120633143.82790856","72025590.845106363","48607552.982802197"
2013-02-01,"106856411.6335557","92349772.026466176","19111075.474212989","73238696.552253187","199206183.66002187","52139921.077340387","1438140.6628109191","21898180.672650054","2150404.4319612188","77626646.844762579","121579536.81525929","72908047.71627818","48671489.098981112"
2013-03-01,"107928313.48144837","93008929.189283848","19087522.047662243","73921407.141621605","200937242.6707322","53201776.093969345","1416643.8905259413","21918738.304660566","2085468.7847629222","78622627.073918775","122314615.59681343","73799789.722490549","48514825.874322876"
2013-04-01,"108493569.75315243","95394446.130697429","19436071.46343711","75958374.667260319","203888015.88384986","56079343.277099088","1447569.5471736202","21115573.521946896","2909602.990409757","81552089.336629361","122335926.5472205","74505668.218531713","47830258.328688785"
2013-05-01,"107083079.230068","97170981.909387335","19542479.418641102","77628502.49074623","204254061.13945532","56072400.438566439","1338035.3791546673","20064921.801887661","2182280.6483489946","79657638.267957747","124596422.87149757","76184524.99726291","48411897.874234661"
2013-06-01,"106055220.7057085","99032280.064456329","20233392.202437505","78798887.862018824","205087500.77016485","55283686.31339629","1312760.509226087","18228314.45380317","3561344.4454546352","78386105.721880183","126701395.04828466","76640195.42481409","50061199.623470575"
2013-07-01,"109672027.10689747","100821257.66377383","20667516.561769895","80153741.102003947","210493284.77067131","58207122.920447819","1361633.0158988738","19795469.567987606","3609493.0247752983","82973718.529109597","127519566.24156171","78158139.442175269","49361426.799386442"
2013-08-01,"109635911.21356691","102030812.02085599","20883644.717019953","81147167.303836033","211666723.23442292","61707158.581347406","1336861.4251367729","16487040.749080667","3786415.2996592745","83317476.055224121","128349247.1791988","79142850.082916453","49206397.096282348"
2013-09-01,"110359227.7334778","103064570.48313421","21088089.023172997","81976481.459961206","213423798.21661201","61908874.117808379","1325543.5193704767","16394903.891093532","4160481.6031337706","83789803.131406158","129633995.08520585","79343354.376607627","50290640.708598226"
2013-10-01,"108649157.09345867","104676710.14255784","21500984.163421273","83175725.979136571","213325867.23601651","62705441.95725099","1269389.1185902953","16855488.051505379","-171875.18245308101","80658443.944893584","132667423.29112293","80940208.009788811","51727215.281334117"
2013-11-01,"108259859.10529085","106743717.1780985","21882957.17151323","84860760.00658527","215003576.28338933","62606951.959142737","1417674.4450484712","15823354.327780528","1301202.7901875868","81149183.522159323","133854392.76123001","81146338.825230017","52708053.93599999"
2013-12-01,"110339571.73666541","109158004.96266486","23547096.435645312","85610908.527019545","219497576.69933027","57108743.791598961","1438293.9440188906","15921999.925476158","1822308.2391062682","76291345.900200278","143206230.79912999","85225044.225209996","57981186.573919997"
2014-01-01,"110760036.89226778","108867318.0293808","23908537.825241692","84958780.204139099","219627354.92164856","58656758.253591388","1419054.3803942471","15955967.378044631","1890386.445148296","77922166.457178563","141705188.46447","85960152.090360001","55745036.374109998"
2014-02-01,"111241942.40807758","109992226.74804802","24301498.781638101","85690727.966409922","221234169.15612561","59597228.967216671","1402727.0065387599","16996215.202259164","1799687.5252109841","79795858.701225579","141438310.45490003","86096874.002760008","55341436.452140018"
2014-03-01,"112469905.24039203","111256271.12814784","24557287.803710707","86698983.324437127","223726176.36853987","61270813.988548674","1401156.0577467359","16887270.163349859","1500894.549544605","81060134.759189874","142666041.60935","87244415.516849995","55421626.092500001"
2014-04-01,"113326504.68713219","113525774.2510955","24621448.788194187","88904325.462901309","226852278.93822771","63043192.919166185","1396747.5896924855","17158938.403577946","1729765.8270710884","83328644.739507705","143523634.19872001","88596221.036499992","54927413.162220016"
2014-05-01,"113862198.68411462","115353643.29349871","24723401.203859013","90630242.089639693","229215841.97761333","64110254.074270025","1385022.1949263725","16866201.552321896","2621626.3322350467","84983104.153753355","144232737.82385999","88595063.184549987","55637674.639310002"
2014-06-01,"115834827.28196618","116992312.23211898","25408684.726312548","91583627.505806431","232827139.51408517","63693853.668981574","1488273.983339377","17779745.974293705","3484723.3192805238","86446596.94589518","146380542.56818998","89766624.851929992","56613917.716259986"
2014-07-01,"117243793.126932","118438070.26251313","25575334.531249806","92862735.731263325","235681863.38944513","66759114.820579439","1420622.8869573204","17440057.221701842","3865228.4293765286","89485023.35861513","146196840.03083","90795241.314400002","55401598.716429994"
2014-08-01,"120731885.3848564","119187613.28123853","25853082.538711622","93334530.742526904","239919498.66609493","69430749.618563995","1419102.2462002223","17334079.54301168","4786953.3156990521","92970884.72347495","146948613.94261998","91611713.684100002","55336900.258519977"
2014-09-01,"120170783.44049603","120405563.73785335","26102644.85727787","94302918.880575478","240576347.17834938","67822331.635038942","1515476.842125189","16018796.019499451","4955202.3973657973","90311806.894029379","150264540.28432","93289161.085720003","56975379.198599994"
2014-10-01,"120470527.67274442","121684997.54807016","26247530.167463236","95437467.380606934","242155525.22081459","66385411.449162461","1513862.2364899109","15941875.117299102","4833229.3101331405","88674378.113084629","153481147.10772997","95593029.819439977","57888117.288289994"
2014-11-01,"120587985.92569461","123703417.27912891","26606472.168555118","97096945.110573784","244291403.20482352","65998849.450293794","1482931.774285424","15816349.909333929","4532250.7808203809","87830381.914733529","156461021.29008999","96134061.869499996","60326959.420589998"
2014-12-01,"118571600.51639621","126021793.11971679","27424748.16229783","98597044.957418963","244593393.63611299","56580516.52133587","1483781.6469641104","15764613.768321218","2828935.7189918216","76657847.65561302","167935545.98049998","102241512.23189998","65694033.748600006"
2015-01-01,"117268018.59652381","126141891.84414959","27726889.971540637","98415001.872608945","243409910.44067341","58951122.409922585","1440824.147614494","15249033.852104897","3677318.4903814252","79318298.900023401","164091611.54065001","100436231.63720998","63655379.903440028"
2015-02-01,"117577949.1225","126399536.41232458","27324759.614555754","99074776.797768816","243977485.53482458","59351614.35829775","1418064.8885778198","14519485.121071622","4963783.376107364","80252947.744054556","163724537.79077002","101762551.44363002","61961986.347139999"
2015-03-01,"116611016.795542","128739291.74059507","28404988.61353565","100334303.12705943","245350308.53613707","59577363.508828521","1475961.6384351468","14775255.823280349","6529709.1245330507","82358290.095077068","162992018.44106001","100957465.31397","62034553.127090007"
2015-04-01,"117006539.66413641","131118969.0705397","28627802.434288178","102491166.63625152","248125508.73467612","61621815.87288624","1572334.4684368749","14896208.238695187","5643278.5421978179","83733637.12221612","164391871.61246002","103434921.84886","60956949.763600022"
2015-05-01,"116324044.43080001","133337358.45458227","29052697.233455621","104284661.22112666","249661402.88538229","60020761.196672201","1568534.3908793433","15028284.727598699","5284461.7571420548","81902042.072292298","167759360.81309","105626731.37717","62132629.43592"
2015-06-01,"116380326.79756723","136429332.0714964","30727768.874999743","105701563.19649667","252809658.86906362","61630105.836827956","1556206.5502354419","15347768.237250514","2986766.9819597388","81520847.606273666","171288811.26278996","108412432.30162999","62876378.961159974"
2015-07-01,"114991349.425513","138240205.72265017","30976965.738978032","107263239.98367214","253231555.14816317","64239847.772147089","1827047.5015081258","15533798.276384261","27350.951593661914","81628044.501633137","171603510.64653003","110705705.59385003","60897805.052680001"
2015-08-01,"114925217.45052019","139911229.03583068","31198723.442558542","108712505.59327213","254836446.48635086","65036095.723380573","1814264.4330474066","15730670.965143071","-855694.84547020704","81725336.276100844","173111110.21025002","112713001.65186001","60398108.558390006"
2015-09-01,"113975220.70436481","141365524.18769431","31348760.373322189","110016763.81437212","255340744.89205912","64076178.872713044","1798790.3677927956","15931942.80199811","-2247092.3145348104","79559819.72796914","175780925.16408998","114499106.29294999","61281818.871139988"
2015-10-01,"112094639.8002812","143510350.40142393","31700016.622443225","111810333.7789807","255604990.20170513","62399207.865791656","1854591.9663143763","16131370.396064395","-2749178.7933753161","77635991.434795111","177968998.76691002","116265252.54817002","61703746.218740001"
2015-11-01,"109234224.56630059","145863203.13629487","32092341.954342388","113770861.18195248","255097427.70259547","61303468.040440865","1841795.42139672","16274870.805700714","-5029521.4636728661","74390612.803865433","180706814.89873004","117378728.17986999","63328086.718860045"
2015-12-01,"107506018.3346674","149328046.24292025","33083784.283168912","116244261.95975134","256834064.57758766","48307799.454544567","1847293.1986007122","17595435.176364627","-6800626.2206922537","60949901.608817644","195884162.96877003","125458964.97671001","70425197.992060021"
