"MES","AMOL01","AMOL02","AMOL03","AMOL04","AMOL05","AMOL06","AMOL07","AMOL08","AMOL09","AMOL10","AMOL11"
1999-03-01,"8985839.4100000001","3866699.3229999999","5119140.0870000003","1583717.0961488998","-398635.92499999999","-187590.86300000001","-274606.94099999999","722883.36714889971","29987525","-10522483.547276301","25307064.9068726"
1999-04-01,"9007168.5280000009","3758604.0589999999","5248564.4690000005","1558833.1174565996","-428547.18299999996","-185973.42299999998","-280324.02","663988.49145659967","30063971","-10699427.102837797","25277096.857618805"
1999-05-01,"8992695.1809999999","3552614.827","5440080.3540000003","1571108.7105393","-457682.74299999996","-217482.606","-303436.25699999998","592507.10453929997","30037204","-10748447.450495299","25321344.008044001"
1999-06-01,"9074652.2263999991","3571084.0959999999","5503568.1303999992","1336481.8142611003","-423201.098","-239371.40400000001","-282660.201","391249.11126110028","30071100","-10667683.166286997","25298234.075374104"
1999-07-01,"9049697.7589999996","3551865.6439999999","5497832.1150000002","1653585.4305047006","-435410.95400000003","-250191.32800000001","-301983.484","665999.66450470081","30301831","-10815756.359299004","25649906.420205697"
1999-08-01,"9151200.1900000013","3530515.9129999997","5620684.2770000016","1601565.8518733005","-432697.22500000003","-262630.70899999997","-301389.74","604848.17787330039","30684434","-10976180.512447001","25933785.942426302"
1999-09-01,"9889420.3570000008","3533216.3029999998","6356204.0540000014","1490512.4086809997","-563046.97600000002","-266364.24900000001","-291961.114","369140.06968099956","30806450","-11009294.342289999","26522499.781391002"
1999-10-01,"9303686.7870000005","3359215.6320000002","5944471.1550000003","1737135.9697379991","-554484.83499999996","-287459.55300000001","-299059.929","596131.6527379991","31109769","-11744030.734724598","25906341.073013403"
1999-11-01,"9957204.1919999998","3277583.4509999999","6679620.7410000004","1370970.6216520001","-531779.05599999998","-311704.92300000001","-354423.32299999997","173063.31965200009","30989299","-11553081.999756401","26288901.060895599"
1999-12-01,"10422822.343","3555559.6839999999","6867262.659","1675998.1922270004","-469402.326","-251312.72099999999","-410125.54","545157.60522700055","30801682","-12052151.646449197","26161950.617777806"
2000-01-01,"10774930.029999999","3325911.7560000001","7449018.2739999993","1629951.8977365009","-333524.46100000001","-271523.84099999996","-379873.55200000003","645030.04373650078","30609671","-12479394.591760814","26224324.725975685"
2000-02-01,"10659468.311999999","3254969.7479999997","7404498.5639999993","1734445.6506459992","-373865.89199999999","-264338.05","-396268.72100000002","699972.98764599918","30568195","-12624198.976411279","26048467.575234722"
2000-03-01,"10383592.862","3235729.5619999999","7147863.2999999998","1610601.7721999991","-410269.01900000003","-241229.14800000002","-325093.88200000004","634009.72319999896","30689470.100000001","-12478712.754437614","25992630.368762385"
2000-04-01,"10328140.686999999","3288007.9010000001","7040132.7859999985","1636018.8807645002","-432087.201","-238916.54799999998","-277667.04300000001","687348.08876450034","30884832.899999999","-12392208.044947272","26220105.729817219"
2000-05-01,"9995096.0040000007","3057057.017","6938038.9870000007","1557074.2878229991","-471866.84600000002","-258514.16500000001","-272465.44","554227.83682299918","30854460","-12165201.836727601","26181524.987095397"
2000-06-01,"10138541.887","3075946.0619999999","7062595.8250000002","1491967.2969765002","-476164.598","-259051.617","-361506.93599999999","395244.14597650024","30966600","-12254876.60164335","26169563.369333152"
2000-07-01,"10252793.364","2908164.702","7344628.6620000005","1596490.5892900014","-514921.16699999996","-270756.17300000001","-283606.652","527206.59729000158","30961985","-12421368.1730219","26412452.086268105"
2000-08-01,"10669008.125","2803482.233","7865525.892","1888696.1556285005","-524054.38500000001","-271701.31099999999","-330383.47700000001","762556.98262850055","30858527","-12842428.616597701","26644181.258030798"
2000-09-01,"10816105.393999999","2566119.4730000002","8249985.9209999992","2009031.2868335005","-536887.21499999997","-268125.63400000002","-341884.26800000004","862134.16983350052","31021988","-13194576.781039998","26939531.309793502"
2000-10-01,"10499662.491","2407852.8390000002","8091809.6520000007","1916236.2581150001","-576698.57700000005","-258978.69","-313740.95300000004","766818.03811500012","30907460","-13057993.496208999","26708094.193906005"
2000-11-01,"10647080.289999999","2425548.4850000003","8221531.8049999988","2073006.0646350002","-601380.46299999999","-254327.04800000001","-340613.18300000002","876685.37063500029","30804994","-13198156.431304198","26705054.744330797"
2000-12-01,"11283373.528000001","2346513.4980000001","8936860.0300000012","2409971.9700530004","-486454.19800000003","-256198.95600000001","-285797.71100000001","1381521.1050530002","30400077","-12705469.432297401","28012988.7027556"
2001-01-01,"11197545.067","2030785.111","9166759.9560000002","2545423.8412334993","-554740.62400000007","-237816.51499999998","-310051.97500000003","1442814.7272334993","29935091","-12689786.95742576","27854878.725807741"
2001-02-01,"11175738.162999999","1859991.9439999999","9315746.2189999986","2874799.1180204996","-555836.65599999996","-251802.239","-342021.45400000003","1725138.7690204997","29851914","-11926114.700235799","28966684.287784696"
2001-03-01,"10683329.293","1583943.466","9099385.8269999996","2985321.6832819991","-519280.74299999996","-239957.15900000001","-306589.34100000001","1919494.4402819993","29593647","-11654259.850497298","28958267.416784696"
2001-04-01,"10799789.407","1499807.9070000001","9299981.5","2785108.5678999997","-523230.67300000001","-236006.91700000002","-442084.24200000003","1583786.7358999997","29465744","-11409599.534280002","28939912.701619998"
2001-05-01,"11189638.002999999","1408144.0330000001","9781493.9699999988","3013706.4839300001","-587731.32699999993","-224997.78400000001","-434368.99800000002","1766608.3749299999","29506410","-11529541.415436996","29524970.929493003"
2001-06-01,"11388391.046","1438465.9920000001","9949925.0539999995","2658047.1515480005","-587277.34200000006","-206494.93500000003","-451900.62700000004","1412374.2475480002","29403244","-11136868.627193199","29628674.674354807"
2001-07-01,"11417580.267999999","1305557.21","10112023.057999998","2874926.538784001","-646911.25799999991","-219221.19100000002","-479680.08199999999","1529114.0077840011","29365433","-11465847.644705601","29540722.421078399"
2001-08-01,"11694232.952","1254791.2140000002","10439441.738","2941634.3966080002","-603184.83100000001","-207694.50899999999","-473815.33500000002","1656939.7216080003","29159505","-11295233.301239971","29960653.158368032"
2001-09-01,"11784859.699000001","1198181.7989999999","10586677.9","3211792.0084319999","-648069.51500000001","-193771.68799999999","-488896.64800000004","1881054.1574319997","29072646","-11574776.027774343","29965602.029657654"
2001-10-01,"11711396.858999999","1003104.263","10708292.595999999","3451551.5068060001","-687884.17500000005","-195115.495","-511667.80499999999","2056884.0318060003","29092063","-11599026.483713899","30258213.144092102"
2001-11-01,"12482433.134","894925.83100000001","11587507.302999999","3076380.2946370002","-709494.86","-182904.25899999999","-481278.82900000003","1702702.3466369999","28967284","-11763403.486827675","30494090.162809324"
2001-12-01,"12877446.961999999","881485.65599999996","11995961.306","3894807.7970179999","-684827.97100000002","-169458.36300000001","-480407.72899999999","2560113.7340180003","28621727","-11836441.032142576","31341361.007875424"
2002-01-01,"13445514.481000001","745178.99600000004","12700335.485000001","3183092.7258420009","-678149.97","-172443.09599999999","-486488.51899999997","1846011.1408420014","28465486","-12006462.523922525","31005370.10191948"
2002-02-01,"13152439.478","663784.36500000011","12488655.113","3313733.9476880012","-741899.27599999995","-177488.13800000001","-492438.60799999995","1901907.9256880013","28570308","-12049562.017261367","30911309.021426637"
2002-03-01,"12658459.043","618734.80699999991","12039724.236","3438918.8585780011","-714404.69200000004","-166888.67300000001","-484609.64199999999","2073015.8515780014","28696482","-12360236.245301127","30448985.842276871"
2002-04-01,"12764509.949999999","608740.19500000007","12155769.754999999","3315376.5495119989","-718236.81699999992","-165702.17800000001","-472502.56599999999","1958934.9885119991","28781794","-12236169.245362908","30660329.49814909"
2002-05-01,"12732716.881999999","712678.33399999992","12020038.547999999","3645015.8774459995","-751372.65399999998","-165388.372","-490567.24599999998","2237687.6054459997","28706086","-12529834.223698288","30433977.929747708"
2002-06-01,"11978690.699999999","939713.09700000007","11038977.603","4101707.2502699988","-711203.99399999995","-141171.72500000001","-470219.73499999999","2779111.7962699989","28828477","-12971434.652827829","29675131.746442169"
2002-07-01,"9106497.8548100013","1263293.0380000002","7843204.8168100007","3720659.2521160003","-742875.527","-142876.97200000001","-493505.05099999998","2341401.7021160005","28714364","-13412650.884203387","25486319.634722613"
