"MES","STIC01","STIC02","STIC03","STIC04","STIC05","STIC06","STIC07","STIC08","STIC09","STIC10","STIC11","STIC12","STIC13","STIC14","STIC15","STIC16","STIC17","STIC18","STIC19","STIC20","STIC21","STIC22","STIC23","STIC24","STIC25","STIC26"
2008-06-01,"50.645394132314166","94.253064309648423","155.62923560774408","99.099087425445404","104.14292860807757","94.704606205479038","127.01252579533616","85.442776680209946","103.50137046415931","78.151776603365533","83.208479032711182","76.581242331726614","n.d.","72.296031809124415","89.49185635690246","83.948849831937451","77.811361655725378","152.30547779450748","87.886041496082925","91.9211047268752","99.467830879843703","95.973471673091638","130.58463036165762","116.66383606109075","105.71654215795681","98.801261297523851"
2008-07-01,"50.927996350243383","92.908066520770916","156.57928100676074","96.803610989306179","108.39562296540014","93.658330769895926","132.81309305478712","87.776734438566848","100.6155182921822","77.407502525657208","82.991405515263438","75.806048387677123","n.d.","70.019693223473581","89.434731645002643","85.319706829672711","76.938517582488586","148.05066554168434","91.712557545929201","90.134008466071748","97.016356775532984","91.620734342104328","129.83451983841454","116.75646747045467","103.00130451406781","98.821767973017273"
2008-08-01,"55.602073178492233","92.511480639062697","149.16459381844848","92.815134310792445","106.76802309821669","92.530757698539887","122.41015385967955","80.631423691241451","93.908420973181109","76.80128493812326","82.249824990973281","74.754381497858148","n.d.","68.870142276561651","85.090849861485808","82.865565298598668","76.489192893675408","148.1530878458876","86.749882359739999","82.543707713297735","90.353289621661318","86.123905670394336","129.64070045607122","117.55408202567421","95.793096909745998","95.289714775244121"
2008-09-01,"60.222907543731218","90.033012918704699","126.53972770079125","92.466992765045092","100.08938735323602","92.047734876786947","108.01812529813535","72.580130212402167","90.27358374711477","77.051424354267851","81.624363047816288","74.405200240567595","n.d.","70.562388162737662","83.569965713709308","77.856285064205395","76.8006760552759","146.88027711433622","86.596255549170252","81.416346139525359","84.442072225502017","84.724413351085531","117.87565502602176","120.09132730968726","91.907178598678286","91.024784859115783"
2008-10-01,"70.892887683042503","81.40652451901785","114.08278563101746","78.783333141203485","82.312948130164386","91.231230925326344","98.409927731198934","67.344204534757182","80.751407507263636","76.54279569503835","80.654768959593227","73.142922291468125","n.d.","75.006266714791323","80.072933322137743","67.273565498115644","76.268169257614375","126.87671244651159","83.123827413270988","72.456499480278183","74.829613247006549","81.44254859211199","107.55170175565854","121.77548189389141","82.203767389379664","85.420694155770789"
2008-11-01,"72.218059744323241","83.290055050423533","105.68348699930311","77.296422461037878","83.388247708524972","90.613789550809202","101.61110432988892","59.048284481486007","80.366103888897982","76.469044330323229","80.198879362744051","71.787017139526839","n.d.","76.965122272304555","77.601632888254485","64.30238087190618","75.880620837392058","119.63108783622791","83.274219946725367","69.015976074870352","71.237234820766744","77.04966531967014","105.46984420037299","124.46711673436417","81.654252148426238","83.543765248942819"
2008-12-01,"67.114822167379117","80.424158442976946","104.61382259712767","77.485697681556999","85.167501493897561","90.339630648932356","104.94647822520203","68.687474485640166","88.011847533323063","76.505982880625851","79.805266580868519","70.871012321902469","n.d.","80.806470117908233","80.085823685303453","62.820817793946858","75.385031249968435","119.52082565925005","82.439355343361854","64.992311998585677","72.721738877487141","87.512805546933365","103.03578274036278","127.44831369792988","89.637335394513798","85.549090679402383"
2009-01-01,"73.319345389223088","79.984658359306948","104.79769326883977","75.781341757731468","86.510565131927194","89.984757688587663","96.591622970426627","62.182470808026537","79.682917500682763","76.325384637556709","78.760923226892587","70.518850351147833",,"80.138171034325552","76.195184056395846","59.999686154011563","74.437031351171868","115.06806162188008","80.424001138352068","62.75836063416574","67.586333767232546","78.805620903484666","110.83279559814275","129.32446998569148","80.769328863029244","83.142386831606444"
2009-02-01,"73.515501131373753","78.595682716674418","102.73060700119784","74.352475495755755","89.679587175348516","91.375145861398877","93.630443858206277","56.575429372719725","80.108994649687546","77.041522994217971","79.238646756881664","71.195393126291791",,"73.852515197174426","74.684454385616561","56.997074616047335","75.028779382695177","113.87420077834123","79.14750912974354","63.628809591603655","62.491178148190201","78.713418991382525","106.57769992897207","131.75367560271329","80.479789359009317","81.678778916693332"
2009-03-01,"68.339601116503431","76.308369185450616","106.4631926237299","76.274485636170624","93.029258722051864","91.661989695792229","94.449128610098612","63.545636986447796","85.021961847840416","78.292179674696371","80.301401671267072","71.744995254632968",,"73.753382043159974","76.097122457029442","62.398797625824066","75.921182897665332","114.82107677133922","82.327783020943329","64.072227348842404","69.19067503801547","81.108665727054728","105.94309403123901","134.38224083636683","85.423227845863721","83.842289452855226"
