"MES","BCMP01","BCMP02","BCMP03","BCMP04","BCMP05","BCMP06","BCMP07","BCMP08","BCMP09","BCMP10","BCMP11","BCMP12","BCMP13","BCMP14","BCMP15","BCMP16","BCMP17","BCMP18","BCMP19","BCMP20","BCMP21","BCMP22","BCMP23","BCMP24","BCMP25","BCMP26","BCMP27","BCMP28","BCMP29","BCMP30","BCMP31","BCMP32","BCMP33","BCMP34","BCMP35","BCMP36","BCMP37","BCMP38","BCMP39","BCMP40","BCMP41","BCMP42","BCMP43","BCMP44","BCMP45","BCMP46","BCMP47","BCMP48"
2004-11-01,"3492411.392","5413089.0809999993","1308965.977","4048083.9750000001","56039.129000000001",,"14086259.013332","4588373.9969999995","672806.30299999996","3795007.7769999998","11760.044","108799.87300000001","9281161.4850000013","169389.26","8847184.8530000001","158898.99299999999","105688.379","216723.53133199998","59833.298999999999","155849.910332","1040.3219999999999",,"6441280.6859999998","4297394.04","1571849.0919999999",,"2522974.5279999999","202570.42","355247.82199999999","354852.61599999998",,"0","395.20600000000002","1642001.916","1370826.8559999999",,"271175.06","0","146636.908","121240.257",,"25396.651000000002","0","3006171.5789999999","263541.69","765995.98113689537","7271462.037668","9830416.0240000002"
2004-12-01,"4282951.4359999998","5504224.2440000009","1392040.084","3993191.3450000002","118992.815",,"14504907.007864002","4892819.0190000003","836474.39099999995","3912529.3429999999","11202.504999999999","132612.78","9413356.932","187835.277","9001301.2339999992","105789.14599999999","118431.27499999999","198731.05686399998","35307.839999999997","162381.08586399999","1042.1310000000001",,"6075036.273000001","4123629.6440000003","1393396.071",,"2527569.6970000002","202663.87599999999","296846.31399999995","296450.12199999997",,"0","396.19200000000001","1514055.574","1298043.3859999999",,"216012.18799999999","0","140504.74100000001","114255.478",,"26249.262999999999","0","2870992.6189999999","269765.46399999998","720030.31113399996","7189610.2711359998","9694625.4590000007"
2005-01-01,"3751692.4309999999","5449382.5999999996","1353788.69","3972137.01","123456.9",,"15150624.383989999","4996752.26","785963.07","4060814.49","9577.8700000000008","140396.82999999999","9940871.1199999992","165771.57","9507303.5800000001","106767.45","161028.51999999999","213001.00398999997","39866.746529999997","172060.35065999997","1040.4886200000001","33.41818","5701938.1405799994","3720691.8345799996","1726919.9305","0","1791474.76908","202297.13500000001","309788.40600000002","309391.72200000001","0","0","396.68400000000003","1519928.666","1310877.531","0","209051.13500000001","0","151529.234","125212.882","0","26316.351999999999","0","2897752.2932075383","270249.67599999998","917478.12207999988","7308432.4461850123","9795314.2328335792"
2005-02-01,"3692718.7312600003","5316537.5463400008","1335991.39331","3845215.4081400009","135330.74489",,"15349740.639215996","4919811.5525899995","803321.88370999985","3979797.9687699997","8543.9879299999993","128147.71218","10190449.764389997","205869.52424000003","9702614.9772099983","110884.27677000001","171080.98616999999","239479.32223599998","43117.964350000002","195282.34893599999","1041.9939000000002","37.015050000000002","5823776.6525793998","3716203.2923752004","1737103.59198","0","1775761.4350780002","203338.26531720004","333025.33590359997","332628.15876999998","0","0","397.17713359999999","1624781.7280559998","1404126.9478399998","0","220654.78021600004","0","149766.2962446","122844.28094","0","26922.015304600001","0","2887887.0056117224","272364.68584420002","912966.34991968807","7375708.3737041848","9849114.6771126762"
2005-03-01,"3571867.8354699998","5255362.9298700001","1285516.0973000003","3827066.6020000004","142780.23056999999",,"15199039.306038","4872671.4970999993","776400.92433999991","3951573.73765","8102.5458200000003","136594.28929000002","10088773.48332","200651.93469000002","9614838.422869999","101770.92509","171512.20066999999","237594.325618","58688.697030000003","177824.13479799998","1040.6470399999998","40.84675","5954643.5831659995","3762530.3375023995","1645045.1153200001","0","1913780.4304967998","203704.79168559998","355099.35587480001","354701.19319000002","0","0","398.16268479999997","1738550.7770704001","1505564.89714","0","232985.8799304","0","98463.112718399992","72511.073999999993","0","25952.038718400003","0","2874070.1712258914","279256.73530080001","851463.56584928406","7508347.0790718496","9773612.3961496744"
2005-04-01,"3898221.9580799998","5299016.5316200005","1234135.2679900001","3916030.3028000002","148850.96083000003",,"15857081.384948","5200527.0535599999","815968.74975999992","4236392.3516699998","7513.1284900000001","140652.82363999999","10429093.925110001","232716.60304000005","9892120.6861800011","106079.05555000002","198177.58033999999","227460.40627800001","65202.441000000006","161174.83837799999","1038.86094","44.26596","6428828.1636991994","4214464.0784043996","2140858.7944899998","0","1867183.1437079997","206422.14020639998","336139.21541479998","335741.05273","0","0","398.16268479999997","1769625.4126567999","1526735.5932799999","0","242889.81937679998","0","108599.45722319999","81737.727179999987","0","26861.730043200001","0","2849584.9497790914","277781.93596439995","827404.08938968414","7449046.1972238515","9862295.1243872754"
2005-05-01,"3913727.0439599999","5353416.1587800002","1319732.50691","3922552.6144099995","111131.03746000001",,"15920752.350018","5238699.7930100001","781800.42883999983","4294455.8019699994","7396.6612400000004","155046.90096000003","10468980.895889999","201536.48045","9873838.7631599996","88339.835729999992","305265.81654999999","213071.66111800005","45373.103800000004","166587.96027800001","1057.2624499999999","53.334589999999999","6285096.0907496","3914201.0019303998","1935912.7217899999","0","1771330.3554572","206957.92468319999","385261.53774479998","384863.37505999999","0","0","398.16268479999997","1878062.0575579999","1647587.7933499999","0","230474.26420800001","0","107571.49351640001","79339.187090000007","0","28232.306426400002","0","2905725.6014002911","281662.70132280001","863744.33308608399","7414572.1755794492","9837067.7607388757"
2005-06-01,"4044459.5171699999","5220262.0119999992","1310867.9029399997","3820572.8373199999","88821.271740000011",,"15732330.934181202","5064922.0155700007","828943.94805000001","4073779.9259600001","4236.4657300000008","157961.67582999999","10470929.95404","200465.83180000001","9865715.0652700011","80781.325479999985","323967.73148999998","196478.96457119999","40194.947789999998","155170.75570119999","1054.34897","58.912109999999998","6720670.1841798825","4301975.1217386825","1583449.71365","334682.72646028246","2166644.0183740002","217198.66325440002","388201.45936480002","387803.29668000003","0","0","398.16268479999997","1917381.4527868","1737431.9932899999","0","179949.4594968","0","113112.1502896","88657.972760000004","0","24454.177529600001","0","2934701.6942972536","287989.20404640003","848268.67696368427","7743607.72660302","9965694.7270016745"
2005-07-01,"4165149.1847700002","5329022.0129300002","1453187.6465700001","3807870.8303999999","67963.535960000008",,"15894299.739116998","5119821.1804599995","817496.56730999995","4132556.3002099996","3663.6625899999999","166104.65034999998","10570000.61538","248801.38584999999","9927478.9601600002","72709.020229999995","321011.24913999997","204477.94327700004","48656.794970000003","154720.71225700001","1045.6616900000001","54.774360000000001","7063166.9232536638","4377589.2483186638","2184745.1288100001","245896.18941366364","1733093.9542105","213853.97588449999","400859.31025799998","400462.62589999998","0","0","396.68435800000003","2169752.4809395","1985831.3022499999","0","183921.1786895","0","114965.8837375","88377.741999999998","0","26588.141737500006","0","2911899.3344689487","289544.58464650006","832842.65386648965","7715870.9249409288","9942738.5512700807"
2005-08-01,"4365180.9591499995","5715706.7463400001","1535668.8191199999","4053260.00612","126777.92110000001",,"16220986.471834201","5274142.0457100002","923663.94678999984","4165442.9854600006","3090.2615099999998","181944.85194999998","10727024.896120001","233687.20457","10097308.256280001","65630.308919999996","330399.12635000004","219819.53000420003","44349.882969999999","174358.72175420003","1042.3873799999999","68.537899999999993","6848324.1703613289","3883269.1675999295","1741483.0166199999","214103.31623493001","1713661.3510140001","214021.48373099996","397223.83163679997","396828.13282999996","0","0","395.69880679999994","2446521.1385696996","2249214.5471899998","0","197306.59137969997","0","121310.0325549","91834.915169999993","0","29475.117384900001","0","2857452.3083187193","289506.51766240003","843450.94181389338","7714777.0821542079","10020064.071326284"
2005-09-01,"4577927.1014","5678060.0817500008","1544689.2070300002","4025612.9448000006","107749.78345999999","8.1464599999999994","16392684.159262802","5424434.9692300009","1027012.7076000001","4211206.3151600007","3048.3060900000005","183167.64037999997","10764730.91605","272857.61064999999","10110472.84323","59587.730100000001","321812.73207000003","203518.27398279996","43308.033370000005","159116.54669279998","1036.2941900000001","57.399730000000005","6903896.747007655","3705250.2950874548","1608201.55461","221708.6405094552","1662836.7582875998","212503.34168040002","401292.55389120005","400897.34786000004","0","0","395.20603119999998","2672230.0027490002","2481399.3642700003","0","190830.63847899999","0","125123.89528","99985.301520000008","0","25138.593759999996","0","2821398.6006146991","293301.08898340003","893365.40419080015","7732660.7108877124","10418536.025570685"
2005-10-01,"4767226.4950400004","6304924.8086999999","1954147.5503699998","4237985.95041","112540.79700000001","250.51092","16352150.082869999","5568062.2992400005","1061901.92142","4313662.8315399997","2468.4161200000003","190029.13016","10544957.147629999","267048.25916999998","9897757.4932999983","54643.659350000002","325507.73581000004","239130.63600000006","56598.564460000009","181429.18456000002","1047.26125","55.625730000000004","7363438.1467365539","3870246.9411465535","1749461.8490200003","246454.46009655326","1710778.7501899998","163551.88184000002","391676.14912999998","391281.92864999996","0","0","394.22048000000001","2970846.2816900001","2767707.5335300001","0","203138.74815999999","0","130668.77476999999","107266.45204999999","0","23402.32272","0","2763012.9058864978","292642.33885","1004306.8987","7776448.8807053296","10468016.09572209"
2005-11-01,"4888492.8885900006","7155096.0637899991","2369782.7971599991","4672713.8717599995","111339.29754","1260.0973300000001","16184623.634389998","5635972.7339399997","1071969.24587","4356074.8414000003","2305.9726499999997","205622.67402000001","10314382.488089999","264930.74677999999","9648293.8803599998","48656.621960000004","352501.23899000004","234268.41236000002","53186.967070000006","179977.1832","1045.6253299999998","58.636760000000002","7371760.7574705072","3754130.2247105069","1625790.4976299999","200157.74265050722","1761922.4746699999","166259.50976000002","398294.76385000005","397900.54337000003","0","0","394.22048000000001","3097091.7986599999","2915289.2012199997","0","181802.59743999998","0","122243.97024999998","100893.58584999999","0","21350.384400000003","0","2768841.0655561937","296044.86721999996","1127124.42078","7532727.6435290026","10836558.300856221"
2005-12-01,"6179509.4853500007","5888191.9627299998","1795417.7379000001","3960576.43352","91457.964000000007","40739.827310000001","16366162.000220001","5854449.2147600008","1322117.8844000003","4295066.4370900001","2413.35178","234851.54149","10278625.775300002","233986.26748000004","9535548.5200600009","46351.949369999995","462739.03839","233087.01015999998","53473.19846","178519.98699","1041.0661299999999","52.758580000000002","7471696.1958371326","3968172.8133771322","1654103.3838","221574.44670713219","1931788.5190300003","160706.46384000001","306019.35006999999","305625.12958999997","0","0","394.22048000000001","3092647.1404400002","2910897.2063600002","0","181749.93408000001","0","104856.89195","86825.386750000005","0","18031.505200000003","0","2720245.7312360653","297604.87977999996","1131829.1865400004","7160244.4424703773","11091376.812456219"
2006-01-01,"5649941.5343699995","5857158.4881100003","1824181.5990099998","3891771.9535699999","96795.434500000003","44409.501029999999","16127011.241839999","5683602.5641799998","1285043.0704599996","4170443.7260399996","2344.5075700000002","225771.26010999997","10216440.212819999","265107.85240999999","9468440.7551399991","31324.464069999998","451567.14120000007","226968.46484000006","54590.142420000004","171289.72945000001","1037.98693","50.60604",,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-01,"5668062.0792899998","5940387.3805699982","1771276.1514299996","4043557.9838099992","79461.324800000017","46091.920530000003","16182116.458928598","5629877.5137899993","1185096.7348800001","4217487.4890199993","1576.61248","225716.67740999997","10313303.61083","276475.33526000002","9463031.5647","21094.823969999998","552701.88690000004","238935.33430860002","61567.789749999996","176283.43121860002","1035.5689299999999","48.544410000000006","8038894.1316321306","4268648.5614321316","2162055.1939799995","131925.9167621315","1831934.6302099999","142732.82048000002","365241.73520000005","364847.51472000004","0","0","394.22048000000001","3283402.9708699998","3125370.7297499999","0","158032.24111999999","0","121600.86413","102462.54876999999","0","19138.315360000001","0","2814253.6217521201","299912.51386000001","1111521.5018","7187106.0694896663","11490074.935086219"
2006-03-01,"5497840.2634499995","5776276.8338800007","1605787.9953100001","3930476.8270700001","112183.70339","127828.30811000001","16372152.972245796","5729835.9976199996","1324310.9687699999","4164645.1106199995","1564.0890400000001","239315.82918999999","10443438.843559995","266698.99748000002","9531039.7109999973","21750.73156","623949.40351999993","198878.1310658","42996.313320000001","154796.0587958","1028.9344700000001","56.824479999999994","8447089.0559900738","4581811.0509084752","2433237.2546700002","179358.84168757443","1826560.1599013","142654.79464960002","365556.38104439998","365162.65333999996","0","0","393.72770439999999","3378024.9079854996","3230385.2928799996","0","147639.61510549998","0","121696.7160517","103520.594","0","18176.1220517","0","2812052.5337796286","298717.35310500005","1110123.5191774","7285315.8695570845","11207500.443371721"
2006-04-01,"5795834.9184799995","5761253.4169499995","1606284.8255800004","3901298.2769899992","96683.05575","156987.25863","16384538.267094398","5711183.3641000008","1325429.60696","4153845.9759400003","1588.0139300000001","230319.76726999998","10435074.319859998","258645.32414000001","9460065.7267199978","21731.11246","694632.15654000011","238280.58313440002","68104.07295999999","169115.06868440003","1022.8283200000001","38.613169999999997","9221989.909032166","4894253.1019436652","2574237.7995500001","239647.18963246557","1937074.3213727996","143293.79138839999","393254.98194319999","392862.23979000002","0","0","392.74215319999996","3809858.6757743","3667749.54941","0","142109.12636429997","0","124623.14937099998","105032.66381999997","0","19590.485550999998","0","2853749.1839527762","300985.6443704","1072239.4134338","7284886.6910679061","11328623.449150924"
2006-05-01,"6033953.4688900001","5665159.5210900009","1797710.4819799999","3570646.8960000002","63211.237200000003","233590.90591","16246120.598084401","5643111.8493499998","1331726.1340500002","4046511.3959799996","1512.1135499999998","263362.20577","10366941.946180001","273632.86092000001","9315506.54892","21078.07761","756724.45873000007","236066.80255440006","54378.278710000006","180612.37625440003","1039.1747","36.97289","10117044.32444473","5422114.4151443299","3130028.6862700004","318571.31087952928","1829054.2110032002","144460.20699159999","388882.12869759998","388489.87932000001","0","0","392.2493776","4183576.9650563998","4041115.7279499997","0","142461.23710640002","0","122470.8155464","103531.49927","0","18939.316276400001","0","2948843.8631974151","301914.45728160004","1044876.7725412","7184198.8298969753","11823699.546080098"
2006-06-01,"6392124.4446999999","5606189.8477599993","1824934.4831699999","3399658.8988499995","191538.09189000001","190058.37385","16231770.5837544","5679720.0611799993","1505012.0914600003","3930670.8563999995","1416.79591","242620.31740999999","10310496.865940001","302887.48879999999","9171733.8136500008","21076.68331","814798.88018000009","241553.65663439999","64330.576169999993","176153.29171440002","1035.0390500000001","34.749699999999997","10979566.566777721","5916311.3507637214","3485121.7851800001","315307.39741092193","1971298.4603484001","144583.70782440001","426426.26014759997","426034.01076999999","0","0","392.2493776","4510436.1423992002","4359701.4092100002","0","150734.73318920002","0","126392.81346719999","105604.98634999999","0","20787.827117199999","0","3046542.5894287135","306445.32283359999","1033957.0164627999","7294691.4409027519","12101574.5846189"
2006-07-01,"6677423.9291400006","5885063.0307000009","2065144.3305300004","3698163.60702","46081.172810000004","75673.920339999997","16117044.1612444","5693731.8717300007","1566090.0194400002","3885939.6677000001","786.74797999999998","240915.43661","10195584.228559999","317244.87948","9054621.8392599989","21077.373210000002","802640.13661000016","227728.06095439999","66013.258650000003","160650.60451439998","1031.1828","33.014989999999997","11412179.812881347","6068106.4726549461","3706290.4165499997","412127.639159346","1805029.9359856001","144658.48096000002","469149.28526759997","468757.03589","0","0","392.2493776","4694937.5272931997","4545167.5687899999","0","149769.9585032","0","179986.52766560001","122593.03031999999","0","57393.497345600001","0","3164844.6172394175","307975.97360119998","1035869.3161196","7189159.4490516605","11799648.212262901"
2006-08-01,"6718049.1887400001","6091138.8356300006","2017977.2240800001","3929478.8155599996","28435.441750000002","115247.35424","16590427.943093","6060996.5508399997","1677522.18716","4135003.6626200001","637.17009000000007","247833.53096999999","10293607.1447","331621.75488999998","9094757.1388799995","21051.643339999999","846176.60758999991","235824.24755299996","68730.97984","166039.09324299998","1027.0744999999999","27.099970000000003","12325545.487170825","6746128.8902672241","4431762.8408399997","435693.27113842499","1733986.394106","144686.38418279999","463804.62953759998","463412.38016","0","0","392.2493776","4921232.9213920003","4778152.5347100003","0","143080.38668199998","0","194379.04597400004","137442.66922000004","0","56936.37675399999","0","3291763.6764014047","311259.8353036","1018871.2262952002","7213299.5430349438","12189215.373144098"
2006-09-01,"6997972.0722700004","6236456.1500000004","2139959.86876","3969269.3066000002","34861.063569999998","92365.911069999987","16915339.177362997","6230959.5013700007","1743173.33201","4246954.3727900013","637.72676999999999","240194.0698","10449594.692389997","338185.72923","9234390.3860499971","20763.819329999998","856254.75777999999","234784.98360299997","64561.458140000002","169174.64269299997","1022.53264","26.35013","12873289.165860448","6972037.4439599477","4604530.8748799991","404084.08324344899","1819124.0063234996","144298.479513","469267.31925199996","468875.56264999998","0","0","391.75660199999999","5246084.7896494996","5102494.4574199999","0","143590.33222950003","0","185899.612999","130759.38115","0","55140.231848999996","0","3455133.7328949869","311964.9170565001","1019359.282784","7283490.3962149797","12162791.250284603"
2006-10-01,"7066030.3798400005","6378299.7140100012","2163165.0215700003","4086706.1276600007","21515.655529999996","106912.90925","17115130.461603001","6388926.8702399991","1669224.6452999997","4473416.8887699991","637.83103000000006","245647.50514000002","10455203.578740001","349306.45300999994","9204980.9410800003","16652.730680000001","884263.45396999991","271000.01262300002","93438.320390000008","176505.42712299997","1031.89202","24.373090000000001","13735033.35431752","6999844.8036165182","4704971.2672800003","436184.68877301767","1713115.3917294999","145573.45583400002","484007.69709199999","483615.94049000001","0","0","391.75660199999999","5541202.3941425011","5403587.6592200007","0","137614.73492250001","0","709978.45946649997","142611.48466000002","0","567366.9748064999","0","3513197.0468153581","318771.71804050001","1008853.1549825001","7300156.3121259985","12182749.892228602"
2006-11-01,"7434551.1989700003","6836251.8084200006","2403320.0521500008","4172309.2887599994","23655.769339999999","236966.69817000002","17731912.865043003","6749895.7025000015","1816319.9543200005","4681234.3383100014","586.73800000000006","251754.67186999996","10703267.204880001","363811.61261000001","9391344.4584600013","16763.630809999999","931347.50300000003","278749.95766299998","81130.140849999996","196569.46078299999","1031.06673","19.289300000000001","14089815.289020104","6917782.3290451048","4510282.2540599992","453906.15671510552","1809272.8312625","144321.0870075","473396.930162","473005.17356000002","0","0","391.75660199999999","5686921.4852244994","5546576.6681499993","0","140344.8170745","0","1011714.5445884999","148411.51833000002","0","863303.02625849994","0","3585823.4524192647","318609.16853249999","1016708.5893225","7415055.569366931","11998067.062634103"
2006-12-01,"8773573.2238799985","6871630.1638799999","2544155.3469100003","4113465.2583199996","24841.368690000003","189168.18995999999","18519650.745060198","7459285.0078299986","2298560.2200199999","4881579.0528499996","585.37109000000009","278560.36386999994","10832012.16199","404283.95093999995","9571499.1973999999","16723.196449999999","839505.81719999993","228353.57524020001","65538.792929999996","161767.69643020001","1026.5573999999999","20.528480000000002","13929247.949606961","6945315.1606429601","4548968.9970000004","443689.05579745967","1808042.8201475001","144614.287698","500979.79412199993","500588.03751999995","0","0","391.75660199999999","5467426.5137134995","5340664.5131599996","0","126762.00055349999","0","1015526.4811285001","140977.24017999996","0","874549.24094850011","0","3838798.1818895298","321784.19970799994","997342.81011299998","7532327.9766688468","12392761.563807104"
2007-01-01,"8152455.2253900003","7231983.4693900002","2673757.6513299998","4332555.53687","30882.658629999998","194787.62255999999","18797509.629977401","7393396.6940699993","2168665.5580999991","4932133.9206000008","771.68709999999999","291825.52827000007","11186214.359360002","450377.82130999997","9760399.3567900006","21168.255639999999","954268.92561999999","217898.57654740001","59370.004629999996","157516.59084740002","994.67859999999996","17.30247",,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,"8231973.7473400002","7423401.8282099999","2582597.5516100004","4475149.6737899994","17439.944529999997","348214.65827999997","19198751.543624602","7588546.1135100005","2246185.3111400004","5062718.1576899998","498.16048999999998","279144.48418999993","11388822.565610001","480183.65654","9918736.8826599997","21015.638749999998","968886.38766000001","221382.8645046","74622.111489999996","145751.43742460001","992.16367000000002","17.151919999999997","13426586.485584643","6604005.5752427429","4003159.0197700001","508483.90342174243","1949454.6298093998","142908.0222416","472199.07390960003","471809.28841000004","0","0","389.78549959999998","4806587.236241499","4708314.3798499992","0","98272.856391500012","0","1543794.6001907999","192871.86742","0","1350922.7327707999","0","4319267.2743841596","324133.98705900001","1181287.2571984001","7373351.6775492653","12664885.138727009"
2007-03-01,"8398986.7241699994","7619366.846859999","2507521.23049","4683768.5098499991","12639.019410000001","415438.08710999996","19688378.856374603","7770041.9967","2291736.4092999995","5178938.7332000006","498.16451000000001","298868.68968999997","11696217.856790001","545851.99802000006","10154412.69884","20946.490869999998","975006.66905999999","222119.00288460002","50462.141659999994","170647.09962460003","992.16367000000002","17.597930000000002","13912787.087833177","6521979.8676125798","4085598.8098499998","536685.4890586813","1757017.7112342999","142677.85746959999","521320.65926839999","520931.85931999999","0","0","388.79994840000001","5102096.0549166994","4991346.9966399996","0","110749.05827669999","0","1767390.5060354997","232098.87129000001","0","1535291.6347454998","0","4652179.6560918223","323892.61348840001","1172913.0196121002","7483739.7680951897","12697457.407859918"
2007-04-01,"8795358.6180199999","7455093.2160399994","2402019.9405899998","4556009.8691999996","6316.9576799999995","490746.44857000001","19630905.862564597","7749271.2847299995","2220894.9736899999","5251351.9193099998","70.423389999999998","276953.96833999996","11612114.803399997","498113.36752999993","10127254.288599998","20946.613880000001","965800.53339","269519.77443459997","66818.342290000001","201691.6102846","992.16367000000002","17.658189999999998","14523924.637926597","6670150.9339429988","4227003.2852400001","590717.66481509758","1708686.4919723002","143743.4919156","538320.37783839996","537931.57788999996","0","0","388.79994840000001","5304880.4810452992","5205840.2716099992","0","99040.209435299999","0","2010572.8450998999","218531.11900000001","0","1792041.7260999","0","5002117.9429518254","329036.61970440001","1147130.7295683001","7583457.2877376499","12435359.693829114"
2007-05-01,"8986333.9175300002","7920761.9957199991","2673506.2316000001","4851076.4093999984","2852.1000600000002","393327.25466000004","20263485.158591796","8139597.4322499977","2461562.88423","5360889.7007099986","70.245660000000001","317074.60165000003","11903370.454939999","572583.93238000001","10335372.057639999","20892.846280000002","974521.61864","220517.27140180001","62284.661770000006","157225.2412818","989.64867000000004","17.71968","15927976.348277066","7568060.0455485648","5040236.6771600004","646864.32312166388","1735199.3073251997","145759.73794169998","552365.82307839999","551977.02312999999","0","0","388.79994840000001","5530401.7791250004","5421568.9851100007","0","108832.79401500001","0","2277148.7005251003","238739.96748000002","0","2038408.7330451002","0","5037172.2656621225","328444.24166290002","1115201.4060606","7506609.1148800924","12736025.607337713"
2007-06-01,"9410205.0303099994","8376917.9248700002","2907843.5161900008","5085016.9719299991","3128.29241","380929.14434","20583899.032889001","8239187.6993800011","2499105.5405999999","5463437.5525100008","70.067930000000004","276574.53833999997","12111895.735860001","730226.88806999999","10394386.948419999","20893.691330000001","966388.20803999994","232815.59764900003","61670.041769999996","170140.33441900002","987.13367000000005","18.087790000000002","16249814.6328889","7526473.7494795984","5027202.8269699989","672622.65113109967","1685716.5277309997","140931.74364749997","607970.7295872001","607582.91519000009","0","0","387.81439720000003","5770723.1168128001","5659455.1173299998","0","111267.99948280001","0","2344647.0370093002","272243.26295","0","2072403.7740593001","0","5194404.7571106497","331712.60067919991","1144747.3637250001","7470893.6503465362","12650464.92890762"
2007-07-01,"9924408.1538799983","8102136.7002299996","2842977.8694500006","4940796.4972599996","1451.55908","316910.77444000001","20860537.162567798","8387867.39542","2706229.6498699998","5363768.3725800002","69.35466000000001","317800.01830999996","12178065.130699998","846980.96083","10350638.727669999","20679.341480000003","959766.10071999999","294604.63644779997","124329.05700999999","169280.26232779998","977.0740199999999","18.243089999999999","15459960.501932893","7492059.4605998928","4883312.7616000008","746993.62780739309","1721167.7018299997","140585.36936249997","643936.17689599993","643549.34804999991","0","0","386.82884599999994","5793587.0804284997","5681910.7069899999","0","111676.37343849998","0","1530377.7840084997","357255.60175999999","0","1173122.1822484997","0","5592723.4779595491","332362.15867000003","1095670.1528905001","7463210.3403678443","12703578.643248122"
2007-08-01,"10731626.058180001","8109052.56666","3067316.0758000007","4686197.04892","1712.09094","353827.35100000002","21237829.312999401","8932308.2884900011","3300212.88424","5267603.7678700015","68.819860000000006","364422.81652000005","12067520.476220001","928122.29138000018","10153629.571380001","20519.95161","965248.66184999992","238000.5482894","64858.560890000001","172170.6076894","969.52904999999998","1.85066","16213712.324385324","8444100.532417424","5845965.4723700006","779277.97076942341","1679704.4370555","139152.65222250001","659472.7072512001","659089.82061000005","0","0","382.88664119999993","5797379.5478472002","5702922.0015900005","0","94457.546257199996","0","1312759.5368694998","387238.99114000006","0","925520.54572949989","0","5844368.0405914783","330547.2864029","1061949.3013622998","7414406.7863610815","12706849.662242739"
2007-09-01,"11244396.97875","8214858.3936800007","3276829.2765699998","4646443.5849900004","1157.1702500000001","290428.36186999996","21596826.764369398","9220471.9139900021","3376785.6727799992","5394358.470350001","68.820630000000008","449258.95023000002","12153224.115469998","954538.62419999996","10172893.788449999","20539.675640000001","1005252.0271799999","223130.73490940002","66936.969839999991","155222.08429940001","969.52904999999998","2.1517200000000001","15887506.867618414","8450723.5328867119","5938415.4888700005","764099.87694351235","1610004.9421502","138203.22492299997","685825.31458759995","685445.38459999999","0","0","379.9299876","6027003.4340949999","5928216.3413199997","0","98787.092775000012","0","723954.58604909992","441397.66404","0","282556.92200909997","0","6947578.0023759417","329991.67242229998","1048518.1372911","7432443.0378964115","12683479.276378252"
2007-10-01,"11473613.14704","8325246.5296599995","3425616.6651699999","4505953.2931399997","780.0311999999999","392896.5401499999","21942371.0285738","9504423.8916999996","3438391.2398999999","5557974.6103399992","68.464370000000002","507989.57708999998","12215628.927820001","974511.96882000007","10112217.65092","20383.090180000003","1108516.2179","222318.2090538","68945.007260000013","152406.71597379999","964.49905999999999","1.9867600000000001","16261186.369123019","8487346.3809524179","6076604.4854900008","775105.83150391642","1496411.7227034003","139224.34125510001","709750.5556075999","709370.62561999995","0","0","379.9299876","6222732.4719942007","6129049.2178800004","0","93683.254114199997","0","841356.96056880022","712789.20807000017","0","128567.75249880001","0","7884880.1257992573","335709.06258590001","1039474.4260980001","7472798.519981361","13394584.220760748"
2007-11-01,"12175984.80861","8235422.8746699998","3429928.3106199997","4337645.3918099999","751.07956999999999","467098.09267000004","22058434.4131882","9662795.8144700006","3574760.9328000005","5495894.6961199995","16.493470000000002","592123.69207999995","12113061.101019999","1009105.11853","9881631.7166299988","20580.79869","1201743.4671700001","282577.49769820005","74892.272880000004","206734.5633982","949.08178999999996","1.5796299999999999","16436456.542982355","8640411.1709105559","6249614.4088899996","823273.12693435664","1428999.5506146995","138524.08447149998","734248.46739519993","733870.50850999996","0","0","377.95888519999994","6204325.4929520003","6115893.0498400005","0","88432.443111999994","0","857471.41172460001","459881.31200999999","0","397590.09971459996","0","8431756.3217058666","335020.12251909997","1004086.3512812998","7418270.6421506098","13745426.296430159"
2007-12-01,"14102848.197079999","8203818.5632300004","3583584.1100100004","4226623.3312800005","707.50311999999997","392903.61881999997","22794289.9976498","10434089.89026","4353241.3410399994","5339730.6098300004","16.36392","741101.57547000004","12056758.13658","1082470.8336499999","9658088.2430199999","20391.383100000003","1295807.6768100001","303441.97080980003","111187.75099000002","191310.67152980002","941.61850000000004","1.9297899999999999","16444422.16724392","8611953.7518757209","6036321.2503300002","828652.82620922104","1609035.9895839002","137943.68575260002","750825.74832279992","750449.76053999993","0","0","375.98778279999999","6348873.7716659997","6260751.9778499994","0","88121.793816000005","0","732768.89537939988","597183.32704999996","0","135585.56832939998","0","8742442.2303767428","337603.72318630002","996090.52581979986","7561927.7114449879","13854722.991090367"
2008-01-01,"13495386.073709998","8891858.2869700007","3658846.1714500003","4633484.0225299997","596.35675000000003","598931.73624","23371542.760424208","10836458.667510003","4330894.0598300006","5591699.4774700012","16.277619999999999","913848.85259000002","12279358.365890002","1192958.5453100004","9624004.1519800015","20206.295489999997","1442189.37311","255725.72702419999","81790.235990000016","172997.0787142","936.64296999999999","1.76935",,,,,,,,,,,,,,,,,,,,,,,,,,
