"MES","BCDA01","BCDA02","BCDA03","BCDA04","BCDA05","BCDA06","BCDA07","BCDA08","BCDA09","BCDA10","BCDA11","BCDA12","BCDA13"
2012-10-01,,"1268.92805","1838803.05134",,,"8.8920000000000012","102230.58514000001","1942311.4565300001","0","691859.10571999999","0","828279.62676999997","422172.72404000006"
2012-11-01,,"1984.78223","1851142.7333700003",,,"5.9430000000000005","102256.94075999998","1955390.3993600002","0","689944.61852000002","0","841690.43170000007","423755.34914000001"
2012-12-01,,"2496.2776699999999","1847747.0875600001",,,"7.782","101263.79492000001","1951514.94215","0","689223.20822999999","0","832293.38338000001","429998.35053000005"
2013-01-01,,"93989.190149999995","2107271.3085299996",,,"11.929","102473.14685999999","2303745.5745399999","0","689223.20822999999","0","1184675.2582400001","429847.10807000007"
2013-02-01,,"20100.687960000003","2109427.6028700001",,,"4.3839999999999995","144856.42509999999","2274389.09993","0","680812.57728000009","0","1159093.9280000001","434482.59464999998"
2013-03-01,,"30948.875549999997","2098756.8277100003",,,"13.936999999999999","144750.27226","2274469.9125200002","0","679833.31284000003","0","1158718.21863","435918.38105000003"
2013-04-01,,"16063.89948","2133032.2778600003",,,"7.1659999999999995","131591.54736","2280694.8907000008","0","679833.31284000003","0","1163339.3537300001","437522.22413000005"
2013-05-01,,"3538.7967199999998","2140429.1559600001",,,"4.2649999999999997","132629.18945999999","2276601.4071400003","0","677918.82564000005","0","1161531.5217899999","437151.05971"
2013-06-01,,"2392.77979","2158822.3312300001",,,"2.89","110649.14324999999","2271867.1442700005","0","677220.84067000006","0","1153499.55009","441146.75351000007"
2013-07-01,,"6817.9409599999999","2161900.5818600003",,,"4.681","110354.42202","2279077.6258399999","0","677220.84067000006","0","1159044.43111","442812.35406000004"
2013-08-01,,"1968.2140100000001","2177440.2017699997",,,"6.07","114438.08875000001","2293852.5745299999","0","668810.19071","0","1178629.87793","446412.50589000003"
2013-09-01,,"13152.83656","2166602.8850999996",,,"3.9659999999999997","112409.77430999999","2292169.4619699996","0","667830.92627000005","0","1176537.11274","447801.42296"
2013-10-01,,"10666.236359999997","2163884.61845",,,"12.42","96564.401899999997","2271127.6767099998","0","667830.92627000005","0","1154060.1761699999","449236.57426999998"
2013-11-01,,"23321.492130000002","2142062.7299200003",,,"13.285","106302.75636999999","2271700.2634200007","0","665916.43906999996","0","1154968.11219","450815.71216000005"
2013-12-01,,"55927.907039999991","2077371.8626000001",,,"15.799000000000001","94378.051600000006","2227693.6202400001","0","665115.77067","0","1110152.7279000001","452425.12167000002"
2014-01-01,,"56901.82404","2049135.2024000003",,,"8.3167800000000014","95311.995790000015","2201357.3390100002","0","665115.77067","0","1082271.04575","453970.52259000001"
2014-02-01,,"54848.706530000003","2053615.6262000003",,,"7.835","94175.287320000003","2202647.4550500005","0","656705.10169000004","0","1090908.4190499999","455033.93430999998"
2014-03-01,,"4556.4551500000007","2120714.9373199996",,,"10.311999999999999","93532.694759999984","2218814.3992299992","0","655725.83724999998","0","1106192.2739900001","456896.28799000004"
2014-04-01,,"7373.8621399999993","2144263.6052899999",,,"6.2570000000000006","88950.840500000006","2240594.5649299999","0","655725.83724999998","0","1126740.4702699999","458128.25741000002"
2014-05-01,,"9531.0207100000007","2132731.0247999998",,,"10.86","87603.20835999999","2229876.1138699995","0","653811.35051000002","0","1115977.37479","460087.38857000001"
2014-06-01,,"8843.3416799999995","2167535.7880799999",,,"6.1370000000000005","85885.475690000007","2262270.7424500003","0","651787.32212000003","0","1149258.9318899999","461224.48844000004"
2014-07-01,,"12677.85644","2140420.2970599998",,,"14.631","85922.174190000005","2239034.9586899998","0","651787.32212000003","0","1123913.2811700001","463334.35540000006"
2014-08-01,,"6421.0908899999995","2124293.60775",,,"9.6050000000000004","87657.898919999992","2218382.2025600001","0","643376.63412000006","0","1110049.4238","464956.14464000007"
2014-09-01,,"56569.109049999999","2128358.8863499998",,,"8.4239999999999995","126207.37026999998","2311143.7896699999","0","739442.62016000005","0","1104777.9699200001","466923.19959000003"
2014-10-01,,"5691.83835","2155048.7527900003",,,"25.628","88683.126850000001","2249449.3459900003","0","758859.57016000012","0","1021379.82336","469209.95247000002"
2014-11-01,,"14222.466620000001","2131514.9337900002",,,"20.686","90867.827140000009","2236625.9135500006","0","756951.81810999999","0","1007087.0502899999","472587.04515000002"
2014-12-01,,"14368.77492","2091304.7375600003",,,"18.981000000000002","88784.998389999993","2194477.4918700005","0","754331.34248999995","0","959773.10173999995","480373.04764"
2015-01-01,,"21612.979739999999","2089652.4592300002",,,"20.350000000000001","90732.434250000006","2202018.22322","0","754331.34248999995","0","963915.17220000003","483771.70853"
2015-02-01,,"19324.379799999999","2076551.0428100005",,,"29.18","91940.773430000016","2187845.3760400005","0","745914.97544000007","0","956215.23840000003","485715.16220000002"
2015-03-01,,"48710.487259999994","2052192.2569699995",,,"15.573","91340.146710000015","2192258.4639399992","0","744935.71100000013","0","959173.84953000001","488148.90341000003"
2015-04-01,,"29961.347870000001","2055642.0895399996",,,"28.455000000000002","95225.494789999997","2180857.3871999998","0","744935.71100000013","0","944448.62887000002","491473.04736000003"
2015-05-01,,"34754.789680000002","2027848.4710599999",,,"19.491999999999997","94778.642199999987","2157401.39494","0","743027.95894999988","0","920534.06771999993","493839.36830000003"
2015-06-01,,"11383.95506","1991477.4445400005",,,"19.957999999999998","145319.55995000002","2148200.9175500008","0","740584.82516999997","0","911655.71223000006","495960.38018000004"
2015-07-01,,"11368.547659999998","2045433.8877599998",,,"52.256999999999998","147113.31206999999","2203968.0044899997","0","740584.82516999997","0","964865.77389999991","498517.40545000002"
2015-08-01,,"14895.52533","2026783.0070999996",,,"51.346999999999994","164348.80709000002","2206078.68652","0","732168.45810000005","0","972977.08542000002","500933.14362999995"
2015-09-01,,"10418.94729","1996317.3349299999",,,"46.396000000000001","196438.12628000003","2203220.8045000001","0","731189.19369999995","0","968446.22959","503585.38167999993"
2015-10-01,,"7039.5605299999997","1955701.4460499999",,,"47.493000000000002","218043.87234","2180832.3719199998","0","731189.19368000003","0","943605.69216000009","506037.48611000006"
2015-11-01,,"17253.669899999997","2009306.5448800004",,,"40.211280000000002","180862.74572000001","2207463.1717800004","0","729281.44160000002","0","970182.39638000005","507999.33442999999"
2015-12-01,,"26240.191190000001","1746781.6047100003","328099.69713999971","233125.40662999998","167.47561999999999","32620.732629999999","2367035.1079199999","0","726885.79970000009","0","285522.21500999999","511127.09324000002"
