"MES","SIED01","SIED02","SIED03","SIED04","SIED05","SIED06","SIED07","SIED08","SIED09","SIED10","SIED11","SIED12","SIED13"
2002-09-01,"92.4",,,,"2.6","2.6","18.899999999999999","6.1","25","6.9","31.9","60",186.9
2002-10-01,"57.1",,,,"3","3","37.5","3.9","41.4","3.5","44.9","53.6",158.6
2002-11-01,"36.9",,,,"3","3","29.5","7.43","36.93","1.3","38.229999999999997","62.2",140.33
2002-12-01,"89.4",,,,"3.3","3.3","11.03","4.3","15.329999999999998","3.2","18.529999999999998","80",191.23
2003-01-01,"6.8",,,,"2.1","2.1","32.799999999999997","3","35.799999999999997","3.6","39.4","115.7",164
2003-02-01,"190.8",,,,"3.3","3.3","13.4","3.5","16.899999999999999","1.9","18.799999999999997","47.7",260.6
2003-03-01,"4.8",,,,"1.8","1.8","15.1","5.7","20.8","4.2","25","52.800000000000004",84.4
2003-04-01,"17.600000000000001",,,,"2","2","43.7","4.5999999999999996","48.300000000000004","5.5","53.800000000000004","29.3",102.7
2003-05-01,"39.6",,,,"3.2","3.2","52.9","7.6","60.5","3.4","63.9","14.4",121.1
2003-06-01,"12.1",,,,"1.6","1.6","15.9","3.8","19.7","2.2000000000000002","21.9","28.7",64.3
2003-07-01,"9.3000000000000007",,,,"1.8","1.8","33","2","35","19.899999999999999","54.9","52",118
2003-08-01,"11.7",,,,"2","2","10.7","4.3","15","3","18","52.4",84.1
2003-09-01,"10.9",,,,"1.2","1.2","16.399999999999999","5.8","22.2","2.6","24.8","42.9",79.8
2003-10-01,"158",,,,"2.6","2.6","10.6","6.3","16.899999999999999","4.2","21.099999999999998","85.699999999999989",267.4
2003-11-01,"118.8",,,,"4","4","39","9.8000000000000007","48.8","2.9","51.699999999999996","40.800000000000004",215.3
2003-12-01,"76.5",,,,"2.7","2.7","32.5","5.3","37.799999999999997","2.6","40.4","95.300000000000011",214.9
2004-01-01,"5.4",,,,"3.7","3.7","34.1","3.2","37.300000000000004","3.7","41.000000000000007","138.19999999999999",188.3
2004-02-01,"37.9",,,,"3.3","3.3","12.4","3.9","16.3","3.3","19.600000000000001","38",98.8
2004-03-01,"38",,,,"3.1","3.1","12.3","4","16.3","1.7","18","54.2",113.3
2004-04-01,"77.900000000000006",,,,"1.9","1.9","40.700000000000003","8.6","49.300000000000004","8","57.300000000000004","42.5",179.6
2004-05-01,"39.9",,,,"1.7","1.7","10.3","5","15.3","5.0999999999999996","20.399999999999999","38.900000000000006",100.9
2004-06-01,"104.5",,,,"2.1","2.1","33.4","7.3","40.699999999999996","4.8","45.499999999999993","21.5",173.6
2004-07-01,"86.4",,,,"3.5","3.5","33.4","4.0999999999999996","37.5","7","44.5","14.3",148.7
2004-08-01,"42.1",,,,"1.2","1.2","13.1","5.2","18.3","3.6","21.900000000000002","7.6",72.8
2004-09-01,"41.8",,,,"2.8","2.8","17.5","5.4","22.9","5","27.9","6.3999999999999995",78.9
2004-10-01,"50.3",,,,"2.4","2.4","13.1","4","17.100000000000001","5.9","23","17.399999999999999",93.1
2004-11-01,"34.5",,,,"3.1","3.1","31.2","6.7","37.9","3.8","41.699999999999996","36.299999999999997",115.6
2004-12-01,"44",,,,"2.4","2.4","20.399999999999999","7.4","27.799999999999997","4.5","32.299999999999997","77.900000000000006",156.6
2005-01-01,"3",,"1.9",,"3.3","5.1999999999999993","7.7","5.9","13.600000000000001","7","20.6","108.53",137.33
2005-02-01,"2.1",,,"0.3","1.3","1.6","12.7","3.8","16.5","3.4","19.899999999999999","19.329999999999998",42.93
2005-03-01,"56","0.4",,,"3.5","3.9","15.7","3.9","19.599999999999998","5.6","25.199999999999996","24.9",110
2005-04-01,"38.1",,,,"1.4","1.4","33.5","14.5","48","12.1","60.1","8.6999999999999993",108.3
2005-05-01,"170.6",,,,"3.2","3.2","25.9","9.4","35.299999999999997","5.6","40.9","24.8",239.5
2005-06-01,"128.9",,"2.6",,"3","5.6","14.6","8.6","23.2","9.3000000000000007","32.5","31.43",198.43
2005-07-01,"15.3",,,,"1.6","1.6","37.4","9.4","46.8","9","55.8","28.4",101.1
2005-08-01,"11.2",,"2.2000000000000002",,"2.4","4.5999999999999996","9.1999999999999993","4.8","14","4.0999999999999996","18.100000000000001","46.8",80.7
2005-09-01,"24.9",,,,"2.6","2.6","17.5","6.1","23.6","4.0999999999999996","27.700000000000003","60.5",115.7
2005-10-01,"40",,"2.5",,"1.1000000000000001","3.6","33.1","11.3","44.400000000000006","7.9","52.300000000000004","21.6",117.5
2005-11-01,"53.8",,,,"1.4","1.4","28","11.8","39.799999999999997","4.2","44","64.399999999999991",163.6
2005-12-01,"208",,"3.4",,"1.3","4.7","24.2","7.4","31.6","3.5","35.1","25.26",273.06
2006-01-01,"151.1",,"3.1",,"1.8","4.9000000000000004","8.6999999999999993","11.8","20.5","4.2","24.7","9.6",190.3
2006-02-01,"78.600000000000009",,,,"2.1","2.1","6","3.3","9.3000000000000007","1.8","11.100000000000001","6.3",98.1
2006-03-01,"51.4",,"2.6",,"2.1","4.7","12.9","3.9","16.8","5.0999999999999996","21.9","2.1",80.1
2006-04-01,"48.214184999999993",,,,"2.1913920026999998","2.1913920026999998","23.088168281399998","13.10158496861","36.18975325001","6.8295798465918001","43.019333096601798","5.2",98.6249100993018
2006-05-01,"127.515378",,"2.6582731900000001",,"1.2995858193999998","3.9578590093999999","41.7","12.9","54.6","5.3584659231337994","59.958465923133801","2.1874083248727518",193.619111257407
2006-06-01,"82.497973000000002",,"2.8215110000000001",,"3.8677301805399997","6.6892411805399998","12.16426351","8.1583511270989995","20.322614637099001","5.1925447956559996","25.515159432754999","6.7614471869157073",121.463820800211
2006-07-01,"54.7",,"3.69684664",,"2.5861200480999997","6.2829666881000001","5.3112489121100008","12.5265608823285","17.837809794438499","13.728050172565602","31.565859967004101","7.9",100.448826655104
2006-08-01,"68",,"6.5868860310000006",,"2.21877924035","8.8056652713500014","10.5707761","4.4643531581299998","15.035129258129999","6.0134216760246995","21.048550934154697","10.578704931672704",108.432921137177
2006-09-01,"67.400000000000006",,"17.666963631999998",,"1.8556655645999998","19.522629196599997","12.363381116189998","4.0146538037899999","16.378034919979999","11.913632469548798","28.291667389528797","8.277580265108698",123.491876851237
2006-10-01,"68.590688",,"16.336968621600001",,"2.2509436018","18.5879122234","24.965109712109996","13.292526803049","38.257636515158993","9.0238690692203996","47.281505584379389","28.747277767081719",163.207383574861
2006-11-01,"70.71566700000001",,"20.343585739399998",,"2.1351835993000003","22.478769338699998","34.440122224516998","12.804124453850999","47.244246678368","14.103905885763041","61.348152564131041","18.003949525932722",172.546538428764
2006-12-01,"139.62669",,"9.7533622100000024",,"2.5889567996","12.342319009600002","15.456875105841","9.1469127793320002","24.603787885172999","9.378129343866302","33.981917229039297","38.798523577150547",224.74944981579
2007-01-01,"74.76563800000001",,"13.94218699",,"3.5922258899999999","17.534412879999998","21.94207471","8.4954159300000001","30.43749064","9.0117989399999985","39.449289579999999","21.210907540000001",152.960248
2007-02-01,"42.651754999999994",,"25.061609466942841","0.703654","2.4486669593000001","28.21393042624284","6.0910464499999994","1.9569672891499998","8.0480137391499991","3.8162264686498899","11.864240207799888","6.6303163035244301",89.3602419375672
2007-03-01,"32.249959000000004",,"14.073316599600002",,"3.9662913790000003","18.039607978600003","10.412131359999998","2.0857094303100001","12.497840790309999","8.6146829888020005","21.112523779111999","14.790501628855235",86.1925923865672
2007-04-01,"39.539653999999999",,"8.6575514800000004","1.0444334908999999","1.8041244209","11.506109391799999","24.909535643889999","12.807501264788","37.717036908677997","11.236929113274432","48.953966021952425","5.9782831449631031",105.978012558716
2007-05-01,"55.976368000000001",,"12.14491100975","1.0281413812990001","3.5256686113999995","16.698721002449002","39.389194360000005","10.2113199490794","49.600514309079401","7.0873774394093596","56.687891748488759","20.440000000000001",149.802980750938
2007-06-01,"61.084878000000003",,"78.100418461000004","1.9613288262000002","4.3427197080000006","84.404466995200011","28.321135210000001","9.5768132059689002","37.897948415968898","9.8203909997870014","47.718339415755899","7.4190243251798638",200.626708736136
2007-07-01,"62.56563899999999",,"5.7476157800000003","3.4040657053799999","7.1668822492000004","16.31856373458","14.97855246","12.948704010790001","27.927256470789999","25.329602078506142","53.25685854929614","8.6023556856093837",140.743416969486
2007-08-01,"31.602581000000001",,"62.109891830099997","3.3126209095000001","3.4210051797000003","68.843517919299998","5.6168091869999994","1.9999507127599998","7.616759899759999","20.687174588435401","28.303934488195399","33.697622198904128",162.4476556064
2007-09-01,"31.922269",,"31.622875858999997","0.1863992736","3.0967812186999994","34.906056351299995","8.9296710400000006","2.7105895610605","11.640260601060501","23.834787559270001","35.475048160330502","17.246410092525068",119.549783604156
2007-10-01,"46.1","7.0835600000000012E-2","12.9640026308","0.8078594469","3.2206955681999996","17.063393245899999","24.565066246800001","12.52073805184","37.085804298639999","32.336618683914104","69.42242298255411","37.68",170.265816228454
2007-11-01,"72.461392000000004",,"22.795313411999999","0.34843848999999999","3.4956304115300001","26.63938231353","10.527794869999999","9.6552371006099982","20.183031970609996","17.447927903771998","37.630959874381993","47.02",183.751734187912
2007-12-01,"87.948954669999992",,"19.62986871","0.20464181367789999","4.0063533199999997","23.840863843677898","15.229673267262749","9.5720491649541994","24.801722432216948","18.939517237095981","43.741239669312932","24.626000000000001",180.157058182991
2008-01-01,"23.054404599999998",,"20.284898420999998","0.10168997","1.6426116789999998","22.029200069999995","17.542777360000002","13.302388879900001","30.845166239900003","25.559198557517998","56.404364797417998","47.082795125728495",148.570764593146
2008-02-01,"24.738582999999998",,"11.611373519299999","1.4353577396000001","2.1222124290500002","15.16894368795","6.098872920999999","1.9464368419200002","8.0453097629199988","13.560234292631","21.605544055551","28.935356208765761",90.4484269522668
2008-03-01,"65.679280000000006",,"11.481972769999999","0.25137600988999997","3.2386932188100004","14.9720419987","10.845626106283998","4.5296064658123196","15.375232572096317","19.558893146930799","34.934125719027115","14.463793676478769",130.049241394206
2008-04-01,"65.136660820000003",,"33.805827720199993","3.2331283700000002","3.0570309587000004","40.0959870489","25.181665780400003","11.574981006679998","36.756646787080001","22.422297909847131","59.178944696927132","15.071020445439204",179.482613011266
2008-05-01,"16.187125569528199",,"23.908543699722379","2.2366861098699999","4.7307907880371705","30.876020597629548","11.43715033","8.5299322812060758","19.967082611206074","27.86625547838576","47.833338089591834","4.88",99.7764842567496
2008-06-01,"23.57456141054092",,"41.081827349793009","0.97302914632321724","3.6577039078372957","45.712560403953525","5.7131223765499994","14.121646716509002","19.834769093059002","27.739086737943502","47.573855831002504","0.53765512586014841",117.398632771357
2008-07-01,"72.925376",,"70.240026379662908","13.032773376656648","5.1407016212903081","88.413501377609862","16.29","9.6","25.89","24.14","50.03","8.8000000000000007",220.16887737761
2008-08-01,"69.359472000000011",,"15.526019090152511","2.7002900008409281","2.99657960142796","21.2228886924214","5.4598029599999993","1.8827871191757344","7.3425900791757339","15.857345575823826","23.19993565499956","2.6565162032011864",116.438812550622
2008-09-01,"227.69989899999999","0.233783549356223","39.470490679556519","3.4044083404719547","3.8343645894288998","46.943047158813599","9.3707019630400019","3.7018093561482059","13.072511319188209","21.576267155887944","34.648778475076156","5.739369358583402",315.031093992473
2008-10-01,"324.2",,"40.626870659051768","0.45937099999999997","6.2784887184243479","47.364730377476114","23.73","7.58","31.310000000000002","14.38","45.690000000000005","17.251000000000001",434.505730377476
2008-11-01,"236.26","1.34","9.4","3.89","4.2","18.830000000000002","44.68","6.53","51.21","16.54","67.75","6.6",329.44
2008-12-01,"296.3","0.13789999999999999","21.475651450502149","4.1408442596843607","1.5361249798982786","27.290520690084787","11.54554991087222","13.778371151694934","25.323921062567152","13.144","38.46792106256715","1.3540000000000001",363.412441752652
2009-01-01,"274.60000000000002",,"23.069170791965572","8.2028422123520812","0.76674526972740309","32.038758274045058","9.4257893799999994","3.2660975607030123","12.691886940703011","26.576195440452622","39.268082381155637","3.8245424347200001",349.731383089921
2009-02-01,"397.7",,"5.2806850000000001","2.2043314203730251","2.6874743486370147","10.172490769010039","4.9601740989700005","3.33569671010043","8.295870809070431","11.148245446196043","19.444116255266472","60.430846199999998",487.747453224277
2009-03-01,"133.30000000000001",,"50.480092700143416","6.6831215337360081","5.3926946396338584","62.555908873513282","10.609997829999999","4.3604179528999714","14.97041578289997","29.385722509056613","44.356138291956583","4.6928530799999999",244.90490024547
2009-04-01,"137.9",,"0.90346810043041603","8.4343907395152371","4.566175681731707","13.90403452167736","64.672688889999989","9.1241377876025815","73.796826677602567","30.945904578124615","104.74273125572718","48.828714499999997",305.375480277405
2009-05-01,"81.675076000000004",,"11.5928744097","1.9264669611378766","1.386976708668723","14.906318079506599","8.8654878900000007","6.2469609996704296","15.11244888967043","19.805690190926093","34.918139080596525","22.887988799999999",154.387521960103
2009-06-01,"95.247557226685799",,"6.1337506996987088","1.8757981693517647","1.9271980601682919","9.9367469292187653","13.272957959999999","8.1434352939295849","21.416393253929584","25.44090391540832","46.857297169337905","62.86",214.901601325242
2009-07-01,"70.657969000000008",,"46.778114819999999","5.8361637704447595","3.0342200414965568","55.648498631941308","6.1421123699999995","1.8911185611624579","8.033230931162457","36.568419273999268","44.601650205161725","38.764192469931302",209.672310307034
2009-08-01,"103.804675",,"3.648158","7.8205935194130518","3.5673863600878035","15.036137879500856","4.8178990700000002","4.7041990126099993","9.5220980826100003","23.818740431170951","33.340838513780952","60.916580859932509",213.098232253214
2009-09-01,"98.29956",,"23.93160995766571","3.620888461948637","1.8966596499282649","29.449158069542612","12.431262299999998","4.2742715430000002","16.705533842999998","26.323958763237485","43.029492606237483","51.41931691964389",222.197527595424
2009-10-01,"86.826172999999997",,"21.011352881000001","2.1961899210456242","3.2517625495143903","26.459305351560012","40.252484391697379","5.6666436920398828","45.919128083737263","35.578010209542043","81.497138293279306","50.8",245.582616644839
2009-11-01,"128.228219",,"25.085709009999999","3.7076057699738882","2.8597603501304163","31.653075130104302","11.47569333","4.5343280400000001","16.01002137","17.971999089598285","33.982020459598289","92.32",286.183314589703
2009-12-01,"224.603757",,"4.3404470800000006","11.146450529999999","2.8734314101000002","18.3603290201","19.546414789999996","7.6189671540669996","27.165381944066997","32.494591551569869","59.659973495636862","121.1",423.724059515737
2010-01-01,"129.56799999999998",,"19.696263610000003","1.12913814","3.8921997505451942","24.717601500545197","5.9139602400000006","1.0420747995399999","6.9560350395400006","37.361649199756101","44.317684239296099","92.46",291.063285739841
2010-02-01,"223.53943900000002",,"32.617242218077479","6.8638327697704451","3.381623379942611","42.862698367790536","47.729695949219348","4.2163430830762074","51.946039032295559","24.353943072654232","76.299982104949791","83.581592959397412",426.283712432138
2010-03-01,"199.87430900000001",,"10.569561919999998","0.25479719000000001","4.1076115099999999","14.931970619999998","27.083501320000003","5.8622265016999995","32.945727821700004","38.597769011129998","71.543496832830002","118.2",404.54977645283
2010-04-01,"110.9",,"14.119416650000002","11.5","4.548694119928264","30.168110769928266","35.589339160197099","3.6384045085416274","39.227743668738725","46.973125816327112","86.200869485065837","87.700000000000017",314.968980254994
2010-05-01,"58.5",,"14.002879790530846",,"5.1441535498134865","19.147033340344333","9.8409571296126259","5.4037733285164986","15.244730458129125","27.920883652180734","43.165614110309861","206.85",327.662647450654
2010-06-01,"107.5",,"13.861616610000002","6.0895417002869436","2.6944431300000002","22.645601440286946","21.383549463382924","5.5069610925411769","26.890510555924102","20.685547657546628","47.576058213470731","97.850026163730263",275.571685817488
2010-07-01,"60.050051999999994",,"3.5507402998565301","30.96","3.3917183691822093","37.902458669038737","31.562433241891249","2.4567552891408897","34.019188531032135","40.526790835882352","74.54597936691448","41.804549706226688",214.30303974218
2010-08-01,"58.668190999999993",,"0.86345334002869434","5.1829850295695836","2.8536992307604021","8.9001376003586792","38.634957949704805","3.8894770208179912","42.524434970522798","29.991061378046687","72.515496348569485","121.34268247535151",261.42650742428
2010-09-01,"69.783951000000002",,"15.846949289813491","18.198336000000001","3.1602639899999998","37.205549279813489","7.6058830853508335","3.7287490709840001","11.334632156334834","23.620233161375896","34.954865317710727","40.771875761563848",182.716241359088
2010-10-01,"69.654148520000007",,"4.9721600000000006","5.2122000000000002E-2","4.0402158300000002","9.0644978300000005","74.949137019526546","5.1977337906599717","80.146870810186513","41.699635860688673","121.84650667087519","87.312647740000003",287.877800760875
2010-11-01,"67.929496290000003",,"30.289669909712643","2.1060256402873563","7.0204985200000003","39.416194070000003","55.700672150059106","6.7580831114008895","62.458755261459999","9.533859970731001","71.992615232191","169.3900659",348.728371492191
2010-12-01,"335.59641891000001",,"44.357923250000006","316.42556798999999","3.54705388","364.33054512000001","54.963115094889993","9.4266615000000016","64.389776594889994","25.199644624869229","89.589421219759231","67.475814882767622",856.992200132527
2011-01-01,"40.015751999999999",,"8.9265457700000006","4.4881628400000002","2.5538563999999999","15.968565010000003","22.619335759999998","1.9089548499999982","24.528290609999996","32.38453209","56.912822699999992","125.34524325",238.24238296
2011-02-01,"85.100659000000007",,"21.389183680000002","11.178746800000001","1.8443865100000001","34.412316990000001","19.855219406306858","4.4595044336931391","24.314723839999999","17.09105065","41.405774489999999","86.749204570000003",247.66795505
2011-03-01,"44.515961000000004",,"22.758500000000002","6.7484077500000001","4.9749157300000002","34.481823480000003","60.020047199999993","7.7064240521046381","67.726471252104631","48.295389779999994","116.02186103210462","87.199038720000004",282.218684232105
2011-04-01,"76.171528999999992",,"11.467009099999999","4.5928113800000006","3.0032442400000003","19.06306472","25.14152906","3.9349551591000003","29.076484219099999","46.706571890769233","75.783056109869236","53.394222139999997",224.411871969869
2011-05-01,"97.612912499999993",,"22.894531929999999","24.784552509999997","2.2589357900000002","49.938020229999999","91.085561459521045","11.779153634649999","102.86471509417105","28.077875529767777","130.94259062393883","144.3770954402035",422.870618794142
2011-06-01,"73.092775000000003",,"27.091623259999999","40.671888890000005","1.13874553","68.902257679999991","70.220329499601135","20.475690275718865","90.696019775319996","21.340320509999998","112.03634028531999","142.0115466",396.04291956532
2011-07-01,"78.549781999999993",,"14.308127330000001","1.46197997","2.29537909","18.06548639","76.573096340697688","6.1851862468616252","82.758282587559307","29.777899359999999","112.5361819475593","140.61650263999999",349.767952977559
2011-08-01,"4.5619999999999994",,"13.456249999999999","411.57828851999994","1.11174738","426.14628589999995","8.5400893225999983","14.840783398939999","23.380872721539998","45.181493970538568","68.562366692078569","111.79203892011647",611.062691512195
2011-09-01,"2.0773619999999999",,"39.109289599999997",,"4.6517368799999996","43.761026479999998","77.253030788999993","8.2264807139200009","85.479511502919991","66.264248750436678","151.74376025335667","223.20521025404656",420.787358987403
2011-10-01,"18.549999999999997",,"25.600675728704509","24.947347839854441","4.8401922919941773","55.388215860553125","67.23607002","6.4390006939898097","73.675070713989811","40.583790691091714","114.25886140508152","112.20468361815136",300.401760883786
2011-11-01,"27.012808",,"20.453238440758017","16.32460717731778","2.0423959106712331","38.820241528747033","16.662531860000001","5.6594225755521865","22.321954435552186","34.557834512215742","56.879788947767928","249.55514014005684",372.267978616572
