"MES","SEML01","SEML02","SEML03","SEML04","SEML05","SEML06","SEML07","SEML08","SEML09","SEML10","SEML11","SEML12","SEML13"
2001-06-01,"106.4","686.8","793.19999999999993","54.4","269.09999999999997","583","7982",,"20.400000000000002","0.751","2","3045","12749.851000000001"
2001-07-01,"140.6","888.9","1029.5","40.200000000000003","218.2","717","13067","9.1560000000000006","26.799999999999997","0.54659999999999997","9","5470","20587.402600000001"
2001-08-01,"62","531","593","71","133.69999999999999","716","13187",,"34","0.69720000000000004","4.4000000000000004","4091","18830.797200000001"
2001-09-01,"33","630","663","38","304","916","16963",,"51","0.97960000000000003","9","4047","22991.979599999999"
2001-10-01,"8","648","656","53","302","1078","9192",,"30","0.95069999999999999","1","3954","15266.950699999999"
2001-11-01,"9","685","694","117","346","253","12539","3.407","29","1.1774",,"3708","17690.5844"
2001-12-01,,"570","570","65","401","634","10854","4.1109999999999998","18","0.62619999999999998","10","16259.5","28816.237200000003"
2002-01-01,"60.7806","1077.0989999999999","1137.8796","79.716999999999999","190.66803999999999","926.74869999999999","11948.63","11.37","43.461100000000002","0.60599999999999998","13.9","5407.1095599999999","19759.09"
2002-02-01,"82.058999999999997","1080.0260000000001","1162.085","27.751999999999999","171.10957999999999","212.76","7899.1","9.4410000000000007","19.448","0.67786999999999997","33.200000000000003","5631.4565499999999","15166.030000000002"
2002-03-01,"95.224000000000004","1151.9743000000001","1247.1983","26.1","99.969819999999999","288.26711","7110.7","4.6996000000000002","24.669599999999999","0.90529999999999999","4","3221.9902699999998","12027.5"
2002-04-01,"20.552199999999999","1159.7122999999999","1180.2645","53.240400000000001","198.07687000000001","1576.4477999999999","15178.2","10.610099999999999","42.637","0.73133000000000004","8.1","4815.3720000000003","23062.679999999997"
2002-05-01,"171.10509999999999","827.14559999999994","998.25069999999994","65.678399999999996","216.34802999999999","431.77289999999999","13576.8","5.2171000000000003","31.373100000000001","0.94272","42.3","3419.8870499999998","18788.57"
2002-06-01,"351.79050000000001","708.15250000000003","1059.943","26.453800000000001","114.20422000000001","1079.8221000000001","14876.2","12.1289","47.586799999999997","0.77544999999999997","10.7","2671.0257299999998","19898.840000000004"
2002-07-01,"229.0761","1467.8130000000001","1696.8891000000001","52.736499999999999","153.80215000000001","596.87699999999995","8042.6","14.9773","25.806000000000001","0.9758","18.5","2407.5361499999999","13010.700000000003"
2002-08-01,"253.17769999999999","583.38289999999995","836.56059999999991","14.182600000000001","84.174199999999999","1581.5791999999999","13822.8","11.4749","46.323799999999999","0.91646000000000005","19.600000000000001","2335.6582400000002","18753.269999999997"
2002-09-01,"264.88029999999998","964.93200000000002","1229.8123000000001","25.992000000000001","170.83565999999999","1030.9176","12306.3","11.5761","47.853499999999997","0.74789000000000005","0.2","5077.9949500000002","19902.230000000003"
2002-10-01,"342.25299999999999","1046.328","1388.5809999999999","66.605000000000004","239.73795999999999","866.39919999999995","13180.9","14.8506","50.789000000000001","0.74197999999999997","30","8187.9052600000005","24026.510000000002"
2002-11-01,"127.87130000000001","762.39469999999994","890.26599999999996","12.7866","334.01681000000002","641.14009999999996","11650.2","16.9145","44.725000000000001","0.65214000000000005","8.9","4962.2188500000002","18561.820000000003"
