"MES","AMFV01","AMFV02","AMFV03","AMFV04","AMFV05","AMFV06","AMFV07","AMFV08","AMFV09","AMFV10","AMFV11","AMFV12","AMFV13"
2006-10-01,"968694.8218235001","123862.68656402268","19814.126115528867","104048.56044849381","1092557.5083875228","355395.14671258442","30923.866580000147","-158292.66717449762","421071.44199943356","649097.78811752051","443459.72027000226","189116.32547999918","254343.39479000308"
2006-11-01,"1571479.3157179989","255586.47759656794","66674.103296568617","188912.37429999933","1827065.7933145668","-160908.72322314419","-26438.099289500155","405790.59051300026","84238.824774215929","302682.59277457185","1524383.200539995","765633.75771000236","758749.44282999262"
2006-12-01,"772180.97346780449","363822.40502922609","147028.01860572025","216794.38642350584","1136003.3784970306","-1418513.7886677478","147171.06455019955","115596.769175414","-55689.700394240208","-1211435.6553363744","2347439.033833405","1050286.7101133987","1297152.3237200063"
2007-01-01,"1337791.4695814066","-220688.66356806085","48961.767828438431","-269650.43139649928","1117102.8060133457","956787.73017916828","46799.158035200555","197321.86281972006","-258740.99312414275","942167.75790994614","174935.04810339957","376651.59091340005","-201716.54281000048"
2007-02-01,"1304378.1114499122","128699.92806434818","30578.686970794573","98121.241093553603","1433078.0395142604","484944.13446540572","-29180.187416299712","43402.406990522519","149480.88227122789","648647.23631085642","784430.80320340395","524715.55481340364","259715.24839000031"
2007-03-01,"1299223.5874443054","-34403.645490378141","-380738.25704553723","346334.61155515909","1264819.9419539273","614002.15973341651","-10329.395713800099","-274790.71552080661","-124550.38609488169","204331.66240392812","1060488.2795499992","636316.59581999853","424171.68373000063"
2007-04-01,"1324315.2391593009","572514.78146607243","102998.94785748981","469515.83360858262","1896830.0206253733","1418338.7993504703","-39238.609527700115","298026.59380860068","-158900.06525599724","1518226.7183753736","378603.30224999972","214204.14222999662","164399.1600200031"
2007-05-01,"846595.44125410914","524199.66013513319","68375.197569737211","455824.46256539598","1370795.1013892423","263199.81063870154","10295.88977439981","-69117.03578247875","-476253.22433477547","-271874.55970415287","1642669.6610933952","974343.4505534023","668326.2105399929"
2007-06-01,"166636.20725189149","635693.83911678009","188726.42833294533","446967.41078383476","802330.04636867158","-787303.42601913773","-131888.73564449977","44785.748558117077","241687.09574078862","-632719.3173647318","1435049.3637334034","523348.18920340389","911701.17452999949"
2007-07-01,"1224882.7085682452","32538.863893639296","-84359.511172544211","116898.37506618351","1257421.5724618845","751967.93636990525","-61377.69921820052","1716.4286550730467","-76253.639638507739","616053.02616827004","641368.54629361443","387591.22653360292","253777.31976001151"
2007-08-01,"1078082.8302257359","249021.18377250433","165305.35119686276","83715.832575641572","1327104.0139982402","-323946.64907630719","-37853.400401199702","-11717.61213164404","547844.7163171866","174327.05470803566","1152776.9592902046","439797.70397020504","712979.25531999953"
