"MES","AMFV01","AMFV02","AMFV03","AMFV04","AMFV05","AMFV06","AMFV07","AMFV08","AMFV09","AMFV10","AMFV11","AMFV12","AMFV13"
2007-09-01,"2059169.0044936985","159821.80532589927","-364449.11967409775","524270.92499999702","2218990.8098195978","375673.33710460737","-20358.258243099786","739526.24119249545","-128279.14651438687","966562.17353961617","1252428.6362799816","669381.44161998853","583047.19465999305"
2007-10-01,"1051792.0043034703","166098.51264857873","-96101.566677000374","262200.07932557911","1217890.516952049","179080.93195307255","-49146.027366700582","376315.84939463995","-186690.05726331007","319560.69671770185","898329.82023434713","580999.24505434558","317330.57518000156"
2007-11-01,"894054.14191411436","335699.22301980108","-9873.12672650069","345572.34974630177","1229753.3649339154","8564.5733953062445","-31348.435111499857","119129.54416543618","400444.81091621844","496790.49336546101","732962.87156845443","154278.43808845431","578684.43348000012"
2007-12-01,"1136532.4115647972","226395.08938917518","91338.487332500517","135056.60205667466","1362927.5009539723","-1714156.8058618307","-69518.186448299326","359000.24654475413","290142.94155916851","-1134531.8042062074","2497459.3051601797","735387.92696018517","1762071.3781999946"
2008-01-01,"2274736.9165650308","-171504.04816075135","-21348.763696399517","-150155.28446435183","2103232.8684042795","578062.0822375901","34124.48516419949","656309.24435173906","-5757.2554324553348","1262738.5563210733","840494.31208320614","751194.61709320545","89299.694990000688"
2008-02-01,"2703247.3562299162","106972.4761401657","151539.1048622001","-44566.628722034395","2810219.8323700819","849553.72365692444","17450.715274000075","33661.880196137354","431653.1446618815","1332319.4637889434","1477900.3685811386","952049.32695113868","525851.04162999988"
2008-03-01,"1043280.9862012267","-272317.0235147858","-278365.99978499953","6048.9762702137232","770963.96268644091","1181844.7107798196","-89307.464847700205","-608273.05962521769","-127593.5683322777","356670.61797462404","414293.34471181687","288792.70649182051","125500.63821999636"
2008-04-01,"1223588.393476963","432311.81952180434","150243.36025999952","282068.45926180482","1655900.2129987674","821950.79196486622","-23778.839029000141","-956653.16337691061","247584.42830372509","89103.217862680554","1566796.9951360868","804332.662876077","762464.33226000983"
2008-05-01,"1442642.4497140348","350375.28558088746","60674.489108121954","289700.79647276551","1793017.7352949223","255882.97902362421","91759.867605100386","-472056.18925568834","47734.434699249454","-76678.907927714288","1869696.6432226365","772957.60244263709","1096739.0407799995"
2008-06-01,"814235.00054206699","382637.91362143494","25700.839790614322","356937.07383082062","1196872.9141635019","634495.58624655008","30234.972364699934","-232484.30377651751","60074.772387289908","492321.02722202241","704551.88694147952","768501.58779148012","-63949.700850000605"
2008-07-01,"1949260.9202567488","1416031.0045091175","1069626.6680990271","346404.33641009033","3365291.9247658662","2331323.1683967896","-23844.40170159936","-725427.80074752308","-72172.162587219849","1509878.8033604473","1855413.121405419","800564.00149542093","1054849.119909998"
2008-08-01,"934263.71607298404","193457.48621574044","35764.294543281198","157693.19167245924","1127721.2022887245","905577.61226194724","-8.7916539004072547","-633320.86207530461","475541.78965200577","747789.74818474799","379931.45410397649","302496.63480398059","77434.819299995899"
2008-09-01,"829198.61307759583","432075.83016108163","-70437.283226540312","502513.11338762194","1261274.4432386775","-36071.320756658912","13794.00193199981","339728.30884632654","-119816.17253091838","197634.81749074906","1063639.6257479284","588815.34412792325","474824.28162000515"
2008-10-01,"-1507713.8098459244","617169.19739064574","330889.50193879753","286279.69545184821","-890544.61245527864","113625.7384525612","57093.116958600003","-633499.36102663167","365436.87558644032","-97343.630029030144","-793200.98242624849","204079.79255375266","-997280.77498000115"
2008-11-01,"939872.76886281371","350060.25127701461","118041.64843855053","232018.60283846408","1289933.0201398283","293402.49800407141","3086.2895273002796","691911.73328180052","265329.93235025043","1253730.4531634226","36202.56697640568","396981.90357640386","-360779.33659999818"
2008-12-01,"1500197.1934347302","529406.65176148713","241967.65409891307","287438.99766257405","2029603.8451962173","-1631007.2106997892","268958.49273409927","427328.62681540102","-11207.40011282498","-945927.49126311392","2975531.3364593312","1440443.269369334","1535088.0670899972"
2009-01-01,"39064.961202099919","-126103.45744712092","178524.40145288222","-304627.85890000314","-87038.496245021001","837160.72414625064","32571.607299600262","100852.06048839726","-382875.83347361768","587708.55846063048","-674747.05470565148","348309.48082435131","-1023056.5355300028"
2009-02-01,"514401.18101130426","-54987.37709068507","34769.744413137436","-89757.121503822505","459413.80392061919","693780.06674427912","-160026.29041559948","22926.008204884827","-386799.31715306314","169880.46738050133","289533.33654011786","663281.7139301151","-373748.37738999724"
2009-03-01,"489318.25803928077","363875.24081556313","284942.36828514002","78932.872530423105","853193.4988548439","718155.04027048498","-52320.701028000563","-168832.24607659876","63838.562318060547","560840.6554839462","292352.8433708977","716395.64585089684","-424042.80247999914"
2009-04-01,"368428.0109642297","775945.77817689255","265096.22353059426","510849.55464629829","1144373.7891411223","1406540.0456586629","-77834.700025299564","-108243.32997040264","-458529.25246762484","761932.76319533587","382441.02594578639","558938.87496578693","-176497.84902000055"
2009-05-01,"1402122.3851776421","480438.10874044895","171102.98644097894","309335.12229947001","1882560.4939180911","753944.25921489298","-45155.231980395503","614144.1870072037","661874.84332672972","1984808.0575684309","-102247.56365033984","-298462.00202033669","196214.43836999685"
2009-06-01,"809909.71431660652","490895.21884321049","-22171.375849340111","513066.5946925506","1300804.933159817","-570951.21270882338","-117607.26226532552","-18284.559832002968","-381234.22605784517","-1088077.260863997","2388882.1940238141","1528458.302543819","860423.8914799951"
2009-07-01,"656484.82459813356","175512.28681132384","717.49812340177596","174794.78868792206","831997.1114094574","928576.01432454214","-48236.164152232464","34881.324981071055","-329670.62853164086","585550.54662173986","246446.56478771754","254042.51264771074","-7595.9478599932045"
2009-08-01,"2615235.5467248708","577467.7139576301","297068.6183290258","280399.09562860429","3192703.2606825009","-85347.566739607602","-49143.407893936615","1757728.8952357452","721723.59835747769","2344961.5189596787","847741.74172282219","423257.66614281386","424484.07558000833"
2009-09-01,"2179074.7620925158","718437.27815883234","181455.67176966742","536981.60638916492","2897512.0402513482","-395248.91091908142","-54008.705634201411","710863.88752570935","-65660.991713899653","195945.27925852686","2701566.7609928213","1414270.2515528277","1287296.5094399936"
2009-10-01,"598918.07195110619","533227.3277694881","-69228.87899967283","602456.20676916093","1132145.3997205943","-959032.36583434418","-95984.640293091536","587181.99065565877","180249.6888219025","-287585.32664987445","1419730.7263704687","510067.33391047269","909663.39245999604"
2009-11-01,"1234506.6487535238","497896.57727416977","112745.2889088355","385151.28836533427","1732403.2260276936","-54466.24474458769","-30159.397896177601","1094152.9768733848","198879.558561699","1208406.8927943185","523996.3332333751","-281922.62938663363","805918.96262000874"
2009-12-01,"-905825.53479379416","905132.5650391914","218076.80693423375","687055.75810495764","-692.96975460276008","-2714611.8457057737","7864.4401840390638","-873027.35047200695","342536.86432480346","-3237237.8916689381","3236544.9219143353","1065694.396084331","2170850.5258300044"
2010-01-01,"-163602.55801790953","-423279.44772205316","-265324.81163997017","-157954.63608208299","-586882.00573996268","29849.50624621287","-67258.339124981314","-493125.85620559938","-230882.78953849338","-761417.47862286121","174535.47288289852","591431.81484290957","-416896.34196001105"
2010-02-01,"-798575.65086577833","471147.07501365431","288079.73672551848","183067.33828813583","-327428.57585212402","116265.21813463047","-35132.5374459452","-483142.66023010947","-122101.09046342643","-524111.07000485063","196682.49415272661","266601.65923272073","-69919.165079994127"
2010-03-01,"-259321.24385040998","226555.69830203801","-218505.57684680074","445061.27514883876","-32765.545548371971","468043.1406426765","-103232.1425045575","-87473.988710150123","-388420.86291636201","-111083.85348839313","78318.307940021157","147366.22655002028","-69047.91860999912"
2010-04-01,"219673.23468671739","1004467.7312657814","53204.969546383247","951262.7617193982","1224140.9659524988","2206863.5675193183","-36982.711098259315","410237.46723226458","-902734.15677963011","1677384.1668736935","-453243.20092119463","35482.174928806722","-488725.37585000135"
2010-05-01,"-105051.70346575975","751027.67362097837","-37614.503969086334","788642.1775900647","645975.97015521862","131034.82852169871","-27534.148522960488","-409959.27438496426","-106814.07048481843","-413272.66487104446","1059248.6350262631","141397.56865626574","917851.06636999734"
2010-06-01,"101120.40846604109","569520.01131508127","-13727.835490915924","583247.84680599719","670640.41978112236","1152631.9873709381","-132592.74135915609","188206.43051067181","49079.255503880326","1257324.9320263341","-586684.51224521175","-701604.48711520433","114919.97486999258"
2010-07-01,"938097.92877869308","847058.66730482876","-43627.49144243449","890686.15874726325","1785156.5960835218","1395819.361240387","-43349.304279477801","197181.92646089569","119495.98068395024","1669147.9641057551","116008.63197776675","-132974.83302223682","248983.46500000358"
2010-08-01,"735311.16894342005","774471.24601242691","56965.629478283226","717505.61653414369","1509782.414955847","1343511.6721683443","-41944.254007606301","188945.79831529967","-245247.56691959454","1245265.6495564431","264516.76539940387","426258.87133940309","-161742.10593999922"
2010-09-01,"2316309.365668714","809604.23148927465","111139.79175031558","698464.43973895907","3125913.5971579887","875214.45943367109","-29574.664062695112","1344337.2000641599","-31169.317744935397","2158807.6776902005","967105.91946778819","699756.5369977951","267349.38246999308"
2010-10-01,"1574712.956815809","860831.17720843665","-63891.101624766365","924722.27883320302","2435544.1340242457","644319.53254690394","22832.033415983431","595714.24576734379","113262.30842602719","1376128.1201562583","1059416.0138679873","265215.61285798252","794200.4010100048"
2010-11-01,"515113.17383410037","942013.56622083299","82051.853338478133","859961.71288235486","1457126.7400549334","284606.10510506853","-58522.278691563057","-523496.75861851498","232822.0445872054","-64590.88761780411","1521717.6276727375","507476.93454273045","1014240.693130007"
2010-12-01,"2199718.0156143606","1472909.7729846165","363231.2704256624","1109678.5025589541","3672627.788598977","-966031.93702889606","-63521.017487199279","361320.28169682994","583674.17801410821","-84558.494805157185","3757186.2834041342","-1040366.9196628556","4797553.2030669898"
2011-01-01,"-17453.568923994899","-84538.881583085284","-57428.225976249203","-27110.655606836081","-101992.45050708018","1309743.4005672485","-35992.264511959162","-230596.88104581088","220784.91107866308","1263939.1660881415","-1365931.6165952217","-229352.51865373552","-1136579.0979414862"
2011-02-01,"1911382.5640366524","478411.81494852342","1293.4704797212034","477118.34446880221","2389794.3789851759","1206223.6585740559","-126475.79836504487","398572.15288543329","455571.84180116979","1933891.8548956141","455902.52408956178","387433.90943107009","68468.614658491686"
2011-03-01,"474422.50767244399","663837.15691921674","-154018.3674246911","817855.52434390783","1138259.6645916607","-79067.104853335768","-32989.916007468244","322431.72991162911","287798.13462826796","498172.84367909306","640086.82091256767","808338.32720407099","-168251.50629150332"
2011-04-01,"2371719.3077992499","624266.95134645142","-526420.49276438914","1150687.4441108406","2995986.2591457013","2168145.0714070424","-22176.974396118661","1470163.0716378614","-701232.21902342001","2914898.949625365","81087.309520336334","383315.17012683302","-302227.86060649669"
2011-05-01,"-463019.67088261247","1762542.5878219977","73134.007442995906","1689408.5803790018","1299522.9169393852","837790.776054658","-31555.661156930262","-329071.06035892293","159110.44613200845","636274.50067081326","663248.41626857198","545819.20739256591","117429.20887600607"
2011-06-01,"691374.42124940455","1291073.8665499333","128193.82174483128","1162880.0448051021","1982448.2877993379","-663965.54033327103","-17021.501019106014","-95407.839114103466","-76982.693568486255","-853377.57403496676","2835825.8618343044","1551253.9800948054","1284571.881739499"
2011-07-01,"2658281.4569035918","1086884.1052615419","24322.031266003847","1062562.0739955381","3745165.5621651337","2202439.2139175683","-10305.028323764913","747312.35588372126","145490.61494271364","3084937.1564202383","660228.40574489534","297002.09744460136","363226.30830029398"
2011-08-01,"3716496.6032220721","1421907.5532209948","531654.15381523967","890253.3994057551","5138404.1564430669","877420.98367489874","9860.8211818146519","2108644.3247228563","505131.22832618328","3501057.357905753","1637346.7985373139","917587.62930810452","719759.16922920942"
2011-09-01,"-2188304.30125691","956115.29650520533","-31354.430689089","987469.72719429433","-1232189.0047517046","439132.85736050457","-31035.699936742662","-3004554.5201825611","-49618.819823496975","-2646076.1825822964","1413887.1778305918","1294949.5377895981","118937.64004099369"
2011-10-01,"3334650.7809079736","1157082.2948706616","459397.44288529642","697684.85198536515","4491733.0757786352","815675.2183463499","-1649.8259104311001","2272156.3787356317","297741.23652551742","3383923.0076970677","1107810.0680815675","382861.12378057092","724948.94430099661"
2011-11-01,"1186029.4339600056","2199023.7744855285","1192511.1871794686","1006512.5873060599","3385053.2084455341","621575.12875775248","31106.87906620861","-1125738.9763819017","1029688.4245742275","556631.45601628697","2828421.7524292469","1784587.1598332599","1043834.592595987"
2011-12-01,"-646491.82065023482","1815420.318727538","516550.71801967174","1298869.6007078663","1168928.4980773032","-1992189.5242233574","-58907.425022197654","-1717733.2096697465","-110168.22206776775","-3878998.3809830695","5047926.8790603727","2304874.7659918666","2743052.1130685061"
2012-01-01,"2919152.6658844352","226173.02847550251","16186.401797624305","209986.6266778782","3145325.6943599377","3207774.5814355016","-34118.752070477698","2068910.7646139637","-1213993.6794373333","4028572.9145416548","-883247.22018171707","107176.26969976723","-990423.4898814843"
2012-02-01,"1834293.222939685","267447.60532539338","-83069.91270788759","350517.51803328097","2101740.8282650784","929859.48893872648","-19257.020141276764","714043.45538872108","-468443.89451139467","1156202.0296747761","945538.79859030223","883580.16889181733","61958.629698484903"
2012-03-01,"-204995.53342868388","1202495.4974827766","324886.856818147","877608.64066462964","997499.96405409276","410082.77141654491","-64846.17654219456","-1306295.1593673341","-83744.910898046801","-1044803.4753910305","2042303.4394451233","1606116.2168466151","436187.22259850823"
2012-04-01,"536070.38031934202","1853647.6893340871","364287.46878521889","1489360.2205488682","2389718.0696534291","2273956.8635113537","-416.44730806560256","87460.328508354723","-521119.07211943506","1839881.672592208","549836.39706122107","220989.9129127115","328846.48414850957"
2012-05-01,"-1418755.2919670641","1398613.3282624297","60152.987690944225","1338460.3405714855","-20141.963704634458","-2348.8786273673177","-81305.02883616602","-1718170.7792918272","106475.73422627291","-1695348.9525290877","1675206.9888244532","1008835.1924367547","666371.7963876985"
2012-06-01,"364389.67240345478","1208349.2356942538","123845.44792741723","1084503.7877668366","1572738.9080977086","-268444.6016632542","63413.513086178806","98588.769481819123","-112373.15476146108","-218815.47385671735","1791554.3819544259","1151088.0037067458","640466.37824768014"
2012-07-01,"1899667.1242198497","1253757.8220710158","31599.29014377296","1222158.5319272429","3153424.9462908655","1997675.1561795473","-25553.578431867994","838229.02714331448","135671.38959538285","2946021.9944863766","207402.9518044889","1208213.6503167748","-1000810.6985122859"
2012-08-01,"2276561.5408362448","1307710.5640827585","163164.40533098765","1144546.1587517709","3584272.1049190033","1740930.7887234166","-26595.699932757299","850043.22369540855","-263295.32572150277","2301082.9867645651","1283189.1181544382","412508.16034673899","870680.95780769922"
2012-09-01,"2610367.5400017053","1468660.1743997373","813504.9118062593","655155.26259347796","4079027.7144014426","881357.80268730223","25931.178405926097","1880333.1022537686","513502.97360710381","3301125.0569541007","777902.65744734183","132126.85913848877","645775.79830885306"
2012-10-01,"2003346.9975566566","3230192.2949571591","2000276.2367411386","1229916.0582160205","5233539.2925138157","4002406.0512445197","-5967.4347946131602","-436132.69255585968","-155602.47111040261","3404703.4527836442","1828835.8397301715","861530.56871241331","967305.27101775818"
2012-11-01,"606414.77069963515","1187028.6188547164","43834.288541957736","1143194.3303127587","1793443.3895543516","-537329.75703079998","9525.9388073191512","486545.20130688697","-4920.1302538693417","-46178.747170463204","1839622.1367248148","1104064.8709270358","735557.26579777896"
2012-12-01,"1343345.6580264568","1867938.3536441252","945920.32325267047","922018.0303914547","3211284.011670582","-3621083.5344782546","-15027.010234368965","118488.32571702451","-412101.99590523727","-3929724.2149008363","7141008.2265714183","2326148.3275036514","4814859.899067767"
2013-01-01,"1373230.7836940289","494207.61494939774","77911.774586804211","416295.84036259353","1867438.3986434266","2098434.8895534426","-13062.680457263254","494110.85245375335","1205597.6780220561","3785080.7395719886","-1917642.340928562","473000.04736366868","-2390642.3882922307"
2013-02-01,"190984.24472886324","788272.59121365845","55434.27974280715","732838.3114708513","979256.83594252169","1830027.0092317611","-26435.75411797408","-1341798.3862191066","-428929.020302861","32863.848591819406","946392.98735070229","882456.87117181718","63936.116178885102"
2013-03-01,"1071901.8478926718","659157.1628176719","-23553.426550745964","682710.58936841786","1731059.0107103437","1061855.0166289583","-21496.772284977837","20557.632010512054","-64935.647198296618","995980.22915619588","735078.78155414783","891742.00621236861","-156663.22465822077"
2013-04-01,"565256.27170406282","2385516.9414135814","348549.41577486694","2036967.5256387144","2950773.2131176442","2877567.1831297427","30925.65664767893","-803164.78271367028","824134.2056468348","2929462.2627105862","21310.950407058001","705878.4960411638","-684567.5456341058"
2013-05-01,"-1410490.5230844319","1776535.7786899023","106407.95520399138","1670127.8234859109","366045.25560547039","-6942.8385326489806","-109534.16801895294","-1050651.7200592346","-727322.34206076246","-1894451.068671599","2260496.3242770694","1678856.7787311971","581639.5455458723"
2013-06-01,"-1027858.5243594944","1861298.1550689973","690912.78379640356","1170385.3712725937","833439.63070950285","-788714.12517014891","-25274.869928580243","-1836607.3480844907","1379063.7971056406","-1271532.5460775793","2104972.1767870821","455670.42755118012","1649301.749235902"
2013-07-01,"3616806.4011889696","1788977.5993175134","434124.35933239013","1354853.2399851233","5405784.000506483","2923436.607051529","48872.506672786782","1567155.1141844355","48148.579320663121","4587612.8072294146","818171.19327706844","1517944.017361179","-699772.82408411056"
2013-08-01,"-36115.893330559134","1209554.3570821434","216128.15525005758","993426.20183208585","1173438.4637515843","3500035.660899587","-24771.590762100881","-3308428.8189069387","176922.27488397621","343757.52611452341","829680.93763706088","984710.64074118435","-155029.70310412347"
2013-09-01,"723316.51991088688","1033758.4622782171","204444.3061530441","829314.15612517297","1757074.982189104","201715.53646097332","-11317.9057662962","-92136.857987135649","374066.30347449612","472327.07618203759","1284747.9060070664","200504.2936911732","1084243.6123158932"
2013-10-01,"-1710070.6400191337","1612139.6594236419","412895.14024827629","1199244.5191753656","-97930.980595491827","796567.83944261074","-56154.4007801814","460584.16041184776","-4332356.7855868516","-3131359.1865125746","3033428.2059170827","1596853.6331811845","1436574.5727358982"
2013-11-01,"-389297.98816782236","2067007.0355406553","381973.00809195638","1685034.0274486989","1677709.0473728329","-98489.998108252883","148285.3264581759","-1032133.7237248514","1473077.9726406678","490739.57726573944","1186969.4701070935","206130.8154412061","980838.65466588736"
2013-12-01,"2079712.6313745677","2414287.7845663577","1664139.2641320825","750148.52043427527","4494000.4159409255","-5498208.1675437763","20619.498970419401","98645.597695630044","521105.44891868136","-4857837.6219590455","9351838.037899971","4078705.3999799788","5273132.6379199922"
2014-01-01,"420465.15560236573","-290686.93328406662","361441.38959638029","-652128.32288044691","129778.22231829911","1548014.4619924277","-19239.563624643488","33967.452568473294","68078.206042027799","1630820.5569782853","-1501042.3346599862","735107.86515000463","-2236150.1998099908"
2014-02-01,"481905.5158098042","1124908.7186672315","392960.95639640838","731947.76227082312","1606814.2344770357","940470.71362528205","-16327.373855487211","1040247.824214533","-90698.919937311905","1873692.2440470159","-266878.0095699802","136721.91240000725","-403599.92196998745"
2014-03-01,"1227962.8323144466","1264044.3800998107","255789.02207260579","1008255.3580272049","2492007.2124142572","1673585.0213320032","-1570.9487920240499","-108945.03890930489","-298792.97566637909","1264276.0579642951","1227731.1544499621","1147541.5140899867","80189.640359975398"
2014-04-01,"856599.44674016535","2269503.1229476631","64160.984483480453","2205342.1384641826","3126102.5696878284","1772378.9306175113","-4408.4680542503484","271668.24022808671","228871.27752648341","2268509.980317831","857592.58936999738","1351805.5196499974","-494212.93027999997"
2014-05-01,"535693.99698242545","1827869.04240321","101952.41566482559","1725916.6267383844","2363563.0393856354","1067061.1551038399","-11725.394766113022","-292736.85125605017","891860.5051639583","1654459.414245635","709103.62514000037","-1157.8519500046968","710261.47709000506"
2014-06-01,"1972628.5978515595","1638668.938620273","685283.52245353535","953385.41616673768","3611297.5364718325","-416400.40528845042","103251.78841300448","913544.42197180912","863096.98704547714","1463492.7921418403","2147804.7443299922","1171561.6673800051","976243.07694998709"
2014-07-01,"1408965.8449658155","1445758.0303941518","166649.80493725836","1279108.2254568934","2854723.8753599674","3065261.1515978649","-67651.096382056596","-339688.75259186327","380505.11009600479","3038426.4127199501","-183702.53735998273","1028616.4624700099","-1212318.9998299927"
2014-08-01,"3488092.2579244077","749543.0187253952","277748.00746181607","471795.01126357913","4237635.2766498029","2671634.7979845554","-1520.6407570980955","-105977.67869016156","921724.88632252347","3485861.3648598194","751773.91178998351","816472.36969999969","-64698.457910016179"
2014-09-01,"-561101.9443603754","1217950.4566148221","249562.31856624782","968388.13804857433","656848.51225444674","-1608417.9835250527","96374.595924966736","-1315283.5235122293","168249.08166674525","-2659077.8294455698","3315926.3417000165","1677447.4016200006","1638478.9400800159"
2014-10-01,"299744.23224839568","1279433.8102168217","144885.31018536538","1134548.5000314564","1579178.0424652174","-1436920.1858764812","-1614.6056352781598","-76920.902200348675","-121973.08723265678","-1637428.7809447648","3216606.823409982","2303868.7337199748","912738.08969000727"
2014-11-01,"117458.2529501915","2018419.7310587317","358942.00109188259","1659477.7299668491","2135877.9840089232","-386561.99886866659","-30930.46220448683","-125525.20796517283","-300978.52931275964","-843996.19835108588","2979874.1823600093","541032.0500600189","2438842.1322999904"
2014-12-01,"-2016385.4092984051","2318375.8405878916","818275.99374271184","1500099.8468451798","301990.43128948659","-9418332.9289579242","849.87267868639901","-51736.14101271145","-1703315.0618285593","-11172534.259120509","11474524.690409996","6107450.3623999804","5367074.3280100152"
2015-01-01,"-1303581.9198724031","120098.72443278879","302141.80924280733","-182043.08481001854","-1183483.1954396144","2370605.8885867149","-42957.499349616468","-876564.90334632061","1209367.7585196029","2660451.2444103807","-3843934.4398499951","-1805280.5946899951","-2038653.84516"
2015-02-01,"309930.52597619593","257645.19846498966","-402129.72669488192","659774.92515987158","567575.72444118559","400491.94837516546","-22759.259036674164","-152051.81568327546","708968.6006659409","934649.47432115674","-367073.74987997115","1326319.8064200431","-1693393.5563000143"
2015-03-01,"-966932.32695800066","2339754.6979805082","1080228.3686898947","1259526.3292906135","1372822.3710225075","225749.15053077042","57896.74985732697","40448.207298725843","1781247.6130456869","2105341.7207325101","-732519.34971000254","-805086.12966002524","72566.779950022697"
2015-04-01,"395522.86859440804","2379677.3299446218","222813.82075252756","2156863.5091920942","2775200.1985390298","2044452.3640577197","96372.830001728144","119762.98210483976","-885241.14902523439","1375347.0271390532","1399853.1713999766","2477456.5348899961","-1077603.3634900195"
2015-05-01,"-682495.23333640397","2218389.3840425797","424894.79916744307","1793494.5848751366","1535894.1507061757","-1601054.6762140393","-3800.0775575316511","132076.48890351132","-358816.78505576309","-1831595.0499238227","3367489.2006299985","2191809.5283100009","1175679.6723199976"
2015-06-01,"56282.36676722765","3091973.616914127","1675071.6415441222","1416901.9753700048","3148255.9836813547","1609344.640155755","-12327.840643901378","319483.50965181552","-2297694.7751823161","-381194.46601864696","3529450.4497000016","2785700.9244599938","743749.52524000779"
2015-07-01,"-1388977.3720542341","1810873.6511537656","249196.86397828907","1561676.7871754766","421896.27909953147","2609741.9353191331","270840.95127268392","186030.03913374618","-2959416.0303660771","107196.89535948634","314699.38374004513","2293273.2922200412","-1978573.908479996"
2015-08-01,"-66131.97499281168","1671023.3131805025","221757.70358050987","1449265.6095999926","1604891.3381876908","796247.95123348385","-12783.068460719194","196872.68875881098","-883045.79706386896","97291.77446770668","1507599.5637199841","2007296.0580099821","-499696.49428999797"
2015-09-01,"-949996.7461553812","1454295.1518636346","150036.93076364696","1304258.2210999876","504298.40570825338","-959916.85066752881","-15474.065254610963","201271.836855039","-1391397.4690646033","-2165516.5481317043","2669814.9538399577","1786104.6410899758","883710.31274998188"
2015-10-01,"-1880580.9040836096","2144826.2137296163","351256.24912103638","1793569.9646085799","264245.30964600667","-1676971.0069213882","55801.598521580687","199427.5940662846","-502086.4788405057","-1923828.2931740286","2188073.6028200351","1766146.2552200258","421927.34760000929"
2015-11-01,"-2860415.233980611","2352852.7348709367","392325.33189916238","1960527.4029717743","-507562.49910967425","-1095739.8253507912","-12796.544917656342","143500.40963631868","-2280342.67029755","-3245378.6309296787","2737816.1318200044","1113475.6316999793","1624340.5001200251"
2015-12-01,"-1728206.2316331863","3464843.1066253856","991442.32882652432","2473400.7777988613","1736636.8749921992","-12995668.585896298","5497.777203992242","1320564.370663913","-1771104.7570193876","-13440711.195047781","15177348.07003998","8080236.7968400121","7097111.273199968"
