"MES","BCXA01","BCXA02","BCXA03","BCXA04","BCXA05","BCXA06","BCXA07","BCXA08","BCXA09","BCXA10","BCXA11","BCXA12","BCXA13","BCXA14","BCXA15","BCXA16"
2001-12-01,"3231631","278505","1550216","1402910","4668584","23742784","23511910","17285359","379585","1396126","4450840","230874","1567381","0","3718278","36928658"
2002-01-01,"2876049","194493","1331698","1349858","4979311","23563633","23312990","16605558","642445","1422157","4642830","250643","1514738","0","3645516","36579247"
2002-02-01,"2652591","212430","1186070","1254091","4969787","23652664","23412490","16591306","493955","1622447","4704782","240174","1364984","0","3686336","36326362"
2002-03-01,"2442879","189600","897459","1355820","4924996","23758309","23513717","16790830","511238","1508705","4702944","244592","1372754","0","3729137","36228075"
2002-04-01,"2422176","184074","810731","1427371","5197801","23816748","23568611","16726324","471967","1567605","4802715","248137","1306165","0","3820758","36563648"
2002-05-01,"2364591","212296","1015495","1136800","4809408","23707485","23455415","16521112","534856","1459740","4939707","252070","1307384","0","3687030","35875898"
2002-06-01,"2559450","217974","1309224","1032252","4499010","23774119","23519708","16666011","443438","1416569","4993690","254411","1625995","0","3831908","36290482"
2002-07-01,"3005911","196785","1967538","841588","2532668","23627833","23343035","16038103","747202","1520591","5037139","284798","2391978","0","3879424","35437814"
2002-08-01,"3135012","153789","2060641","920582","2458510","23534836","23207881","15930696","460495","1699317","5117373","326955","2216773","0","3940473","35285604"
2002-09-01,"2981839","196519","1701805","1083515","3061718","23522632","23063353","15697504","534629","1633279","5197941","459279","1972403","0","3926655","35465247"
2002-10-01,"3136372","200730","1698262","1237380","3383764","23578079","23131882","15854947","483399","1450927","5342609","446197","1737828","0","3997429","35833472"
2002-11-01,"3039713","172861","1619511","1247341","3529234","23674578","23182774","15787600","474066","1478382","5442726","491804","1696921","0","3959742","35900188"
2002-12-01,"2947121","329953","1422706","1194462","4455002","23595762","23102342","16538494","0","1285423","5278425","493420","1667241","0","4024906","36690032"
2003-01-01,"3337870","200980","1908514","1228376","4050513","23472172","22871614","16170907","0","1309495","5391212","600558","1825452","0","4035181","36721188"
2003-02-01,"2680766","217926","1154409","1308431","4027127","23233609","22631953","15830058","0","1414306","5387589","601656","1861087","0","4034421","35837010"
2003-03-01,"2859979","248306","1373089","1238584","3938910","23422324","22851049","15896488","0","1602854","5351707","571275","1834309","0","4015147","36070669"
2003-04-01,"2907247","196711","1364900","1345636","4066871","23430570","22881320","15863390","0","1502074","5515856","549250","1776014","0","3984353","36165055"
