"MES","BCCA01","BCCA02","BCCA03","BCCA04","BCCA05","BCCA06","BCCA07","BCCA08","BCCA09","BCCA10","BCCA11","BCCA12","BCCA13","BCCA14","BCCA15","BCCA16"
2007-08-01,"33775033.484238297","4676281.9322168995","3590732.5751511003","25508018.976870295","1153560.6897150001","1545507.7860866999","6258181.3027422996","6258181.3027422996","0","0","0","1936314.4790506002","2154572.5867551002","-218258.10770450003","980470.9516208939","45649068.693453789"
2007-09-01,"36559785.304430403","5159806.9896401996","1908133.6859211","29491844.628869101","1153560.6897150001","1503022.5740993998","6304010.9898823006","6304010.9898823006","0","0","0","1929687.0465467002","2178422.7559636002","-248735.70941689998","994330.52964065864","48444397.134314455"
2007-10-01,"37717054.047128297","5466280.9797999002","1933104.2657081999","30317668.8016202","1147575.939055","1496289.9860272","6351578.7026582994","6351578.7026582994","0","0","0","1937542.5027903002","2171003.1148099001","-233460.61201959997","997111.57415315451","49647152.751812257"
2007-11-01,"38751786.395259701","5518661.743380799","2911920.0050444002","30321204.6468345","1141591.1883950001","1481265.4238396001","6401261.7075186996","6401261.7075186996","0","0","0","2071741.0194585","2326120.2848727","-254379.2654142","981481.16568064585","50829126.900152147"
2007-12-01,"40261196.811808005","5785814.9549179003","3664296.6149500003","30811085.241940103","1132614.062405","1469274.5926172","6510751.0872791996","6510751.0872791996","0","0","0","2118621.2585100997","2417225.4733647997","-298604.21485469997","998084.07534919761","52490541.887968697"
2008-01-01,"42337186.495984808","6381240.2699075993","3321665.3835276002","32634280.842549603","1126629.3117449998","1441262.9767727999","6549662.8647228004","6549662.8647228004","0","0","0","1884141.5839312","2137967.4517248999","-253825.86779370002","1011630.993359496","54350514.226516113"
2008-02-01,"44890107.5758982","6632356.266214001","3301798.7977764998","34955952.511907704","1120644.5610849999","1434061.2054468002","6582893.6410250003","6582893.6410250003","0","0","0","1932302.0143056002","2185143.7397901001","-252841.7254845","1015553.3798958388","56975562.377656437"
2008-03-01,"46116009.251465999","6281099.3527420005","2463131.3395079998","37371778.559216","1107178.8721","1512524.9853459999","6621173.5517600002","6621173.5517600002","0","0","0","2049594.3630499998","2298075.6556119998","-248481.29256199999","995194.8450046113","58401675.868726611"
2008-04-01,"47514383.623777002","5794603.522485001","3910383.904838","37809396.196454003","1109262.49545","1563608.9224840002","6804914.865975","6804914.865975","0","0","0","2011227.8621220004","2260966.8250470003","-249738.96292499994","1001574.5462325144","60004972.316040516"
2008-05-01,"49227465.518444493","5770929.0764152994","1726179.4634098001","41730356.978619397","1095586.6564650002","1476080.9056679001","6986924.5264624218","6986924.5264624218","0","0","0","1881605.1350755002","2124030.2880286002","-242425.15295309998","959036.58497527137","61626699.327090591"
2008-06-01,"50682503.197055198","6024101.3483560001","1718767.0449232","42939634.803775996","1081910.81748","1458089.0850207999","7097211.7991093369","7097211.7991093369","0","0","0","1766682.9399808","1980484.6049116","-213801.66493080003","1024709.5766072011","63111107.415253334"
2008-07-01,"52363341.169638395","5816055.0249472","1963140.6330623999","44584145.511628799","1069754.5161600001","1421839.2776895999","8217458.9575829636","8217458.9575829636","0","0","0","1853807.6409936","2117866.5755908","-264058.93459719996","944604.43932341121","65870806.001387969"
2008-08-01,"53890413.739977404","5331283.6842690995","1180997.499324","47378132.556384303","1065195.903165","1417114.6668089002","8214144.7834493443","8214144.7834493443","0","0","0","1737047.2095357","2005805.5547537","-268758.345218","930190.21777584322","67254106.520712197"
2008-09-01,"54586906.463319302","5775070.0453169998","1256230.2144351001","47555606.203567199","1062156.8278350001","1414289.6281110002","8212356.910058205","8212356.910058205","0","0","0","1713620.0604930003","1982663.0616327003","-269043.00113970001","989916.72010854003","67979246.609925047"
2008-10-01,"52525111.134775892","4686931.3346090997","1828007.1571954","46010172.642971396","1059117.752505","1409297.7965654002","8620586.6963024009","8620586.6963024009","0","0","0","1833771.1876761001","2102876.9833696","-269105.79569349997","1022159.3388915061","66470043.906716295"
2008-11-01,"53076840.7992035","5187062.7640811997","1509908.0352909998","46379869.999831297","1059117.752505","1412384.3840469001","8762629.9811278526","8762629.9811278526","0","0","0","1743601.5768749001","2089590.8416293","-345989.26475440001","950614.89114572247","67005189.384903863"
2008-12-01,"53823581.082800202","5537412.2619452002","2923295.0538379","45362873.767017104","1059117.752505","1416891.8895290003","8909853.7007267643","8909853.7007267643","0","0","0","1681223.1419049997","1961184.7071947998","-279961.5652898","981375.98671203176","67872043.554177999"
2009-01-01,"54248053.701959401","5762161.4999202993","946349.24693359993","47539542.955105498","1059117.752505","1420046.6793666","9047580.1424920466","9047580.1424920466","0","0","0","1673697.5083570001","1935354.4019375001","-261656.89358050001","984796.43216642202","68433292.216846481"
2009-02-01,"53519239.187979802","6001293.3390987003","858922.99607569992","46659022.852805398","1059117.752505","1419923.5226728001","9114654.2671885844","9114654.2671885844","0","0","0","1687385.5273608002","1959953.9158817001","-272568.38852089999","1014630.8918631061","67814951.149570093"
2009-03-01,"54102540.615366384","5827390.6322431993","6357176.7969197994","41917973.18620339","1077518.552505","1464595.5585022999","9120921.0911779255","9120921.0911779255","0","0","0","1668653.7564453001","1935427.3287076","-266773.57226229995","976157.98450127745","68410387.558498189"
2009-04-01,"53946332.169090107","5718567.3876943998","1110525.9155605","47117238.865835205","1077518.552505","1463615.5238091","9141519.7318625227","9141519.7318625227","0","0","0","1668955.8846503003","1935510.0886447001","-266554.20399439998","945125.59017731948","68243067.452094346"
2009-05-01,"55021950.843874097","6098442.9666209994","795002.67655219988","48128505.200700901","1077518.552505","1473771.8579848001","9175456.2416043989","9175456.2416043989","0","0","0","1661636.8732586999","1935835.7677690999","-274198.89451039996","916703.56226382486","69327037.931490824"
2009-06-01,"55442875.591960505","5964510.9213054003","1043770.9029614999","48434593.767693602","1077518.552505","1474590.7896313998","9203369.0336943232","9203369.0336943232","0","0","0","1659001.7236321","1935762.5045232","-276760.7808911","933185.92596169934","69790541.61738503"
2009-07-01,"55798882.641403399","5940618.2025063997","924887.42339080002","48933377.0155062","1077518.552505","1473688.6634374999","9221719.7844025996","9221719.7844025996","0","0","0","1634425.1234287003","1935755.0272466002","-301329.90381789999","921035.17124425771","70127269.936421469"
2009-08-01,"57900258.155314304","6086661.3345983997","1199390.7270223999","50614206.093693502","1077518.552505","1475518.8353734","9464105.4942082688","9464105.4942082688","0","0","0","1385771.9800684","1700106.4729304002","-314334.49286200001","923917.06985515635","72227090.08732453"
2009-09-01,"58920080.131236106","6318336.9207878001","1244631.8127497002","51357111.397698604","1077518.552505","1466562.8431630002","9508039.8963770848","9508039.8963770848","0","0","0","1377463.5041486002","1700316.6055997002","-322853.10145109997","1048886.4418083369","73398551.369238138"
2009-10-01,"59924216.082359195","6667879.1064133998","1414788.0057627999","51841548.970182993","1077518.552505","1465994.1285222","9516367.0472101867","9516367.0472101867","0","0","0","1402107.2953981","1700579.5632153","-298472.26781719999","1176694.3646637066","74562897.470658392"
2009-11-01,"61060341.526485197","7499489.0802059006","1308457.8167423999","52252394.629536897","1077518.552505","1469400.7547056999","9523904.5906263795","9523904.5906263795","0","0","0","1382130.0185341001","1700708.6289354002","-318578.61040130001","1167517.8600906816","75680813.302947059"
2009-12-01,"59806022.747445002","6953214.4274514997","1497111.4679729999","51355696.852020502","1077518.552505","1465746.1637325","9529623.429569371","9529623.429569371","0","0","0","1363710.9500244004","1700107.7628236003","-336396.81279920001","967833.28800320788","74210455.131279483"
2010-01-01,"59651552.061429292","6916271.0518664001","1301356.6743104998","51433924.335252389","1077518.552505","1473106.9309974001","9535059.1605773419","9535059.1605773419","0","0","0","1345657.6847679005","1699841.7802548003","-354184.09548689995","985881.80635675939","74068776.196633697"
2010-02-01,"59408061.428270608","7017291.1470837994","1929704.6982171999","50461065.582969606","1077518.552505","1439683.5989692002","9797432.7669611126","9797432.7669611126","0","0","0","1166485.3413148001","1515613.7088330002","-349128.36751819996","860040.87328104198","73749222.561301768"
2010-03-01,"58886237.634420499","7008753.4608173994","1370840.3745792999","50506643.7990238","1109057.802505","1439308.0205192","9652773.7255308256","9652773.7255308256","0","0","0","1191800.7341219997","1514661.9388680998","-322861.2047461","819226.81073873036","73098404.727836236"
2010-04-01,"58827997.539746501","7419615.0588884996","1611707.8388982001","49796674.641959801","1109057.802505","1484227.9310163001","9659099.0383922439","9659099.0383922439","0","0","0","1170983.7520394996","1514533.3334973997","-343549.58145790006","939410.62598656083","73190776.68968612"
2010-05-01,"58940264.371552393","7719538.9421903994","3515061.9320140001","47705663.497347996","1109057.802505","1485645.4801371002","9668501.6874224395","9668501.6874224395","0","0","0","1166095.6339952999","1513740.716547","-347645.0825517","911092.38666355726","73280657.362275794"
2010-06-01,"59499653.68367549","7878840.8670477998","3588246.0857165996","48032566.730911091","1109057.802505","1486950.0752501001","9682308.8460074086","9682308.8460074086","0","0","0","1186149.2433835999","1510981.1672930999","-324831.92390950001","910302.85888616415","73874422.509707764"
2010-07-01,"60062575.498927504","7419842.7949956991","3757037.1502818996","48885695.553649902","1109057.802505","1487492.2787292001","9693175.6800464783","9693175.6800464783","0","0","0","1149029.1973255998","1511699.0651924999","-362669.86786689999","903941.50536665798","74405271.962900445"
2010-08-01,"60907225.103593394","7863295.6592500992","3402595.0393222999","49641334.405020997","1109057.802505","1587585.3126474","9791427.9140530452","9791427.9140530452","0","0","0","1162700.4061178998","1511360.9069299998","-348660.50081210001","932779.85229411745","75490776.391210854"
2010-09-01,"63137186.832641989","8319046.5371774994","4624386.6100338995","50193753.685430594","1290277.802505","1588873.3370733","9753324.3667033967","9753324.3667033967","0","0","0","1181413.0452564997","1512135.1419878998","-330722.0967314","956516.66383262991","77907592.048012808"
2010-10-01,"64175800.356103592","8534466.8906605002","4576267.9416148998","51065065.523828194","1327233.4395050001","1592238.3683181002","9792233.1392551642","9792233.1392551642","0","0","0","1158325.5548749","1512377.547645","-354051.99277010001","966234.5753785905","79012065.433435351"
2010-11-01,"64546841.092735201","8673374.8630583994","5492376.1769328006","50381090.052744001","1325329.2308400001","1621953.4103063999","9935588.3011376951","9935588.3011376951","0","0","0","1158087.9419219999","1509561.1879135999","-351473.24599159998","1006406.862181762","79594206.839123055"
2010-12-01,"67527617.543094203","11077558.3958946","5257321.0101923998","51192738.137007199","1320776.230279","1620704.6426796003","10215179.760334298","10215179.760334298","0","0","0","1292932.4461788","1540134.0896598001","-247201.64348099998","983472.6054411463","82960683.228007048"
2011-01-01,"69509261.353923604","10547739.554605801","8281987.5704942001","50679534.228823602","1284753.1099100001","1621150.3936746002","10219703.471415853","10219703.471415853","0","0","0","1165866.7598908001","1505481.9798652001","-339615.21997440007","1016323.288895241","84817058.377710074"
2011-02-01,"71665470.513342813","11084365.408619199","9579071.4618484005","51002033.642875209","1281329.7809979999","1581863.703244","10378496.381381204","10378496.381381204","0","0","0","1166556.3279627999","1501259.8268500001","-334703.49888720002","1001986.0394556038","87075702.746384427"
2011-03-01,"72345938.155424997","11151134.804874001","11589232.145868","49605571.204682998","1313133.0277739998","1475062.5984419999","10562453.798518805","10217773.154698804","0","0","344680.64382","1096133.1636680001","1497238.2001820002","-401105.03651399998","1032261.9817526608","87824982.725580484"
2011-04-01,"74069133.936422303","12028962.825887801","13415344.0846035","48624827.025931001","1310564.0046317","1447788.9203089001","10593000.562673358","10221850.589773359","0","0","371149.97289999999","1135944.2014239","1520633.0068842999","-384688.80546040001","927090.51685851265","89483522.142318681"
2011-05-01,"73562133.850506604","12038113.417524999","12542516.358384999","48981504.074596599","1310881.8501844001","1469146.3909355998","10730353.709291456","10225919.276841456","0","0","504434.43244999996","1298665.8079592003","1620241.5905833002","-321575.78262409999","933626.00983281748","89304807.618710071"
2011-06-01,"73968047.618697599","11799403.800116798","12990151.872086398","49178491.946494401","1310899.15068","1467229.45704","10950094.372409625","10261208.545599625","0","0","688885.82681","1135081.8582756","1460588.7445968001","-325506.8863212","929281.621700463","89760634.078803301"
2011-07-01,"75821999.997132301","12612494.211366899","11835920.050729802","51373585.735035598","1307440.1582697001","1467053.8247741999","10961843.065049965","10265000.044399966","0","0","696843.02064999996","1190864.9637164001","1508389.4992814001","-317524.53556499997","897829.04574070149","91647031.054683283"
2011-08-01,"79934836.422144592","17209459.943289299","12089028.0032649","50636348.4755904","1310183.0530353002","1468994.6553525","11391022.29403439","10268914.80559439","0","0","1122107.48844","1181444.8711160002","1458493.8687824002","-277048.99766640004","995586.56150187866","96282067.857184663"
2011-09-01,"78372482.601707697","15153218.908873202","15234876.542555999","47984387.150278494","1312650.2463882","1468887.1300971","11430465.560435111","10272743.333715111","0","0","1157722.2267199999","1173214.8700196003","1457809.1994299002","-284594.32941030001","950269.06923340214","94707969.477881119"
2011-10-01,"81772444.488698989","16317302.390842801","11468523.973162498","53986618.124693699","1316412.6760155","1469109.8396273998","11936102.019630743","10276945.292140743","0","0","1659156.72749","1180401.0879733004","1458264.1479362003","-277863.05996290001","997257.29658793914","98671727.408533871"
2011-11-01,"83105865.002847403","16070103.809720803","12028867.167459801","55006894.025666796","1323655.4551836001","1466337.6497028","13112950.238872498","10280373.010582499","0","0","2832577.22829","1033806.9248980003","1455491.2160748004","-421684.29117680003","975948.38465334382","101018563.65615764"
2011-12-01,"82450478.707279205","14468251.192382401","13516651.656572402","54465575.858324401","1345000.1752613999","1466637.9769355999","13474727.435007114","10233351.568457114","0","0","3241375.8665500004","1072530.0812348002","1455186.7457450002","-382656.66451020003","930146.48229589174","100739520.85801399"
2012-01-01,"85675432.721709594","16173330.497258199","11518018.923202401","57984083.301248997","1313989.6465836","1467652.6341162","13482036.282134442","10237866.466994442","0","0","3244169.8151400001","1059573.827183","1455326.5323080001","-395752.70512500004","1045100.634090982","104043785.74581781"
2012-02-01,"87388218.98749879","16676785.268196201","11401684.8898484","59309748.829454198","1389030.3120022002","1465429.6639444001","13510904.638329802","10242093.283989802","0","0","3268811.3543400001","1065606.3085166002","1455591.3235746003","-389985.01505800005","1027730.8815675391","105846920.79185933"
2012-03-01,"87434750.575699806","15529121.964305602","12473054.200626601","59432574.4107676","1438686.2569506001","1464372.7960176","13847224.890417706","10111653.837807706","0","0","3735571.0526100001","1051593.3795060001","1455463.3347710001","-403869.955265","956069.08762636583","106192696.98621809"
2012-04-01,"86251832.207860202","15490566.077518001","14313608.0780966","56447658.052245602","1506553.5614793999","1481045.4287860002","14202640.715429721","10115697.028389722","0","0","4086943.6870399998","1055430.4774048","1455419.0896918001","-399988.61228700005","963974.53918830561","105461476.93014844"
2012-05-01,"85215126.911662996","14632885.502355402","9423291.2815005984","61158950.127806999","1532314.0467502","1482194.6124188001","14247152.078893941","10119302.579173941","0","0","4127849.4997199997","1066103.0537634003","1454734.2089694003","-388631.15520600002","1020312.9132556216","104563203.61674497"
2012-06-01,"85327100.040478796","14562580.806418402","13608641.219787601","57155878.014272802","1578690.8245080002","1481949.9960006","14445406.834442645","10123145.124862647","0","0","4322261.7095799996","1183071.672702","1454791.0737731999","-271719.40107120003","932467.63969554426","104948687.00782758"
2012-07-01,"87446507.524616808","15173854.463936001","17224136.970315799","55048516.090365","1431232.9660090001","1482570.3959472","14513916.179372508","10127110.454592509","0","0","4386805.7247799998","1176639.3959552001","1454639.3283094","-277999.93235419999","994608.33695584536","107045474.79885657"
2012-08-01,"89616536.362875193","15513497.1073572","17821701.2959566","56281337.9595614","1568732.7414234001","1482541.7988710001","14686161.577304674","10131157.060354674","0","0","4555004.5169500001","1181724.9944386003","1454840.3227422002","-273115.32830360002","993256.15062823216","109528953.62554111"
2012-09-01,"92054803.181300402","16667377.845749401","18571786.9285536","56815638.406997405","1644074.7437296002","1483126.7739834001","15502153.158547936","10134948.215867937","0","0","5367204.9426799994","1184212.7410716002","1455161.2378640003","-270948.49679240002","958818.18863150931","112827188.78726445"
2012-10-01,"94475395.601774603","16054075.550403802","25004612.824354801","53416707.227016009","1778874.1712448001","1482075.7007672","17147062.676713027","10138998.174373025","0","0","7008064.5023400001","1203894.0844162002","1455197.3567930001","-251303.27237680001","995073.25606096326","117082375.4909768"
2012-11-01,"95528814.978723004","16224812.657212602","21675658.182812199","57628344.138698205","2088742.5086149999","1481093.2805102","17178990.019936338","10142650.930216338","0","0","7036339.0897199996","1227195.4815882004","1455208.2442990004","-228012.76271080002","951385.3348874579","118456221.60426021"
2012-12-01,"95536782.480309814","15553823.844423201","21999514.791595604","57983443.844291009","2165623.1176832002","1479399.4149354","18150665.290574666","10145968.422704667","0","0","8004696.8678700002","1230435.4774110003","1455405.7225702002","-224970.24515920001","924704.38503400248","119487610.16594809"
2013-01-01,"96374004.759692788","15763268.441206999","23987927.044960201","56622809.273525596","1385484.1995050001","1477338.0909910002","18162938.673623275","10150299.980343275","0","0","8012638.6932800002","1137182.9219524001","1455685.8809914002","-318502.95903900004","1049339.0262229","119586287.67198737"
2013-02-01,"96731574.449857205","15022913.5831936","21990093.202699997","59718567.663963601","1425897.5145729999","1477117.1005499996","18313701.260539122","10154132.682619121","0","0","8159568.5779200001","1210416.4105458001","1455332.2267254002","-244915.81617959999","1053143.3046769961","120211850.0407421"
2013-03-01,"97333384.033607394","15135499.286616802","20869355.215167198","61328529.531823404","1426675.2921806001","1476364.7005519997","18272728.965592954","10025382.503412955","0","0","8247346.4621799998","1203895.5664372002","1455050.1896246001","-251154.62318739999","913280.73220551992","120626329.29057567"
2013-04-01,"97453275.872328609","13878083.391046001","19259710.790720403","64315481.690562211","1423714.8007334","1493094.4947506001","18616459.926505715","10029005.718715716","0","0","8587454.2077900004","1219792.6225956001","1455308.3172244001","-235515.6946288","905083.92654919694","121111421.64346312"
2013-05-01,"96088896.884576395","13120177.6269494","19080057.310143203","63888661.947483793","1430046.3536674001","1741760.6581102","18889985.105671912","10032726.909591915","0","0","8857258.1960799992","1232462.1833268004","1455179.3535462003","-222717.1702194","881824.53189628141","120264975.71724898"
2013-06-01,"95704237.555535004","11300030.8440712","20979180.331727799","63425026.379736006","1429982.9271364","1742357.6282756","19359762.992299199","10036471.562839201","0","0","9323291.4294600002","1239326.3294770003","1455262.1489094002","-215935.81943240002","833272.14038414392","120308939.57310735"
2013-07-01,"98170463.099377215","12472056.307571001","18815565.492833201","66882841.298973016","1354505.2114608001","1742528.9573929999","19912255.895911835","10040293.476231836","0","0","9871962.4196799975","1229150.4597130001","1455436.2945718002","-226285.83485879999","879656.35906176863","123288559.98291761"
2013-08-01,"98793498.707574993","13227760.375590598","21553042.596320201","64012695.735664204","1370013.4790048001","1742359.0503535999","20164254.611691099","10044212.706711099","0","0","10120041.90498","1235258.4780400002","1455424.0372136002","-220165.55917359999","904601.62892094487","124209985.95558544"
2013-09-01,"99583003.25172919","12550173.569113601","22251725.1361566","64781104.546458997","1376664.9642284","1742588.8905376","20372767.879881971","10047710.907671971","0","0","10325056.972209999","1212527.7407918002","1455642.4204218001","-243114.67963","855556.08238153113","125143108.80955049"
2013-10-01,"97752221.763317809","12624798.772900999","17489923.508971199","67637499.481445611","1383215.3458115999","1742554.4383142001","20834092.799473904","10051640.980123904","0","0","10782451.81935","5343255.0594076002","1455809.7306768002","3887445.3287307997","885480.32070869976","127940819.72703382"
2013-11-01,"97600648.984102592","11698124.757118799","17814379.071694802","68088145.155288994","1386720.2677132001","1741249.4227841999","21220313.465280462","10055539.336060461","0","0","11164774.129220001","5631333.0744992001","1748697.2189334002","3882635.8555657999","834877.86249770899","128415143.07687736"
2013-12-01,"98990999.416600212","11301161.191790402","17638315.478509601","70051522.746300206","1682844.3840012001","1733147.6185870001","22554891.232389964","10058963.734199964","0","0","12495927.498189999","5303659.6270041997","1455395.3308363999","3848264.2961677997","832389.87803447375","131097932.15661705"
2014-01-01,"99602092.711752385","11707052.3177636","16360700.86805","71534339.525938794","1573698.0738388","1734862.3347202002","22569602.876647145","10063326.126557149","0","0","12506276.750089997","5304249.3252587998","1455196.925299","3849052.3999597998","930362.08082629356","131714867.40304363"
2014-02-01,"99864320.071531385","12509156.337307001","17280301.205739602","70074862.528484792","1653362.0659612003","1735456.1800184003","22947169.734366238","10067106.532266235","0","0","12880063.202100001","5305383.9333538003","1455320.3301819998","3850063.6031718003","1050907.5664904001","132556599.55172141"
2014-03-01,"99401889.07183221","12169796.215508401","16479187.868705802","70752904.987618014","1670137.4715452003","1734707.997274","23124835.750569619","9940115.0750196166","0","0","13184720.675550001","5514984.8599087996","1485463.4358643999","4029521.4240444","927793.72035180021","132374348.87148164"
2014-04-01,"99680983.857715383","12186477.809494801","15554304.216952201","71940201.831268385","1679568.9995518003","1721215.7269104","23513762.682849262","9943410.3678592648","0","0","13570352.314989997","6168352.4547434002","1552517.7936855999","4615834.6610578001","849995.07488241245","133613878.79665266"
2014-05-01,"99745997.667451799","11796767.601574201","17580474.847049806","70368755.218827784","1748237.9317130004","1718416.2317056002","23829766.194143333","9946934.890653329","0","0","13882831.303490002","6496292.3117375998","1757257.7678264","4739034.5439112","874029.6829722625","134412740.01972359"
2014-06-01,"101586518.36852118","12381863.502933402","15553432.964984601","73651221.90060319","1751226.6908878002","1718257.1651812","24419270.023824714","9950658.5024247114","0","0","14468611.521400001","6179030.0244423999","1456416.1011087999","4722613.9233336002","845701.03556356521","136500003.30842087"
2014-07-01,"102032390.6106974","12185472.644633401","16331122.436608002","73515795.529456005","1672685.8338120002","1688257.0850740001","24563793.315709151","9954359.1613691505","0","0","14609434.154340001","6781553.5444729999","2806673.4866511999","3974880.0578217995","841444.03098974982","137580124.42075527"
2014-08-01,"105618557.60524601","12112924.1567096","19710449.429980401","73795184.018555999","1680102.9259742002","1689006.5098900001","24965321.423092067","9958105.6536020655","0","0","15007215.76949","5950919.2702682","2057913.1795748","3893006.0906933998","958446.59949364583","140862354.33396411"
2014-09-01,"104766010.80993602","11417877.2529878","15516574.4434008","77831559.113547415","1754965.8221074005","1688606.6056412","25206508.402243242","9961880.1000032406","0","0","15244628.302240001","5297125.7624687999","1452862.4834118001","3844263.2790569998","814164.95577422914","139527382.35817087"
2014-10-01,"105552401.87641102","11252306.940673402","16446852.670117799","77853242.265619814","1754906.6972766004","1689330.4235864","25284051.320287801","9964904.4711078014","0","0","15319146.849180002","5804715.9763082005","1912974.3115786002","3891741.6647295998","932075.51006764383","141017481.80393764"
2014-11-01,"106176007.19018441","11214677.987444401","18408855.558906402","76552473.643833607","1754877.1347926001","1689542.3796132","25623944.970444001","9968627.5486340001","0","0","15655317.421809999","5313323.9173336001","1432116.1975213999","3881207.7198121999","809080.15226605232","141366775.74463388"
2014-12-01,"103744837.73194382","11266311.701125601","17218817.190001","75259708.840817213","1754847.5723772002","1689430.8878062","26354229.802802879","9971519.7483328786","0","0","16382710.054470001","5371426.2612638008","1493735.3271340001","3877690.9341298002","838953.84405560291","139753726.1002495"
2015-01-01,"103498942.49881761","11816106.349675599","16478152.803917004","75204683.345225006","1565008.6523316002","1690822.8139795999","26371999.659247931","9975744.8150579315","0","0","16396254.84419","5265640.0975251999","1400940.2020552","3864699.8954700003","1062883.9266554906","139455297.64855742"
2015-02-01,"103884497.8766","11336484.038850602","16702517.661081001","75845496.176668391","1566508.7618712001","1690220.5675824001","26387872.192381453","9981424.5594114512","0","0","16406447.632970002","5265659.5482999999","1396817.4430344002","3868842.1052655997","845175.10226440092","139639934.04899946"
2015-03-01,"102677479.65963601","11143583.610839399","14659078.454923","76874817.593873605","1571136.7447313999","1690654.4376119999","27327316.193337493","10356222.547757497","0","0","16971093.645579997","5231656.3400961999","1396526.4081670002","3835129.9319291995","841087.90246912546","139339331.27788222"
2015-04-01,"101812620.66817521","11331390.7513142","14264488.0794976","76216741.837363407","1626777.2308858004","1696179.5480167998","27603394.849470247","10359463.88323025","0","0","17243930.966239996","5740723.6455610003","1885810.8468988002","3854912.7986622001","937583.98674605822","139417279.92885512"
2015-05-01,"100483509.47564019","11163328.0729922","22511831.030302595","66808350.372345395","1655697.1098052","1696006.8965658001","27983512.592374377","10363039.162654379","0","0","17620473.429719999","5242366.8963677995","1394579.9876982002","3847786.9086695998","900428.7958042674","137961521.7665576"
2015-06-01,"100899329.54684803","11089804.3941538","9277055.4871372003","80532469.665557027","1647306.0057566003","1695734.8000165999","29611403.384259686","10366571.849699682","0","0","19244831.534560002","5285846.0909230001","1398578.0964030002","3887267.9945200002","849402.97409017768","139989022.8018941"
2015-07-01,"99374474.787365392","10233349.945756001","8221495.0762686003","80919629.76534079","1564040.0752116004","1695874.0155531999","29976587.848095484","10369962.984795487","0","0","19606624.863299999","5273057.6048540007","1397312.6024992","3875745.0023548002","962591.23771139153","138846625.56879109"
2015-08-01,"98461760.175018802","10663470.920117399","8362749.2294584","79435540.025443003","1711638.1679572","1696193.1352758","30181536.583642378","10373483.732272377","0","0","19808052.851369999","5269571.9942731997","1397170.6448834001","3872401.3493897999","832430.56693061953","138153130.62309799"
2015-09-01,"97612467.312663808","10593021.638018399","7850162.1378516005","79169283.536793813","1715520.5737754002","1696737.4154275998","30347904.514940448","10373180.59301045","0","0","19974723.92193","5266104.5691131996","1401343.2579252","3864761.3111879998","831677.86390284169","137470412.2498233"
2015-10-01,"95816741.947172403","10782288.747360202","7596867.5829816004","77437585.616830602","1720034.9418643999","1696413.1119459998","30623938.440424744","10376713.129424743","0","0","20247225.311000001","5265186.1194958007","1400668.0848876003","3864518.0346082002","872364.88426824007","135994679.44517159"
2015-11-01,"92806132.527712792","9949466.286551401","7836240.7823770009","75020425.458784387","1727175.9832362004","1696157.8227398","31059878.957732677","10379666.573662678","0","0","20680212.384070002","5352816.5501878001","1400269.6160208001","3952546.9341670005","818377.77853496652","133460539.62014422"
2015-12-01,"89565137.047161996","9982235.7058521993","7971806.073051801","71611095.26825799","1732521.2913945999","1695947.8881492","31516309.05316966","10542383.805639658","0","0","20973925.247530002","5214597.2507601995","1400672.2407826001","3813925.0099775996","1580830.1272906035","131305342.65792628"
